レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1310010001,1995,1310010,13,001,01,#,2,#,0.15
1310010004,1995,1310010,13,001,01,#,1.1,#,0.076
1310010007,1995,1310010,13,001,01,#,1.9,#,0.087
1310010010,1995,1310010,13,001,01,#,2.9,#,0.13
1310010017,1995,1310010,13,001,01,#,2.7,#,0.12
1310010020,1995,1310010,13,001,01,#,2.7,#,0.14
1310010023,1995,1310010,13,001,01,#,3.8,#,0.3
1310010026,1995,1310010,13,001,01,#,3.6,#,0.17
1310010029,1995,1310010,13,001,01,#,3.8,#,0.22
1310010036,1995,1310010,13,001,01,#,4,#,0.18
1310010039,1995,1310010,13,001,01,#,4.4,#,0.23
1310010042,1995,1310010,13,001,01,#,3.9,#,0.2
1310020001,1995,1310020,13,001,51,#,2.8,#,0.11
1310020002,1995,1310020,13,001,51,#,1.4,#,0.065
1310020003,1995,1310020,13,001,51,#,2.4,#,0.089
1310020004,1995,1310020,13,001,51,#,3.3,#,0.11
1310020005,1995,1310020,13,001,51,#,3,#,0.12
1310020006,1995,1310020,13,001,51,#,2.9,#,0.14
1310020007,1995,1310020,13,001,51,#,3.4,#,0.11
1310020008,1995,1310020,13,001,51,#,3.8,#,0.17
1310020009,1995,1310020,13,001,51,#,3.7,#,0.19
1310020010,1995,1310020,13,001,51,#,4.1,#,0.21
1310020011,1995,1310020,13,001,51,#,4.7,#,0.23
1310020012,1995,1310020,13,001,51,#,4.6,#,0.14
1310030001,1995,1310030,13,002,01,#,2.3,#,0.13
1310030004,1995,1310030,13,002,01,#,1.5,#,0.11
1310030007,1995,1310030,13,002,01,#,2.1,#,0.1
1310030010,1995,1310030,13,002,01,#,3,#,0.12
1310030017,1995,1310030,13,002,01,#,2.4,#,0.11
1310030020,1995,1310030,13,002,01,#,2.7,#,0.11
1310030023,1995,1310030,13,002,01,#,3.4,#,0.14
1310030026,1995,1310030,13,002,01,#,3.3,#,0.13
1310030029,1995,1310030,13,002,01,#,3.4,#,0.13
1310030036,1995,1310030,13,002,01,#,3.8,#,0.18
1310030039,1995,1310030,13,002,01,#,4.2,#,0.2
1310030042,1995,1310030,13,002,01,#,4.1,#,0.21
1310040001,1995,1310040,13,002,51,#,2,#,0.1
1310040003,1995,1310040,13,002,51,#,1.3,#,0.081
1310040005,1995,1310040,13,002,51,#,3.3,#,0.2
1310040007,1995,1310040,13,002,51,#,3,#,0.1
1310040009,1995,1310040,13,002,51,#,2.7,#,0.1
1310040011,1995,1310040,13,002,51,#,2.7,#,0.11
1310040013,1995,1310040,13,002,51,#,3.2,#,0.15
1310040015,1995,1310040,13,002,51,#,3.7,#,0.16
1310040017,1995,1310040,13,002,51,#,3.5,#,0.17
1310040019,1995,1310040,13,002,51,#,3.7,#,0.16
1310040021,1995,1310040,13,002,51,#,4.1,#,0.18
1310040023,1995,1310040,13,002,51,#,4.3,#,0.21
1310060002,1995,1310060,13,003,01,#,4.2,#,0.22
1310060005,1995,1310060,13,003,01,#,3,#,0.15
1310060009,1995,1310060,13,003,01,#,3.9,#,0.16
1310060013,1995,1310060,13,003,01,#,3.4,#,0.1
1310060017,1995,1310060,13,003,01,#,3.5,#,0.13
1310060021,1995,1310060,13,003,01,#,3.3,#,0.12
1310060025,1995,1310060,13,003,01,#,3.7,#,0.14
1310060029,1995,1310060,13,003,01,#,3.9,#,0.12
1310060033,1995,1310060,13,003,01,#,5,#,0.16
1310060037,1995,1310060,13,003,01,#,5.5,#,0.27
1310060041,1995,1310060,13,003,01,#,5.6,#,0.28
1310060045,1995,1310060,13,003,01,#,6,#,0.32
1310070001,1995,1310070,13,003,51,#,4.5,#,0.23
1310070002,1995,1310070,13,003,51,#,4.1,#,0.18
1310070003,1995,1310070,13,003,51,#,2.8,#,0.13
1310070004,1995,1310070,13,003,51,#,3,#,0.11
1310070005,1995,1310070,13,003,51,#,2.9,#,0.1
1310070006,1995,1310070,13,003,51,#,4.8,#,0.14
1310070007,1995,1310070,13,003,51,#,3.9,#,0.13
1310070008,1995,1310070,13,003,51,#,4.5,#,0.12
1310070009,1995,1310070,13,003,51,#,7.2,#,0.19
1310070010,1995,1310070,13,003,51,#,4.1,#,0.19
1310070011,1995,1310070,13,003,51,#,5.6,#,0.29
1310070012,1995,1310070,13,003,51,#,7.3,#,0.47
1310090002,1995,1310090,13,004,01,#,5.6,#,0.5
1310090005,1995,1310090,13,004,01,#,3.1,#,0.2
1310090008,1995,1310090,13,004,01,#,3.4,#,0.18
1310090011,1995,1310090,13,004,01,#,3.8,#,0.21
1310090018,1995,1310090,13,004,01,#,2.6,#,0.18
1310090021,1995,1310090,13,004,01,#,4.3,#,0.16
1310090024,1995,1310090,13,004,01,#,5.8,#,0.2
1310090027,1995,1310090,13,004,01,#,7.4,#,0.27
1310090030,1995,1310090,13,004,01,#,10,#,0.63
1310090033,1995,1310090,13,004,01,#,10,#,0.64
1310090040,1995,1310090,13,004,01,#,11,#,0.76
1310090043,1995,1310090,13,004,01,#,11,#,0.86
1310100001,1995,1310100,13,004,02,#,5.4,#,0.24
1310100005,1995,1310100,13,004,02,#,3.6,#,0.49
1310100009,1995,1310100,13,004,02,#,3,#,0.12
1310100013,1995,1310100,13,004,02,#,3.4,#,0.14
1310100017,1995,1310100,13,004,02,#,3.9,#,0.25
1310100021,1995,1310100,13,004,02,#,4.4,#,0.23
1310100025,1995,1310100,13,004,02,#,4.1,#,0.31
1310100029,1995,1310100,13,004,02,#,4.6,#,0.26
1310100033,1995,1310100,13,004,02,#,4.8,#,0.27
1310100037,1995,1310100,13,004,02,#,3.2,#,0.18
1310100041,1995,1310100,13,004,02,#,6.5,#,0.34
1310100045,1995,1310100,13,004,02,#,7.3,#,0.45
1310110002,1995,1310110,13,004,51,#,5.6,#,0.32
1310110004,1995,1310110,13,004,51,#,3.1,#,0.2
1310110006,1995,1310110,13,004,51,#,3.1,#,0.22
1310110008,1995,1310110,13,004,51,#,3.6,#,0.26
1310110010,1995,1310110,13,004,51,#,3.1,#,0.2
1310110012,1995,1310110,13,004,51,#,4.9,#,0.21
1310110014,1995,1310110,13,004,51,#,5.5,#,0.17
1310110016,1995,1310110,13,004,51,#,7,#,0.24
1310110018,1995,1310110,13,004,51,#,9.7,#,0.29
1310110020,1995,1310110,13,004,51,#,9.7,#,0.62
1310110022,1995,1310110,13,004,51,#,11,#,0.89
1310110024,1995,1310110,13,004,51,#,10,#,0.72
1310140002,1995,1310140,13,005,01,#,8.6,#,0.65
1310140004,1995,1310140,13,005,01,#,4.3,#,0.35
1310140006,1995,1310140,13,005,01,#,4,#,0.42
1310140008,1995,1310140,13,005,01,#,5,#,0.37
1310140021,1995,1310140,13,005,01,#,3.2,#,0.51
1310140023,1995,1310140,13,005,01,#,5.5,#,0.71
1310140025,1995,1310140,13,005,01,#,5.6,#,1.1
1310140027,1995,1310140,13,005,01,#,6.6,#,1
1310140029,1995,1310140,13,005,01,#,9.2,#,1.1
1310140031,1995,1310140,13,005,01,#,10,#,1.5
1310140044,1995,1310140,13,005,01,#,11,#,1.3
