レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1410010001,1981,1410010,14,001,01,#,7.1,#,5,#,17,#,10,#,220,E,99999,E,99999
1410010002,1981,1410010,14,001,01,E,99999,E,99999,#,4.2,#,7.4,E,99999,E,99999,E,99999
1410010003,1981,1410010,14,001,01,#,7.3,#,7.2,#,6.7,#,7,#,71,E,99999,E,99999
1410010004,1981,1410010,14,001,01,E,99999,E,99999,#,3.5,#,6.3,E,99999,E,99999,E,99999
1410010005,1981,1410010,14,001,01,#,7.9,#,6.5,#,3,#,6.4,#,11,E,99999,E,99999
1410010006,1981,1410010,14,001,01,E,99999,E,99999,#,2.7,#,7.1,E,99999,E,99999,E,99999
1410010007,1981,1410010,14,001,01,#,8,#,4.6,#,2.1,#,4.7,#,8,E,99999,E,99999
1410010008,1981,1410010,14,001,01,E,99999,E,99999,#,2.7,#,5.8,E,99999,E,99999,E,99999
1410010009,1981,1410010,14,001,01,#,7.7,#,6.4,#,3.8,#,7.4,#,12,E,99999,E,99999
1410010010,1981,1410010,14,001,01,E,99999,E,99999,#,2.3,#,5.4,E,99999,E,99999,E,99999
1410010011,1981,1410010,14,001,01,#,7.8,#,5.9,#,1.8,#,6.5,#,11,E,99999,E,99999
1410010012,1981,1410010,14,001,01,E,99999,E,99999,#,4.1,#,8.3,E,99999,E,99999,E,99999
1410010013,1981,1410010,14,001,01,#,7.5,#,5.6,#,1.6,#,4.5,#,8,E,99999,E,99999
1410010014,1981,1410010,14,001,01,E,99999,E,99999,#,2.6,#,5,E,99999,E,99999,E,99999
1410010015,1981,1410010,14,001,01,#,7.5,#,5.4,#,1.8,#,4.7,#,8,E,99999,E,99999
1410010016,1981,1410010,14,001,01,E,99999,E,99999,#,2,#,4.8,E,99999,E,99999,E,99999
1410010017,1981,1410010,14,001,01,#,7.6,#,6.8,#,2.8,#,5.6,#,8,E,99999,E,99999
1410010018,1981,1410010,14,001,01,#,7.5,#,6.6,#,4.6,#,5.6,#,8,E,99999,E,99999
1410010019,1981,1410010,14,001,01,#,8.2,#,11,#,5.6,#,7.7,#,11,E,99999,E,99999
1410010020,1981,1410010,14,001,01,#,8.2,#,10,#,4,#,5.7,#,12,E,99999,E,99999
1410010021,1981,1410010,14,001,01,#,8.2,#,8.5,#,3.2,#,5.2,#,9,E,99999,E,99999
1410010022,1981,1410010,14,001,01,#,7.6,#,6.6,#,3.2,#,5.6,#,8,E,99999,E,99999
1410010023,1981,1410010,14,001,01,#,7.6,#,6.2,#,3.7,#,5.8,#,8,E,99999,E,99999
1410010024,1981,1410010,14,001,01,#,7.6,#,6.2,#,2.9,#,4.8,#,8,E,99999,E,99999
1410010025,1981,1410010,14,001,01,#,7.6,#,5.6,#,1.2,#,3.2,#,17,E,99999,E,99999
1410010026,1981,1410010,14,001,01,#,7.8,#,6.3,#,2,#,4,#,24,E,99999,E,99999
1410010027,1981,1410010,14,001,01,#,7.6,#,5.7,#,1.4,#,3.3,#,14,E,99999,E,99999
1410010028,1981,1410010,14,001,01,#,7.6,#,5.7,#,0.8,#,3,#,11,E,99999,E,99999
1410010029,1981,1410010,14,001,01,#,7.2,#,4.8,#,1.5,#,4.3,#,8,E,99999,E,99999
1410010030,1981,1410010,14,001,01,#,7.5,#,5.1,#,1.4,#,3.7,#,10,E,99999,E,99999
1410010031,1981,1410010,14,001,01,#,7.4,#,4.8,#,1.4,#,3.9,#,9,E,99999,E,99999
1410010032,1981,1410010,14,001,01,#,7.7,#,5.8,#,1.6,#,3.6,#,8,E,99999,E,99999
1410010033,1981,1410010,14,001,01,#,7.2,#,5.9,#,1.7,#,4.4,#,17,E,99999,E,99999
1410010034,1981,1410010,14,001,01,#,7.2,#,6.6,#,1.4,#,3.8,#,10,E,99999,E,99999
1410010035,1981,1410010,14,001,01,#,7,#,7.5,#,2,#,4.7,#,8,E,99999,E,99999
1410010036,1981,1410010,14,001,01,#,7.3,#,5.4,#,1.7,#,4.3,#,11,E,99999,E,99999
1410010037,1981,1410010,14,001,01,#,7.1,#,5.6,#,2.1,#,5.3,#,9,E,99999,E,99999
1410010038,1981,1410010,14,001,01,#,7.3,#,5.8,#,2.7,#,5.9,#,7,E,99999,E,99999
