レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
1210010001,2001,1210010,12,001,01,#,7.5,#,11,#,1.4,#,3,#,16,#,4900,E,99999
1210010002,2001,1210010,12,001,01,#,7.5,#,11,#,1.5,#,3.2,#,15,E,99999,E,99999
1210010003,2001,1210010,12,001,01,#,7.4,#,10,#,1.5,#,2.9,#,10,E,99999,E,99999
1210010004,2001,1210010,12,001,01,#,7.4,#,10,#,1.5,#,3.3,#,21,#,33,E,99999
1210010005,2001,1210010,12,001,01,#,7.5,#,10,#,1.4,#,3.1,#,17,E,99999,E,99999
1210010006,2001,1210010,12,001,01,#,7.4,#,8.8,#,2,#,3.6,#,17,E,99999,E,99999
1210010007,2001,1210010,12,001,01,#,7.8,#,9.8,#,1.5,#,3.8,#,24,#,2300,E,99999
1210010008,2001,1210010,12,001,01,#,8.1,#,10,#,1.9,#,4.1,#,18,E,99999,E,99999
1210010009,2001,1210010,12,001,01,#,7.8,#,9.4,#,1.6,#,3.5,#,10,E,99999,E,99999
1210010010,2001,1210010,12,001,01,#,7.4,#,10,#,0.6,#,3.5,#,15,#,13000,E,99999
1210010011,2001,1210010,12,001,01,#,7.4,#,10,#,0.6,#,3.5,#,15,#,13000,E,99999
1210010012,2001,1210010,12,001,01,#,7.4,#,9.1,#,1.1,#,4.1,#,20,E,99999,E,99999
1210010013,2001,1210010,12,001,01,#,7.4,#,9.1,#,1.1,#,4.1,#,20,E,99999,E,99999
1210010014,2001,1210010,12,001,01,#,7.6,#,9.1,#,1.2,#,3.8,#,17,E,99999,E,99999
1210010015,2001,1210010,12,001,01,#,7.5,#,8.2,#,1.6,#,3.5,#,20,E,99999,E,99999
1210010016,2001,1210010,12,001,01,#,7.5,#,8.2,#,1.6,#,3.5,#,20,E,99999,E,99999
1210010017,2001,1210010,12,001,01,#,7.5,#,7.7,#,1.4,#,5,#,22,E,99999,E,99999
1210010018,2001,1210010,12,001,01,#,7.5,#,8.2,#,0.8,#,3.5,#,19,E,99999,E,99999
1210010019,2001,1210010,12,001,01,#,7.6,#,10,#,1.3,#,3.7,#,17,E,99999,E,99999
1210010020,2001,1210010,12,001,01,#,7.7,#,7.7,#,1.8,#,5.5,#,35,#,49000,E,99999
1210010021,2001,1210010,12,001,01,#,7.9,#,8.7,#,1.3,#,5.3,#,28,E,99999,E,99999
1210010022,2001,1210010,12,001,01,#,7.8,#,9,#,1.6,#,4.9,#,22,E,99999,E,99999
1210010023,2001,1210010,12,001,01,#,7.7,#,9.4,#,1.1,#,4.7,#,71,#,23000,E,99999
1210010024,2001,1210010,12,001,01,#,7.6,#,10,#,1.2,#,4.6,#,72,E,99999,E,99999
1210010025,2001,1210010,12,001,01,#,7.5,#,9.9,#,1.1,#,4.6,#,56,E,99999,E,99999
1210010026,2001,1210010,12,001,01,#,7.4,#,9,#,0.9,#,3.5,#,29,#,17000,E,99999
1210010027,2001,1210010,12,001,01,#,7.5,#,9.4,#,0.7,#,3.5,#,25,E,99999,E,99999
1210010028,2001,1210010,12,001,01,#,7.4,#,8.8,#,0.7,#,3.6,#,27,E,99999,E,99999
1210010029,2001,1210010,12,001,01,#,7.6,#,9.8,#,1,#,2.7,#,10,#,4900,E,99999
1210010030,2001,1210010,12,001,01,#,7.6,#,9.8,#,0.8,#,2.5,#,11,E,99999,E,99999
1210010031,2001,1210010,12,001,01,#,7.6,#,9.7,#,0.6,#,2.3,#,9,E,99999,E,99999
1210010032,2001,1210010,12,001,01,#,7.6,#,11,#,0.8,#,3.4,#,8,#,2300,E,99999
1210010033,2001,1210010,12,001,01,#,7.6,#,11,#,0.8,#,3.4,#,8,#,2300,E,99999
1210010034,2001,1210010,12,001,01,#,7.7,#,11,#,0.8,#,3.2,#,5,E,99999,E,99999
1210010035,2001,1210010,12,001,01,#,7.7,#,11,#,0.8,#,3.2,#,5,E,99999,E,99999
1210010036,2001,1210010,12,001,01,#,7.6,#,12,#,0.8,#,2.9,#,6,E,99999,E,99999
1210010037,2001,1210010,12,001,01,#,7.7,#,10,#,1.4,#,4.1,#,9,E,99999,E,99999
1210010038,2001,1210010,12,001,01,#,7.7,#,10,#,1.4,#,4.1,#,9,E,99999,E,99999
1210010039,2001,1210010,12,001,01,#,7.7,#,10,#,1,#,3.5,#,8,E,99999,E,99999
1210010040,2001,1210010,12,001,01,#,7.7,#,11,#,1,#,2.7,#,6,E,99999,E,99999
1210010041,2001,1210010,12,001,01,#,7.7,#,11,#,1.2,#,3.1,#,6,E,99999,E,99999
1210010042,2001,1210010,12,001,01,#,7.4,#,12,#,0.9,#,2.7,#,5,#,7900,E,99999
1210010043,2001,1210010,12,001,01,#,7.4,#,12,#,1.1,#,2.7,#,4,E,99999,E,99999
1210010044,2001,1210010,12,001,01,#,7.4,#,11,#,0.9,#,2.6,#,6,E,99999,E,99999
1210010045,2001,1210010,12,001,01,#,7.3,#,11,#,0.9,#,2.8,#,11,#,2300,E,99999
1210010046,2001,1210010,12,001,01,#,7.3,#,10,#,0.7,#,3,#,12,E,99999,E,99999
1210010047,2001,1210010,12,001,01,#,7.3,#,10,#,0.7,#,3,#,9,E,99999,E,99999
1210010048,2001,1210010,12,001,01,#,7.4,#,10,#,1.1,#,3.5,#,10,#,3300,E,99999
1210010049,2001,1210010,12,001,01,#,7.4,#,12,#,1,#,3.2,#,9,E,99999,E,99999
1210010050,2001,1210010,12,001,01,#,7.4,#,10,#,1.6,#,3.1,#,12,E,99999,E,99999
1210020001,2001,1210020,12,001,02,#,7.5,#,11,#,1.7,#,2.8,#,7,#,1300,E,99999
1210020002,2001,1210020,12,001,02,#,7.5,#,12,#,1.7,#,3.4,#,9,E,99999,E,99999
1210020003,2001,1210020,12,001,02,#,7.5,#,11,#,1.8,#,3.5,#,11,E,99999,E,99999
1210020004,2001,1210020,12,001,02,#,7.6,#,9.8,#,1.7,#,3.4,#,14,#,330,E,99999
1210020005,2001,1210020,12,001,02,#,7.8,#,10,#,1.8,#,3.4,#,10,E,99999,E,99999
1210020006,2001,1210020,12,001,02,#,7.7,#,10,#,1.8,#,3.4,#,14,E,99999,E,99999
1210020007,2001,1210020,12,001,02,#,7.7,#,9.1,#,1.9,#,3.9,#,14,#,3300,E,99999
1210020008,2001,1210020,12,001,02,#,7.8,#,9.5,#,2.6,#,4.7,#,19,E,99999,E,99999
1210020009,2001,1210020,12,001,02,#,7.6,#,9,#,1.8,#,4.2,#,14,E,99999,E,99999
1210020010,2001,1210020,12,001,02,#,7.5,#,10,#,1.4,#,4,#,26,#,1300,E,99999
1210020011,2001,1210020,12,001,02,#,7.5,#,10,#,1.4,#,4,#,26,#,1300,E,99999
1210020012,2001,1210020,12,001,02,#,7.6,#,9.2,#,1.2,#,4.4,#,31,E,99999,E,99999
1210020013,2001,1210020,12,001,02,#,7.6,#,9.2,#,1.2,#,4.4,#,31,E,99999,E,99999
1210020014,2001,1210020,12,001,02,#,7.7,#,10,#,1.2,#,3.5,#,13,E,99999,E,99999
1210020015,2001,1210020,12,001,02,#,7.5,#,10,#,1.6,#,3.1,#,7,E,99999,E,99999
1210020016,2001,1210020,12,001,02,#,7.5,#,10,#,1.6,#,3.1,#,7,E,99999,E,99999
1210020017,2001,1210020,12,001,02,#,7.5,#,9,#,1.1,#,2.9,#,9,E,99999,E,99999
1210020018,2001,1210020,12,001,02,#,7.5,#,8.1,#,1,#,3.3,#,12,E,99999,E,99999
1210020019,2001,1210020,12,001,02,#,7.8,#,10,#,2.1,#,3.4,#,9,E,99999,E,99999
1210020020,2001,1210020,12,001,02,#,7.6,#,7.5,#,1.7,#,4.4,#,20,#,2300,E,99999
1210020021,2001,1210020,12,001,02,#,7.7,#,8,#,1.3,#,4.4,#,17,E,99999,E,99999
1210020022,2001,1210020,12,001,02,#,7.6,#,7,#,1.5,#,4.5,#,19,E,99999,E,99999
1210020023,2001,1210020,12,001,02,#,7.5,#,9.8,#,1.2,#,5.2,#,75,#,33000,E,99999
1210020024,2001,1210020,12,001,02,#,7.5,#,8.3,#,1.2,#,4.7,#,77,E,99999,E,99999
1210020025,2001,1210020,12,001,02,#,7.5,#,9.4,#,0.7,#,3.6,#,36,E,99999,E,99999
1210020026,2001,1210020,12,001,02,#,7.5,#,8.8,#,0.6,#,3.6,#,39,#,33000,E,99999
1210020027,2001,1210020,12,001,02,#,7.5,#,9.1,#,1,#,3.2,#,20,E,99999,E,99999
1210020028,2001,1210020,12,001,02,#,7.5,#,8.9,#,0.6,#,3.3,#,15,E,99999,E,99999
1210020029,2001,1210020,12,001,02,#,7.6,#,9,#,1.1,#,2.7,#,8,#,7900,E,99999
1210020030,2001,1210020,12,001,02,#,7.6,#,9.4,#,1,#,3.1,#,9,E,99999,E,99999
1210020031,2001,1210020,12,001,02,#,7.6,#,9.6,#,0.8,#,2.7,#,10,E,99999,E,99999
1210020032,2001,1210020,12,001,02,#,7.7,#,10,#,0.9,#,2.4,#,11,#,7900,E,99999
1210020033,2001,1210020,12,001,02,#,7.7,#,10,#,0.9,#,2.4,#,11,#,7900,E,99999
1210020034,2001,1210020,12,001,02,#,7.7,#,12,#,1.4,#,3.8,#,10,E,99999,E,99999
