レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1985,1310010,13,001,01,1985,0424,0900,2,01,7.2,04,99,999,999,19.8,17.2,272.33,36,E,99999
1310010002,1985,1310010,13,001,01,1985,0424,1400,2,01,6.6,04,99,999,999,19.4,16.6,264.47,33,E,99999
1310010003,1985,1310010,13,001,01,1985,0424,2000,2,01,6.8,02,99,999,999,12.8,15.2,234.68,34,E,99999
1310010004,1985,1310010,13,001,01,1985,0507,0930,2,01,6.6,16,99,999,999,12.3,16.9,178.51,33,E,99999
1310010005,1985,1310010,13,001,01,1985,0507,1430,2,01,6.4,16,99,999,999,13.8,15.5,74.42,32,E,99999
1310010006,1985,1310010,13,001,01,1985,0507,2000,2,01,7.2,04,99,999,999,12.4,15,77.59,36,E,99999
1310010007,1985,1310010,13,001,01,1985,0604,0840,2,01,7.4,02,99,999,999,25.2,22,30.79,37,E,99999
1310010008,1985,1310010,13,001,01,1985,0604,1400,2,01,7,02,99,999,999,25,23,11.35,35,E,99999
1310010009,1985,1310010,13,001,01,1985,0604,2000,2,01,7.4,02,99,999,999,18.6,22.1,8.43,37,E,99999
1310010010,1985,1310010,13,001,01,1985,0709,0900,2,01,7,02,99,999,999,24.9,25.5,125.23,35,E,99999
1310010011,1985,1310010,13,001,01,1985,0709,1430,2,01,6.6,02,99,999,999,27,26.4,165.72,33,E,99999
1310010012,1985,1310010,13,001,01,1985,0709,2015,2,01,7,02,99,999,999,24.2,20.4,145.26,35,E,99999
1310010013,1985,1310010,13,001,01,1985,0806,1000,2,01,9.2,02,99,999,999,30.9,29.8,43.38,46,E,99999
1310010014,1985,1310010,13,001,01,1985,0806,1400,2,01,9.4,04,99,999,999,29.3,29.6,45.97,47,E,99999
1310010015,1985,1310010,13,001,01,1985,0806,1800,2,01,9.4,04,99,999,999,26.8,29,36.64,47,E,99999
1310010016,1985,1310010,13,001,01,1985,0806,2200,2,01,9.2,04,99,999,999,26.2,28.7,76.77,46,E,99999
1310010017,1985,1310010,13,001,01,1985,0807,0200,2,01,9,02,99,999,999,24.3,28,27.71,45,E,99999
1310010018,1985,1310010,13,001,01,1985,0807,0600,2,01,9.2,10,99,999,999,24.7,27.9,34.23,46,E,99999
1310010019,1985,1310010,13,001,01,1985,0807,1000,2,01,9.2,04,99,999,999,28.5,28.3,95.08,46,E,99999
1310010020,1985,1310010,13,001,01,1985,0903,1000,2,01,9,04,99,999,999,29.2,28.2,60.14,45,E,99999
1310010021,1985,1310010,13,001,01,1985,0903,1400,2,01,9.1,04,99,999,999,27.2,28.2,32.13,45.5,E,99999
1310010022,1985,1310010,13,001,01,1985,0903,2130,2,01,9.2,04,99,999,999,25,27.5,22.01,46,E,99999
1310010023,1985,1310010,13,001,01,1985,1001,0930,2,01,9.2,02,99,999,999,22,18.1,269.59,46,E,99999
1310010024,1985,1310010,13,001,01,1985,1001,1400,2,01,8.6,04,99,999,999,25,18.9,227.24,43,E,99999
