レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1210010001,2007,1210010,12,001,01,2007,0411,0900,0,02,0.2,99,99,999,999,14.2,14,61.53,1,E,99999
1210010002,2007,1210010,12,001,01,2007,0411,1600,0,02,0.17,99,99,999,999,12.2,14.7,59.59,0.85,E,99999
1210010003,2007,1210010,12,001,01,2007,0509,1000,0,02,0.17,99,99,999,999,25,21.5,41,0.85,E,99999
1210010004,2007,1210010,12,001,01,2007,0509,1600,0,02,0.14,99,99,999,999,28,22,44.72,0.7,E,99999
1210010005,2007,1210010,12,001,01,2007,0606,1000,0,02,0.17,99,99,999,999,26.4,22.6,42.72,0.85,E,99999
1210010006,2007,1210010,12,001,01,2007,0606,1600,0,02,0.15,99,99,999,999,23.8,24,40.52,0.75,E,99999
1210010007,2007,1210010,12,001,01,2007,0711,1100,0,02,0.21,99,99,999,999,23.6,22.9,63.09,1.05,E,99999
1210010008,2007,1210010,12,001,01,2007,0711,1500,0,02,0.22,99,99,999,999,24.9,23,76.37,1.1,E,99999
1210010009,2007,1210010,12,001,01,2007,0711,1900,0,02,0.25,99,99,999,999,22.3,21.1,100.34,1.25,E,99999
1210010010,2007,1210010,12,001,01,2007,0711,2300,0,02,0.27,99,99,999,999,22,21.9,117.8,1.35,E,99999
1210010011,2007,1210010,12,001,01,2007,0712,0300,0,02,0.3,99,99,999,999,21.2,21,127.48,1.5,E,99999
1210010012,2007,1210010,12,001,01,2007,0712,0700,0,02,0.3,99,99,999,999,22.5,21.4,125.04,1.5,E,99999
1210010013,2007,1210010,12,001,01,2007,0712,1100,0,02,0.3,99,99,999,999,28.5,22.5,127.69,1.5,E,99999
1210010014,2007,1210010,12,001,01,2007,0808,1000,0,02,0.29,99,99,999,999,34.3,27.4,124.15,1.45,E,99999
1210010015,2007,1210010,12,001,01,2007,0808,1600,0,02,0.27,99,99,999,999,31,27.5,120.79,1.35,E,99999
1210010016,2007,1210010,12,001,01,2007,0905,1000,0,02,0.2,99,99,999,999,27,25.1,59.39,1,E,99999
1210010017,2007,1210010,12,001,01,2007,0905,1600,0,02,0.19,99,99,999,999,26.3,26.2,61.29,0.95,E,99999
1210010018,2007,1210010,12,001,01,2007,1003,1000,0,02,0.32,99,99,999,999,20.2,19,159.59,1.6,E,99999
1210010019,2007,1210010,12,001,01,2007,1003,1600,0,02,0.31,99,99,999,999,21.5,19.2,147.53,1.55,E,99999
1210010020,2007,1210010,12,001,01,2007,1107,1000,0,02,0.24,99,99,999,999,15.8,14.8,91.58,1.2,E,99999
1210010021,2007,1210010,12,001,01,2007,1107,1600,0,02,0.24,99,99,999,999,16,15.2,89.04,1.2,E,99999
1210010022,2007,1210010,12,001,01,2007,1205,1100,0,02,0.19,99,99,999,999,10.1,8.8,50.06,0.95,E,99999
1210010023,2007,1210010,12,001,01,2007,1205,1500,0,02,0.19,99,99,999,999,11.8,9.4,59.87,0.95,E,99999
1210010024,2007,1210010,12,001,01,2007,1205,1900,0,02,0.17,99,99,999,999,6.8,9.3,57.93,0.85,E,99999
1210010025,2007,1210010,12,001,01,2007,1205,2300,0,02,0.17,99,99,999,999,2.8,8.6,49.4,0.85,E,99999
1210010026,2007,1210010,12,001,01,2007,1206,0300,0,02,0.18,99,99,999,999,2.6,8,49.23,0.9,E,99999
1210010027,2007,1210010,12,001,01,2007,1206,0700,0,02,0.18,99,99,999,999,2.1,7.1,52.28,0.9,E,99999
1210010028,2007,1210010,12,001,01,2007,1206,1100,0,02,0.19,99,99,999,999,12.3,8.2,52.07,0.95,E,99999
1210010029,2007,1210010,12,001,01,2008,0109,1000,0,02,0.22,99,99,999,999,8.1,6.3,39.84,1.1,E,99999
1210010030,2007,1210010,12,001,01,2008,0109,1600,0,02,0.23,99,99,999,999,11,8,39.62,1.15,E,99999
1210010031,2007,1210010,12,001,01,2008,0206,1000,0,02,0.18,99,99,999,999,1.3,4,36.88,0.9,E,99999
1210010032,2007,1210010,12,001,01,2008,0206,1600,0,02,0.19,99,99,999,999,1.6,5,37.88,0.95,E,99999
1210010033,2007,1210010,12,001,01,2008,0305,1000,0,02,0.15,99,99,999,999,6.5,7.3,24.51,0.75,E,99999
1210010034,2007,1210010,12,001,01,2008,0305,1600,0,02,0.15,99,99,999,999,10.3,8.8,27.25,0.75,E,99999
1210020001,2007,1210020,12,001,02,2007,0411,0900,0,03,0.57,99,99,999,999,13.2,13.1,99999,2.85,E,99999
1210020002,2007,1210020,12,001,02,2007,0411,1400,0,03,0.54,99,99,999,999,14,16,99999,2.7,E,99999
1210020003,2007,1210020,12,001,02,2007,0509,0900,0,03,0.55,99,99,999,999,23,19.8,99999,2.75,E,99999
1210020004,2007,1210020,12,001,02,2007,0509,1400,0,03,0.51,99,99,999,999,28,21.3,99999,2.55,E,99999
1210020005,2007,1210020,12,001,02,2007,0606,0900,0,03,0.54,99,99,999,999,25.1,23.2,99999,2.7,E,99999
1210020006,2007,1210020,12,001,02,2007,0606,1400,0,03,0.52,99,99,999,999,25,24.3,99999,2.6,E,99999
1210020007,2007,1210020,12,001,02,2007,0711,1000,0,03,0.57,99,99,999,999,23.8,23.4,99999,2.85,E,99999
1210020008,2007,1210020,12,001,02,2007,0711,1400,0,03,0.57,99,99,999,999,25.6,23.8,99999,2.85,E,99999
1210020009,2007,1210020,12,001,02,2007,0808,0900,0,03,0.32,99,99,999,999,29.5,26.4,99999,1.6,E,99999
1210020010,2007,1210020,12,001,02,2007,0808,1400,0,03,0.49,99,99,999,999,31,28.1,99999,2.45,E,99999
1210020011,2007,1210020,12,001,02,2007,0905,0900,0,03,0.57,99,99,999,999,28.1,25.5,99999,2.85,E,99999
1210020012,2007,1210020,12,001,02,2007,0905,1400,0,03,0.51,99,99,999,999,29,25.6,99999,2.55,E,99999
1210020013,2007,1210020,12,001,02,2007,1003,0900,0,03,0.42,99,99,999,999,21,18.8,99999,2.1,E,99999
1210020014,2007,1210020,12,001,02,2007,1003,1400,0,03,0.47,99,99,999,999,22.5,19.8,99999,2.35,E,99999
1210020015,2007,1210020,12,001,02,2007,1107,0900,0,03,0.57,99,99,999,999,15.9,15.2,99999,2.85,E,99999
1210020016,2007,1210020,12,001,02,2007,1107,1400,0,03,0.58,99,99,999,999,18.2,15.1,99999,2.9,E,99999
1210020017,2007,1210020,12,001,02,2007,1205,1000,0,03,0.57,99,99,999,999,8.2,9,99999,2.85,E,99999
