レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1410010001,2003,1410010,14,001,03,2003,0415,1050,0,01,0.56,99,99,999,999,12,15.5,99999,2.8,E,99999
1410010002,2003,1410010,14,001,03,2003,0415,1700,0,01,0.81,99,99,999,999,11.5,15.1,99999,4.07,E,99999
1410010003,2003,1410010,14,001,03,2003,0415,2300,0,01,0.51,99,99,999,999,11.5,14.8,99999,2.54,E,99999
1410010004,2003,1410010,14,001,03,2003,0416,0455,0,01,0.82,99,99,999,999,11.5,14.8,99999,4.11,E,99999
1410010005,2003,1410010,14,001,03,2003,0513,1042,0,01,0.55,99,99,999,999,22.2,20.2,99999,2.75,E,99999
1410010006,2003,1410010,14,001,03,2003,0513,1655,0,01,0.68,99,99,999,999,23,21.6,99999,3.42,E,99999
1410010007,2003,1410010,14,001,03,2003,0513,2250,0,01,0.55,99,99,999,999,19,19.9,99999,2.77,E,99999
1410010008,2003,1410010,14,001,03,2003,0514,0450,0,01,0.74,99,99,999,999,18.1,19.6,99999,3.7,E,99999
1410010009,2003,1410010,14,001,03,2003,0603,1105,0,01,0.48,99,99,999,999,25.5,21.2,99999,2.4,E,99999
1410010010,2003,1410010,14,001,03,2003,0603,1700,0,01,0.66,99,99,999,999,25.5,23.3,99999,3.28,E,99999
1410010011,2003,1410010,14,001,03,2003,0603,2300,0,01,0.66,99,99,999,999,20,21.5,99999,3.3,E,99999
1410010012,2003,1410010,14,001,03,2003,0604,0500,0,01,0.74,99,99,999,999,18.5,21,99999,3.68,E,99999
1410010013,2003,1410010,14,001,03,2003,0701,1100,0,01,0.43,99,99,999,999,23.2,25,99999,2.15,E,99999
1410010014,2003,1410010,14,001,03,2003,0701,1640,0,01,0.71,99,99,999,999,23,24.1,99999,3.55,E,99999
1410010015,2003,1410010,14,001,03,2003,0701,2255,0,01,0.63,99,99,999,999,20,23.8,99999,3.16,E,99999
1410010016,2003,1410010,14,001,03,2003,0702,0440,0,01,0.76,99,99,999,999,20.6,23.8,99999,3.8,E,99999
1410010017,2003,1410010,14,001,03,2003,0805,1100,0,01,0.85,99,99,999,999,33,29.2,99999,4.25,E,99999
1410010018,2003,1410010,14,001,03,2003,0805,1700,0,01,0.76,99,99,999,999,32.5,28.3,99999,3.78,E,99999
1410010019,2003,1410010,14,001,03,2003,0805,2300,0,01,0.88,99,99,999,999,25.5,28.4,99999,4.42,E,99999
1410010020,2003,1410010,14,001,03,2003,0806,0500,0,01,0.68,99,99,999,999,25.6,26.1,99999,3.4,E,99999
1410010021,2003,1410010,14,001,03,2003,0902,1055,0,01,0.76,99,99,999,999,26.9,24.3,99999,3.79,E,99999
1410010022,2003,1410010,14,001,03,2003,0902,1655,0,01,0.74,99,99,999,999,30.2,24.9,99999,3.7,E,99999
1410010023,2003,1410010,14,001,03,2003,0902,2255,0,01,0.74,99,99,999,999,27.1,24.4,99999,3.72,E,99999
1410010024,2003,1410010,14,001,03,2003,0903,0450,0,01,0.62,99,99,999,999,26.1,24.8,99999,3.1,E,99999
1410010025,2003,1410010,14,001,03,2003,1007,1100,0,01,0.58,99,99,999,999,21,20.9,99999,2.9,E,99999
1410010026,2003,1410010,14,001,03,2003,1007,1650,0,01,0.79,99,99,999,999,17.6,21,99999,3.97,E,99999
