レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1310010001,1989,1310010,13,001,01,1989,0425,1000,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010002,1989,1310010,13,001,01,1989,0425,1500,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010003,1989,1310010,13,001,01,1989,0425,2100,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010004,1989,1310010,13,001,01,1989,0516,1035,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010005,1989,1310010,13,001,01,1989,0516,1530,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010006,1989,1310010,13,001,01,1989,0516,2035,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010007,1989,1310010,13,001,01,1989,0613,1025,2,01,5,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310010008,1989,1310010,13,001,01,1989,0613,1505,2,01,5,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310010009,1989,1310010,13,001,01,1989,0613,2025,2,01,5,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310010010,1989,1310010,13,001,01,1989,0711,1000,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010011,1989,1310010,13,001,01,1989,0711,1400,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010012,1989,1310010,13,001,01,1989,0711,1800,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010013,1989,1310010,13,001,01,1989,0711,2200,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010014,1989,1310010,13,001,01,1989,0712,0200,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010015,1989,1310010,13,001,01,1989,0712,0600,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010016,1989,1310010,13,001,01,1989,0712,1000,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010017,1989,1310010,13,001,01,1989,0801,1050,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010018,1989,1310010,13,001,01,1989,0801,1525,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010019,1989,1310010,13,001,01,1989,0801,2110,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010020,1989,1310010,13,001,01,1989,0905,1000,2,01,5,99,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010021,1989,1310010,13,001,01,1989,0905,1515,2,01,5,99,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010022,1989,1310010,13,001,01,1989,0905,2100,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010023,1989,1310010,13,001,01,1989,1003,0940,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010024,1989,1310010,13,001,01,1989,1003,1445,2,01,5,99,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010025,1989,1310010,13,001,01,1989,1003,2045,2,01,5,99,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010026,1989,1310010,13,001,01,1989,1107,0945,2,01,5,99,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010027,1989,1310010,13,001,01,1989,1107,1500,2,01,5,99,99,999,999,0.5,0.5,99999,0.5,E,99999
1310010028,1989,1310010,13,001,01,1989,1107,2045,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010029,1989,1310010,13,001,01,1989,1205,1000,2,01,5,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310010030,1989,1310010,13,001,01,1989,1205,1400,2,01,5,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310010031,1989,1310010,13,001,01,1989,1205,1800,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010032,1989,1310010,13,001,01,1989,1205,2200,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010033,1989,1310010,13,001,01,1989,1206,0200,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010034,1989,1310010,13,001,01,1989,1206,0600,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010035,1989,1310010,13,001,01,1989,1206,1000,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010036,1989,1310010,13,001,01,1990,0116,1050,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010037,1989,1310010,13,001,01,1990,0116,1600,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010038,1989,1310010,13,001,01,1990,0116,2100,2,01,5,10,99,999,999,0.7,0.5,0.05,0.5,E,99999
1310010039,1989,1310010,13,001,01,1990,0213,1000,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010040,1989,1310010,13,001,01,1990,0213,1510,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010041,1989,1310010,13,001,01,1990,0213,2100,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010042,1989,1310010,13,001,01,1990,0306,1010,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010043,1989,1310010,13,001,01,1990,0306,1520,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310010044,1989,1310010,13,001,01,1990,0306,2100,2,01,5,10,99,999,999,0.5,0.5,0.05,0.5,E,99999
1310020001,1989,1310020,13,001,51,1989,0411,1325,0,01,9999,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310020002,1989,1310020,13,001,51,1989,0516,1315,0,01,9999,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310020003,1989,1310020,13,001,51,1989,0613,1320,0,01,9999,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310020004,1989,1310020,13,001,51,1989,0711,1330,0,01,9999,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310020005,1989,1310020,13,001,51,1989,0815,1340,0,01,9999,10,99,999,999,0.5,0.5,99999,0.5,E,99999
1310020006,1989,1310020,13,001,51,1989,0919,1320,0,01,9999,99,99,999,999,0.5,0.5,99999,0.5,E,99999
