レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m)
1410010001,1984,1410010,14,001,01,1984,0423,1030,2,01,99999,02,99,999,999,19,16.3,99999,7.4,E,99999
1410010002,1984,1410010,14,001,01,1984,0423,1630,2,01,99999,02,99,999,999,19.8,17.4,99999,6.6,E,99999
1410010003,1984,1410010,14,001,01,1984,0423,2230,2,01,99999,02,99,999,999,13.9,17.8,99999,7.1,E,99999
1410010004,1984,1410010,14,001,01,1984,0424,0430,2,01,99999,02,99,999,999,7.6,15,99999,7,E,99999
1410010005,1984,1410010,14,001,01,1984,0508,1030,2,01,99999,02,99,999,999,22.8,20.4,99999,7.4,E,99999
1410010006,1984,1410010,14,001,01,1984,0508,1630,2,01,99999,02,99,999,999,21,19.9,99999,6.3,E,99999
1410010007,1984,1410010,14,001,01,1984,0508,2230,2,01,99999,02,99,999,999,18.4,18.1,99999,7.5,E,99999
1410010008,1984,1410010,14,001,01,1984,0509,0430,2,01,99999,02,99,999,999,17.2,19.2,99999,7.4,E,99999
1410010009,1984,1410010,14,001,01,1984,0605,1030,2,01,99999,04,99,999,999,24.3,22,99999,7.5,E,99999
1410010010,1984,1410010,14,001,01,1984,0605,1630,2,01,99999,04,99,999,999,21.3,22.8,99999,6.5,E,99999
1410010011,1984,1410010,14,001,01,1984,0605,2230,2,01,99999,04,99,999,999,18.6,20.6,99999,7.4,E,99999
1410010012,1984,1410010,14,001,01,1984,0606,0430,2,01,99999,04,99,999,999,18.2,21.3,99999,7.1,E,99999
1410010013,1984,1410010,14,001,01,1984,0703,1030,2,01,99999,02,99,999,999,30.8,26.7,99999,6.7,E,99999
1410010014,1984,1410010,14,001,01,1984,0703,1630,2,01,99999,02,99,999,999,30.7,27.2,99999,5.8,E,99999
1410010015,1984,1410010,14,001,01,1984,0703,2230,2,01,99999,02,99,999,999,25.2,26,99999,6.4,E,99999
1410010016,1984,1410010,14,001,01,1984,0704,0430,2,01,99999,02,99,999,999,24.8,26.4,99999,5.9,E,99999
1410010017,1984,1410010,14,001,01,1984,0807,1035,2,01,99999,02,99,999,999,34.8,30.4,99999,6.8,E,99999
1410010018,1984,1410010,14,001,01,1984,0807,1610,2,01,99999,02,99,999,999,37.2,31.3,99999,7.9,E,99999
1410010019,1984,1410010,14,001,01,1984,0807,2145,2,01,99999,02,99,999,999,29.6,29.6,99999,7.6,E,99999
1410010020,1984,1410010,14,001,01,1984,0808,0330,2,01,99999,02,99,999,999,28.4,29,99999,7.1,E,99999
1410010021,1984,1410010,14,001,01,1984,0904,1030,2,01,99999,02,99,999,999,35.6,30,99999,7.5,E,99999
1410010022,1984,1410010,14,001,01,1984,0904,1630,2,01,99999,01,99,999,999,31.4,31.2,99999,8,E,99999
1410010023,1984,1410010,14,001,01,1984,0904,2230,2,01,99999,02,99,999,999,27.2,29.2,99999,8.2,E,99999
1410010024,1984,1410010,14,001,01,1984,0905,0430,2,01,99999,02,99,999,999,25.2,27.8,99999,7.8,E,99999
1410010025,1984,1410010,14,001,01,1984,1002,1030,2,01,99999,02,99,999,999,27,24.2,99999,7.3,E,99999
1410010026,1984,1410010,14,001,01,1984,1002,1630,2,01,99999,02,99,999,999,27.2,25,99999,7.1,E,99999
1410010027,1984,1410010,14,001,01,1984,1002,2230,2,01,99999,04,99,999,999,23.4,24,99999,7.3,E,99999
1410010028,1984,1410010,14,001,01,1984,1003,0430,2,01,99999,04,99,999,999,23.2,23.2,99999,7.4,E,99999
1410010029,1984,1410010,14,001,01,1984,1106,1030,2,01,99999,02,99,999,999,21.3,17,99999,7.6,E,99999
1410010030,1984,1410010,14,001,01,1984,1106,1630,2,01,99999,04,99,999,999,18,17.4,99999,8,E,99999
1410010031,1984,1410010,14,001,01,1984,1106,2230,2,01,99999,02,99,999,999,17.2,16.8,99999,7.5,E,99999
1410010032,1984,1410010,14,001,01,1984,1107,0430,2,01,99999,02,99,999,999,11.8,17.2,99999,7.6,E,99999
1410010033,1984,1410010,14,001,01,1984,1204,1030,2,01,99999,02,99,999,999,13,14,99999,8,E,99999
1410010034,1984,1410010,14,001,01,1984,1204,1630,2,01,99999,02,99,999,999,14.4,13,99999,7.6,E,99999
1410010035,1984,1410010,14,001,01,1984,1204,2230,2,01,99999,02,99,999,999,9.4,11.6,99999,7.8,E,99999
1410010036,1984,1410010,14,001,01,1984,1205,0430,2,01,99999,02,99,999,999,4.8,11.3,99999,7.5,E,99999
1410010037,1984,1410010,14,001,01,1985,0108,1030,2,01,99999,04,99,999,999,9,8.2,99999,7,E,99999
1410010038,1984,1410010,14,001,01,1985,0108,1630,2,01,99999,02,99,999,999,6.4,9.2,99999,7.2,E,99999
1410010039,1984,1410010,14,001,01,1985,0108,2230,2,01,99999,04,99,999,999,2.9,7,99999,6.8,E,99999
1410010040,1984,1410010,14,001,01,1985,0109,0430,2,01,99999,04,99,999,999,1.2,8,99999,7,E,99999
1410010041,1984,1410010,14,001,01,1985,0206,0930,2,01,99999,04,99,999,999,10,9.4,99999,8,E,99999
1410010042,1984,1410010,14,001,01,1985,0206,1530,2,01,99999,04,99,999,999,9.6,9.5,99999,7.5,E,99999
1410010043,1984,1410010,14,001,01,1985,0206,2130,2,01,99999,04,99,999,999,10,9,99999,7.8,E,99999
1410010044,1984,1410010,14,001,01,1985,0207,0330,2,01,99999,04,99,999,999,7.9,9.2,99999,7.4,E,99999
1410010045,1984,1410010,14,001,01,1985,0305,1030,2,01,99999,04,99,999,999,8.5,8.6,99999,7.8,E,99999
1410010046,1984,1410010,14,001,01,1985,0305,1630,2,01,99999,04,99,999,999,6,8,99999,8,E,99999
1410010047,1984,1410010,14,001,01,1985,0305,2230,2,01,99999,04,99,999,999,4.8,8.2,99999,7.2,E,99999
1410010048,1984,1410010,14,001,01,1985,0306,0430,2,01,99999,04,99,999,999,4.9,9,99999,7.7,E,99999
1410020001,1984,1410020,14,001,51,1984,0423,0930,2,01,99999,02,99,999,999,18.9,16.4,99999,7.8,E,99999
