レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
1210010001,2001,1210010,12,001,01,#,1.6,#,0.1
1210010004,2001,1210010,12,001,01,#,1.7,#,0.12
1210010007,2001,1210010,12,001,01,#,1.9,#,0.14
1210010010,2001,1210010,12,001,01,#,1.8,#,0.11
1210010011,2001,1210010,12,001,01,#,1.8,#,0.11
1210010020,2001,1210010,12,001,01,#,1.5,#,0.14
1210010023,2001,1210010,12,001,01,#,3.1,#,0.24
1210010026,2001,1210010,12,001,01,#,3.1,#,0.12
1210010029,2001,1210010,12,001,01,#,3,#,0.084
1210010032,2001,1210010,12,001,01,#,3.1,#,0.088
1210010033,2001,1210010,12,001,01,#,3.1,#,0.088
1210010042,2001,1210010,12,001,01,#,2.9,#,0.1
1210010045,2001,1210010,12,001,01,#,2.9,#,0.12
1210010048,2001,1210010,12,001,01,#,2.1,#,0.11
1210020001,2001,1210020,12,001,02,#,1.7,#,0.098
1210020004,2001,1210020,12,001,02,#,2,#,0.11
1210020007,2001,1210020,12,001,02,#,2,#,0.13
1210020010,2001,1210020,12,001,02,#,2,#,0.15
1210020011,2001,1210020,12,001,02,#,2,#,0.15
1210020020,2001,1210020,12,001,02,#,2.8,#,0.13
1210020023,2001,1210020,12,001,02,#,2.8,#,0.31
1210020026,2001,1210020,12,001,02,#,3,#,0.15
1210020029,2001,1210020,12,001,02,#,3.2,#,0.11
1210020032,2001,1210020,12,001,02,#,3.1,#,0.1
1210020033,2001,1210020,12,001,02,#,3.1,#,0.1
1210020042,2001,1210020,12,001,02,#,3.1,#,0.099
1210020045,2001,1210020,12,001,02,#,3,#,0.1
1210020048,2001,1210020,12,001,02,#,2.1,#,0.11
1210030001,2001,1210030,12,001,51,#,1.6,#,0.088
1210030003,2001,1210030,12,001,51,#,1.5,#,0.079
1210030005,2001,1210030,12,001,51,#,1.8,#,0.13
1210030007,2001,1210030,12,001,51,#,1.9,#,0.1
1210030009,2001,1210030,12,001,51,#,1.7,#,0.13
1210030011,2001,1210030,12,001,51,#,2.8,#,0.17
1210030013,2001,1210030,12,001,51,#,2.9,#,0.11
1210030015,2001,1210030,12,001,51,#,3,#,0.07
1210030017,2001,1210030,12,001,51,#,3.1,#,0.1
1210030019,2001,1210030,12,001,51,#,3,#,0.1
1210030021,2001,1210030,12,001,51,#,3,#,0.11
1210030023,2001,1210030,12,001,51,#,2.1,#,0.099
1210040001,2001,1210040,12,001,52,#,1.7,#,0.079
1210040004,2001,1210040,12,001,52,#,1.6,#,0.097
1210040007,2001,1210040,12,001,52,#,1.7,#,0.11
1210040010,2001,1210040,12,001,52,#,1.8,#,0.11
1210040011,2001,1210040,12,001,52,#,1.8,#,0.11
1210040020,2001,1210040,12,001,52,#,1.6,#,0.13
1210040023,2001,1210040,12,001,52,#,2.9,#,0.19
1210040026,2001,1210040,12,001,52,#,2.9,#,0.11
1210040029,2001,1210040,12,001,52,#,3,#,0.077
1210040032,2001,1210040,12,001,52,#,3.1,#,0.056
1210040033,2001,1210040,12,001,52,#,3.1,#,0.056
1210040042,2001,1210040,12,001,52,#,2.9,#,0.1
1210040045,2001,1210040,12,001,52,#,2.9,#,0.11
1210040048,2001,1210040,12,001,52,#,2,#,0.11
1210050001,2001,1210050,12,001,53,#,1.6,#,0.093
1210050004,2001,1210050,12,001,53,#,1.7,#,0.1
1210050007,2001,1210050,12,001,53,#,2,#,0.14
1210050010,2001,1210050,12,001,53,#,1.9,#,0.17
1210050011,2001,1210050,12,001,53,#,1.9,#,0.17
1210050020,2001,1210050,12,001,53,#,1.7,#,0.13
1210050023,2001,1210050,12,001,53,#,3,#,0.31
1210050026,2001,1210050,12,001,53,#,3.1,#,0.15
1210050029,2001,1210050,12,001,53,#,3.1,#,0.089
1210050032,2001,1210050,12,001,53,#,3.2,#,0.099
1210050033,2001,1210050,12,001,53,#,3.2,#,0.099
1210050042,2001,1210050,12,001,53,#,3.1,#,0.095
1210050045,2001,1210050,12,001,53,#,2.9,#,0.1
1210050048,2001,1210050,12,001,53,#,2.1,#,0.1
1210060001,2001,1210060,12,002,01,#,1.6,#,0.11
1210060004,2001,1210060,12,002,01,#,1.8,#,0.12
1210060007,2001,1210060,12,002,01,#,1.9,#,0.11
1210060010,2001,1210060,12,002,01,#,2.1,#,0.15
1210060011,2001,1210060,12,002,01,#,2.1,#,0.15
1210060020,2001,1210060,12,002,01,#,2.1,#,0.16
1210060023,2001,1210060,12,002,01,#,3,#,0.2
1210060026,2001,1210060,12,002,01,#,2.9,#,0.16
1210060029,2001,1210060,12,002,01,#,3.4,#,0.11
1210060032,2001,1210060,12,002,01,#,3.2,#,0.088
1210060033,2001,1210060,12,002,01,#,3.2,#,0.088
1210060042,2001,1210060,12,002,01,#,3.3,#,0.11
1210060045,2001,1210060,12,002,01,#,3.1,#,0.11
1210060048,2001,1210060,12,002,01,#,2.4,#,0.13
1210070001,2001,1210070,12,002,51,#,1.8,#,0.12
1210070003,2001,1210070,12,002,51,#,2.1,#,0.12
1210070005,2001,1210070,12,002,51,#,2.2,#,0.14
1210070007,2001,1210070,12,002,51,#,1.9,#,0.11
1210070009,2001,1210070,12,002,51,#,1.7,#,0.15
1210070011,2001,1210070,12,002,51,#,3.7,#,0.2
1210070013,2001,1210070,12,002,51,#,3,#,0.13
1210070015,2001,1210070,12,002,51,#,3.1,#,0.12
1210070017,2001,1210070,12,002,51,#,3.4,#,0.1
1210070019,2001,1210070,12,002,51,#,3.4,#,0.11
1210070021,2001,1210070,12,002,51,#,3,#,0.1
1210070023,2001,1210070,12,002,51,#,2.3,#,0.11
1210090001,2001,1210090,12,003,01,#,1.4,#,0.18
1210090004,2001,1210090,12,003,01,#,1.8,#,0.18
1210090007,2001,1210090,12,003,01,#,1.4,#,0.17
1210090010,2001,1210090,12,003,01,#,1.3,#,0.22
1210090011,2001,1210090,12,003,01,#,1.3,#,0.22
1210090020,2001,1210090,12,003,01,#,1.3,#,0.25
1210090023,2001,1210090,12,003,01,#,1.2,#,0.2
1210090026,2001,1210090,12,003,01,#,0.73,#,0.1
1210090029,2001,1210090,12,003,01,#,1.2,#,0.14
1210090032,2001,1210090,12,003,01,#,1,#,0.12
1210090033,2001,1210090,12,003,01,#,1,#,0.12
1210090042,2001,1210090,12,003,01,#,0.91,#,0.1
1210090045,2001,1210090,12,003,01,#,1,#,0.12
1210090048,2001,1210090,12,003,01,#,1.1,#,0.089
1210100001,2001,1210100,12,004,01,#,4.2,#,0.17
1210100003,2001,1210100,12,004,01,#,3.7,#,0.16
1210100005,2001,1210100,12,004,01,#,3.6,#,0.13
1210100007,2001,1210100,12,004,01,#,2.9,#,0.067
1210100009,2001,1210100,12,004,01,#,4,#,0.2
1210100011,2001,1210100,12,004,01,#,3.3,#,0.18
1210100013,2001,1210100,12,004,01,#,4,#,0.13
1210100015,2001,1210100,12,004,01,#,4.2,#,0.12
1210100017,2001,1210100,12,004,01,#,5.3,#,0.16
1210100019,2001,1210100,12,004,01,#,5.7,#,0.23
1210100021,2001,1210100,12,004,01,#,4.6,#,0.19
1210100023,2001,1210100,12,004,01,#,4.3,#,0.17
1210110001,2001,1210110,12,005,02,#,1.3,#,0.21
1210110002,2001,1210110,12,005,02,#,1.5,#,0.23
1210110003,2001,1210110,12,005,02,#,1.2,#,0.2
1210110004,2001,1210110,12,005,02,#,1.1,#,0.17
1210110005,2001,1210110,12,005,02,#,1.5,#,0.24
1210110006,2001,1210110,12,005,02,#,1.3,#,0.13
1210110007,2001,1210110,12,005,02,#,1.1,#,0.13
1210110008,2001,1210110,12,005,02,#,1,#,0.1
1210110009,2001,1210110,12,005,02,#,1.3,#,0.21
1210110010,2001,1210110,12,005,02,#,1.3,#,0.15
1210110011,2001,1210110,12,005,02,#,1.5,#,0.14
1210110012,2001,1210110,12,005,02,#,1.7,#,0.17
1210120001,2001,1210120,12,006,01,#,1.4,#,0.15
1210120002,2001,1210120,12,006,01,#,0.96,#,0.14
1210120003,2001,1210120,12,006,01,#,1,#,0.16
1210120004,2001,1210120,12,006,01,#,0.65,#,0.12
1210120005,2001,1210120,12,006,01,#,0.92,#,0.24
1210120006,2001,1210120,12,006,01,#,1.4,#,0.14
1210120007,2001,1210120,12,006,01,#,1.1,#,0.1
1210120008,2001,1210120,12,006,01,#,1.2,#,0.096
1210120009,2001,1210120,12,006,01,#,1.3,#,0.069
1210120010,2001,1210120,12,006,01,#,1.3,#,0.11
1210120011,2001,1210120,12,006,01,#,1.3,#,0.1
1210120012,2001,1210120,12,006,01,#,1.4,#,0.1
1210130001,2001,1210130,12,007,01,#,1.1,#,0.11
1210130002,2001,1210130,12,007,01,#,1,#,0.12
1210130003,2001,1210130,12,007,01,#,0.75,#,0.1
1210130004,2001,1210130,12,007,01,#,0.5,#,0.092
1210130005,2001,1210130,12,007,01,#,0.65,#,0.15
