,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,2007,1210010,12,1,1,2007,411,900,0,2,0.2,,,,,14.2,14.0,61.53,1.0,,,1200101,,,,,#,0.006,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.12,,,#,7.3,#,9.5,#,1.6,#,4.1,#,11.0,#,7900.0,,,#,2.5,#,0.12
1,1210010002,2007,1210010,12,1,1,2007,411,1600,0,2,0.17,,,,,12.2,14.7,59.59,0.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,1.4,,,#,12.0,,,,,,,,
2,1210010003,2007,1210010,12,1,1,2007,509,1000,0,2,0.17,,,,,25.0,21.5,41.0,0.85,,,1200101,,,,,#,0.001,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,#,0.016,#,1.5,#,0.1,,,#,7.4,#,9.1,#,1.7,#,3.9,#,14.0,#,7900.0,,,#,1.9,#,0.1
3,1210010004,2007,1210010,12,1,1,2007,509,1600,0,2,0.14,,,,,28.0,22.0,44.72,0.7,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.1,#,1.6,,,#,12.0,,,,,,,,
4,1210010005,2007,1210010,12,1,1,2007,606,1000,0,2,0.17,,,,,26.4,22.6,42.72,0.85,,,1200101,,,,,#,0.003,,,#,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.14,,,#,7.3,#,9.0,#,2.1,#,3.7,#,20.0,#,7900.0,,,#,1.7,#,0.12
5,1210010006,2007,1210010,12,1,1,2007,606,1600,0,2,0.15,,,,,23.8,24.0,40.52,0.75,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.8,#,2.2,,,#,22.0,,,,,,,,
6,1210010007,2007,1210010,12,1,1,2007,711,1100,0,2,0.21,,,,,23.6,22.9,63.09,1.05,,,1200101,,,,,#,0.001,,,#,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.12,,,#,7.5,#,7.6,#,1.7,#,3.5,#,18.0,#,79000.0,,,#,2.1,#,0.11
7,1210010008,2007,1210010,12,1,1,2007,711,1500,0,2,0.22,,,,,24.9,23.0,76.37,1.1,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.7,#,2.3,,,#,18.0,,,,,,,,
8,1210010009,2007,1210010,12,1,1,2007,711,1900,0,2,0.25,,,,,22.3,21.1,100.34,1.25,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,0.0,#,7.8,#,1.5,,,#,22.0,,,,,,,,
9,1210010010,2007,1210010,12,1,1,2007,711,2300,0,2,0.27,,,,,22.0,21.9,117.8,1.35,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,0.0,#,7.4,#,1.5,,,#,27.0,,,,,,,,
10,1210010011,2007,1210010,12,1,1,2007,712,300,0,2,0.3,,,,,21.2,21.0,127.48,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,0.0,#,7.5,#,1.3,,,#,30.0,,,,,,,,
11,1210010012,2007,1210010,12,1,1,2007,712,700,0,2,0.3,,,,,22.5,21.4,125.04,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.3,#,1.6,,,#,34.0,,,,,,,,
12,1210010013,2007,1210010,12,1,1,2007,712,1100,0,2,0.3,,,,,28.5,22.5,127.69,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.2,#,1.9,,,#,27.0,,,,,,,,
13,1210010014,2007,1210010,12,1,1,2007,808,1000,0,2,0.29,,,,,34.3,27.4,124.15,1.45,,,1200101,<,0.001,<,0.1,#,0.003,<,0.005,#,0.003,<,0.0005,,,<,0.0005,,,<,0.002,<,0.0002,<,0.0004,<,0.002,<,0.004,<,0.1,<,0.0006,<,0.003,<,0.001,<,0.0002,<,0.0006,,,<,0.002,<,0.001,<,0.001,#,0.023,#,2.2,#,0.14,<,0.1,#,7.5,#,7.1,#,2.1,#,7.9,#,80.0,#,49000.0,,,#,2.9,#,0.36
14,1210010015,2007,1210010,12,1,1,2007,808,1600,0,2,0.27,,,,,31.0,27.5,120.79,1.35,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.1,#,1.2,,,#,53.0,,,,,,,,
