,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1985,1210010,12,1,1,1985,424,1030.0,2,1,0.7,4.0,,,,22.0,16.0,97.0,3.5,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,7.8,#,4.4,#,10.0,#,150.0,#,70000.0,,,#,3.1,#,0.28
1,1210010002,1985,1210010,12,1,1,1985,424,1540.0,2,1,0.7,4.0,,,,16.4,15.8,8.0,3.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,6.9,#,4.5,#,12.0,#,150.0,,,,,,,,
2,1210010003,1985,1210010,12,1,1,1985,424,2100.0,2,1,0.7,2.0,,,,11.1,13.8,8.0,3.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.2,#,3.7,#,15.0,#,230.0,,,,,,,,
3,1210010004,1985,1210010,12,1,1,1985,507,1000.0,2,1,0.6,9.0,,,,12.5,16.5,88.2,3.25,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.6,#,1.5,#,3.2,#,28.0,#,4900.0,,,#,1.6,#,0.05
4,1210010005,1985,1210010,12,1,1,1985,507,1510.0,2,1,0.6,9.0,,,,15.0,17.1,81.3,3.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.5,#,1.9,#,3.3,#,23.0,,,,,,,,
5,1210010006,1985,1210010,12,1,1,1985,507,2040.0,2,1,0.6,4.0,,,,13.8,15.1,5.0,3.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.6,#,1.8,#,3.3,#,27.0,,,,,,,,
6,1210010007,1985,1210010,12,1,1,1985,604,950.0,2,1,0.5,2.0,,,,27.0,23.5,64.2,2.6,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.1,#,2.8,#,6.4,#,13.0,#,19000.0,,,#,1.8,#,0.09
7,1210010008,1985,1210010,12,1,1,1985,604,1530.0,2,1,0.4,2.0,,,,25.5,24.5,49.2,2.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.3,#,3.3,#,6.4,#,12.0,,,,,,,,
8,1210010009,1985,1210010,12,1,1,1985,604,2100.0,2,1,0.5,2.0,,,,19.5,23.4,62.2,2.6,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.4,#,3.3,#,6.0,#,14.0,,,,,,,,
9,1210010010,1985,1210010,12,1,1,1985,709,940.0,2,1,0.8,2.0,,,,27.0,21.5,60.0,4.0,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.2,#,0.7,#,3.2,#,39.0,#,14000.0,,,#,3.0,#,0.05
