,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
473,1210200018,1982,1210200,12,8,55,1982,1207,1500.0,2,1,0.0,4.0,,,,8.0,10.5,,6.5,,,1200855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,1.8,#,2.9,#,17.0,,,,
474,1210200019,1982,1210200,12,8,55,1983,105,900.0,2,1,1.3,4.0,,,,3.0,6.0,,6.6,,,1200855,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,15.0,#,3.1,#,2.9,#,16.0,#,50.0,,
475,1210200020,1982,1210200,12,8,55,1983,105,1500.0,2,1,1.2,4.0,,,,8.5,6.8,,6.0,,,1200855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,15.0,#,3.6,#,2.9,#,14.0,,,,
476,1210200021,1982,1210200,12,8,55,1983,201,900.0,2,1,1.1,2.0,,,,8.5,5.6,,5.8,,,1200855,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,13.0,#,1.8,#,4.0,#,16.0,#,110.0,,
477,1210200022,1982,1210200,12,8,55,1983,201,1500.0,2,1,1.2,2.0,,,,9.0,6.0,,6.3,,,1200855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,13.0,#,2.6,#,4.0,#,16.0,,,,
478,1210200023,1982,1210200,12,8,55,1983,301,900.0,2,1,1.3,2.0,,,,11.0,6.5,,6.5,,,1200855,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,14.0,#,3.5,#,4.5,#,26.0,#,20.0,,
479,1210200024,1982,1210200,12,8,55,1983,301,1500.0,2,1,1.3,2.0,,,,13.0,7.5,,6.6,,,1200855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,14.0,#,3.6,#,4.7,#,30.0,,,,
480,1210210001,1982,1210210,12,8,56,1982,413,900.0,2,1,0.0,4.0,,,,15.5,13.5,,5.0,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.4,#,9.8,#,2.4,#,10.0,#,87.0,#,40.0,,
481,1210210002,1982,1210210,12,8,56,1982,413,1500.0,2,1,0.0,4.0,,,,17.0,15.5,,6.1,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.9,#,12.0,#,7.0,#,9.6,#,77.0,,,,
482,1210210003,1982,1210210,12,8,56,1982,511,900.0,2,1,0.0,2.0,,,,22.0,20.5,,6.1,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.8,#,9.0,#,1.8,#,5.2,#,26.0,#,330.0,,
483,1210210004,1982,1210210,12,8,56,1982,511,1500.0,2,1,0.0,2.0,,,,24.0,22.0,,6.0,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,7.3,#,1.5,#,8.4,#,64.0,,,,
484,1210210005,1982,1210210,12,8,56,1982,608,900.0,2,1,0.0,2.0,,,,24.0,19.0,,5.2,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.2,#,7.9,#,1.3,#,5.9,#,49.0,#,490.0,,
485,1210210006,1982,1210210,12,8,56,1982,608,1500.0,2,1,0.0,2.0,,,,27.0,21.5,,5.7,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.1,#,8.1,#,1.7,#,2.9,#,14.0,,,,
486,1210210007,1982,1210210,12,8,56,1982,706,900.0,2,1,0.0,4.0,,,,24.5,22.0,,6.1,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,8.8,#,1.6,#,2.0,#,53.0,#,20.0,,
487,1210210008,1982,1210210,12,8,56,1982,706,1500.0,2,1,0.0,4.0,,,,25.0,20.0,,7.05,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,9.3,#,1.5,#,4.0,#,17.0,,,,
488,1210210009,1982,1210210,12,8,56,1982,809,900.0,2,1,0.0,2.0,,,,27.0,25.5,,6.8,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.8,#,1.7,#,4.6,#,15.0,#,2800.0,,
489,1210210010,1982,1210210,12,8,56,1982,809,1500.0,2,1,0.0,2.0,,,,28.0,24.5,,6.1,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.4,#,1.5,#,4.2,#,73.0,,,,
490,1210210011,1982,1210210,12,8,56,1982,907,900.0,2,1,0.0,9.0,,,,22.0,22.5,,7.6,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,8.3,<,0.5,#,2.6,#,42.0,#,7000.0,,
491,1210210012,1982,1210210,12,8,56,1982,907,1500.0,2,1,0.0,9.0,,,,24.0,22.6,,6.9,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,8.9,#,0.9,#,2.6,#,51.0,,,,
492,1210210013,1982,1210210,12,8,56,1982,1012,900.0,2,1,0.0,4.0,,,,18.5,16.5,,6.7,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,1.6,#,3.7,#,37.0,#,2300.0,,
493,1210210014,1982,1210210,12,8,56,1982,1012,1500.0,2,1,0.0,2.0,,,,19.0,17.0,,7.0,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,10.0,#,1.4,#,2.3,#,40.0,,,,
494,1210210015,1982,1210210,12,8,56,1982,1109,900.0,2,1,0.0,4.0,,,,18.0,17.0,,7.1,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,9.5,#,1.3,#,3.9,#,19.0,#,460.0,,
495,1210210016,1982,1210210,12,8,56,1982,1109,1500.0,2,1,0.0,9.0,,,,19.0,17.0,,7.2,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,9.3,#,1.2,#,4.4,#,19.0,,,,
496,1210210017,1982,1210210,12,8,56,1982,1207,900.0,2,1,0.0,4.0,,,,7.0,13.5,,6.8,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,10.0,#,1.1,#,2.5,#,10.0,#,490.0,,
497,1210210018,1982,1210210,12,8,56,1982,1207,1500.0,2,1,0.0,4.0,,,,9.0,11.0,,6.5,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,10.0,#,0.6,#,5.4,#,14.0,,,,
498,1210210019,1982,1210210,12,8,56,1983,105,900.0,2,1,1.4,4.0,,,,6.5,8.0,,7.4,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.2,#,11.0,#,1.0,#,2.1,#,13.0,#,110.0,,
499,1210210020,1982,1210210,12,8,56,1983,105,1500.0,2,1,1.3,4.0,,,,10.0,8.5,,6.9,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.1,#,13.0,#,1.4,#,3.7,#,13.0,,,,
500,1210210021,1982,1210210,12,8,56,1983,201,900.0,2,1,1.2,2.0,,,,10.0,8.5,,6.1,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,11.0,#,2.1,#,4.6,#,97.0,,,,
501,1210210022,1982,1210210,12,8,56,1983,201,1500.0,2,1,1.2,2.0,,,,12.0,8.0,,6.0,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.1,#,12.0,#,2.0,#,5.1,#,15.0,,,,
502,1210210023,1982,1210210,12,8,56,1983,301,900.0,2,1,1.4,2.0,,,,9.5,7.0,,7.1,,,1200856,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,12.0,#,1.6,#,7.5,#,81.0,#,0.0,,
503,1210210024,1982,1210210,12,8,56,1983,301,1500.0,2,1,1.4,2.0,,,,11.0,8.5,,7.0,,,1200856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.1,#,11.0,#,2.0,#,7.5,#,96.0,,,,
504,1210220001,1982,1210220,12,9,1,1982,422,810.0,2,1,0.1,9.0,,,,9.0,11.5,0.78,0.6,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,6.9,#,5.6,#,7.5,#,40.0,#,33000.0,,
505,1210220002,1982,1210220,12,9,1,1982,422,1300.0,2,1,0.1,4.0,,,,15.0,14.5,1.6,0.7,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,6.5,#,5.0,#,6.9,#,19.0,,,,
506,1210220003,1982,1210220,12,9,1,1982,422,1630.0,2,1,0.1,2.0,,,,13.5,14.5,1.24,0.7,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.8,#,3.2,#,8.7,#,23.0,,,,
507,1210220004,1982,1210220,12,9,1,1982,511,750.0,2,1,0.0,2.0,,,,22.5,22.0,0.27,0.4,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,3.6,#,3.4,#,7.9,#,10.0,#,49000.0,,
508,1210220005,1982,1210220,12,9,1,1982,511,1335.0,2,1,0.0,2.0,,,,29.5,26.5,0.55,0.45,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,3.8,#,5.4,#,10.0,#,15.0,,,,
509,1210220006,1982,1210220,12,9,1,1982,511,1730.0,2,1,0.1,2.0,,,,25.0,25.5,0.88,0.5,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,6.1,#,6.5,#,10.0,#,21.0,,,,
510,1210220007,1982,1210220,12,9,1,1982,608,800.0,2,1,0.0,2.0,,,,21.8,21.2,0.16,0.4,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,2.7,#,4.0,#,9.1,#,10.0,#,130000.0,,
511,1210220008,1982,1210220,12,9,1,1982,608,1330.0,2,1,0.1,2.0,,,,31.0,25.0,0.59,0.5,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,2.9,#,6.0,#,10.0,#,15.0,,,,
512,1210220009,1982,1210220,12,9,1,1982,608,1710.0,2,1,0.1,2.0,,,,25.6,25.0,1.26,0.55,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,3.2,#,4.9,#,9.6,#,15.0,,,,
513,1210220010,1982,1210220,12,9,1,1982,706,755.0,2,1,0.0,4.0,,,,23.5,22.0,,0.4,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,2.5,#,3.1,#,8.6,#,11.0,#,170000.0,,
514,1210220011,1982,1210220,12,9,1,1982,706,1330.0,2,1,0.0,4.0,,,,26.2,24.0,0.74,0.45,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,3.8,#,4.1,#,9.3,#,13.0,,,,
515,1210220012,1982,1210220,12,9,1,1982,706,1730.0,2,1,0.1,4.0,,,,23.0,22.0,0.89,0.65,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,3.6,#,3.4,#,9.8,#,11.0,,,,
516,1210220013,1982,1210220,12,9,1,1982,817,1000.0,2,1,0.0,4.0,,,,26.5,24.5,0.51,0.35,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,3.7,#,2.6,#,8.6,#,54.0,#,130000.0,,
517,1210220014,1982,1210220,12,9,1,1982,817,1400.0,2,1,0.1,4.0,,,,26.5,25.0,1.1,0.54,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,4.2,#,3.3,#,9.4,#,61.0,,,,
518,1210220015,1982,1210220,12,9,1,1982,817,1800.0,2,1,0.1,4.0,,,,25.4,25.2,1.15,0.57,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,4.4,#,3.9,#,8.8,#,55.0,,,,
519,1210220016,1982,1210220,12,9,1,1982,907,800.0,2,1,0.0,4.0,,,,21.0,22.0,,0.35,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,2.6,#,5.3,#,9.4,#,49.0,#,130000.0,,
520,1210220017,1982,1210220,12,9,1,1982,907,1320.0,2,1,0.1,4.0,,,,26.0,24.0,0.89,0.5,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,4.4,#,5.8,#,9.3,#,51.0,,,,
521,1210220018,1982,1210220,12,9,1,1982,907,1700.0,2,1,0.1,4.0,,,,25.5,24.0,1.17,0.5,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,5.6,#,6.3,#,8.7,#,50.0,,,,
522,1210220019,1982,1210220,12,9,1,1982,1012,805.0,2,1,0.1,2.0,,,,17.5,17.2,1.0,0.65,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,6.7,#,3.5,#,6.1,#,27.0,#,70000.0,,
523,1210220020,1982,1210220,12,9,1,1982,1012,1340.0,2,1,0.1,2.0,,,,27.0,21.0,1.89,0.65,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,6.3,#,4.6,#,6.5,#,34.0,,,,
524,1210220021,1982,1210220,12,9,1,1982,1012,1745.0,2,1,0.1,2.0,,,,20.5,20.0,1.3,0.65,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,5.3,#,4.5,#,6.1,#,32.0,,,,
525,1210220022,1982,1210220,12,9,1,1982,1109,755.0,2,1,0.1,4.0,,,,16.8,16.3,0.34,0.5,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,6.8,#,3.7,#,6.4,#,16.0,#,49000.0,,
526,1210220023,1982,1210220,12,9,1,1982,1109,1320.0,2,1,0.1,4.0,,,,15.0,16.0,0.71,0.6,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,6.5,#,6.2,#,9.3,#,59.0,,,,
527,1210220024,1982,1210220,12,9,1,1982,1109,1710.0,2,1,0.1,4.0,,,,15.0,16.5,0.96,0.55,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,6.6,#,4.7,#,7.2,#,23.0,,,,
528,1210220025,1982,1210220,12,9,1,1982,1207,1000.0,2,1,0.0,4.0,,,,7.7,7.5,0.53,0.4,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.9,#,3.4,#,8.9,#,39.0,#,46000.0,,
529,1210220026,1982,1210220,12,9,1,1982,1207,1200.0,2,1,0.0,4.0,,,,7.5,8.0,0.55,0.41,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.4,#,3.9,#,8.6,#,19.0,,,,
530,1210220027,1982,1210220,12,9,1,1982,1207,1400.0,2,1,0.0,2.0,,,,7.2,8.0,0.56,0.42,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.2,#,4.7,#,7.5,#,22.0,,,,
531,1210220028,1982,1210220,12,9,1,1983,105,755.0,2,1,0.0,4.0,,,,1.0,4.6,0.28,0.3,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.0,#,4.4,#,8.2,#,19.0,#,17000.0,,
532,1210220029,1982,1210220,12,9,1,1983,105,1330.0,2,1,0.0,2.0,,,,8.0,8.2,0.28,0.3,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.5,#,5.4,#,9.2,#,18.0,,,,
533,1210220030,1982,1210220,12,9,1,1983,105,1700.0,2,1,0.0,2.0,,,,8.5,10.0,0.39,0.4,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.2,#,5.4,#,9.2,#,13.0,,,,
534,1210220031,1982,1210220,12,9,1,1983,201,755.0,2,1,0.0,4.0,,,,2.0,8.0,0.33,0.3,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,6.2,#,3.9,#,6.9,#,12.0,#,28000.0,,
535,1210220032,1982,1210220,12,9,1,1983,201,1330.0,2,1,0.0,4.0,,,,12.0,10.5,0.37,0.33,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,7.6,#,6.8,#,8.7,#,12.0,,,,
536,1210220033,1982,1210220,12,9,1,1983,201,1600.0,2,1,0.0,4.0,,,,8.5,10.5,0.39,0.35,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.7,#,6.5,#,8.0,#,16.0,,,,
537,1210220034,1982,1210220,12,9,1,1983,303,750.0,2,1,0.0,2.0,,,,4.5,9.5,0.39,0.35,,,1200901,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,5.3,#,3.9,#,11.0,#,13.0,#,24000.0,,
538,1210220035,1982,1210220,12,9,1,1983,303,1300.0,2,1,0.0,2.0,,,,16.0,13.0,0.39,0.35,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,6.5,#,5.1,#,10.0,#,11.0,,,,
539,1210220036,1982,1210220,12,9,1,1983,303,1710.0,2,1,0.0,2.0,,,,12.0,14.0,0.39,0.35,,,1200901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,6.7,#,5.5,#,10.0,#,8.0,,,,
540,1210230001,1982,1210230,12,9,51,1982,422,940.0,2,1,0.1,9.0,,,,9.5,11.5,0.36,0.75,,,1200951,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,6.4,#,2.7,#,10.0,#,54.0,#,540000.0,,
541,1210230002,1982,1210230,12,9,51,1982,422,1540.0,2,1,0.1,2.0,,,,14.5,14.5,1.1,0.85,,,1200951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,6.1,#,5.4,#,8.6,#,23.0,,,,
542,1210230003,1982,1210230,12,9,51,1982,511,950.0,2,1,0.1,2.0,,,,24.0,23.0,0.27,0.55,,,1200951,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,5.8,#,5.3,#,11.0,#,15.0,#,920000.0,,
543,1210230004,1982,1210230,12,9,51,1982,511,1600.0,2,1,0.1,2.0,,,,27.5,26.5,0.5,0.55,,,1200951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,5.8,#,5.4,#,10.0,#,13.0,,,,
544,1210230005,1982,1210230,12,9,51,1982,608,950.0,2,1,0.0,2.0,,,,26.0,23.0,0.16,0.25,,,1200951,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,3.3,#,4.7,#,11.0,#,16.0,#,170000.0,,
545,1210230006,1982,1210230,12,9,51,1982,608,1500.0,2,1,0.0,2.0,,,,28.0,25.0,0.27,0.25,,,1200951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,2.8,#,5.2,#,12.0,#,67.0,,,,
546,1210230007,1982,1210230,12,9,51,1982,706,910.0,2,1,0.0,4.0,,,,24.0,22.0,0.32,0.25,,,1200951,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,5.0,#,5.9,#,9.6,#,13.0,#,350000.0,,
547,1210230008,1982,1210230,12,9,51,1982,706,1330.0,2,1,0.0,4.0,,,,26.0,23.7,0.32,0.25,,,1200951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,5.3,#,4.8,#,9.2,#,10.0,,,,
548,1210230009,1982,1210230,12,9,51,1982,817,1030.0,2,1,0.2,1.0,,,,28.3,25.0,,1.3,,,1200951,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,3.6,#,3.0,#,8.5,#,19.0,#,49000.0,,
549,1210230010,1982,1210230,12,9,51,1982,817,1610.0,2,1,0.2,1.0,,,,26.7,25.5,0.68,1.4,,,1200951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,2.4,#,3.1,#,8.6,#,23.0,,,,
550,1210230011,1982,1210230,12,9,51,1982,907,940.0,2,1,0.2,4.0,,,,25.0,21.5,,1.1,,,1200951,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,2.4,#,4.5,#,8.5,#,16.0,#,540000.0,,
