,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1990,1210010,12,1,1,1990,424,900.0,2,1.0,7.9,4.0,,,,15.7,12.6,,3.95,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.7,#,4.0,#,13.0,#,290.0,#,33000.0,,,#,3.8,#,0.36
1,1210010002,1990,1210010,12,1,1,1990,424,1430.0,2,1.0,8.0,4.0,,,,18.2,12.6,,4.0,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.0,#,3.7,#,13.0,#,290.0,,,,,,,,
2,1210010003,1990,1210010,12,1,1,1990,424,2125.0,2,1.0,7.8,4.0,,,,10.3,11.2,,3.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.7,#,2.4,#,17.0,#,200.0,,,,,,,,
3,1210010004,1990,1210010,12,1,1,1990,515,900.0,2,1.0,3.7,4.0,,,,16.4,17.0,,1.85,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.0,#,2.9,#,5.3,#,25.0,#,7900.0,,,#,1.7,#,0.16
4,1210010005,1990,1210010,12,1,1,1990,515,1410.0,2,1.0,3.6,2.0,,,,23.8,18.8,,1.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.9,#,1.5,#,3.9,#,28.0,,,,,,,,
5,1210010006,1990,1210010,12,1,1,1990,515,2200.0,2,1.0,4.0,2.0,,,,16.2,17.2,,2.0,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.5,#,1.5,#,6.3,#,52.0,,,,,,,,
6,1210010007,1990,1210010,12,1,1,1990,605,850.0,2,1.0,2.4,10.0,,,,18.4,21.2,,1.2,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.7,#,2.6,#,4.2,#,18.0,#,70000.0,,,#,2.1,#,0.14
7,1210010008,1990,1210010,12,1,1,1990,605,1400.0,2,1.0,2.5,4.0,,,,22.0,22.0,,1.25,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.0,#,3.3,#,4.5,#,13.0,,,,,,,,
8,1210010009,1990,1210010,12,1,1,1990,605,2125.0,2,1.0,2.7,4.0,,,,18.3,21.9,,1.35,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.6,#,2.8,#,4.3,#,9.0,,,,,,,,
9,1210010010,1990,1210010,12,1,1,1990,703,1000.0,2,1.0,2.4,10.0,,,,23.0,22.5,,1.2,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,<,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,#,7.7,#,8.6,#,2.6,#,4.7,#,18.0,#,11000.0,,,#,1.8,#,0.11
10,1210010011,1990,1210010,12,1,1,1990,703,1400.0,2,1.0,2.6,10.0,,,,22.7,22.8,,1.32,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,9.8,#,2.5,#,5.0,#,12.0,,,,,,,,
11,1210010012,1990,1210010,12,1,1,1990,703,1800.0,2,1.0,2.6,4.0,,,,22.6,22.8,,1.34,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,10.0,#,1.9,#,4.2,#,15.0,,,,,,,,
12,1210010013,1990,1210010,12,1,1,1990,807,900.0,2,1.0,3.0,2.0,,,,32.5,29.0,,1.48,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,#,7.6,#,7.5,#,3.5,#,5.5,#,14.0,#,7000.0,,,#,1.6,#,0.18
13,1210010014,1990,1210010,12,1,1,1990,807,1425.0,2,1.0,2.8,2.0,,,,36.0,30.5,,1.38,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.9,#,14.0,#,5.8,#,6.6,#,21.0,,,,,,,,
14,1210010015,1990,1210010,12,1,1,1990,807,2130.0,2,1.0,3.0,4.0,,,,28.6,31.2,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,9.0,#,12.0,#,4.7,#,6.7,#,17.0,,,,,,,,
15,1210010016,1990,1210010,12,1,1,1990,904,850.0,2,1.0,3.0,2.0,,,,31.2,26.8,,1.5,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,#,7.7,#,7.9,#,2.8,#,4.1,#,11.0,#,23000.0,,,#,1.9,#,0.13
16,1210010017,1990,1210010,12,1,1,1990,904,1400.0,2,1.0,3.0,2.0,,,,33.1,29.0,,1.49,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.6,#,11.0,#,3.5,#,4.5,#,10.0,,,,,,,,
