,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,2006,1210010,12,1,1,2006,419,955,0,2,0.2,,,,,16.0,14.5,63.75,1.0,,,1200101,,,,,<,0.001,,,#,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.11,,,#,7.3,#,9.5,#,1.8,#,3.0,#,12.0,#,7900.0,,,#,1.7,#,0.09699999999999999
1,1210010002,2006,1210010,12,1,1,2006,419,1600,0,2,0.17,,,,,20.2,14.5,62.13,0.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,1.3,,,#,15.0,,,,,,,,
2,1210010003,2006,1210010,12,1,1,2006,510,1000,0,2,0.27,,,,,18.2,15.0,125.03,1.35,,,1200101,,,,,#,0.003,,,#,0.002,,,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,#,0.86,#,0.09,,,#,7.1,#,9.8,#,1.1,#,2.9,#,30.0,#,7900.0,,,#,1.1,#,0.1
3,1210010004,2006,1210010,12,1,1,2006,510,1600,0,2,0.26,,,,,23.0,16.2,113.65,1.3,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.9,#,0.8,,,#,28.0,,,,,,,,
4,1210010005,2006,1210010,12,1,1,2006,614,900,0,2,0.22,,,,,24.6,19.6,105.29,1.1,,,1200101,,,,,#,0.004,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.1,,,#,7.2,#,8.6,#,0.9,#,3.0,#,19.0,#,33000.0,,,#,1.7,#,0.1
5,1210010006,2006,1210010,12,1,1,2006,614,1600,0,2,0.21,,,,,23.8,20.5,91.51,1.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.9,#,1.0,,,#,18.0,,,,,,,,
6,1210010007,2006,1210010,12,1,1,2006,705,1100,0,2,0.17,,,,,22.0,23.1,77.58,0.85,,,1200101,,,,,#,0.001,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.12,,,#,7.5,#,7.6,#,1.7,#,3.1,#,16.0,#,11000.0,,,#,2.0,#,0.1
7,1210010008,2006,1210010,12,1,1,2006,705,1600,0,2,0.17,,,,,21.0,22.0,74.91,0.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.6,#,1.3,,,#,16.0,,,,,,,,
8,1210010009,2006,1210010,12,1,1,2006,802,1100,0,2,0.2,,,,,26.7,23.2,86.73,1.0,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.001,<,0.0005,,,<,0.0005,,,<,0.002,<,0.0002,<,0.0004,<,0.002,<,0.004,<,0.1,<,0.0006,<,0.003,<,0.001,<,0.0002,<,0.0006,<,0.0003,<,0.002,<,0.001,<,0.001,,,#,2.5,#,0.11,<,0.1,#,7.6,#,8.4,#,1.2,#,2.6,#,14.0,#,23000.0,,,#,3.0,#,0.092
9,1210010010,2006,1210010,12,1,1,2006,802,1500,0,2,0.2,,,,,29.9,24.3,90.27,1.0,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,8.8,#,1.5,,,#,15.0,,,,,,,,
