,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1999,1210010,12,1,1,1999,413,900,0,2,0.43,,,,,18.0,13.9,,2.15,,,1200101,<,0.001,<,0.1,#,0.001,<,0.005,#,0.004,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.8,#,1.8,#,5.6,#,64.0,#,4900.0,,,#,3.3,#,0.19
1,1210010002,1999,1210010,12,1,1,1999,413,1400,0,2,0.4,,,,,21.0,14.3,,2.0,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.7,#,1.5,#,5.0,#,73.0,,,,,,,,
2,1210010003,1999,1210010,12,1,1,1999,413,2100,0,2,0.39,,,,,18.2,14.8,,1.95,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.8,#,1.5,#,4.8,#,64.0,,,,,,,,
3,1210010004,1999,1210010,12,1,1,1999,511,900,0,2,0.29,,,,,18.5,17.7,,1.45,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.1,,,#,7.1,#,9.1,#,0.8,#,2.5,#,20.0,#,2800.0,,,#,1.7,#,0.09
4,1210010005,1999,1210010,12,1,1,1999,511,1400,0,2,0.29,,,,,17.0,17.8,,1.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.4,#,0.9,#,2.6,#,18.0,,,,,,,,
5,1210010006,1999,1210010,12,1,1,1999,511,2110,0,2,0.29,,,,,15.1,17.4,,1.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.8,#,1.0,#,2.1,#,10.0,,,,,,,,
6,1210010007,1999,1210010,12,1,1,1999,608,900,0,2,0.2,,,,,24.2,22.2,,1.0,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.1,,,#,7.6,#,8.5,#,1.8,#,4.3,#,33.0,#,1700.0,,,#,1.7,#,0.11
7,1210010008,1999,1210010,12,1,1,1999,608,1400,0,2,0.21,,,,,30.8,24.2,,1.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,9.7,#,2.3,#,4.6,#,33.0,,,,,,,,
8,1210010009,1999,1210010,12,1,1,1999,608,2110,0,2,0.19,,,,,20.3,22.1,,0.95,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.0,#,2.3,#,4.2,#,30.0,,,,,,,,
9,1210010010,1999,1210010,12,1,1,1999,706,1000,0,2,0.39,,,,,22.8,21.0,,1.95,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.003,<,0.0005,,,<,0.0005,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,<,0.0006,,,,,,,,,,,,,<,0.1,,,#,7.3,#,7.3,#,1.9,#,6.8,#,76.0,#,7900.0,,,#,2.9,#,0.27
10,1210010011,1999,1210010,12,1,1,1999,706,1400,0,2,0.37,,,,,23.9,21.5,,1.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,7.5,#,1.5,#,6.2,#,61.0,,,,,,,,
11,1210010012,1999,1210010,12,1,1,1999,706,2200,0,2,0.41,,,,,18.5,20.4,,2.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.0,#,1.1,#,5.1,#,53.0,,,,,,,,
12,1210010013,1999,1210010,12,1,1,1999,803,900,0,2,0.26,,,,,32.0,28.6,,1.3,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.1,<,0.1,#,8.6,#,9.7,#,3.8,#,4.9,#,16.0,#,330.0,,,#,2.9,#,0.12
13,1210010014,1999,1210010,12,1,1,1999,803,1400,0,2,0.24,,,,,36.9,30.5,,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,9.0,#,13.0,#,4.7,#,5.5,#,19.0,,,,,,,,
14,1210010015,1999,1210010,12,1,1,1999,803,2110,0,2,0.25,,,,,28.9,29.5,,1.25,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.6,#,10.0,#,4.8,#,5.1,#,20.0,,,,,,,,
15,1210010016,1999,1210010,12,1,1,1999,907,900,0,2,0.28,,,,,29.1,25.9,,1.4,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.002,<,0.0005,,,,,,,<,0.002,<,0.0002,<,0.0004,<,0.002,<,0.004,<,0.1,<,0.0006,<,0.003,<,0.001,<,0.0002,,,<,0.0003,<,0.002,<,0.001,<,0.001,,,,,<,0.1,<,0.1,#,7.6,#,8.3,#,1.3,#,3.1,#,24.0,#,3300.0,,,#,3.3,#,0.096
16,1210010017,1999,1210010,12,1,1,1999,907,1400,0,2,0.3,,,,,31.9,26.1,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,8.5,#,1.2,#,3.0,#,22.0,,,,,,,,
17,1210010018,1999,1210010,12,1,1,1999,907,2105,0,2,0.3,,,,,26.5,24.6,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,8.2,#,1.0,#,2.9,#,21.0,,,,,,,,
18,1210010019,1999,1210010,12,1,1,1999,1006,900,0,2,0.34,,,,,22.1,19.0,,1.7,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.1,,,#,7.6,#,9.2,#,0.7,#,1.3,#,12.0,#,2200.0,,,#,3.2,#,0.075
19,1210010020,1999,1210010,12,1,1,1999,1006,1400,0,2,0.35,,,,,27.5,20.1,,1.75,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.1,#,0.8,#,1.4,#,16.0,,,,,,,,
20,1210010021,1999,1210010,12,1,1,1999,1006,2105,0,2,0.36,,,,,18.3,18.9,,1.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.0,#,0.8,#,1.3,#,10.0,,,,,,,,
21,1210010022,1999,1210010,12,1,1,1999,1109,900,0,2,0.3,,,,,15.2,13.9,,1.5,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,#,0.1,,,#,7.5,#,9.9,#,1.3,#,2.0,#,9.0,#,2300.0,,,#,3.5,#,0.096
22,1210010023,1999,1210010,12,1,1,1999,1109,1400,0,2,0.28,,,,,22.0,15.7,,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,10.0,#,0.9,#,2.2,#,11.0,,,,,,,,
23,1210010024,1999,1210010,12,1,1,1999,1109,2105,0,2,0.3,,,,,13.8,14.9,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.9,#,1.0,#,2.2,#,13.0,,,,,,,,
