,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1998,1210010,12,1,1,1998,414,900,2,1,5.0,4.0,,,,22.8,15.5,,2.55,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.2,#,10.0,#,1.1,#,3.1,#,23.0,#,2400.0,,,#,1.8,#,0.11
1,1210010002,1998,1210010,12,1,1,1998,414,1400,2,1,5.0,10.0,,,,22.0,14.0,,2.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.9,#,1.1,#,3.9,#,23.0,,,,,,,,
2,1210010003,1998,1210010,12,1,1,1998,414,2140,2,1,5.0,10.0,,,,19.8,14.0,,2.6,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,5.7,#,4.7,#,9.6,#,24.0,,,,,,,,
3,1210010004,1998,1210010,12,1,1,1998,512,900,2,1,4.0,10.0,,,,13.5,15.3,,1.8,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.8,#,0.5,#,3.0,#,12.0,#,7900.0,,,#,2.2,#,0.09
4,1210010005,1998,1210010,12,1,1,1998,512,1400,2,1,4.0,4.0,,,,23.5,17.5,,1.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.9,#,1.0,#,3.0,#,16.0,,,,,,,,
5,1210010006,1998,1210010,12,1,1,1998,512,2135,2,1,4.0,4.0,,,,18.9,16.0,,1.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,5.9,#,0.6,#,3.0,#,18.0,,,,,,,,
6,1210010007,1998,1210010,12,1,1,1998,602,900,2,1,3.0,4.0,,,,22.1,21.8,,1.3,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.8,#,1.3,#,3.0,#,18.0,#,700.0,,,#,2.8,#,0.11
7,1210010008,1998,1210010,12,1,1,1998,602,1400,2,1,2.0,4.0,,,,21.0,22.1,,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.3,#,1.5,#,3.1,#,17.0,,,,,,,,
8,1210010009,1998,1210010,12,1,1,1998,602,2120,2,1,2.0,10.0,,,,16.5,21.0,,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.3,#,1.4,#,3.8,#,23.0,,,,,,,,
9,1210010010,1998,1210010,12,1,1,1998,707,1000,2,1,2.0,4.0,,,,30.5,27.1,,1.1,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,8.0,#,8.3,#,1.8,#,4.6,#,21.0,#,4900.0,,,#,2.4,#,0.13
