,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1986,1210010,12,1,1,1986,422,1020,2,1.0,0.4,10.0,,,,16.5,14.0,92.1,2.3,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.0,#,3.0,#,4.7,#,31.0,#,28000.0,,,#,1.5,#,0.16
1,1210010002,1986,1210010,12,1,1,1986,422,1550,2,1.0,0.5,4.0,,,,16.0,13.8,14.0,2.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.8,#,3.5,#,4.7,#,24.0,,,,,,,,
2,1210010003,1986,1210010,12,1,1,1986,422,2050,2,1.0,0.4,4.0,,,,14.0,12.7,1.0,2.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.5,#,1.4,#,4.8,#,45.0,,,,,,,,
3,1210010004,1986,1210010,12,1,1,1986,506,1010,2,1.0,0.3,4.0,,,,20.0,17.5,62.0,1.8,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.7,#,1.8,#,3.6,#,22.0,#,23000.0,,,#,1.6,#,0.1
4,1210010005,1986,1210010,12,1,1,1986,506,1600,2,1.0,0.3,10.0,,,,15.0,16.5,74.2,1.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.8,#,2.1,#,3.8,#,19.0,,,,,,,,
5,1210010006,1986,1210010,12,1,1,1986,506,2100,2,1.0,0.3,10.0,,,,13.0,15.0,73.1,1.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.9,#,2.5,#,4.7,#,30.0,,,,,,,,
6,1210010007,1986,1210010,12,1,1,1986,603,950,2,1.0,0.3,4.0,,,,23.0,21.8,67.9,1.85,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.9,#,1.6,#,3.9,#,17.0,#,7900.0,,,#,1.7,#,0.12
7,1210010008,1986,1210010,12,1,1,1986,603,1625,2,1.0,0.3,4.0,,,,23.0,21.8,74.2,1.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.2,#,2.0,#,4.1,#,13.0,,,,,,,,
8,1210010009,1986,1210010,12,1,1,1986,603,2050,2,1.0,0.3,4.0,,,,18.8,19.6,75.2,1.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.4,#,1.9,#,4.2,#,22.0,,,,,,,,
9,1210010010,1986,1210010,12,1,1,1986,701,1000,2,1.0,0.5,4.0,,,,25.5,17.5,44.0,2.8,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.4,#,1.9,#,7.1,#,96.0,#,33000.0,,,#,2.7,#,0.21
10,1210010011,1986,1210010,12,1,1,1986,701,1400,2,1.0,0.5,4.0,,,,26.2,18.0,44.0,2.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.9,#,3.0,#,7.0,#,76.0,,,,,,,,
11,1210010012,1986,1210010,12,1,1,1986,701,1800,2,1.0,0.5,10.0,,,,21.0,17.5,44.0,2.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.8,#,1.3,#,7.1,#,64.0,,,,,,,,
12,1210010013,1986,1210010,12,1,1,1986,826,1020,2,1.0,0.5,2.0,,,,29.0,27.0,78.5,2.8,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.5,#,1.4,#,4.0,#,26.0,#,13000.0,,,#,3.4,#,0.06
13,1210010014,1986,1210010,12,1,1,1986,826,1620,2,1.0,0.5,2.0,,,,30.5,28.0,70.0,2.7,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.9,#,1.8,#,3.7,#,19.0,,,,,,,,
14,1210010015,1986,1210010,12,1,1,1986,826,2100,2,1.0,0.5,2.0,,,,25.6,26.0,76.3,2.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.1,#,2.0,#,4.0,#,20.0,,,,,,,,
15,1210010016,1986,1210010,12,1,1,1986,902,1000,2,1.0,0.3,10.0,,,,25.0,26.0,47.4,1.9,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,6.9,#,2.3,#,4.5,#,9.0,#,33000.0,,,#,3.2,#,0.07
16,1210010017,1986,1210010,12,1,1,1986,902,1600,2,1.0,0.4,4.0,,,,26.0,26.6,60.1,2.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,7.4,#,2.3,#,6.1,#,12.0,,,,,,,,
17,1210010018,1986,1210010,12,1,1,1986,902,2050,2,1.0,0.4,10.0,,,,25.0,26.0,63.9,2.1,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,7.2,#,2.4,#,5.7,#,22.0,,,,,,,,
18,1210010019,1986,1210010,12,1,1,1986,1007,1010,2,1.0,0.5,10.0,,,,19.0,20.0,98.1,2.95,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.4,#,1.9,#,5.4,#,28.0,#,33000.0,,,#,2.8,#,0.1
19,1210010020,1986,1210010,12,1,1,1986,1007,1600,2,1.0,0.5,4.0,,,,18.5,22.0,84.0,2.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.5,#,2.0,#,4.3,#,15.0,,,,,,,,
20,1210010021,1986,1210010,12,1,1,1986,1007,2100,2,1.0,0.5,4.0,,,,16.9,18.8,79.6,2.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.0,#,1.9,#,3.6,#,20.0,,,,,,,,
21,1210010022,1986,1210010,12,1,1,1986,1104,950,2,1.0,0.4,4.0,,,,23.0,16.5,74.2,2.2,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.1,#,2.6,#,5.3,#,16.0,#,11000.0,,,#,3.4,#,0.11
22,1210010023,1986,1210010,12,1,1,1986,1104,1550,2,1.0,0.4,4.0,,,,19.0,17.0,63.9,2.1,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,2.5,#,5.6,#,12.0,,,,,,,,
23,1210010024,1986,1210010,12,1,1,1986,1104,2100,2,1.0,0.4,4.0,,,,14.8,16.0,70.0,2.15,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,2.4,#,5.3,#,15.0,,,,,,,,
24,1210010025,1986,1210010,12,1,1,1986,1202,1000,2,1.0,0.2,2.0,,,,9.0,8.0,54.5,1.4,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,2.2,#,4.5,#,6.0,#,28000.0,,,#,3.1,#,0.12
25,1210010026,1986,1210010,12,1,1,1986,1202,1400,2,1.0,0.3,2.0,,,,11.0,8.5,60.1,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,2.5,#,4.2,#,7.0,,,,,,,,
26,1210010027,1986,1210010,12,1,1,1986,1202,1800,2,1.0,0.3,2.0,,,,8.5,7.4,60.1,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,2.1,#,4.0,#,8.0,,,,,,,,
27,1210010028,1986,1210010,12,1,1,1987,106,1040,2,1.0,0.2,4.0,,,,4.5,4.0,61.0,1.45,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,11.0,#,3.2,#,4.4,#,8.0,#,240000.0,,,#,3.6,#,0.1
28,1210010029,1986,1210010,12,1,1,1987,106,1550,2,1.0,0.2,2.0,,,,6.0,5.5,41.7,1.25,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,3.5,#,4.9,#,12.0,,,,,,,,
29,1210010030,1986,1210010,12,1,1,1987,106,2100,2,1.0,0.2,2.0,,,,0.0,3.8,47.3,1.3,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,11.0,#,2.7,#,4.3,#,8.0,,,,,,,,
30,1210010031,1986,1210010,12,1,1,1987,203,1020,2,1.0,0.3,4.0,,,,4.0,3.0,67.9,1.7,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,11.0,#,3.6,#,5.0,#,10.0,#,33000.0,,,#,3.6,#,0.13
31,1210010032,1986,1210010,12,1,1,1987,203,1600,2,1.0,0.3,4.0,,,,4.2,4.0,53.6,1.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,3.9,#,5.3,#,10.0,,,,,,,,
32,1210010033,1986,1210010,12,1,1,1987,203,2100,2,1.0,0.3,4.0,,,,0.1,4.0,60.1,1.6,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,3.8,#,4.7,#,9.0,,,,,,,,
33,1210010034,1986,1210010,12,1,1,1987,303,1000,2,1.0,0.3,2.0,,,,7.5,6.0,56.3,1.55,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,3.5,#,4.7,#,11.0,#,33000.0,,,#,2.2,#,0.14
34,1210010035,1986,1210010,12,1,1,1987,303,1600,2,1.0,0.3,2.0,,,,11.0,7.5,52.7,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,3.4,#,4.4,#,13.0,,,,,,,,
35,1210010036,1986,1210010,12,1,1,1987,303,2110,2,1.0,0.3,2.0,,,,3.6,6.7,53.6,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,2.9,#,4.5,#,9.0,,,,,,,,
36,1210020001,1986,1210020,12,1,2,1986,422,910,2,2.0,0.5,10.0,,,,13.5,13.3,,2.6,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.4,#,2.6,#,5.8,#,15.0,#,3300.0,,,#,1.5,#,0.13
37,1210020002,1986,1210020,12,1,2,1986,422,1400,2,2.0,0.6,4.0,,,,15.8,13.2,,3.1,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.2,#,2.5,#,3.6,#,8.0,,,,,,,,
