,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
293,1210110006,1981,1210110,12,5,1,1981,903,1110.0,0,1.0,0.2,2.0,,,,31.0,26.7,1.8,0.4,,,1200501,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,7.3,#,1.1,#,3.4,#,12.0,#,3300.0,N,
294,1210110007,1981,1210110,12,5,1,1981,1006,1305.0,0,1.0,0.1,2.0,,,,24.0,20.8,2.0,0.49,,,1200501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.4,#,0.8,#,3.2,#,6.0,#,2400.0,,
295,1210110008,1981,1210110,12,5,1,1981,1110,1220.0,0,1.0,0.2,2.0,,,,11.8,10.8,1.7,0.49,,,1200501,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,10.0,#,0.7,#,2.5,#,11.0,#,4900.0,N,
296,1210110009,1981,1210110,12,5,1,1981,1202,1145.0,0,1.0,0.2,2.0,,,,10.5,9.1,2.1,0.39,,,1200501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,10.0,#,1.5,#,2.9,#,6.0,#,7900.0,,
297,1210110010,1981,1210110,12,5,1,1982,112,940.0,0,1.0,0.2,4.0,,,,14.2,7.0,2.3,0.34,,,1200501,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,10.0,#,1.1,#,2.4,#,9.0,#,2400.0,N,
298,1210110011,1981,1210110,12,5,1,1982,208,1325.0,0,1.0,0.2,2.0,,,,8.0,6.7,0.6,0.27,,,1200501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,11.0,#,1.4,#,2.5,#,4.0,#,490.0,,
299,1210110012,1981,1210110,12,5,1,1982,308,1145.0,0,1.0,0.2,4.0,,,,4.0,6.8,3.1,0.44,,,1200501,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,1.9,#,3.1,#,7.0,#,3300.0,N,
300,1210120001,1981,1210120,12,6,1,1981,407,1439.0,0,1.0,0.0,2.0,,,,25.0,17.0,7.3,2.1,,,1200601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,9.0,#,1.3,#,3.3,#,14.0,#,7900.0,,
301,1210120002,1981,1210120,12,6,1,1981,519,1450.0,0,1.0,0.0,4.0,,,,17.1,16.5,12.05,1.9,,,1200601,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.5,#,1.7,#,5.5,#,53.0,#,17000.0,N,
302,1210120003,1981,1210120,12,6,1,1981,616,1200.0,0,1.0,0.0,4.0,,,,29.2,22.2,7.26,2.8,,,1200601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,7.6,#,1.2,#,5.9,#,29.0,#,18000.0,,
303,1210120004,1981,1210120,12,6,1,1981,714,1115.0,0,1.0,0.0,2.0,,,,32.2,28.0,,2.41,,,1200601,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,7.7,#,0.7,#,4.3,#,6.0,#,33000.0,N,
304,1210120005,1981,1210120,12,6,1,1981,803,1000.0,0,1.0,0.2,2.0,,,,33.0,26.0,1.8,2.73,,,1200601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,6.8,#,1.6,#,3.7,#,4.0,#,4900.0,,
305,1210120006,1981,1210120,12,6,1,1981,903,1140.0,0,1.0,0.2,2.0,,,,30.0,26.0,1.8,1.59,,,1200601,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,7.2,#,2.6,#,7.3,#,110.0,#,7900.0,N,
306,1210120007,1981,1210120,12,6,1,1981,1006,1150.0,0,1.0,0.2,4.0,,,,25.5,19.8,4.1,0.24,,,1200601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.5,#,0.8,#,5.1,#,46.0,#,13000.0,,
307,1210120008,1981,1210120,12,6,1,1981,1110,1130.0,0,1.0,0.2,2.0,,,,10.1,10.2,4.7,0.73,,,1200601,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,10.0,#,1.4,#,5.9,#,55.0,#,3300.0,N,
308,1210120009,1981,1210120,12,6,1,1981,1202,1255.0,0,1.0,0.2,2.0,,,,12.0,9.2,4.3,0.72,,,1200601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,10.0,#,1.8,#,3.2,#,13.0,#,4600.0,,
309,1210120010,1981,1210120,12,6,1,1982,112,1020.0,0,1.0,0.2,4.0,,,,13.8,7.2,4.7,0.36,,,1200601,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,10.0,#,1.3,#,2.6,#,8.0,#,1300.0,N,
310,1210120011,1981,1210120,12,6,1,1982,208,1400.0,0,1.0,0.2,2.0,,,,9.0,5.5,1.7,0.27,,,1200601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,12.0,#,2.0,#,2.9,#,8.0,#,270.0,,
311,1210120012,1981,1210120,12,6,1,1982,308,1105.0,0,1.0,0.2,4.0,,,,5.8,7.0,6.0,0.44,,,1200601,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,9.9,#,2.0,#,3.6,#,12.0,#,2400.0,N,
312,1210130001,1981,1210130,12,7,1,1981,407,1316.0,0,1.0,0.0,2.0,,,,20.6,18.0,,0.24,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,9.6,#,1.4,#,4.0,#,42.0,#,7900.0,,
313,1210130002,1981,1210130,12,7,1,1981,519,1215.0,0,1.0,0.0,4.0,,,,16.0,17.5,7.7,0.35,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,8.2,#,1.8,#,8.9,#,120.0,#,17000.0,N,
314,1210130003,1981,1210130,12,7,1,1981,616,1105.0,0,1.0,0.0,4.0,,,,27.0,24.1,4.52,0.5,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,7.9,#,1.1,#,6.3,#,16.0,#,2300.0,,
315,1210130004,1981,1210130,12,7,1,1981,714,1020.0,0,1.0,0.0,4.0,,,,33.0,27.5,,0.32,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,3.1,#,13.0,#,10.0,#,13.0,#,1300000.0,N,
316,1210130005,1981,1210130,12,7,1,1981,803,1300.0,0,1.0,0.2,2.0,,,,33.5,32.0,1.0,0.59,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.2,#,7.0,#,6.4,#,16.0,#,11000.0,,
317,1210130006,1981,1210130,12,7,1,1981,903,1300.0,0,1.0,0.2,4.0,,,,31.0,28.5,17.2,0.79,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,6.6,#,4.8,#,18.0,#,540.0,#,14000.0,#,1.0
318,1210130007,1981,1210130,12,7,1,1981,1006,1525.0,0,1.0,0.2,4.0,,,,23.2,20.5,4.4,0.57,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,7.8,#,2.1,#,4.2,#,17.0,#,17000.0,,
319,1210130008,1981,1210130,12,7,1,1981,1110,940.0,0,1.0,0.2,2.0,,,,9.8,9.5,6.0,0.7,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,10.0,#,1.1,#,3.3,#,13.0,#,13000.0,N,
320,1210130009,1981,1210130,12,7,1,1981,1202,1415.0,0,1.0,0.2,2.0,,,,10.0,9.0,1.7,0.41,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,10.0,#,1.7,#,3.7,#,13.0,#,4900.0,,
321,1210130010,1981,1210130,12,7,1,1982,112,1220.0,0,1.0,0.2,4.0,,,,15.5,8.8,3.6,0.8,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,10.0,#,1.5,#,2.9,#,12.0,#,3300.0,N,
322,1210130011,1981,1210130,12,7,1,1982,208,1120.0,0,1.0,0.2,2.0,,,,5.8,3.6,1.5,0.29,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.1,#,12.0,#,2.5,#,3.3,#,3.0,#,7900.0,,
323,1210130012,1981,1210130,12,7,1,1982,308,1020.0,0,1.0,0.2,4.0,,,,4.2,7.6,5.7,0.68,,,1200701,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,10.0,#,2.4,#,4.0,#,10.0,#,4900.0,N,
324,1210140001,1981,1210140,12,8,1,1981,414,910.0,2,1.0,0.7,2.0,,,,13.0,11.0,170.99,3.8,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.3,#,2.1,#,3.8,#,12.0,#,700.0,,
325,1210140002,1981,1210140,12,8,1,1981,414,1440.0,2,1.0,0.7,2.0,,,,16.0,15.0,157.53,3.6,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.9,#,2.5,#,3.8,#,13.0,,,,
326,1210140003,1981,1210140,12,8,1,1981,512,910.0,2,1.0,0.8,4.0,,,,21.0,14.5,369.79,4.4,,,1200801,<,0.005,N,,#,0.08,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.8,#,1.5,#,3.5,#,9.0,#,790.0,,
327,1210140004,1981,1210140,12,8,1,1981,512,1440.0,2,1.0,0.9,10.0,,,,18.5,14.5,375.39,4.5,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.7,#,1.7,#,3.6,#,9.0,,,,
328,1210140005,1981,1210140,12,8,1,1981,602,910.0,2,1.0,0.7,2.0,,,,19.0,16.5,88.34,3.8,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,10.0,#,2.4,#,3.3,#,10.0,#,1700.0,,
329,1210140006,1981,1210140,12,8,1,1981,602,1445.0,2,1.0,0.7,2.0,,,,24.0,17.0,129.91,3.8,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,11.0,#,2.7,#,3.2,#,9.0,,,,
330,1210140007,1981,1210140,12,8,1,1981,707,900.0,2,1.0,0.4,2.0,,,,28.0,22.0,382.44,2.0,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.0,#,1.6,#,3.3,#,22.0,#,4900.0,,
331,1210140008,1981,1210140,12,8,1,1981,707,1500.0,2,1.0,0.4,2.0,,,,32.0,23.0,351.55,2.0,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.1,#,1.6,#,3.0,#,19.0,,,,
332,1210140009,1981,1210140,12,8,1,1981,804,905.0,2,1.0,0.8,2.0,,,,29.0,27.0,135.01,4.0,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,7.7,#,1.4,#,3.2,#,17.0,#,790.0,,
333,1210140010,1981,1210140,12,8,1,1981,804,1440.0,2,1.0,0.8,2.0,,,,33.0,28.0,146.32,4.0,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,8.6,#,2.1,#,3.2,#,18.0,,,,
334,1210140011,1981,1210140,12,8,1,1981,916,920.0,2,1.0,0.9,2.0,,,,22.0,20.5,266.07,4.6,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.2,#,1.1,#,2.4,#,10.0,#,2300.0,,
335,1210140012,1981,1210140,12,8,1,1981,916,1440.0,2,1.0,0.8,2.0,,,,25.0,21.0,272.97,4.4,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.2,<,0.5,#,2.7,#,16.0,,,,
336,1210140013,1981,1210140,12,8,1,1981,1013,905.0,2,1.0,0.9,2.0,,,,19.0,18.0,223.58,4.5,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.2,#,0.9,#,2.5,#,15.0,#,4900.0,,
337,1210140014,1981,1210140,12,8,1,1981,1013,1450.0,2,1.0,0.8,2.0,,,,23.5,18.5,219.79,4.4,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.3,#,0.9,#,2.4,#,11.0,,,,
338,1210140015,1981,1210140,12,8,1,1981,1110,925.0,2,1.0,0.9,2.0,,,,8.0,10.0,238.39,4.6,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,12.0,#,1.3,#,2.8,#,16.0,#,2200.0,,
339,1210140016,1981,1210140,12,8,1,1981,1110,1420.0,2,1.0,0.8,2.0,,,,13.0,10.5,208.81,4.1,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,11.0,#,1.1,#,2.8,#,22.0,,,,
340,1210140017,1981,1210140,12,8,1,1981,1201,900.0,2,1.0,0.7,4.0,,,,8.0,5.0,91.31,3.8,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,12.0,#,2.2,#,2.5,#,15.0,#,2300.0,,
341,1210140018,1981,1210140,12,8,1,1981,1201,1400.0,2,1.0,0.7,4.0,,,,6.0,8.0,114.33,3.9,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,1.8,#,2.3,#,18.0,,,,
342,1210140019,1981,1210140,12,8,1,1982,105,900.0,2,1.0,0.7,2.0,,,,12.0,8.0,71.32,3.8,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,12.0,#,1.9,#,2.4,#,12.0,#,4600.0,,
343,1210140020,1981,1210140,12,8,1,1982,105,1425.0,2,1.0,0.8,2.0,,,,13.0,12.0,62.29,4.0,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,12.0,#,1.8,#,2.4,#,10.0,,,,
344,1210140021,1981,1210140,12,8,1,1982,202,900.0,2,1.0,0.7,2.0,,,,3.0,3.0,65.94,3.6,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,13.0,#,2.0,#,2.4,#,6.0,#,790.0,,
345,1210140022,1981,1210140,12,8,1,1982,202,1500.0,2,1.0,0.7,2.0,,,,7.0,3.5,56.78,3.8,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,13.0,#,1.9,#,2.5,#,6.0,,,,
346,1210140023,1981,1210140,12,8,1,1982,302,900.0,2,1.0,0.7,2.0,,,,8.0,7.0,57.61,3.7,,,1200801,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,3.0,#,3.2,#,12.0,#,13000.0,,
347,1210140024,1981,1210140,12,8,1,1982,302,1400.0,2,1.0,0.7,2.0,,,,8.0,5.0,88.77,3.8,,,1200801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,3.0,#,3.2,#,12.0,,,,
348,1210150001,1981,1210150,12,8,2,1981,414,900.0,2,1.0,0.8,2.0,,,,18.0,14.5,,4.4,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,3.5,#,4.8,#,12.0,#,80.0,,
349,1210150002,1981,1210150,12,8,2,1981,414,1505.0,2,1.0,1.0,2.0,,,,20.0,14.0,,5.0,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,11.0,#,2.8,#,5.4,#,13.0,,,,
350,1210150003,1981,1210150,12,8,2,1981,512,910.0,2,1.0,0.8,4.0,,,,25.5,16.7,,4.4,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,6.9,#,8.2,#,1.8,#,3.0,#,38.0,#,1100.0,,
351,1210150004,1981,1210150,12,8,2,1981,512,1445.0,2,1.0,1.0,10.0,,,,21.2,16.3,,5.0,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.5,#,1.9,#,3.2,#,32.0,,,,
352,1210150005,1981,1210150,12,8,2,1981,602,925.0,2,1.0,1.0,2.0,,,,20.2,20.5,,5.0,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,10.0,#,3.5,#,3.6,#,7.0,#,80.0,,
353,1210150006,1981,1210150,12,8,2,1981,602,1440.0,2,1.0,1.0,2.0,,,,18.8,19.5,,5.1,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,12.0,#,3.9,#,3.8,#,8.0,,,,
354,1210150007,1981,1210150,12,8,2,1981,707,900.0,2,3.0,0.6,2.0,,,,28.0,21.0,,3.0,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.1,#,2.2,#,2.2,#,7.0,#,700.0,,
355,1210150008,1981,1210150,12,8,2,1981,707,1450.0,2,3.0,0.5,2.0,,,,23.5,19.0,,2.5,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.2,#,2.0,#,2.0,#,6.0,,,,
356,1210150009,1981,1210150,12,8,2,1981,804,930.0,2,1.0,1.0,2.0,,,,31.0,28.5,,5.1,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.8,#,1.8,#,2.7,#,8.0,#,330.0,,
357,1210150010,1981,1210150,12,8,2,1981,804,1450.0,2,1.0,1.0,2.0,,,,33.0,30.0,,5.3,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,9.4,#,2.8,#,3.4,#,10.0,,,,
358,1210150011,1981,1210150,12,8,2,1981,916,925.0,2,1.0,1.3,2.0,,,,22.0,21.0,,6.5,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.2,#,1.2,#,2.4,#,8.0,#,4900.0,,
359,1210150012,1981,1210150,12,8,2,1981,916,1505.0,2,1.0,1.1,2.0,,,,22.5,20.5,,5.8,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.4,#,0.8,#,2.5,#,12.0,,,,
360,1210150013,1981,1210150,12,8,2,1981,1013,900.0,2,1.0,1.1,2.0,,,,23.0,18.0,,5.5,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.0,#,1.2,#,2.9,#,12.0,#,790.0,,
361,1210150014,1981,1210150,12,8,2,1981,1013,1500.0,2,1.0,1.1,2.0,,,,24.0,18.5,,5.6,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.9,#,1.3,#,2.9,#,8.0,,,,
362,1210150015,1981,1210150,12,8,2,1981,1110,925.0,2,1.0,1.1,2.0,,,,12.0,10.0,,5.6,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,11.0,#,1.7,#,2.9,#,23.0,#,4900.0,,
363,1210150016,1981,1210150,12,8,2,1981,1110,1440.0,2,1.0,1.3,2.0,,,,12.0,10.5,,6.8,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,11.0,#,1.5,#,2.7,#,19.0,,,,
364,1210150017,1981,1210150,12,8,2,1981,1201,915.0,2,1.0,1.1,4.0,,,,8.0,7.4,,5.5,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,12.0,#,2.5,#,3.1,#,15.0,#,1300.0,,
365,1210150018,1981,1210150,12,8,2,1981,1201,1455.0,2,1.0,1.2,4.0,,,,6.8,7.5,,6.2,,,1200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,12.0,#,2.4,#,3.1,#,16.0,,,,
366,1210150019,1981,1210150,12,8,2,1982,105,920.0,2,1.0,1.0,4.0,,,,12.2,5.5,,5.3,,,1200802,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,12.0,#,2.2,#,3.1,#,15.0,#,1300.0,,
