,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
5336,1310670006,1981,1310670,13,22,1,1981,602,1410.0,2,1.0,,2.0,,,,23.5,20.0,2.02,0.4,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.5,#,9.3,#,0.6,#,0.8,#,3.0,,,,
5337,1310670007,1981,1310670,13,22,1,1981,707,900.0,2,1.0,,4.0,,,,25.5,17.0,8.55,0.6,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.0,<,0.5,#,1.8,#,6.0,,,,
5338,1310670008,1981,1310670,13,22,1,1981,707,1410.0,2,1.0,,4.0,,,,30.5,18.5,8.66,0.64,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.7,<,0.5,#,2.0,#,6.0,,,,
5339,1310670009,1981,1310670,13,22,1,1981,804,840.0,2,1.0,,2.0,,,,27.5,20.5,6.53,0.56,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.6,<,0.5,#,1.6,#,5.0,#,3500.0,,
5340,1310670010,1981,1310670,13,22,1,1981,804,1400.0,2,1.0,,2.0,,,,35.0,25.5,6.53,0.54,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.2,#,7.9,#,0.5,#,2.0,#,10.0,,,,
5341,1310670011,1981,1310670,13,22,1,1981,901,850.0,2,1.0,,2.0,,,,29.5,21.0,8.72,0.48,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.6,<,0.5,#,0.6,#,4.0,,,,
5342,1310670012,1981,1310670,13,22,1,1981,901,1420.0,2,1.0,,2.0,,,,33.5,25.0,9.65,0.48,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.7,<,0.5,#,1.3,#,5.0,,,,
5343,1310670013,1981,1310670,13,22,1,1981,1013,850.0,2,1.0,,4.0,,,,18.5,15.0,4.42,0.57,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.9,<,0.5,#,2.1,#,2.0,#,13000.0,,
5344,1310670014,1981,1310670,13,22,1,1981,1013,1400.0,2,1.0,,2.0,,,,24.0,19.0,4.44,0.67,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,9.5,#,1.2,#,1.3,#,1.0,,,,
5345,1310670015,1981,1310670,13,22,1,1981,1110,850.0,2,1.0,,1.0,,,,8.0,7.5,9.74,0.6,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,11.0,#,0.8,#,0.8,#,1.0,,,,
5346,1310670016,1981,1310670,13,22,1,1981,1110,1410.0,2,1.0,,1.0,,,,12.0,10.5,8.72,0.37,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,11.0,#,0.5,#,0.8,#,3.0,,,,
5347,1310670017,1981,1310670,13,22,1,1981,1201,910.0,2,1.0,,4.0,,,,5.0,7.0,2.99,0.48,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,11.0,#,2.6,#,0.8,#,3.0,#,7900.0,,
5348,1310670018,1981,1310670,13,22,1,1981,1201,1430.0,2,1.0,,4.0,,,,5.0,7.0,3.03,0.55,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,11.0,#,1.8,#,0.9,#,1.0,,,,
5349,1310670019,1981,1310670,13,22,1,1982,105,850.0,2,1.0,,2.0,,,,11.0,6.5,1.55,0.44,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,12.0,#,1.6,#,1.4,#,1.0,,,,
5350,1310670020,1981,1310670,13,22,1,1982,105,1430.0,2,1.0,,4.0,,,,14.5,8.5,1.64,0.46,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,12.0,#,1.5,#,3.3,<,1.0,,,,
5351,1310670021,1981,1310670,13,22,1,1982,202,920.0,2,1.0,,1.0,,,,3.5,2.0,1.04,0.41,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,6.9,#,13.0,#,1.3,#,0.7,#,1.0,#,1400.0,,
5352,1310670022,1981,1310670,13,22,1,1982,202,1430.0,2,1.0,,1.0,,,,9.5,5.0,1.3,0.4,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,6.9,#,13.0,#,1.6,#,1.1,#,2.0,,,,
5353,1310670023,1981,1310670,13,22,1,1982,302,900.0,2,1.0,,2.0,,,,10.0,5.5,1.85,0.46,,,1302201,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,12.0,#,0.9,#,1.5,#,3.0,,,,
5354,1310670024,1981,1310670,13,22,1,1982,302,1410.0,2,1.0,,10.0,,,,2.0,6.5,1.85,0.47,,,1302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,1.2,#,1.8,#,3.0,,,,
5355,1310680001,1981,1310680,13,22,51,1981,420,1200.0,0,1.0,,2.0,,,,19.5,12.5,6.28,0.6,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,10.0,#,0.8,#,4.9,#,33.0,#,7900.0,,
5356,1310680002,1981,1310680,13,22,51,1981,512,1110.0,0,1.0,,10.0,,,,16.0,13.5,2.27,0.36,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.7,#,0.5,#,0.7,<,1.0,,,,
5357,1310680003,1981,1310680,13,22,51,1981,602,1110.0,0,1.0,,4.0,,,,25.0,17.0,2.07,0.33,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,10.0,#,0.6,#,1.2,<,1.0,#,1700.0,,
5358,1310680004,1981,1310680,13,22,51,1981,707,1100.0,0,1.0,,4.0,,,,25.5,16.0,6.33,0.56,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,9.1,<,0.5,#,1.0,#,1.0,,,,
5359,1310680005,1981,1310680,13,22,51,1981,804,1140.0,0,1.0,,4.0,,,,31.5,21.0,5.28,0.44,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.3,<,0.5,#,1.5,#,5.0,#,7900.0,,
5360,1310680006,1981,1310680,13,22,51,1981,901,1120.0,0,1.0,,2.0,,,,32.0,20.5,7.11,0.47,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.6,#,0.5,#,1.0,#,5.0,,,,
5361,1310680007,1981,1310680,13,22,51,1981,1013,1130.0,0,1.0,,2.0,,,,21.5,15.0,3.91,0.39,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,9.8,#,1.9,#,0.9,#,1.0,#,3300.0,,
5362,1310680008,1981,1310680,13,22,51,1981,1110,1110.0,0,1.0,,2.0,,,,6.5,8.0,6.59,0.51,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,11.0,#,0.6,#,0.6,#,2.0,,,,
5363,1310680009,1981,1310680,13,22,51,1981,1201,1140.0,0,1.0,,4.0,,,,5.5,7.0,3.07,0.34,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,12.0,#,0.8,#,0.5,<,1.0,#,2200.0,,
5364,1310680010,1981,1310680,13,22,51,1982,105,1120.0,0,1.0,,2.0,,,,14.0,6.0,1.38,0.41,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,13.0,#,1.1,#,1.2,<,1.0,,,,
5365,1310680011,1981,1310680,13,22,51,1982,202,1140.0,0,1.0,,1.0,,,,8.5,2.0,0.79,0.29,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.1,#,14.0,#,1.6,#,0.7,#,1.0,#,490.0,,
5366,1310680012,1981,1310680,13,22,51,1982,302,1120.0,0,1.0,,4.0,,,,8.0,4.5,1.51,0.35,,,1302251,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,12.0,#,1.0,#,1.0,<,1.0,,,,
5367,1310690001,1981,1310690,13,23,1,1981,415,1001.0,2,1.0,,2.0,,,,18.5,15.5,,0.38,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,5.8,#,2.5,#,11.0,,,,
5368,1310690002,1981,1310690,13,23,1,1981,415,1430.0,2,1.0,,2.0,,,,20.5,17.0,,0.36,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,6.7,#,4.4,#,13.0,,,,
5369,1310690003,1981,1310690,13,23,1,1981,515,953.0,2,1.0,,4.0,,,,25.0,23.0,0.63,0.33,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.4,#,3.4,#,3.4,#,10.0,,,,
5370,1310690004,1981,1310690,13,23,1,1981,515,1453.0,2,1.0,,2.0,,,,,20.5,,0.33,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.2,#,4.9,#,4.4,#,12.0,#,110000.0,,
5371,1310690005,1981,1310690,13,23,1,1981,610,949.0,2,1.0,,2.0,,,,25.0,22.0,,0.3,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.1,#,3.5,#,3.9,#,4.0,,,,
5372,1310690006,1981,1310690,13,23,1,1981,610,1428.0,2,1.0,,4.0,,,,25.0,22.5,,0.3,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.1,#,4.7,#,4.6,#,5.0,,,,
5373,1310690007,1981,1310690,13,23,1,1981,708,1003.0,2,1.0,,2.0,,,,34.0,21.0,,0.49,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.2,#,11.0,#,3.2,#,7.0,,,,
5374,1310690008,1981,1310690,13,23,1,1981,708,1538.0,2,1.0,,2.0,,,,31.0,25.5,1.62,0.48,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.6,#,3.2,#,3.9,#,15.0,#,120000.0,,
5375,1310690009,1981,1310690,13,23,1,1981,812,958.0,2,1.0,,4.0,,,,29.0,25.5,,0.42,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,7.7,#,2.0,#,2.2,#,11.0,,,,
5376,1310690010,1981,1310690,13,23,1,1981,812,1432.0,2,1.0,,4.0,,,,26.5,25.0,,0.42,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.8,#,1.8,#,2.3,#,12.0,,,,
5377,1310690011,1981,1310690,13,23,1,1981,916,1008.0,2,1.0,,2.0,,,,25.0,20.0,,0.39,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.8,#,6.8,#,3.3,#,60.0,,,,
5378,1310690012,1981,1310690,13,23,1,1981,916,1553.0,2,1.0,,4.0,,,,22.0,21.5,1.25,0.42,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.4,#,2.5,#,2.7,#,17.0,#,110000.0,,
5379,1310690013,1981,1310690,13,23,1,1981,1021,951.0,2,1.0,,4.0,,,,17.0,17.0,,0.27,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.1,#,2.4,#,2.6,#,2.0,,,,
5380,1310690014,1981,1310690,13,23,1,1981,1021,1417.0,2,1.0,,4.0,,,,16.0,17.5,,0.3,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.9,#,3.1,#,3.4,#,1.0,,,,
5381,1310690015,1981,1310690,13,23,1,1981,1113,952.0,2,1.0,,2.0,,,,12.0,11.5,,0.42,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.8,#,18.0,#,6.2,#,33.0,,,,
5382,1310690016,1981,1310690,13,23,1,1981,1113,1440.0,2,1.0,,2.0,,,,15.0,13.0,1.14,0.41,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.4,#,7.6,#,5.8,#,4.0,#,220000.0,,
5383,1310690017,1981,1310690,13,23,1,1981,1209,952.0,2,1.0,,2.0,,,,10.0,9.0,,0.31,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,5.1,#,3.2,#,3.0,,,,
5384,1310690018,1981,1310690,13,23,1,1981,1209,1423.0,2,1.0,,2.0,,,,11.5,10.0,,0.31,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,11.0,#,4.4,#,3.3,#,9.0,,,,
5385,1310690019,1981,1310690,13,23,1,1982,120,1038.0,2,1.0,,2.0,,,,5.5,4.0,,0.22,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,12.0,#,3.2,#,4.5,#,2.0,,,,
5386,1310690020,1981,1310690,13,23,1,1982,120,1456.0,2,1.0,,2.0,,,,8.0,8.0,,0.29,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,12.0,#,6.9,#,6.2,#,9.0,#,200000.0,,
5387,1310690021,1981,1310690,13,23,1,1982,217,940.0,2,1.0,,16.0,,,,3.5,7.0,,0.25,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.3,#,7.2,#,7.2,#,31.0,,,,
5388,1310690022,1981,1310690,13,23,1,1982,217,1356.0,2,1.0,,16.0,,,,3.0,7.5,,0.27,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,5.7,#,4.4,#,2.0,,,,
5389,1310690023,1981,1310690,13,23,1,1982,303,1028.0,2,1.0,,2.0,,,,8.0,8.0,,0.28,,,1302301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,5.4,#,4.2,#,6.0,,,,
5390,1310690024,1981,1310690,13,23,1,1982,303,1454.0,2,1.0,,2.0,,,,9.5,9.0,,0.29,,,1302301,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,6.2,#,5.3,#,25.0,#,1300000.0,,
5391,1310700001,1981,1310700,13,24,1,1981,420,1150.0,2,1.0,,2.0,,,,22.0,17.5,1.69,0.29,,,1302401,<,0.005,N,,#,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.6,#,11.0,#,16.0,#,61.0,,,,
5392,1310700002,1981,1310700,13,24,1,1981,420,1540.0,2,1.0,,2.0,,,,25.5,19.5,1.08,0.23,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,7.3,#,14.0,#,16.0,#,27.0,,,,
5393,1310700003,1981,1310700,13,24,1,1981,512,1140.0,2,1.0,,10.0,,,,13.0,17.5,1.08,0.26,,,1302401,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,4.6,#,33.0,#,20.0,#,17.0,,,,
5394,1310700004,1981,1310700,13,24,1,1981,512,1540.0,2,1.0,,16.0,,,,15.0,17.0,2.32,0.31,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,6.2,#,20.0,#,17.0,#,97.0,,,,
5395,1310700005,1981,1310700,13,24,1,1981,602,1130.0,2,1.0,,2.0,,,,24.0,21.5,1.13,0.26,,,1302401,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,6.8,#,11.0,#,14.0,#,20.0,,,,
5396,1310700006,1981,1310700,13,24,1,1981,602,1600.0,2,1.0,,4.0,,,,22.0,20.5,0.98,0.26,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,5.4,#,7.9,#,11.0,#,11.0,,,,
5397,1310700007,1981,1310700,13,24,1,1981,707,1130.0,2,1.0,,4.0,,,,29.5,20.0,1.31,0.27,,,1302401,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,6.0,#,7.8,#,9.3,#,14.0,,,,
5398,1310700008,1981,1310700,13,24,1,1981,707,1550.0,2,1.0,,4.0,,,,30.0,21.0,1.43,0.27,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,4.7,#,15.0,#,11.0,#,22.0,,,,
5399,1310700009,1981,1310700,13,24,1,1981,804,1000.0,2,1.0,,2.0,,,,30.0,23.5,1.21,0.29,,,1302401,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.1,#,7.5,#,8.5,#,19.0,,,,
5400,1310700010,1981,1310700,13,24,1,1981,804,1200.0,2,1.0,,2.0,,,,32.0,25.0,1.27,0.3,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.0,#,6.9,#,7.8,#,16.0,,,,
5401,1310700011,1981,1310700,13,24,1,1981,804,1400.0,2,1.0,,2.0,,,,34.0,26.0,1.23,0.3,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,7.4,#,6.7,#,7.9,#,17.0,,,,
5402,1310700012,1981,1310700,13,24,1,1981,804,1600.0,2,1.0,,2.0,,,,33.0,26.0,1.26,0.3,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,6.1,#,5.2,#,8.1,#,18.0,,,,
5403,1310700013,1981,1310700,13,24,1,1981,804,1800.0,2,1.0,,2.0,,,,30.0,25.0,1.25,0.3,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,4.7,#,4.4,#,7.5,#,15.0,,,,
5404,1310700014,1981,1310700,13,24,1,1981,804,2000.0,2,1.0,,2.0,,,,28.0,24.5,1.25,0.3,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,4.1,#,3.2,#,8.6,#,17.0,,,,
5405,1310700015,1981,1310700,13,24,1,1981,804,2200.0,2,1.0,,2.0,,,,25.5,24.0,1.26,0.3,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,3.8,#,5.1,#,10.0,#,16.0,,,,
5406,1310700016,1981,1310700,13,24,1,1981,805,0.0,2,1.0,,4.0,,,,24.5,23.5,1.25,0.3,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,3.7,#,5.3,#,8.2,#,16.0,,,,
5407,1310700017,1981,1310700,13,24,1,1981,805,200.0,2,1.0,,4.0,,,,24.0,23.0,1.07,0.29,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,4.4,#,3.2,#,7.7,#,16.0,,,,
5408,1310700018,1981,1310700,13,24,1,1981,805,400.0,2,1.0,,4.0,,,,23.5,22.5,1.09,0.28,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,5.0,#,2.9,#,7.5,#,19.0,,,,
5409,1310700019,1981,1310700,13,24,1,1981,805,600.0,2,1.0,,4.0,,,,24.0,22.0,1.02,0.29,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,6.7,#,2.8,#,6.7,#,20.0,,,,
5410,1310700020,1981,1310700,13,24,1,1981,805,800.0,2,1.0,,4.0,,,,26.5,22.0,1.07,0.29,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.1,#,2.4,#,4.7,#,16.0,,,,
5411,1310700021,1981,1310700,13,24,1,1981,805,1000.0,2,1.0,,2.0,,,,33.5,23.5,1.17,0.29,,,1302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.6,#,6.0,#,8.0,#,14.0,,,,
5412,1310700022,1981,1310700,13,24,1,1981,901,1140.0,2,1.0,,2.0,,,,34.5,25.5,1.59,0.3,,,1302401,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.6,#,6.0,#,9.6,#,15.0,,,,
