,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,2009,1210010,12,1,1,2009,423,1100,0,2,0.71,,,,,19.2,14.5,256.19,3.55,#,21.5,1200101,,,,,#,0.002,,,#,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.08,,,#,7.1,#,9.6,#,1.3,#,4.7,#,56.0,#,13000.0,,,#,1.79,#,0.16
1,1210010002,2009,1210010,12,1,1,2009,423,1600,0,2,0.69,,,,,19.5,15.5,233.65,3.47,#,20.4,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.7,#,1.1,,,#,52.0,,,,,,,,
2,1210010003,2009,1210010,12,1,1,2009,513,1030,0,2,0.24,,,,,23.5,20.0,98.27,1.2,#,61.0,1200101,,,,,#,0.001,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,<,0.0002,<,0.0002,,,,,<,0.0003,,,,,,,#,0.006999999999999999,#,1.01,#,0.12,,,#,7.3,#,9.5,#,1.2,#,2.6,#,15.0,#,1100.0,,,#,1.44,#,0.066
3,1210010004,2009,1210010,12,1,1,2009,513,1630,0,2,0.22,,,,,24.0,19.2,98.8,1.1,#,61.0,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.4,#,1.1,,,#,13.0,,,,,,,,
4,1210010005,2009,1210010,12,1,1,2009,603,1030,0,2,0.23,,,,,21.0,19.5,49.82,1.14,#,43.0,1200101,,,,,<,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.15,,,#,7.5,#,8.3,#,1.9,#,3.4,#,19.0,#,3300.0,,,#,1.95,#,0.10099999999999999
5,1210010006,2009,1210010,12,1,1,2009,603,1630,0,2,0.26,,,,,21.0,20.5,56.76,1.29,#,45.0,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.8,#,2.3,,,#,21.0,,,,,,,,
6,1210010007,2009,1210010,12,1,1,2009,708,1000,0,2,0.27,,,,,26.5,25.0,88.01,1.35,#,39.3,1200101,,,,,#,0.001,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.15,,,#,7.6,#,7.3,#,1.2,#,3.7,#,29.0,#,13000.0,,,#,2.77,#,0.161
7,1210010008,2009,1210010,12,1,1,2009,708,1400,0,2,0.27,,,,,28.5,25.5,77.46,1.35,#,44.0,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.7,#,1.2,,,#,24.0,,,,,,,,
8,1210010009,2009,1210010,12,1,1,2009,708,1800,0,2,0.24,,,,,27.5,25.1,58.99,1.2,#,53.3,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.7,#,1.2,,,#,15.0,,,,,,,,
9,1210010010,2009,1210010,12,1,1,2009,708,2200,0,2,0.24,,,,,27.0,24.0,63.94,1.2,#,39.0,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.6,#,1.0,,,#,19.0,,,,,,,,
10,1210010011,2009,1210010,12,1,1,2009,709,200,0,2,0.25,,,,,25.0,24.0,60.09,1.25,#,83.7,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,6.8,#,0.9,,,#,17.0,,,,,,,,
11,1210010012,2009,1210010,12,1,1,2009,709,600,0,2,0.24,,,,,25.0,24.1,56.18,1.2,#,56.7,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,6.9,#,1.0,,,#,15.0,,,,,,,,
12,1210010013,2009,1210010,12,1,1,2009,709,1000,0,2,0.25,,,,,31.8,25.2,60.65,1.25,#,54.3,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.2,#,1.3,,,#,19.0,,,,,,,,
13,1210010014,2009,1210010,12,1,1,2009,805,1010,0,2,0.25,,,,,29.1,25.6,82.71,1.25,#,50.7,1200101,,,,,#,0.003,,,<,0.001,<,0.0005,,,<,0.0005,,,<,0.0002,<,0.0002,<,0.0002,<,0.0002,<,0.0002,#,0.0002,<,0.0002,<,0.0002,<,0.0002,<,0.0002,<,0.0006,,,<,0.0003,<,0.0002,<,0.001,#,0.006999999999999999,#,1.82,#,0.13,#,0.04,#,7.7,#,7.4,#,1.3,#,3.2,#,21.0,#,4700.0,,,#,2.4,#,0.128
14,1210010015,2009,1210010,12,1,1,2009,805,1600,0,2,0.25,,,,,30.5,26.8,68.57,1.25,#,56.3,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.8,#,8.6,#,1.6,,,#,16.0,,,,,,,,
15,1210010016,2009,1210010,12,1,1,2009,909,1000,0,2,0.24,,,,,21.3,23.5,40.29,1.2,#,37.7,1200101,,,,,<,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.1,,,#,8.1,#,9.5,#,1.8,#,2.8,#,12.0,#,4600.0,,,#,2.16,#,0.105
16,1210010017,2009,1210010,12,1,1,2009,909,1600,0,2,0.22,,,,,22.5,23.8,45.64,1.1,#,31.0,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,10.4,#,2.4,,,#,13.0,,,,,,,,
17,1210010018,2009,1210010,12,1,1,2009,1014,1000,0,2,0.29,,,,,20.5,18.0,55.47,1.45,#,38.3,1200101,,,,,#,0.001,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.12,,,#,7.6,#,9.1,#,0.7,#,3.1,#,26.0,#,13000.0,,,#,2.92,#,0.11900000000000001
18,1210010019,2009,1210010,12,1,1,2009,1014,1600,0,2,0.29,,,,,20.2,18.1,56.62,1.47,#,37.3,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.2,#,1.0,,,#,24.0,,,,,,,,
19,1210010020,2009,1210010,12,1,1,2009,1111,1000,0,2,0.25,,,,,19.1,16.0,46.55,1.27,#,52.7,1200101,,,,,#,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,<,0.0002,<,0.0002,,,,,,,,,,,,,,,#,2.29,#,0.14,,,#,7.7,#,9.1,#,1.1,#,2.6,#,6.0,#,35000.0,,,#,2.82,#,0.10300000000000001
20,1210010021,2009,1210010,12,1,1,2009,1111,1600,0,2,0.27,,,,,16.0,16.5,64.9,1.33,#,43.7,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,9.3,#,1.1,,,#,16.0,,,,,,,,
21,1210010022,2009,1210010,12,1,1,2009,1202,900,0,2,0.23,,,,,11.0,10.0,49.72,1.18,#,49.0,1200101,,,,,#,0.009000000000000001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.13,,,#,7.6,#,10.9,#,1.5,#,2.6,#,5.0,#,3300.0,,,#,3.03,#,0.086
22,1210010023,2009,1210010,12,1,1,2009,1202,1300,0,2,0.21,,,,,13.3,10.2,49.39,1.07,#,54.0,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,11.3,#,1.2,,,#,6.0,,,,,,,,
