,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1995,1210010,12,1,1,1995,411,850,2,1.0,4.0,4.0,,,,11.0,11.0,,1.9,,,1200101,<,0.001,N,,#,0.008,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.1,#,10.0,#,1.5,#,3.3,#,22.0,#,1700.0,,,#,2.0,#,0.1
1,1210010002,1995,1210010,12,1,1,1995,411,1400,2,1.0,4.0,4.0,,,,11.8,11.0,,1.95,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,10.0,#,0.9,#,3.9,#,19.0,,,,,,,,
2,1210010003,1995,1210010,12,1,1,1995,411,2130,2,1.0,4.0,4.0,,,,10.1,11.3,,1.95,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.9,#,1.4,#,3.4,#,20.0,,,,,,,,
3,1210010004,1995,1210010,12,1,1,1995,509,845,2,1.0,4.0,2.0,,,,19.1,15.4,,2.0,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.5,#,0.6,#,2.9,#,26.0,#,1700.0,,,#,1.1,#,0.09300000000000001
4,1210010005,1995,1210010,12,1,1,1995,509,1400,2,1.0,4.0,2.0,,,,25.0,15.8,,2.0,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,10.0,#,0.9,#,2.8,#,25.0,,,,,,,,
5,1210010006,1995,1210010,12,1,1,1995,509,2155,2,1.0,4.0,2.0,,,,18.0,16.2,,1.75,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.8,#,1.1,#,3.5,#,30.0,,,,,,,,
6,1210010007,1995,1210010,12,1,1,1995,606,830,2,1.0,4.0,2.0,,,,21.2,17.5,,1.8,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,6.9,#,8.3,#,1.0,#,3.7,#,26.0,#,3300.0,,,#,1.8,#,0.11
7,1210010008,1995,1210010,12,1,1,1995,606,1410,2,1.0,3.0,4.0,,,,21.5,18.9,,1.7,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.7,#,1.1,#,3.5,#,21.0,,,,,,,,
8,1210010009,1995,1210010,12,1,1,1995,606,2155,2,1.0,4.0,10.0,,,,16.5,19.0,,1.75,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.4,#,1.6,#,4.0,#,36.0,,,,,,,,
9,1210010010,1995,1210010,12,1,1,1995,704,1000,2,1.0,5.0,10.0,,,,23.4,21.1,,2.3,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.1,<,0.5,#,4.0,#,34.0,#,13000.0,,,#,2.8,#,0.13
10,1210010011,1995,1210010,12,1,1,1995,704,1400,2,1.0,5.0,10.0,,,,23.3,21.0,,2.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.1,#,0.9,#,3.3,#,33.0,,,,,,,,
11,1210010012,1995,1210010,12,1,1,1995,704,2200,2,1.0,5.0,4.0,,,,22.1,20.6,,2.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,7.9,#,0.9,#,4.1,#,47.0,,,,,,,,
12,1210010013,1995,1210010,12,1,1,1995,801,900,2,1.0,3.0,2.0,,,,32.7,29.0,,1.55,,,1200101,<,0.001,N,,#,0.006,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.8,#,8.6,#,1.7,#,4.0,#,13.0,#,4900.0,,,#,2.7,#,0.13
13,1210010014,1995,1210010,12,1,1,1995,801,1400,2,1.0,3.0,2.0,,,,36.8,31.4,,1.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.6,#,11.0,#,3.4,#,5.1,#,18.0,,,,,,,,
14,1210010015,1995,1210010,12,1,1,1995,801,2155,2,1.0,3.0,4.0,,,,28.2,30.8,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,9.4,#,3.4,#,4.9,#,24.0,,,,,,,,
15,1210010016,1995,1210010,12,1,1,1995,905,850,2,1.0,3.0,4.0,,,,27.0,23.2,,1.55,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,<,0.002,<,0.0002,<,0.0004,<,0.002,<,0.004,<,0.1,<,0.0006,<,0.003,<,0.001,<,0.0002,,,<,0.0003,<,0.002,<,0.001,<,0.001,,,,,,,,,#,7.5,#,7.4,#,1.1,#,3.0,#,20.0,#,17000.0,,,#,2.4,#,0.12
16,1210010017,1995,1210010,12,1,1,1995,905,1400,2,1.0,3.0,4.0,,,,30.0,24.6,,1.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,8.6,#,1.3,#,3.1,#,15.0,,,,,,,,
17,1210010018,1995,1210010,12,1,1,1995,905,2205,2,1.0,3.0,4.0,,,,22.8,23.8,,1.6,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.1,#,1.4,#,3.2,#,20.0,,,,,,,,
18,1210010019,1995,1210010,12,1,1,1995,1003,900,2,1.0,4.0,2.0,,,,26.5,20.1,,2.2,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.9,#,1.0,#,4.0,#,36.0,#,2800.0,,,#,3.5,#,0.15
19,1210010020,1995,1210010,12,1,1,1995,1003,1400,2,1.0,4.0,2.0,,,,28.2,20.7,,2.1,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.5,#,1.3,#,4.1,#,28.0,,,,,,,,
20,1210010021,1995,1210010,12,1,1,1995,1003,2205,2,1.0,4.0,2.0,,,,20.0,20.5,,1.95,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.1,#,1.4,#,4.3,#,25.0,,,,,,,,
21,1210010022,1995,1210010,12,1,1,1995,1107,850,2,1.0,3.0,2.0,,,,13.5,13.0,,1.5,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.7,#,1.4,#,3.1,#,9.0,#,790.0,,,#,3.4,#,0.14
22,1210010023,1995,1210010,12,1,1,1995,1107,1420,2,1.0,3.0,2.0,,,,19.0,14.7,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,1.8,#,3.0,#,9.0,,,,,,,,
23,1210010024,1995,1210010,12,1,1,1995,1107,2110,2,1.0,3.0,10.0,,,,17.5,15.0,,1.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,1.3,#,2.9,#,11.0,,,,,,,,
24,1210010025,1995,1210010,12,1,1,1995,1205,1000,2,1.0,3.0,2.0,,,,9.6,8.0,,1.45,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,2.5,#,3.8,#,8.0,#,18000.0,,,#,3.2,#,0.14
25,1210010026,1995,1210010,12,1,1,1995,1205,1400,2,1.0,3.0,2.0,,,,13.3,9.0,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,2.2,#,3.5,#,7.0,,,,,,,,
26,1210010027,1995,1210010,12,1,1,1995,1205,2200,2,1.0,3.0,2.0,,,,4.9,8.1,,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,3.1,#,3.4,#,11.0,,,,,,,,
