,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,2000,1210010,12,1,1,2000,418,900,0,2,0.25,,,,,14.5,14.0,39.74,1.25,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,#,0.14,,,#,7.3,#,10.0,#,1.5,#,3.0,#,23.0,#,490.0,,,#,2.2,#,0.1
1,1210010002,2000,1210010,12,1,1,2000,418,1400,0,2,0.24,,,,,19.5,16.2,46.9,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,1.2,#,2.8,#,20.0,,,,,,,,
2,1210010003,2000,1210010,12,1,1,2000,418,2130,0,2,0.24,,,,,15.0,13.2,53.41,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,1.4,#,2.8,#,23.0,,,,,,,,
3,1210010004,2000,1210010,12,1,1,2000,530,900,0,2,0.29,,,,,30.4,21.1,108.5,1.45,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.08,,,#,7.2,#,8.7,#,0.6,#,3.0,#,26.0,#,1700.0,,,#,1.3,#,0.07
4,1210010005,2000,1210010,12,1,1,2000,530,1400,0,2,0.28,,,,,33.0,21.8,110.74,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.0,#,0.6,#,2.8,#,25.0,,,,,,,,
5,1210010006,2000,1210010,12,1,1,2000,530,2130,0,2,0.28,,,,,21.7,19.5,111.62,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.0,#,0.8,#,2.8,#,18.0,,,,,,,,
6,1210010007,2000,1210010,12,1,1,2000,621,900,0,2,0.27,,,,,28.3,25.2,68.12,1.35,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,#,0.08,,,#,7.5,#,8.0,#,1.5,#,3.5,#,20.0,#,1300.0,,,#,2.0,#,0.084
7,1210010008,2000,1210010,12,1,1,2000,621,1400,0,2,0.23,,,,,28.0,26.2,58.13,1.15,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,10.0,#,2.5,#,4.4,#,24.0,,,,,,,,
8,1210010009,2000,1210010,12,1,1,2000,621,2130,0,2,0.25,,,,,22.4,25.0,47.61,1.25,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.8,#,2.1,#,3.6,#,13.0,,,,,,,,
9,1210010010,2000,1210010,12,1,1,2000,725,1000,0,2,0.3,,,,,28.4,27.7,,1.5,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.002,<,0.0005,,,<,0.0005,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,<,0.0006,,,,,,,,,,,,,#,0.11,,,#,7.9,#,8.1,#,1.7,#,5.2,#,52.0,#,1100.0,,,#,2.8,#,0.12
