,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,2003,1210010,12,1,1,2003,417,900.0,0,2,0.25,,,,,20.5,14.8,120.61,1.25,,,1200101,<,0.001,<,0.1,#,0.003,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,#,0.09,,,#,7.3,#,10.0,#,2.3,#,3.0,#,25.0,#,17000.0,,,#,2.0,#,0.11
1,1210010002,2003,1210010,12,1,1,2003,417,1400.0,0,2,0.24,,,,,23.8,15.4,104.91,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,1.8,#,2.7,#,23.0,,,,,,,,
2,1210010003,2003,1210010,12,1,1,2003,417,2130.0,0,2,0.25,,,,,18.8,13.9,106.78,1.25,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.9,#,1.2,#,2.9,#,22.0,,,,,,,,
3,1210010004,2003,1210010,12,1,1,2003,513,900.0,0,2,0.2,,,,,22.2,18.2,77.22,1.0,,,1200101,<,0.001,<,0.1,#,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.08,,,#,7.5,#,9.9,#,1.1,#,2.5,#,14.0,#,4900.0,,,#,1.3,#,0.062
4,1210010005,2003,1210010,12,1,1,2003,513,1400.0,0,2,0.2,,,,,23.4,17.6,82.34,1.0,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,1.2,#,2.4,#,13.0,,,,,,,,
5,1210010006,2003,1210010,12,1,1,2003,513,2130.0,0,2,0.18,,,,,18.5,15.6,77.49,0.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.4,#,1.2,#,2.7,#,15.0,,,,,,,,
6,1210010007,2003,1210010,12,1,1,2003,604,900.0,0,2,0.16,,,,,17.3,18.9,47.17,0.75,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.1,#,1.3,#,3.7,#,17.0,,,,,,,,
7,1210010008,2003,1210010,12,1,1,2003,604,1400.0,0,2,0.16,,,,,26.5,21.7,56.49,0.8,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.08,,,#,7.3,#,8.7,#,1.2,#,3.3,#,16.0,#,17000.0,,,#,1.7,#,0.083
8,1210010009,2003,1210010,12,1,1,2003,604,2130.0,0,2,0.15,,,,,24.0,21.0,46.6,0.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.8,#,1.1,#,3.4,#,15.0,,,,,,,,
9,1210010010,2003,1210010,12,1,1,2003,701,1000.0,0,2,0.24,,,,,23.0,24.5,69.37,1.2,,,1200101,<,0.001,<,0.1,#,0.001,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.08,,,#,7.4,#,8.4,#,1.9,#,3.0,#,25.0,#,33000.0,,,#,2.0,#,0.12
10,1210010011,2003,1210010,12,1,1,2003,701,1400.0,0,2,0.24,,,,,23.0,24.5,65.57,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.9,#,2.0,#,3.2,#,26.0,,,,,,,,
11,1210010012,2003,1210010,12,1,1,2003,701,1800.0,0,2,0.24,,,,,18.0,22.0,68.37,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.1,#,2.0,#,3.2,#,29.0,,,,,,,,
12,1210010013,2003,1210010,12,1,1,2003,701,2200.0,0,2,0.23,,,,,17.3,22.9,64.4,1.15,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.6,#,2.1,#,3.3,#,33.0,,,,,,,,
13,1210010014,2003,1210010,12,1,1,2003,702,200.0,0,2,0.21,,,,,17.2,22.5,59.84,1.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.5,#,2.0,#,3.4,#,32.0,,,,,,,,
14,1210010015,2003,1210010,12,1,1,2003,702,600.0,0,2,0.21,,,,,18.2,22.1,53.8,1.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.9,#,2.0,#,3.1,#,27.0,,,,,,,,
15,1210010016,2003,1210010,12,1,1,2003,702,1000.0,0,2,0.22,,,,,27.8,23.2,51.19,1.1,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.4,#,1.8,#,2.9,#,22.0,,,,,,,,
16,1210010017,2003,1210010,12,1,1,2003,805,900.0,0,2,0.22,,,,,32.2,29.0,43.9,1.1,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.002,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,#,0.09,,,#,7.3,#,9.7,#,1.8,#,3.8,#,20.0,#,7900.0,,,#,2.4,#,0.12
17,1210010018,2003,1210010,12,1,1,2003,805,1400.0,0,2,0.21,,,,,35.2,29.6,40.16,1.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.0,#,13.0,#,2.1,#,4.6,#,21.0,,,,,,,,
18,1210010019,2003,1210010,12,1,1,2003,805,2130.0,0,2,0.24,,,,,24.0,25.1,56.79,1.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.6,#,1.8,#,8.9,#,98.0,,,,,,,,
19,1210010020,2003,1210010,12,1,1,2003,902,900.0,0,2,0.3,,,,,24.5,23.5,116.32,1.5,,,1200101,<,0.001,<,0.1,#,0.001,<,0.005,#,0.001,<,0.0005,,,<,0.0005,,,<,0.002,<,0.0002,<,0.0004,<,0.002,<,0.004,<,0.1,<,0.0006,<,0.003,<,0.001,<,0.0002,<,0.0006,<,0.0003,<,0.002,<,0.001,<,0.001,,,#,2.4,<,0.08,<,0.1,#,7.3,#,7.9,#,1.6,#,3.3,#,16.0,#,33000.0,,,#,3.0,#,0.091
20,1210010021,2003,1210010,12,1,1,2003,902,1400.0,0,2,0.31,,,,,30.0,24.8,115.25,1.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.3,#,1.2,#,3.3,#,17.0,,,,,,,,
21,1210010022,2003,1210010,12,1,1,2003,902,2130.0,0,2,0.31,,,,,25.6,22.3,116.09,1.55,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.4,#,1.8,#,3.3,#,11.0,,,,,,,,
22,1210010023,2003,1210010,12,1,1,2003,1007,900.0,0,2,0.28,,,,,17.1,17.2,93.58,1.4,,,1200101,<,0.001,<,0.1,#,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,#,0.12,,,#,7.2,#,9.4,#,1.5,#,2.5,#,12.0,#,23000.0,,,#,3.2,#,0.084
23,1210010024,2003,1210010,12,1,1,2003,1007,1400.0,0,2,0.28,,,,,18.0,17.2,69.87,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.6,#,1.4,#,2.3,#,11.0,,,,,,,,
24,1210010025,2003,1210010,12,1,1,2003,1007,2130.0,0,2,0.28,,,,,15.5,14.8,97.69,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.4,#,0.9,#,2.1,#,10.0,,,,,,,,
25,1210010026,2003,1210010,12,1,1,2003,1114,900.0,0,2,0.23,,,,,13.0,13.5,85.52,1.15,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,#,0.13,,,#,7.6,#,9.7,#,1.1,#,3.5,#,10.0,#,33000.0,,,#,2.7,#,0.11
26,1210010027,2003,1210010,12,1,1,2003,1114,1400.0,0,2,0.23,,,,,14.0,14.3,91.36,1.15,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,1.0,#,2.8,#,8.0,,,,,,,,
27,1210010028,2003,1210010,12,1,1,2003,1114,2130.0,0,2,0.23,,,,,9.5,12.5,86.91,1.15,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.9,#,1.1,#,3.2,#,8.0,,,,,,,,
28,1210010029,2003,1210010,12,1,1,2003,1209,1000.0,0,2,0.31,,,,,11.5,10.3,117.52,1.55,,,1200101,<,0.001,<,0.1,#,0.001,<,0.005,#,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,<,0.08,,,#,7.5,#,11.0,#,2.4,#,3.7,#,10.0,#,4900.0,,,#,3.3,#,0.096
29,1210010030,2003,1210010,12,1,1,2003,1209,1400.0,0,2,0.3,,,,,13.2,10.0,111.73,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,1.2,#,3.1,#,9.0,,,,,,,,
