,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
21,1210010022,2008,1210010,12,1,1,2008,1217,1100,0,1,0.16,,,,,6.1,8.1,32.07,,,,1200101,,,,,#,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.15,,,#,7.5,#,10.0,#,1.7,#,3.3,#,6.0,#,7900.0,,,#,3.2,#,0.1
22,1210010023,2008,1210010,12,1,1,2008,1217,1500,0,1,0.15,,,,,6.5,7.9,35.71,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,11.0,#,0.9,,,#,6.0,,,,,,,,
23,1210010024,2008,1210010,12,1,1,2008,1217,1900,0,1,0.15,,,,,7.1,8.1,36.98,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,1.2,,,#,8.0,,,,,,,,
24,1210010025,2008,1210010,12,1,1,2008,1217,2300,0,1,0.17,,,,,7.9,8.1,41.72,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,10.0,#,1.3,,,#,8.0,,,,,,,,
25,1210010026,2008,1210010,12,1,1,2008,1218,300,0,1,0.18,,,,,7.5,8.1,43.93,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,0.8,,,#,7.0,,,,,,,,
26,1210010027,2008,1210010,12,1,1,2008,1218,700,0,1,0.19,,,,,4.2,7.2,42.82,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,0.9,,,#,8.0,,,,,,,,
27,1210010028,2008,1210010,12,1,1,2008,1218,1100,0,1,0.18,,,,,11.2,9.2,39.37,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,0.8,,,#,7.0,,,,,,,,
28,1210010029,2008,1210010,12,1,1,2009,107,1000,0,1,0.15,,,,,5.6,5.3,32.01,,,,1200101,,,,,<,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.15,,,#,7.5,#,11.0,#,1.4,#,2.8,#,4.0,#,3300.0,,,#,2.8,#,0.071
29,1210010030,2008,1210010,12,1,1,2009,107,1600,0,1,0.16,,,,,7.5,6.6,33.89,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,0.9,,,#,5.0,,,,,,,,
30,1210010031,2008,1210010,12,1,1,2009,204,1000,0,1,0.22,,,,,8.3,7.4,62.55,,,,1200101,<,0.001,<,0.1,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,#,0.027000000000000003,#,2.5,#,0.14,,,#,7.5,#,11.0,#,2.4,#,3.5,#,13.0,#,7900.0,,,#,2.9,#,0.1
31,1210010032,2008,1210010,12,1,1,2009,204,1600,0,1,0.22,,,,,7.8,7.4,78.94,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,1.1,,,#,14.0,,,,,,,,
32,1210010033,2008,1210010,12,1,1,2009,311,1000,0,1,0.21,,,,,7.3,8.3,67.05,,,,1200101,,,,,<,0.001,,,#,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.15,,,#,7.6,#,10.0,#,1.8,#,3.8,#,25.0,#,4900.0,,,#,2.8,#,0.12
33,1210010034,2008,1210010,12,1,1,2009,311,1600,0,1,0.19,,,,,10.3,9.5,57.06,,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,1.2,,,#,32.0,,,,,,,,
34,1210020001,2008,1210020,12,1,2,2008,416,900,0,2,0.38,,,,,17.5,14.1,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.5,#,1.5,#,4.1,#,21.0,#,23000.0,,,#,2.4,#,0.1
35,1210020002,2008,1210020,12,1,2,2008,416,1400,0,2,0.46,,,,,18.5,15.2,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.2,#,1.2,,,#,10.0,,,,,,,,
36,1210020003,2008,1210020,12,1,2,2008,514,900,0,2,0.57,,,,,10.1,12.0,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.5,#,1.8,#,3.0,#,10.0,#,7900.0,,,#,2.2,#,0.08900000000000001
37,1210020004,2008,1210020,12,1,2,2008,514,1400,0,2,0.58,,,,,15.2,12.7,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.7,#,1.5,,,#,6.0,,,,,,,,
38,1210020005,2008,1210020,12,1,2,2008,604,900,0,2,0.51,,,,,20.4,15.5,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.7,#,0.9,#,2.7,#,35.0,#,49000.0,,,#,1.8,#,0.1
39,1210020006,2008,1210020,12,1,2,2008,604,1400,0,2,0.42,,,,,22.1,15.6,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.5,#,1.6,,,#,33.0,,,,,,,,
40,1210020007,2008,1210020,12,1,2,2008,702,1000,0,2,0.24,,,,,23.4,21.2,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.9,#,1.3,#,4.5,#,65.0,#,23000.0,,,#,2.1,#,0.14
41,1210020008,2008,1210020,12,1,2,2008,702,1400,0,2,0.24,,,,,27.4,22.5,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.1,#,0.7,,,#,46.0,,,,,,,,
42,1210020009,2008,1210020,12,1,2,2008,813,900,0,2,0.18,,,,,30.6,27.7,,,,,1200102,,,,,<,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,7.1,#,1.7,#,3.9,#,8.0,#,33000.0,,,#,2.7,#,0.09699999999999999
43,1210020010,2008,1210020,12,1,2,2008,813,1400,0,2,0.18,,,,,31.8,29.0,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.3,#,2.0,,,#,28.0,,,,,,,,
44,1210020011,2008,1210020,12,1,2,2008,910,900,0,2,0.16,,,,,25.6,21.7,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.6,#,2.1,#,5.9,#,34.0,#,49000.0,,,#,3.0,#,0.16
45,1210020012,2008,1210020,12,1,2,2008,910,1400,0,2,0.16,,,,,28.0,22.8,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.5,#,1.2,,,#,30.0,,,,,,,,
46,1210020013,2008,1210020,12,1,2,2008,1008,900,0,2,0.17,,,,,18.5,18.3,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.3,#,1.9,#,3.8,#,16.0,#,49000.0,,,#,3.1,#,0.11
47,1210020014,2008,1210020,12,1,2,2008,1008,1400,0,2,0.17,,,,,19.8,18.5,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,7.9,#,0.8,,,#,6.0,,,,,,,,
48,1210020015,2008,1210020,12,1,2,2008,1105,900,0,2,0.18,,,,,12.6,13.5,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.7,#,1.8,#,3.1,#,4.0,#,7900.0,,,#,3.4,#,0.094
49,1210020016,2008,1210020,12,1,2,2008,1105,1400,0,2,0.18,,,,,16.4,14.1,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,1.1,,,#,3.0,,,,,,,,
50,1210020017,2008,1210020,12,1,2,2008,1217,1000,0,2,0.16,,,,,7.2,7.4,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,11.0,#,1.1,#,2.7,#,6.0,#,7900.0,,,#,3.1,#,0.096
51,1210020018,2008,1210020,12,1,2,2008,1217,1400,0,2,0.17,,,,,8.0,8.2,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,11.0,#,1.0,,,#,7.0,,,,,,,,
52,1210020019,2008,1210020,12,1,2,2009,107,900,0,2,0.18,,,,,5.0,4.8,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,12.0,#,1.6,#,3.5,#,4.0,#,2300.0,,,#,3.4,#,0.08
53,1210020020,2008,1210020,12,1,2,2009,107,1400,0,2,0.18,,,,,9.5,6.0,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,12.0,#,0.8,,,#,1.0,,,,,,,,
54,1210020021,2008,1210020,12,1,2,2009,204,900,0,2,0.18,,,,,5.6,5.9,,,,,1200102,,,,,<,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,11.0,#,2.7,#,3.7,#,7.0,#,23000.0,,,#,2.9,#,0.092
55,1210020022,2008,1210020,12,1,2,2009,204,1400,0,2,0.18,,,,,9.0,6.5,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,1.1,,,#,8.0,,,,,,,,
56,1210020023,2008,1210020,12,1,2,2009,311,900,0,2,0.18,,,,,6.3,8.2,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,10.0,#,2.2,#,4.7,#,7.0,#,7900.0,,,#,2.8,#,0.1
57,1210020024,2008,1210020,12,1,2,2009,311,1400,0,2,0.23,,,,,11.5,9.0,,,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,11.0,#,1.5,,,#,10.0,,,,,,,,
58,1210030001,2008,1210030,12,1,51,2008,416,900,0,1,0.65,,,,,15.5,13.8,145.24,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.8,#,1.1,,,#,10.0,#,3300.0,,,,,,
59,1210030002,2008,1210030,12,1,51,2008,416,1400,0,1,0.64,,,,,20.4,14.7,143.62,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.5,#,0.8,,,#,8.0,,,,,,,,
60,1210030003,2008,1210030,12,1,51,2008,514,900,0,1,0.53,,,,,9.8,11.1,97.43,,,,1200151,,,,,#,0.001,,,#,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,0.8,#,1.4,#,8.0,#,7900.0,,,#,1.9,#,0.078
61,1210030004,2008,1210030,12,1,51,2008,514,1400,0,1,0.53,,,,,14.2,12.8,93.29,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,0.8,,,#,5.0,,,,,,,,
62,1210030005,2008,1210030,12,1,51,2008,604,900,0,1,1.02,,,,,18.7,16.9,381.61,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.7,#,4.9,,,#,150.0,#,79000.0,,,,,,
63,1210030006,2008,1210030,12,1,51,2008,604,1400,0,1,0.98,,,,,22.3,17.7,371.85,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.9,#,1.8,,,#,150.0,,,,,,,,
64,1210030007,2008,1210030,12,1,51,2008,702,900,0,1,0.78,,,,,23.9,20.7,235.27,,,,1200151,,,,,<,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.2,#,2.5,,,#,18.0,#,33000.0,,,,,,
65,1210030008,2008,1210030,12,1,51,2008,702,1400,0,1,0.76,,,,,29.2,22.3,229.34,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.9,#,0.9,,,#,27.0,,,,,,,,
66,1210030009,2008,1210030,12,1,51,2008,813,900,0,1,0.57,,,,,31.4,27.0,104.09,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,6.9,#,2.3,#,4.3,#,16.0,#,3300.0,,,#,2.8,#,0.09
67,1210030010,2008,1210030,12,1,51,2008,813,1400,0,1,0.57,,,,,34.6,29.3,104.68,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.7,#,7.4,#,1.1,,,#,10.0,,,,,,,,
68,1210030011,2008,1210030,12,1,51,2008,910,900,0,1,0.78,,,,,24.1,21.7,219.66,,,,1200151,,,,,#,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.0,#,2.9,,,#,25.0,#,49000.0,,,,,,
69,1210030012,2008,1210030,12,1,51,2008,910,1400,0,1,0.77,,,,,30.4,22.8,218.76,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,7.9,#,1.2,,,#,23.0,,,,,,,,
70,1210030013,2008,1210030,12,1,51,2008,1008,900,0,1,0.68,,,,,17.1,18.0,161.62,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.4,#,1.4,,,#,7.0,#,49000.0,,,,,,
71,1210030014,2008,1210030,12,1,51,2008,1008,1400,0,1,0.74,,,,,19.1,18.5,201.21,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.3,#,0.7,,,#,10.0,,,,,,,,
72,1210030015,2008,1210030,12,1,51,2008,1105,900,0,1,0.5,,,,,9.9,12.4,63.94,,,,1200151,,,,,<,0.001,,,<,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.6,#,1.8,,,#,5.0,#,2300.0,,,#,3.5,#,0.091
73,1210030016,2008,1210030,12,1,51,2008,1105,1400,0,1,0.51,,,,,16.2,13.9,67.96,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.7,#,0.9,,,#,4.0,,,,,,,,
74,1210030017,2008,1210030,12,1,51,2008,1217,900,0,1,0.49,,,,,6.8,7.8,56.9,,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,11.0,#,1.5,,,#,5.0,#,3300.0,,,,,,
