,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1989,1210010,12,1,1,1989,425,910,2,1.0,5.7,2.0,,,,14.0,14.7,,2.85,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,6.9,#,9.2,#,3.6,#,6.7,#,89.0,#,13000.0,,,#,2.7,#,0.37
1,1210010002,1989,1210010,12,1,1,1989,425,1410,2,1.0,5.7,2.0,,,,16.2,15.1,,2.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,6.9,#,8.7,#,3.2,#,6.5,#,80.0,,,,,,,,
2,1210010003,1989,1210010,12,1,1,1989,425,2050,2,1.0,5.7,2.0,,,,11.0,13.2,,2.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.2,#,2.5,#,5.5,#,110.0,,,,,,,,
3,1210010004,1989,1210010,12,1,1,1989,516,905,2,1.0,4.7,4.0,,,,21.0,15.9,,2.35,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.2,#,1.4,#,4.8,#,44.0,#,7900.0,,,#,2.8,#,0.15
4,1210010005,1989,1210010,12,1,1,1989,516,1410,2,1.0,4.5,4.0,,,,20.1,16.6,,2.25,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.4,#,1.7,#,4.8,#,41.0,,,,,,,,
5,1210010006,1989,1210010,12,1,1,1989,516,2135,2,1.0,4.4,4.0,,,,16.0,15.9,,2.2,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.2,#,1.5,#,4.6,#,44.0,,,,,,,,
6,1210010007,1989,1210010,12,1,1,1989,613,915,2,1.0,3.2,2.0,,,,20.5,18.7,,1.6,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.7,#,1.5,#,3.8,#,19.0,#,24000.0,,,#,2.8,#,0.13
7,1210010008,1989,1210010,12,1,1,1989,613,1400,2,1.0,2.9,2.0,,,,25.6,21.3,,1.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.9,#,1.3,#,4.0,#,13.0,,,,,,,,
8,1210010009,1989,1210010,12,1,1,1989,613,2110,2,1.0,2.7,2.0,,,,18.5,21.0,,1.35,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.0,#,2.2,#,4.9,#,19.0,,,,,,,,
9,1210010010,1989,1210010,12,1,1,1989,711,1000,2,1.0,3.8,2.0,,,,27.0,22.7,,1.9,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.2,#,0.9,#,5.0,#,34.0,#,7000.0,,,#,3.2,#,0.12
10,1210010011,1989,1210010,12,1,1,1989,711,1400,2,1.0,3.9,2.0,,,,29.3,23.1,,1.95,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.2,#,1.5,#,3.9,#,37.0,,,,,,,,
11,1210010012,1989,1210010,12,1,1,1989,711,1800,2,1.0,3.8,4.0,,,,26.2,24.5,,1.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.6,#,1.4,#,3.9,#,39.0,,,,,,,,
12,1210010013,1989,1210010,12,1,1,1989,801,920,2,1.0,7.5,10.0,,,,23.1,21.2,,3.75,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,7.9,#,0.5,#,9.3,#,180.0,#,79000.0,,,#,3.1,#,0.08
13,1210010014,1989,1210010,12,1,1,1989,801,1440,2,1.0,7.5,10.0,,,,23.2,21.2,,3.75,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.0,#,0.5,#,8.5,#,170.0,,,,,,,,
14,1210010015,1989,1210010,12,1,1,1989,801,2150,2,1.0,8.0,10.0,,,,24.0,21.5,,4.0,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,7.6,#,0.5,#,8.2,#,130.0,,,,,,,,
15,1210010016,1989,1210010,12,1,1,1989,905,840,2,1.0,7.5,4.0,,,,23.2,21.0,,3.75,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.3,#,2.4,#,13.0,#,320.0,#,33000.0,,,#,2.7,#,0.45
16,1210010017,1989,1210010,12,1,1,1989,905,1350,2,1.0,7.8,4.0,,,,26.5,21.3,,3.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.0,#,2.5,#,11.0,#,280.0,,,,,,,,
17,1210010018,1989,1210010,12,1,1,1989,905,2125,2,1.0,7.8,4.0,,,,24.5,20.6,,3.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.3,#,2.8,#,13.0,#,280.0,,,,,,,,
