西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,緯度_Ｎ(度),緯度_Ｎ(分),緯度_Ｎ(秒),経度_Ｅ（度）,経度_Ｅ（分）,経度_Ｅ（秒）,水質年鑑コード,推定絶対番号,推定水系コード,備考
2007,1,81005,0110310,2,01,011,01,1,網走川上流,アバシリガワ　　ジヨウリユウ,Abashirigawajoryu,大正橋,タイシヨウバシ,Taishobashi,A,1,3,2000,03,31,,,,,,,,,,,,,,,2,3,,,,,大正橋,,Taishobashi,,,,,,,,,,,,1,1,,,,,,,,,0,43,49,31,144,05,28,,,,
2007,1,81005,0110320,2,01,012,01,1,網走川中流,アバシリガワ　　チユウリユウ,Abashirigawachuryu,治水橋（本郷）,チスイバシ　　（　　ホンゴウ　　）,Chisuibashi (Hongo),B,2,3,2000,03,31,,,,,,,,,,,,,,,2,3,,,,,治水橋（本郷）,,Chisuibashi (Hongo),,,,,,,,,,,,1,1,,,,,,,,,0,43,54,35,144,08,21,,,,
2007,1,81005,0110330,2,01,013,01,1,網走川下流,アバシリガワ　　カリユウ,Abashirigawakaryu,網走橋,アバシリバシ,Abashiribashi,B,2,3,2000,03,31,,,,,,,,,,,,,,,2,3,,,,,網走橋,,Abashiribashi,,,,,,,,,,,,1,1,,,,,,,,,0,44,01,25,144,16,02,,,,
2007,1,81005,0110340,2,01,014,01,1,美幌川上流,ビホロガワ　　ジヨウリユウ,Bihorogawajoryu,都橋,ミヤコバシ,Miyakobashi,A,1,3,2000,03,31,,,,,,,,,,,,,,,3,0,,,,,都橋,,Miyakobashi,,,,,,,,,,,,1,1,,,2007,04,01,,,,0,43,48,10,144,10,13,,,,
2007,1,81005,0110350,2,01,015,01,1,美幌川下流,ビホロガワ　　カリユウ,Bihorogawakaryu,美幌橋,ビホロバシ,Bihorobashi,B,2,3,2000,03,31,,,,,,,,,,,,,,,2,3,,,,,美幌橋,,Bihorobashi,,,,,,,,,,,,1,1,,,,,,,,,0,43,49,43,144,07,22,,,,
2007,1,81006,0110360,2,01,016,01,1,留萌川上流,ルモイガワ　　ジヨウリユウ,Rumoigawajoryu,橘橋（峠下）,タチバナバシ　　（　　トウゲシタ　　）,Tachibanabashi (Togeshita),AA,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,橘橋（峠下）,,Tachibanabashi (Togeshita),,,,,,,,,,,,,,,,,,,,,,0,43,50,56,141,48,20,,,,
2007,1,81006,0110370,2,01,017,01,1,留萌川中流,ルモイガワ　　チユウリユウ,Rumoigawachuryu,１６線橋,１６　　センバシ,16senbashi,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,１６線橋,,16senbashi,,,,,,,,,,,,1,1,,,,,,,,,0,43,53,17,141,43,04,,,,
2007,1,81006,0110380,2,01,018,01,1,留萌川下流,ルモイガワ　　カリユウ,Rumoigawakaryu,留萌橋（河口）,ルモイバシ　　（　　カコウ　　）,Rumoibashi (kako),B,1,3,1972,04,01,8,,,,,,,,,,,,,,2,3,,,,,留萌橋（河口）,,Rumoibashi (kako),,,,,,,,,,,,1,1,,,,,,,,,0,43,57,12,141,38,38,,,,
2007,1,81006,0110390,2,01,018,51,2,留萌川下流,ルモイガワ　　カリユウ,Rumoigawakaryu,大和田（大和田水位観測所）,オオワダ　　スイイカンソクシヨ,Owadasuiikansokusho,B,1,3,1972,04,01,,,,,,,,,,,,,,,,0,,,,,大和田（大和田水位観測所）,,,,,,,,,,,,,,,,,,,,,,,,0,43,54,28,141,42,00,,,,
2007,1,81001,0110400,2,01,019,01,1,天塩川上流,テシオガワ　　ジヨウリユウ,Teshiogawajoryu,朝日橋（奥士別）,アサヒバシ　　（　　オクシベツ　　）,Asahibashi (Okushibetsu),AA,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,朝日橋（奥士別）,,Asahibashi (Okushibetsu),,,,,,,,,,,,1,1,,,,,,,,,0,44,06,35,142,35,53,,,,
2007,1,81001,0110410,2,01,020,01,1,天塩川中流,テシオガワチユウリユウ,Teshiogawachuryu,中士別橋（士別市上水東山浄水場取水口）,ナカシベツバシ,Nakashibetsubashi (Shibetsushijosuihigashiyamajosuijoshusuiko),A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,中士別橋（士別市上水東山浄水場,,,,,,,,,,,,,,1,1,,,,,,,,,1,44,10,42,142,24,53,,,,
2007,1,81001,0110420,2,01,021,01,1,天塩川下流(1),テシオガワ　　カリユウ　　（１）,Teshiogawakaryu (1),真勲別頭首工（旧名寄緑ケ丘浄水場取水口）,マクンベツトウシユコウ,Makunbetsutoshuko,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,真勲別頭首工（旧名寄緑ケ丘浄水,,,,,,,,,,,,,,1,1,,,,,,,,,2,44,20,25,142,29,16,,,,
2007,1,81001,0110430,2,01,022,01,1,天塩川下流(2),テシオガワ　　カリユウ　　（２）,Teshiogawakaryu (2),下中川捕獲場,シモナカガワホカクジヨウ,Shimonakagawahokakujo,A,1,3,1972,04,01,,,,,,,,,,,,,,,,0,,,,,下中川捕獲場,,Shimonakagawahokakujo,,,,,,,,,,,,,,,,,,,,,,0,44,50,38,142,04,34,,,,
2007,1,81001,0110440,2,01,023,01,1,天塩川下流(3),テシオガワ　　カリユウ　　（３）,Teshiogawakaryu (3),１２線橋（犬牛別川合流前）,１２　　センバシ,12senbashi (Inuushibetsugawagoryumae),A,2,3,1972,04,01,3,,,,,,,,,,,,,,,0,,,,,１２線橋（犬牛別川合流前）,,12senbashi (Inuushibetsugawagoryumae),,,,,,,,,,,,,,,,,,,,,,0,44,08,29,142,23,41,,,,
2007,1,81001,0110450,2,01,024,01,1,天塩川下流(4),テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),中川,ナカガワ,Nakagawa,B,2,3,1972,04,01,3,,,,,,,,,,,,,,2,3,,,,,中川,,Nakagawa,,,,,,,,,,,,1,1,,,,,,,,,0,44,44,37,142,02,40,,,,
2007,1,81001,0110460,2,01,024,51,2,天塩川下流(4),テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),円山（円山水位観測所）,マルヤマ　　スイイカンソクシヨ,Maruyamasuiikansokusho,B,2,3,1972,04,01,3,,,,,,,,,,,,,,2,3,,,,,円山（円山水位観測所）,,,,,,,,,,,,,,,,,,,,,,,,0,44,55,44,141,52,40,,,,
2007,1,81001,0110470,2,01,024,52,2,天塩川下流(4),テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),美深橋,ビフカバシ,Bifukabashi,B,2,3,1972,04,01,3,,,,,,,,,,,,,,,0,,,,,美深橋,,Bifukabashi,,,,,,,,,,,,,,,,,,,,,,0,44,28,53,142,20,08,,,,
2007,1,81001,0110490,2,01,024,54,2,天塩川下流(4),テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),名寄大橋,ナヨロオオハシ,Nayoroohashi,B,2,3,1972,04,01,3,,,,,,,,,,,,,,,0,,,,,名寄大橋,,Nayoroohashi,,,,,,,,,,,,,,,,,,,,,,0,44,21,39,142,26,39,,,,
2007,1,81001,0113990,2,01,024,55,2,天塩川下流(4),テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),天塩大橋,テシオオオハシ,Teshioohashi,B,2,3,1972,04,01,3,,,,,1,,,,,,,,,2,3,,,,,天塩大橋,,Teshioohashi,,,,,,,,,,,,1,1,,,,,,,,,0,44,59,43,141,48,49,,,,
2007,1,,0114750,4,01,024,56,0,天塩川下流(4),テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),天塩河口,テシオカコウ,Teshiokako,B,2,3,1972,04,01,3,,,,,,,,2005,04,01,2007,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12,55,143,35,48,,,,ダイオキシンのみ
2007,1,81207,0110500,2,01,025,01,1,興部川上流,オコツペガワ　　ジヨウリユウ,Okoppegawajoryu,七江橋（忍路子川合流前）,ナナエバシ,Nanaebashi (Oshorokkogawagoryumae),AA,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,七江橋（忍路子川合流前）,,Nanaebashi (Oshorokkogawagoryumae),,,,,,,,,,,,,,,,2007,04,01,,,,2,44,19,57,142,55,52,,,,
2007,1,81207,0110520,2,01,026,01,1,興部川中流,オコツペガワ　　チユウリユウ,Okoppegawachuryu,興部町興部簡水取水口,オコツペカンスイ　　シユスイクチ,Okoppechookoppekansuishusuikuchi,A,1,3,1972,04,01,,,,,,,,,,,,,,,,0,,,,,興部町興部簡水取水口,,Okoppechookoppekansuishusuikuchi,,,,,,,,,,,,,,,,,,,,,,2,44,27,57,143,06,12,,,,
2007,1,81207,0110530,2,01,027,01,1,興部川下流,オコツペガワ　　カリユウ,Okoppegawakaryu,興部捕獲場,オコツペホカクジヨウ,Okoppehokakujo,B,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,興部捕獲場,,Okoppehokakujo,,,,,,,,,,,,,,,,2007,04,01,,,,0,44,28,31,143,07,01,,,,
2007,1,81209,0110540,2,01,028,01,1,渚滑川上流,シヨコツガワ　　ジヨウリユウ,Shokotsugawajoryu,滝の上橋,タキノウエバシ,Takinouebashi,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,0,,,,,滝の上橋,,Takinouebashi,,,,,,,,,,,,,,,,,,,,,,0,44,11,19,143,19,24,,,,
2007,1,81002,0110550,2,01,029,01,1,渚滑川中流,シヨコツガワ　　チユウリユウ,Shokotsugawachuryu,紋別市上水花園浄水場取水口（宇津々場),ハナゾノジヨウスイジヨウ,Hanazonojosuijo,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,紋別市上水花園浄水場取水口（宇,,,,,,,,,,,,,,1,1,,,,,,,,,0,44,20,56,143,16,22,,,,
2007,1,,0118780,2,01,029,51,2,渚滑川中流,シヨコツガワ　　チユウリユウ,Shokotsugawachuryu,新記念橋,シンキネンバシ,Shinkinenbashi,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,新記念橋,,,,,,,,,,,,,,1,1,,,,,,,,,0,44,13,47,143,14,48,,,,
2007,1,81002,0110570,2,01,030,01,1,渚滑川下流,シヨコツガワ　　カリユウ,Shokotsugawakaryu,渚滑捕獲場（渚滑橋）,シヨコツホカクジヨウ,Shokotsuhokakujo,B,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,渚滑捕獲場（渚滑橋）,,,,,,,,,,,,,,1,1,,,,,,,,,2,44,22,57,143,18,39,,,,
2007,1,81003,0110580,2,01,031,01,1,湧別川上流,ユウベツガワ　　ジヨウリユウ,Yubetsugawajoryu,白滝橋（支湧別川合流前）,シラタキバシ,Shiratakibashi (Shiyubetsugawagoryumae),AA,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,白滝橋（支湧別川合流前）,,Shiratakibashi (Shiyubetsugawagoryumae),,,,,,,,,,,,,,,,2001,04,01,,,,0,43,52,57,143,10,32,,,,
2007,1,81003,0110590,2,01,032,01,1,湧別川下流(1),ユウベツガワ　　カリユウ　　（１）,Yubetsugawakaryu (1),丸瀬布町簡水予備取水口,マルセツプカンスイヨビ　　シユスイクチ,Maruseppuchokansuiyobishusuikuchi,AA,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,丸瀬布町簡水予備取水口,,,,,,,,,,,,,,,,,,2001,04,01,,,,0,44,00,06,143,19,11,,,,
2007,1,81003,0110600,2,01,033,01,1,湧別川下流(2),ユウベツガワ　　カリユウ　　（２）,Yubetsugawakaryu (2),中湧別橋（中湧別）,ナカユウベツバシ,Nakayubetsubashi,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,中湧別橋（中湧別）,,,,,,,,,,,,,,1,1,,,,,,,,,2,44,12,00,143,35,29,,,,
2007,1,,0114760,4,01,033,02,0,湧別川下流(2),ユウベツガワカリュウ（２）,Yubetsugawakaryu (2),湧別大橋,ユウベツオオハシ,Yubetsuobashi,A,1,3,1972,04,01,,,,,,,,,2005,04,01,2007,04,01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,52,46,141,44,18,,,,ダイオキシンのみ
2007,1,81003,0110610,2,01,033,51,2,湧別川下流(2),ユウベツガワ　　カリユウ　　（２）,Yubetsugawakaryu (2),遠軽橋,エンガルバシ,Engarubashi,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,,,,遠軽橋,,Engarubashi,,,,,,,,,,,,1,1,,,,,,,,,2,44,03,11,143,31,10,,,,
2007,1,81210,0110620,2,01,034,01,1,佐呂間別川上流,サロマベツガワ　　ジヨウリユウ,Saromabetsugawajoryu,敷島橋(オンネルベルベ川合流前),シキシマバシ,Shikishimabashi,AA,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,敷島橋(オンネルベルベ川合流前),,,,,,,,,,,,,,1,1,,,2001,04,01,,,,0,43,57,56,143,40,14,,,,
2007,1,81210,0110630,2,01,035,01,1,佐呂間別川下流,サロマベツガワ　　カリユウ,Saromabetsugawakaryu,佐呂間大橋,サロマオオハシ,Saromaohashi,A,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,佐呂間大橋,,Saromaohashi,,,,,,,,,,,,1,1,,,2001,04,01,,,,2,44,04,47,143,56,12,,,,
2007,1,81504,0110640,2,01,036,01,1,止別川上流,ヤンベツガワ　　ジヨウリユウ,Yanbetsugawajoryu,水上橋（シノマンヤンベツ川合流,ミズカミバシ,Mizukamibashi,AA,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,水上橋（シノマンヤンベツ川合流,,,,,,,,,,,,,,,,,,2007,04,01,,,,0,43,47,52,144,29,39,,,,
2007,1,81504,0110650,2,01,037,01,1,止別川中流,ヤンベツガワチユウリユウ,Yanbetsugawachuryu,パナクシュベツ川合流前(無名橋),パナクシユベツガワゴウリユウマエ,Panakushubetsugawagoryumae (Mumeibashi),A,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,パナクシュベツ川合流前(無名橋),,Panakushubetsugawagoryumae (Mumeibashi),,,,,,,,,,,,,,,,2007,04,01,,,,0,43,49,15,144,29,00,,,,
2007,1,81504,0110670,2,01,038,01,1,止別川下流,ヤンベツガワ　　カリユウ,Yanbetsugawakaryu,中島橋,ナカジマバシ,Nakajimabashi,B,2,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,中島橋,,Nakajimabashi,,,,,,,,,,,,,,,,2007,04,01,,,,0,43,54,45,144,28,24,,,,
2007,1,81211,0110680,2,01,039,01,1,斜里川上流,シヤリガワ　　ジヨウリユウ,Sharigawajoryu,長栄橋（札弦川合流前）,チヨウエイバシ,Choeibashi (Sattsurugawagoryumae),AA,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,長栄橋（札弦川合流前）,,Choeibashi (Sattsurugawagoryumae),,,,,,,,,,,,,,,,2007,04,01,,,,0,43,44,42,144,31,08,,,,
2007,1,81211,0110690,2,01,040,01,1,斜里川中流,シヤリガワ　　チユウリユウ,Sharigawachuryu,９線橋（ペ−メン川合流前）,９　　センバシ,9senbashi,A,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,９線橋（ペ−メン川合流前）,,,,,,,,,,,,,,,,,,2007,04,01,,,,0,43,47,47,144,33,06,,,,
2007,1,81211,0110700,2,01,041,01,1,斜里川下流(1),シヤリガワ　　カリユウ　　（１）,Sharigawakaryu (1),エトンビ橋,エトンビバシ,Etonbibashi,A,1,3,1972,04,01,,,,,,,,,,,,,,,3,0,,,,,エトンビ橋,,Etonbibashi,,,,,,,,,,,,,,,,2007,04,01,,,,0,43,49,27,144,35,51,,,,
