西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,緯度_Ｎ(度),緯度_Ｎ(分),緯度_Ｎ(秒),経度_Ｅ（度）,経度_Ｅ（分）,経度_Ｅ（秒）,水質年鑑コード,推定絶対番号,推定水系コード,備考
1977,1,,0110113,2,,,,,,,,石狩大橋,イシカリオオハシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,07,25,141,32,35,01R0050,0110060,81007,
1977,1,,0110123,2,,,,,,,,新石狩大橋,シンイシカリオオハシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,08,11,141,30,44,01R0060,0110080,81007,
1977,1,,0110133,2,,,,,,,,石狩河口橋,イシカリカコウバシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,13,44,141,21,09,01R0070,0110070,81007,
1977,1,,0110143,2,,,,,,,,空知大橋,ソラチオオハシ,,B,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,32,53,141,54,54,01R0080,0111970,81007,
1977,1,,0110153,2,,,,,,,,赤平橋,アカヒラバシ,,B,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,33,35,142,02,35,01R0081,0111980,,
1977,1,,0110163,2,,,,,,,,たいざん橋,タイザンバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,29,32,142,12,59,01R0082,0111950,81007,
1977,1,,0110173,2,,,,,,,,新空知橋,シンソラチバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,20,41,142,22,35,01R0083,0111960,,
1977,1,,0110183,2,,,,,,,,下金山橋,シモカナヤマバシ,,AA,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,12,24,142,24,50,01R0084,0111940,81007,
1977,1,,0110193,2,,,,,,,,江別大橋,エベツオオハシ,,B,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,07,15,141,35,49,01R0090,0112080,81007,
1977,1,,0110203,2,,,,,,,,清幌橋,キヨホロバシ,,B,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,05,22,141,41,18,01R0091,0112090,,
1977,1,,0110213,2,,,,,,,,馬追橋,ウマオイバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,03,44,141,46,04,01R0092,0112050,81007,
1977,1,,0110223,2,,,,,,,,川端橋,カワバタバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,55,06,141,54,41,01R0093,0112060,81007,
1977,1,,0110233,2,,,,,,,,清沼橋,キヨヌマバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,58,14,142,00,29,01R0094,0112070,81007,
1977,1,,0110243,2,,,,,,,,南部浄水場取水口,ナンブジヨウスイシユスイグチ,,AA,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,01,01,142,04,46,01R0095,0112040,81007,
1977,1,,0110253,2,,,,,,,,江別橋,エベツバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,06,50,141,33,37,01R0100,0113470,81007,
1977,1,,0110263,2,,,,,,,,広幌橋,ヒロホロバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,01,05,141,34,43,01R0110,0112120,,
1977,1,,0110273,2,,,,,,,,舞鶴橋,マイヅルバシ,,A,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,56,33,141,39,07,01R0120,0112130,81007,
1977,1,,0110283,2,,,,,,,,サケ・マスふ化場千歳支場,サケ.マスフカジヨウチトセシジヨウ,,AA,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,48,28,141,34,21,01R0130,0112100,81007,
1977,1,,0110293,2,,,,,,,,東山浄水場取水口,ヒガシヤマジヨウスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,11,31,142,23,35,01R0210,0110410,81001,
1977,1,,0110303,2,,,,,,,,旭橋,アサヒバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,06,35,142,35,53,01R0211,0110400,81001,
1977,1,,0110313,2,,,,,,,,名寄大橋,ナヨロオオハシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,21,40,142,26,34,01R0220,0110490,81001,
1977,1,,0110323,2,,,,,,,,東恵橋,トウケイバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,27,13,142,21,43,01R0230,0110480,,
1977,1,,0110333,2,,,,,,,,美深橋,ビフカバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,28,53,142,20,06,01R0240,0110470,81001,
1977,1,,0110343,2,,,,,,,,中川捕獲場,ナカガワホカクジヨウ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,36,142,02,42,01R0250,0110450,81001,
1977,1,,0110353,2,,,,,,,,丸山流量観測所,マルヤマリユウリヨウカンソクジヨ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,55,39,141,52,53,01R0251,0110460,,
1977,1,,0110363,2,,,,,,,,12線橋,12センバシ,,A,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,08,30,142,23,42,01R0260,0110440,81001,
1977,1,,0110373,2,,,,,,,,緑ヶ丘浄水場取水口,ミドリガオカジヨウスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,22,07,142,27,50,01R0270,0110420,81001,
1977,1,,0110383,2,,,,,,,,下中川捕獲場,シモナカガワ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,37,142,04,35,01R0280,0110430,81001,
1977,1,,0110393,2,,,,,,,,開明橋,カイメイバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,52,57,142,12,28,01R0410,0111350,81203,
1977,1,,0110403,2,,,,,,,,上駒橋,カミコマバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,57,39,142,16,16,01R0420,0111370,81203,
1977,1,,0110413,2,,,,,,,,浜頓別橋,タマトニベツバシ,,B,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,07,35,142,23,12,01R0430,0111420,81203,
1977,1,,0110423,2,,,,,,,,本町簡水取水口,ホンチヨウカンスイシユスイグチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,58,35,142,18,06,01R0440,0111380,81203,
1977,1,,0110433,2,,,,,,,,下頓別簡水取水口,シモトンベツカンスイシユスイクチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,01,52,142,19,08,01R0450,0111400,81203,
1977,1,,0110443,2,,,,,,,,豊寒別浄水場右の沢取水口,トヨカンベツジヨウスイミギノサク,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,05,26,142,25,08,01R0460,0111410,81203,
1977,1,,0110453,2,,,,,,,,やよい橋,ヤヨイバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,00,142,27,26,01R0510,0111430,81204,
1977,1,,0110463,2,,,,,,,,下幌別橋,シモホロベツバシ,,B,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,53,20,142,37,03,01R0520,0111460,81204,
1977,1,,0110473,2,,,,,,,,歌登町市街簡水取水口,ウタノボリチヨウシガイカンスイグチ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,52,42,142,28,02,01R0530,0111440,81204,
1977,1,,0110483,2,,,,,,,,岡島専水取水口,オカジマセンスイシユスイクチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,52,30,142,36,22,01R0540,0111450,81204,
1977,1,,0110493,2,,,,,,,,日の出橋,ヒノデバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,43,10,142,36,25,01R0610,0111480,81205,
1977,1,,0110503,2,,,,,,,,徳志別捕獲場,トクシベツホカクジヨウ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,08,142,38,59,01R0620,0111500,81205,
1977,1,,0110513,2,,,,,,,,志美宇丹簡水取水口,シビウタンカンスイシユスイクチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,46,43,142,34,06,01R0630,0111490,81205,
1977,1,,0110523,2,,,,,,,,七江橋（忍路子川合流前）,ナナエバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,53,142,55,52,01R0710,0110500,81207,
1977,1,,0110533,2,,,,,,,,興部簡水取水口,オコツペカンスイシユスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,37,52,143,28,25,01R0720,0110520,81207,
1977,1,,0110543,2,,,,,,,,興部捕獲場,オコツペホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,36,28,143,27,30,01R0730,0110530,81207,
1977,1,,0110553,2,,,,,,,,渚滑捕獲場,シヨコツホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,22,52,143,18,03,01R0800,0110570,81002,
1977,1,,0110563,2,,,,,,,,花園浄水場取水口,ハナゾノジヨウスイジヨウスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,20,56,143,16,20,01R0801,0110550,81002,
1977,1,,0110573,2,,,,,,,,滝の上橋,タキノウエバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,11,44,143,04,51,01R0810,0110540,81209,
1977,1,,0110583,2,,,,,,,,,シヨコツガワゴウリユウマエ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,20,45,143,16,09,01R0830,,,
1977,1,,0110593,2,,,,,,,,白滝橋,シラタキバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,51,143,10,30,01R1010,0110580,81003,
1977,1,,0110603,2,,,,,,,,丸瀬布簡水予備取水口,マルセツプカンスイシユスイクチ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,59,49,143,18,54,01R1020,0110590,81003,
1977,1,,0110613,2,,,,,,,,中湧別橋,ナカユウベツバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12,57,143,35,44,01R1030,0110600,81003,
1977,1,,0110623,2,,,,,,,,遠軽橋,エンガルバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,03,12,143,31,08,01R1040,0110610,81003,
1977,1,,0110633,2,,,,,,,,敷島橋,シキシマバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,57,56,143,40,14,01R1110,0110620,81210,
1977,1,,0110643,2,,,,,,,,佐呂間大橋,サロマオオバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,04,49,143,56,11,01R1120,0110630,81210,
1977,1,,0110653,2,,,,,,,,北見上水場取水口,キタミシジヨウスイシユスイグチ,,A,1,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,45,39,143,51,51,01R1210,0110150,,
1977,1,,0110663,2,,,,,,,,第二観月橋,ダイ 2 カンゲツバツ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,46,52,143,58,16,01R1220,0110200,,
1977,1,,0110673,2,,,,,,,,コンピラ橋,コンピラバシ,,A,1,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,45,17,143,50,29,01R1240,0110160,,
1977,1,,0110683,2,,,,,,,,若松橋,ワカマツバシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,51,14,143,57,31,01R1250,,,
1977,1,,0110693,2,,,,,,,,忠志橋,チユウシバシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,55,17,143,58,04,01R1260,0110170,81004,
1977,1,,0110703,2,,,,,,,,上川沿流量観測所,カミカワゾエ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,05,01,140,02,20,01R1270,0110180,,
1977,1,,0110713,2,,,,,,,,都橋,ミヤコバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,09,144,10,12,01R1310,0110340,81005,
1977,1,,0110723,2,,,,,,,,美幌橋,ビホロバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,43,144,07,21,01R1311,0110350,81005,
1977,1,,0110733,2,,,,,,,,大正橋,タイシヨウバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,30,144,05,27,01R1320,0110310,81005,
1977,1,,0110743,2,,,,,,,,治水橋,チスイバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,45,144,07,38,01R1330,0110320,81005,
1977,1,,0110753,2,,,,,,,,網走橋,アバシリバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,01,16,144,15,17,01R1340,0110330,81005,
1977,1,,0110763,2,,,,,,,,水上橋,キタガミバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,52,144,29,38,01R1410,0110640,81504,
1977,1,,0110773,2,,,,,,,,パナクシュベツ合流前,パナクシユベツガワゴウリユウ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,40,144,29,25,01R1420,0110650,81504,
1977,1,,0110783,2,,,,,,,,中島橋,ナカジマバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,55,28,144,29,24,01R1430,0110670,81504,
1977,1,,0110793,2,,,,,,,,南1号橋,ミナミ 1 ゴウバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,09,144,28,42,01R1440,,,
1977,1,,0110803,2,,,,,,,,止別川合流前（無名橋）,ヤンベツガワゴウリユウマエ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,21,144,28,53,01R1450,0110660,,
1977,1,,0110813,2,,,,,,,,,センバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,20,144,28,24,01R1460,0112980,,
1977,1,,0110823,2,,,,,,,,長栄橋,チヨウエイバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,44,44,144,31,07,01R1510,0110680,81211,
1977,1,,0110833,2,,,,,,,,9線橋,9センバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,44,144,33,01,01R1520,0110690,81211,
1977,1,,0110843,2,,,,,,,,川上橋,カワカミバシ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,14,144,39,01,01R1530,0110730,81211,
1977,1,,0110853,2,,,,,,,,斜里新大橋,シヤリシンオオハシ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,53,49,144,38,30,01R1540,0110720,81211,
1977,1,,0110863,2,,,,,,,,斜里捕獲場,シヤリホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,50,144,39,36,01R1550,0110710,81211,
1977,1,,0110873,2,,,,,,,,エトンビ橋,エトンビガワバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,25,144,35,56,01R1560,0110700,81211,
1977,1,,0110883,2,,,,,,,,西竹橋,ニシタケバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,30,32,144,48,56,01R1710,0110740,81241,
1977,1,,0110893,2,,,,,,,,南共栄橋,ミナミキヨウエイバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,31,44,144,54,30,01R1720,0110750,81241,
1977,1,,0110903,2,,,,,,,,標津捕獲場,シベツホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,40,01,145,07,15,01R1740,0110770,81241,
1977,1,,0110913,2,,,,,,,,武佐川橋,ムサガワバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,38,05,145,04,27,01R1750,0110760,81241,
1977,1,,0110923,2,,,,,,,,,クテクンベツバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,36,49,144,58,03,01R1751,0113000,,
1977,1,,0110933,2,,,,,,,,大平原橋,ダイヘイゲンバシ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,37,21,145,04,35,01R1770,,,
1977,1,,0110943,2,,,,,,,,長栄橋,チヨウエイバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,25,44,144,46,05,01R1810,0111510,81237,
1977,1,,0110953,2,,,,,,,,別海橋,ベツカイバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,46,145,17,03,01R1820,0111520,81237,
1977,1,,0110963,2,,,,,,,,西別川橋,ニシベツバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,23,23,145,07,36,01R1830,0111530,,
1977,1,,0110973,2,,,,,,,,,シカリナイバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,09,145,01,22,01R1850,0113020,,
1977,1,,0110983,2,,,,,,,,,キヨマルベツガワバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,23,23,145,13,39,01R1860,0113010,,
1977,1,,0110993,2,,,,,,,,風蓮橋,フウレンバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,16,29,145,13,44,01R1870,0112410,81236,
1977,1,,0111003,2,,,,,,,,別当賀橋,ベツトウバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,15,15,145,24,16,01R1880,0112420,81236,
1977,1,,0111013,2,,,,,,,,ポン川橋,ポンガワバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,21,49,145,13,13,01R1890,0112430,81236,
1977,1,,0111023,2,,,,,,,,万年橋,マンネンバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,20,36,145,12,52,01R1900,0112440,81236,
1977,1,,0111033,2,,,,,,,,瀬文平橋,セモンビラバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,19,34,144,36,17,01R1910,0110780,81012,
