西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,緯度_Ｎ(度),緯度_Ｎ(分),緯度_Ｎ(秒),経度_Ｅ（度）,経度_Ｅ（分）,経度_Ｅ（秒）,水質年鑑コード,推定絶対番号,推定水系コード,備考
1973,1,,0210231,2,,,,,,,,住谷橋,スミタニバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,23,42,141,16,56,02R2110,0210100,,
1973,1,,0210251,2,,,,,,,,名久井橋,ナクイバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,16,141,20,28,02R2120,0210070,82016,
1973,1,,0210261,2,,,,,,,,櫛引橋,クシヒキバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,13,141,25,42,02R2130,0210080,82016,
1973,1,,0210271,2,,,,,,,,尻内橋,シリナイバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,04,141,26,32,02R2140,0210110,82016,
1973,1,,0210281,2,,,,,,,,大橋,オオハシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,00,141,28,15,02R2150,0210120,,
1973,1,,0210301,2,,,,,,,,鷹巣橋,タカノスバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,23,46,141,28,47,02R2610,0210020,,
1973,1,,0210311,2,,,,,,,,風張橋,カゼハリバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,17,141,29,38,02R2620,0210030,,
1973,1,,0210321,2,,,,,,,,長館橋,ナガツメバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,12,141,30,36,02R2630,0210010,82244,
1973,1,,0210331,2,,,,,,,,新井田橋,ニイダバシ,,B,3,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,39,141,31,00,02R2640,0210060,82244,
1973,1,,0210341,2,,,,,,,,塩入橋,シオイリバシ,,B,3,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,26,141,31,14,02R2650,0210040,82244,
1973,1,,0210351,2,,,,,,,,湊橋,ミナトバシ,,B,3,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,17,141,31,27,02R2660,0210050,82244,
1973,1,,0210361,2,,,,,,,,矢別発電所上流,ヤベツハツデンシヨジヨウリユウ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,10,140,47,00,02R3010,,,
1973,1,,0210371,2,,,,,,,,寒水沢合流後,サミズサワゴウリユウゴ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,26,140,46,49,02R3020,0211040,82527,
1973,1,,0210381,2,,,,,,,,,サミズサワ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,25,140,47,03,02R3030,,,
1973,1,,0210391,2,,,,,,,,,サミズサワゴウリユウゼン,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,44,140,47,02,02R3040,,,
1973,1,,0210401,2,,,,,,,,,オオフドウハツデンシヨジヨウリユウ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42,47,140,45,20,02R3050,,,
1973,1,,0210411,2,,,,,,,,荒川橋,アラカワバシ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,46,06,140,43,32,02R3060,0211050,82527,
1973,1,,0210421,2,,,,,,,,筒井橋,ツツイバシ,,B,2,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,48,35,140,45,51,02R3070,0211100,,
1973,1,,0210431,2,,,,,,,,甲田橋,コウダバシ,,B,2,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,49,28,140,45,43,02R3080,0211110,82527,
1973,1,,0210441,2,,,,,,,,石森橋,イシモリバシ,,B,2,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,49,40,140,45,34,02R3090,0211120,,
1973,1,,0210451,2,,,,,,,,青森市上水道取水口上流,ジヨウスイシユスイコウジヨウリユウ,,AA,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,44,53,140,47,27,02R3210,0211130,82527,
1973,1,,0210471,2,,,,,,,,田代,タシロ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42,53,140,53,57,02R3310,0211160,,
1973,1,,0210481,2,,,,,,,,駒込川頭首工,トウシユコウ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,47,06,140,47,47,02R3320,0211150,82527,
1973,1,,0210491,2,,,,,,,,,コマゴメバシ,,B,2,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,47,33,140,47,31,02R3330,,,
1973,1,,0210501,2,,,,,,,,八甲橋,ハツコウバシ,,B,2,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,48,11,140,46,37,02R3340,0211180,82527,
1973,1,,0210511,2,,,,,,,,新井田橋,シンニイダバシ,,B,2,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,38,140,42,34,02R3410,0211010,82527,
1973,1,,0210531,2,,,,,,,,小川目沢合流後,オガワメザワゴウリユウテンカリユウ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,49,22,140,52,14,02R3610,0211210,82527,
1973,1,,0210541,2,,,,,,,,野内橋,ノウチバシ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,46,140,48,53,02R3620,0211220,82527,
1973,1,,0210551,2,,,,,,,,大平,オオヒラ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,03,55,140,32,56,02R4010,0210960,,
1973,1,,0210561,2,,,,,,,,蟹田橋,カニタバシ,,B,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,02,44,140,38,38,02R4020,0210980,,
1973,1,,0210571,2,,,,,,,,吹場沢合流後,フキバザワゴウリユウテンカリユウ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,05,24,140,33,11,02R4110,0211000,82527,
1973,1,,0210621,2,,,,,,,,,アンモンガワ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,23,140,10,33,02R5010,,,
1973,1,,0210631,2,,,,,,,,県営発電所,ケンエイハツデンジヨ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,42,140,16,59,02R5020,0210220,82014,
1973,1,,0210641,2,,,,,,,,,タカノバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,46,140,21,31,02R5030,0210320,,
1973,1,,0210651,2,,,,,,,,富士見橋,フジミバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,36,55,140,27,40,02R5040,,,
1973,1,,0210661,2,,,,,,,,安東橋,アンドウバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,39,06,140,28,15,02R5050,0210360,82014,
1973,1,,0210681,2,,,,,,,,鶴寿橋,カクジユバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,45,26,140,25,28,02R5060,0210380,82014,
1973,1,,0210691,2,,,,,,,,三好橋,ミヨシバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,51,01,140,24,03,02R5070,0210390,82014,
1973,1,,0210701,2,,,,,,,,神田橋,カンダバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,54,39,140,25,04,02R5080,0210400,82014,
1973,1,,0210711,2,,,,,,,,十三橋,ジユウサンバシ,,B,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,02,24,140,19,39,02R5090,0210440,,
1973,1,,0210721,2,,,,,,,,幡竜橋,バンリユウバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,40,140,27,10,02R5100,0210230,82014,
1973,1,,0210731,2,,,,,,,,乾橋,イヌイバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,48,36,140,26,13,02R5110,0210240,82014,
1973,1,,0210741,2,,,,,,,,津軽大橋,ツガルオオハシ,,B,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,59,14,140,23,27,02R5120,0210430,82014,
1973,1,,0210751,2,,,,,,,,砂子瀬橋,スナコセバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,56,140,14,31,02R5130,0210260,,
1973,1,,0210821,2,,,,,,,,国吉橋,クニヨシバシ,,A,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,35,140,20,35,02R5410,0210650,82014,
1973,1,,0210831,2,,,,,,,,板沢橋,イタサワバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,22,140,37,53,02R5510,0210450,82014,
1973,1,,0210841,2,,,,,,,,,ニジカイバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,16,140,33,49,02R5520,0210480,,
1973,1,,0210861,2,,,,,,,,,サイワイバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,05,140,32,47,02R5530,0210490,,
1973,1,,0210871,2,,,,,,,,平川橋,ヒラカワバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,40,140,29,40,02R5540,0210460,82014,
1973,1,,0210891,2,,,,,,,,,ヒラカワゴウリユウマエ,,A,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,23,140,38,13,02R5610,0210660,82014,
1973,1,,0210901,2,,,,,,,,清川橋,キヨカワバシ,,A,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,54,140,33,41,02R5710,0210670,82014,
1973,1,,0210921,2,,,,,,,,米沢橋,ヨネザワバシ,,AA,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,18,140,46,54,02R5810,0210540,82014,
1973,1,,0210931,2,,,,,,,,厚目内橋,アツメナイバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,32,37,140,42,07,02R5820,,,
1973,1,,0210941,2,,,,,,,,中島橋,ナカジマバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,36,22,140,40,14,02R5830,0210560,82014,
1973,1,,0210951,2,,,,,,,,千年橋,センネンバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,23,140,35,18,02R5840,0210570,82014,
1973,1,,0210961,2,,,,,,,,旭橋,アサヒバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,30,140,51,11,02R5850,0210580,82014,
1973,1,,0210971,2,,,,,,,,,イイヅメダム,,A,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,41,140,31,19,02R6210,0210690,82014,
1973,1,,0210991,2,,,,,,,,車力橋,シヤリキバシ,,A,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,57,02,140,22,13,02R6310,0210630,82014,
1973,1,,0211001,2,,,,,,,,小戸六ダム,コトロクダム,,A,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,46,05,140,19,49,02R6320,0210620,82014,
1973,1,,0211011,2,,,,,,,,一本杉橋,イツポンスギバシ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,19,140,13,42,02R7010,0210750,,
1973,1,,0211021,2,,,,,,,,明海橋,アケウミバシ,,B,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,46,37,140,13,02,02R7020,0210760,,
1973,1,,0211031,2,,,,,,,,,ナシナカバシ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,34,140,53,32,02R7110,0210780,,
1973,1,,0211041,2,,,,,,,,基橋,モトイバシ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,32,140,09,31,02R7120,0210770,82258,
1973,1,,0211051,2,,,,,,,,,ニゴリミズザワジヨウリユウマエ,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,28,140,03,20,02R7210,0210810,,
1973,1,,0211061,2,,,,,,,,追良瀬橋,オイラセバシ,,A,2,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,59,139,58,47,02R7220,0210820,82538,
1973,2,,0220011,2,,,,,,,,Ｓｔ‐１,ST.1,,AA,1,,1971,05,25,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,27,140,52,23,02L1010,,,
1973,2,,0220021,2,,,,,,,,Ｓｔ‐２,ST.2,,AA,1,,1971,05,25,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,40,140,52,02,02L1020,,,
1973,2,,0220031,2,,,,,,,,Ｓｔ‐３,ST.3,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,10,140,51,44,02L1030,0220700,,
1973,2,,0220041,2,,,,,,,,Ｓｔ‐４,ST.4,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,42,140,51,00,02L1040,0220710,,
1973,2,,0220051,2,,,,,,,,Ｓｔ‐５,ST.5,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,23,140,51,12,02L1050,0220660,,
1973,2,,0220061,2,,,,,,,,Ｓｔ‐６,ST.6,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,18,140,54,15,02L1060,0220720,,
1973,2,,0220071,2,,,,,,,,Ｓｔ‐７,ST.7,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,45,140,55,27,02L1070,0220730,,
1973,2,,0220081,2,,,,,,,,Ｓｔ‐８,ST.8,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,38,140,54,03,02L1080,0220740,,
1973,2,,0220091,2,,,,,,,,Ｓｔ‐９,ST.9,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,28,140,55,55,02L1090,0220670,,
1973,3,,0230011,2,,,,,,,,,NO.201,,C,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,19,140,44,34,02S2010,0230780,,
1973,3,,0230021,2,,,,,,,,,NO.202,,C,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,43,140,43,52,02S2020,0230750,,
1973,3,,0230031,2,,,,,,,,,NO.203,,B,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,36,140,45,47,02S2030,0230790,,
1973,3,,0230041,2,,,,,,,,,NO.204,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,53,48,140,45,45,02S2040,0230830,,
1973,3,,0230051,2,,,,,,,,,NO.205,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,58,25,140,41,05,02S2050,,,
1973,3,,0230071,2,,,,,,,,,NO.207,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,02,45,141,39,55,02S2070,0230840,,
1973,3,,0230081,2,,,,,,,,,NO.208,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,02,11,141,50,07,02S2080,,,
1973,3,,0230091,2,,,,,,,,,NO.209,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,02,13,141,39,07,02S2090,0230850,,
1973,3,,0230101,2,,,,,,,,,NO.210,,A,1,,1973,05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,07,17,141,45,59,02S2100,,,
1973,3,,0230301,2,,,,,,,,No.1,NO.1,,C,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,45,141,30,22,02S5010,0230010,,
1973,3,,0230311,2,,,,,,,,No.2,NO.2,,C,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,58,141,29,51,02S5020,0230020,,
1973,3,,0230321,2,,,,,,,,No.3,NO.3,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,32,00,141,32,23,02S5030,0230110,,
1973,3,,0230331,2,,,,,,,,No.4,NO.4,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,32,10,141,33,07,02S5040,0230130,,
1973,3,,0230341,2,,,,,,,,No.5,NO.5,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,32,40,141,32,28,02S5050,0230120,,
1973,3,,0230351,2,,,,,,,,No.6,NO.6,,C,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,32,18,141,31,08,02S5060,0230050,,
1973,3,,0230361,2,,,,,,,,No.7,NO.7,,C,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,11,141,30,05,02S5070,0230060,,
1973,3,,0230371,2,,,,,,,,No.8,NO.8,,C,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,40,141,29,35,02S5080,0230100,,
1973,3,,0230381,2,,,,,,,,No.9,NO.9,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,42,141,29,07,02S5090,0230190,,
1973,3,,0230391,2,,,,,,,,No.10,NO.10,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,30,141,28,30,02S5100,0230200,,
1973,3,,0230401,2,,,,,,,,No.11,NO.11,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,31,141,31,39,02S5110,0230250,,
1973,3,,0230411,2,,,,,,,,No.12,NO.12,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,41,141,33,48,02S5120,0230240,,
1973,1,,0310011,2,,,,,,,,,トビノスバシ,,AA,1,,1973,07,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,25,141,39,27,03R0010,0310750,82246,
1973,1,,0310021,2,,,,,,,,湊橋,ミナトバシ,,A,1,,1973,07,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11,50,141,47,25,03R0020,0310760,82245,
1973,1,,0310031,2,,,,,,,,旧夏井橋,キユウナツイバシ,,A,1,,1973,07,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,12,42,141,47,35,03R0110,0310770,82245,
