西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,緯度_Ｎ(度),緯度_Ｎ(分),緯度_Ｎ(秒),経度_Ｅ（度）,経度_Ｅ（分）,経度_Ｅ（秒）,水質年鑑コード,推定絶対番号,推定水系コード,備考
1989,1,81007,0110140,2,01,005,02,1,石狩川上流（３）,イシカリカ゛ワ  シ゛ヨウリユウ  （３）,,東神楽橋,ヒカ゛シカク゛ラハ゛シ,,A,1,1,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,42,23,142,27,33,,,,
1989,1,81004,0110160,2,01,006,02,1,常呂川上流,トコロカ゛ワ  シ゛ヨウリユウ,,金比羅橋（上常呂）,コンヒ゜ラハ゛シ  （  カミトコロ  ）,,A,1,1,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,45,14,143,50,22,,,,
1989,1,81004,0110170,2,01,007,01,1,常呂川下流,トコロカ゛ワ  カリユウ,,忠志橋,チユウシハ゛シ,,B,2,1,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,55,16,143,57,56,01R126,,,
1989,1,81004,0110180,2,01,007,51,2,常呂川下流,トコロカ゛ワ  カリユウ,,上川沿水位観測所（上川沿）,カミカワソ゛エ  スイイカンソクシヨ,,B,2,1,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,44,03,08,144,01,58,,,,
1989,1,81004,0110190,2,01,007,52,2,常呂川下流,トコロカ゛ワ  カリユウ,,若松橋（北見）,ワカマツハ゛シ  （  キタミ  ）,,B,2,1,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,58,143,54,40,,,,
1989,1,81013,0110220,2,01,008,52,2,十勝川上流,トカチカ゛ワ  シ゛ヨウリユウ,,上川橋,カミカワハ゛シ,,AA,1,1,1970,09,01,,,,,,,,,,,,,,,2,3,,十勝川上流,トカチカ゛ワ  シ゛ヨウリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,02,06,142,56,09,01R250,,,
1989,1,81013,0110230,2,01,008,02,1,十勝川上流,トカチカ゛ワ  シ゛ヨウリユウ,,新清橋,シンセイハ゛シ,,AA,1,1,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,05,47,142,55,02,,,,
1989,1,81013,0110240,2,01,009,01,1,十勝川中流,トカチカ゛ワ  チユウリユウ,,佐幌川合流前,シミス゛オオハシ,,A,2,1,1970,09,01,,,,,,,,,,,,,,,2,3,,十勝川中流,トカチカ゛ワ  チユウリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,59,04,142,56,53,01R2501,,,
1989,1,81013,0110250,2,01,010,01,1,十勝川下流,トカチカ゛ワ  カリユウ,,茂岩橋（茂岩）,モイワハ゛シ  （  モイワ  ）,,B,2,1,1970,09,01,,,,,,,,,,,,,,,2,3,,十勝川下流,トカチカ゛ワ  カリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,48,25,143,30,38,01R2591,,,
1989,1,81013,0110260,2,01,010,02,1,十勝川下流,トカチカ゛ワ  カリユウ,,千代田堰堤,チヨタ゛エンテイ,,B,2,1,1970,09,01,,,,,,,,,,,,,,,2,3,,十勝川下流,トカチカ゛ワ  カリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,56,26,143,20,23,01R258,,,
1989,1,81013,0110270,2,01,010,03,1,十勝川下流,トカチカ゛ワ  カリユウ,,十勝大橋（帯広）,トカチオオハシ  （  オヒ゛ヒロ  ）,,B,2,1,1970,09,01,,,,,,,,,,,,,,,2,3,,十勝川下流,トカチカ゛ワ  カリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,56,07,143,12,08,01R252,,,
1989,1,81013,0110280,2,01,010,51,2,十勝川下流,トカチカ゛ワ  カリユウ,,祥栄橋（芽室太）,シヨウエイハ゛シ  （  メムロフ゛ト  ）,,B,2,1,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,55,40,143,02,51,,,,
1989,1,81013,0110290,2,01,010,52,2,十勝川下流,トカチカ゛ワ  カリユウ,,十勝橋,トカチハ゛シ,,B,2,1,1970,09,01,,,,,,,,,,,,,,,2,3,,十勝川下流,トカチカ゛ワ  カリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,57,32,142,57,42,,,,
1989,1,81005,0110310,2,01,011,01,1,網走川上流,アハ゛シリカ゛ワ  シ゛ヨウリユウ,,大正橋,タイシヨウハ゛シ,,A,1,1,1971,05,25,,,,,,,,,,,,,,,2,3,,網走川上流,アハ゛シリカ゛ワ  シ゛ヨウリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,49,31,144,05,28,01R132,,,
1989,1,81005,0110320,2,01,012,01,1,網走川中流,アハ゛シリカ゛ワ  チユウリユウ,,治水橋（本郷）,チスイハ゛シ  （  ホンコ゛ウ  ）,,B,2,1,1971,05,25,,,,,,,,,,,,,,,2,3,,網走川中流,アハ゛シリカ゛ワ  チユウリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,54,35,144,08,21,01R133,,,
1989,1,81005,0110330,2,01,013,01,1,網走川下流,アハ゛シリカ゛ワ  カリユウ,,網走橋,アハ゛シリハ゛シ,,B,2,1,1971,05,25,,,,,,,,,,,,,,,2,3,,網走川下流,アハ゛シリカ゛ワ  カリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,44,01,25,144,16,02,01R134,,,
1989,1,81005,0110340,2,01,014,01,1,美幌川上流,ヒ゛ホロカ゛ワ  シ゛ヨウリユウ,,都橋,ミヤコハ゛シ,,A,1,1,1971,05,25,,,,,,,,,,,,,,,2,3,,美幌川上流,ヒ゛ホロカ゛ワ  シ゛ヨウリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,48,10,144,10,13,01R131,,,
1989,1,81005,0110350,2,01,015,01,1,美幌川下流,ヒ゛ホロカ゛ワ  カリユウ,,美幌橋,ヒ゛ホロハ゛シ,,B,2,1,1971,05,25,,,,,,,,,,,,,,,2,3,,美幌川下流,ヒ゛ホロカ゛ワ  カリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,49,43,144,07,22,01R1311,,,
1989,1,81006,0110360,2,01,016,01,1,留萌川上流,ルモイカ゛ワ  シ゛ヨウリユウ,,橘橋（峠下）,タチハ゛ナハ゛シ  （  トウケ゛シタ  ）,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,50,56,141,48,20,01R703,,,
1989,1,81006,0110370,2,01,017,01,1,留萌川中流,ルモイカ゛ワ  チユウリユウ,,１６線橋,１６  センハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,53,17,141,43,04,01R704,,,
1989,1,81006,0110380,2,01,018,01,1,留萌川下流,ルモイカ゛ワ  カリユウ,,留萌橋（河口）,ルモイハ゛シ  （  カコウ  ）,,B,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,57,12,141,38,38,01R701,,,
1989,1,81006,0110390,2,01,018,51,2,留萌川下流,ルモイカ゛ワ  カリユウ,,大和田水位観測所（大和田）,オオワタ゛  スイイカンソクシヨ,,B,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,28,141,42,00,,,,
1989,1,81001,0110400,2,01,019,01,1,天塩川上流,テシオカ゛ワ  シ゛ヨウリユウ,,朝日橋（奥士別）,アサヒハ゛シ  （  オクシヘ゛ツ  ）,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,06,35,142,35,53,01R0211,,,
1989,1,81001,0110410,2,01,020,01,1,天塩川中流,テシオカ゛ワチユウリユウ,,中士別橋（士別市上水東山浄水場取水口）,ナカシヘ゛ツハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10,42,142,24,53,01R021,,,
1989,1,81001,0110420,2,01,021,01,1,天塩川下流（１）,テシオカ゛ワ  カリユウ  （１）,,真勲別頭首工,マクンヘ゛ツトウシユコウ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,20,25,142,29,16,01R027,,,
1989,1,81001,0110430,2,01,022,01,1,天塩川下流（２）,テシオカ゛ワ  カリユウ  （２）,,下中川捕獲場,シモナカカ゛ワホカクシ゛ヨウ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,天塩川下流（２）,テシオカ゛ワ  カリユウ  （２）,,,,,,,,,,,,,,,,1,1,,,,,,,,,,44,50,38,142,04,34,01R028,,,
1989,1,81001,0110440,2,01,023,01,1,天塩川下流（３）,テシオカ゛ワ  カリユウ  （３）,,１２線橋（犬牛別川合流前）,１２  センハ゛シ,,A,2,3,1972,04,01,3,,,,,,,,,,,,,,2,3,,天塩川下流（３）,テシオカ゛ワ  カリユウ  （３）,,,,,,,,,,,,,,,,1,1,,,,,,,,,,44,08,29,142,23,41,01R026,,,
1989,1,81001,0110450,2,01,024,01,1,天塩川下流（４）,テシオカ゛ワ  カリユウ  （４）,,中川捕獲場（佐久橋）,ナカカ゛ワ,,B,2,3,1972,04,01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,37,142,02,40,01R025,,,
1989,1,81001,0110460,2,01,024,51,2,天塩川下流（４）,テシオカ゛ワ  カリユウ  （４）,,円山水位観測所（円山）,マルヤマ  スイイカンソクシヨ,,B,2,3,1972,04,01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,55,44,141,52,40,,,,
1989,1,81001,0110470,2,01,024,52,2,天塩川下流（４）,テシオカ゛ワ  カリユウ  （４）,,美深橋,ヒ゛フカハ゛シ,,B,2,3,1972,04,01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,28,53,142,20,08,,,,
1989,1,81001,0110490,2,01,024,54,2,天塩川下流（４）,テシオカ゛ワ  カリユウ  （４）,,名寄大橋,ナヨロオオハシ,,B,2,3,1972,04,01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,21,39,142,26,39,,,,
1989,1,81207,0110500,2,01,025,01,1,興部川上流,オコツヘ゜カ゛ワ  シ゛ヨウリユウ,,七江橋（忍路子川合流前）,ナナエハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,57,142,55,52,01R071,,,
1989,1,81207,0110520,2,01,026,01,1,興部川中流,オコツヘ゜カ゛ワ  チユウリユウ,,興部町興部簡水取水口,オコツヘ゜カンスイ  シユスイクチ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,27,57,143,06,12,01R072,,,
1989,1,81207,0110530,2,01,027,01,1,興部川下流,オコツヘ゜カ゛ワ  カリユウ,,興部捕獲場,オコツヘ゜ホカクシ゛ヨウ,,B,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,28,31,143,07,01,01R073,,,
1989,1,81209,0110540,2,01,028,01,1,渚滑川上流,シヨコツカ゛ワ  シ゛ヨウリユウ,,滝ノ上橋,タキノウエハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,11,19,143,19,24,01R081,,,
1989,1,81002,0110550,2,01,029,01,1,渚滑川中流,シヨコツカ゛ワ  チユウリユウ,,花園浄水場取水口,ハナソ゛ノシ゛ヨウスイシ゛ヨウ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,渚滑川中流,シヨコツカ゛ワ  チユウリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,44,20,56,143,16,22,01R0801,,,
1989,1,81002,0110570,2,01,030,01,1,渚滑川下流,シヨコツカ゛ワ  カリユウ,,渚滑捕獲場,シヨコツホカクシ゛ヨウ,,B,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,渚滑川下流,シヨコツカ゛ワ  カリユウ,,,,,,,,,,,,,,,,1,1,,,,,,,,,,44,22,57,143,18,39,01R080,,,
1989,1,81003,0110580,2,01,031,01,1,湧別川上流,ユウヘ゛ツカ゛ワ  シ゛ヨウリユウ,,白滝橋（支湧別川合流前）,シラタキハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,57,143,10,32,01R101,,,
1989,1,81003,0110590,2,01,032,01,1,湧別川下流（１）,ユウヘ゛ツカ゛ワ  カリユウ  （１）,,丸瀬布町簡水予備取水口,マルセツフ゜カンスイヨヒ゛  シユスイクチ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,00,06,143,19,11,01R102,,,
1989,1,81003,0110600,2,01,033,01,1,湧別川下流（２）,ユウヘ゛ツカ゛ワ  カリユウ  （２）,,中湧別橋,ナカユウヘ゛ツハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,44,12,00,143,35,29,01R103,,,
1989,1,81003,0110610,2,01,033,51,2,湧別川下流（２）,ユウヘ゛ツカ゛ワ  カリユウ  （２）,,遠軽橋,エンカ゛ルハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,03,11,143,31,10,,,,
1989,1,81210,0110620,2,01,034,01,1,佐呂間別川上流,サロマヘ゛ツカ゛ワ  シ゛ヨウリユウ,,敷島橋,シキシマハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,57,56,143,40,14,01R111,,,
1989,1,81210,0110630,2,01,035,01,1,佐呂間別川下流,サロマヘ゛ツカ゛ワ  カリユウ,,佐呂間大橋,サロマオオハシ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,04,47,143,56,12,01R112,,,
1989,1,81504,0110640,2,01,036,01,1,止別川上流,ヤンヘ゛ツカ゛ワ  シ゛ヨウリユウ,,水上橋,ミス゛カミハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,52,144,29,39,01R141,,,
1989,1,81504,0110650,2,01,037,01,1,止別川中流,ヤンヘ゛ツカ゛ワチユウリユウ,,パナクシュベツ川合流前（無名橋）,ハ゜ナクシユヘ゛ツカ゛ワコ゛ウリユウマエ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,15,144,29,00,01R142,,,
1989,1,81504,0110660,2,01,037,51,2,止別川中流,ヤンヘ゛ツカ゛ワ  チユウリユウ,,止別川合流前（無名橋）,ヤンヘ゛ツカ゛ワコ゛ウリユウマエ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,22,144,28,54,,,,
1989,1,81504,0110670,2,01,038,01,1,止別川下流,ヤンヘ゛ツカ゛ワ  カリユウ,,中島橋,ナカシ゛マハ゛シ,,B,2,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,45,144,28,24,01R143,,,
1989,1,81211,0110680,2,01,039,01,1,斜里川上流,シヤリカ゛ワ  シ゛ヨウリユウ,,長栄橋（札弦川合流前）,チヨウエイハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,44,42,144,31,08,01R151,,,
1989,1,81211,0110690,2,01,040,01,1,斜里川中流,シヤリカ゛ワ  チユウリユウ,,９線橋（ペーメン川合流前）,９  センハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,47,144,33,06,01R152,,,
1989,1,81211,0110700,2,01,041,01,1,斜里川下流（１）,シヤリカ゛ワ  カリユウ  （１）,,エトンビ橋,エトンヒ゛ハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,27,144,35,51,01R156,,,
1989,1,81211,0110710,2,01,042,01,1,斜里川下流（２）,シヤリカ゛ワ  カリユウ  （２）,,斜里捕獲場,シヤリホカクシ゛ヨウ,,B,1,3,1972,04,01,,,,,,,,,,,,,,,2,3,,斜里川下流（２）,シヤリカ゛ワ  カリユウ  （２）,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,54,35,144,39,11,01R155,,,
1989,1,81211,0110720,2,01,042,51,2,斜里川下流（２）,シヤリカ゛ワ  カリユウ  （２）,,斜里新大橋,シヤリシンオオハシ,,B,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,53,59,144,38,28,,,,
1989,1,81211,0110730,2,01,042,52,2,斜里川下流（２）,シヤリカ゛ワ  カリユウ  （２）,,川上橋,カワカミハ゛シ,,B,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,13,144,39,00,,,,
1989,1,81241,0110740,2,01,043,01,1,標津川上流,シヘ゛ツカ゛ワ  シ゛ヨウリユウ,,西竹橋（ケネカ川合流前）,ニシタケハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,30,27,144,48,59,01R171,,,
1989,1,81241,0110750,2,01,044,01,1,標津川中流,シヘ゛ツカ゛ワ  チユウリユウ,,南共栄橋（俣落川合流前）,ミナミキヨウエイハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,31,17,144,53,05,01R172,,,
1989,1,81241,0110760,2,01,045,01,1,標津川下流（１）,シヘ゛ツカ゛ワ  カリユウ  （１）,,武佐川橋,ムサカ゛ワハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,36,26,144,59,23,01R175,,,
1989,1,81241,0110770,2,01,046,01,1,標津川下流（２）,シヘ゛ツカ゛ワ  カリユウ  （２）,,標津捕獲場,シヘ゛ツホカクシ゛ヨウ,,B,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,39,41,145,06,47,01R174,,,
1989,1,81012,0110780,2,01,047,01,1,釧路川上流,クシロカ゛ワ  シ゛ヨウリユウ,,瀬文平橋（多和川合流前）,セモンヒ゛ラハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,20,55,144,34,45,01R191,,,
1989,1,81012,0110790,2,01,048,01,1,釧路川中流,クシロカ゛ワ  チユウリユウ,,釧路市上水愛国浄水場取水口,アイコクシ゛ヨウスイシ゛ヨウシユスイクチ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,04,21,144,24,40,01R192,,,
1989,1,81012,0110800,2,01,048,51,2,釧路川中流,クシロカ゛ワ  チユウリユウ,,開運橋,カイウンハ゛シ,,A,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,43,18,01,144,36,08,,,,
1989,1,81012,0110810,2,01,049,01,1,釧路川下流（１）,クシロカ゛ワ  カリユウ  （１）,,茂雪裡橋,モセツリハ゛シ,,AA,1,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,14,17,144,19,11,01R197,,,
1989,1,81012,0110820,2,01,050,01,1,釧路川下流（２）,クシロカ゛ワ  カリユウ  （２）,,新川橋,シンカワハ゛シ,,B,2,3,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,59,59,144,21,35,01R193,,,
