西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1987,0120010,01,501,01,0,11,#,0.43,#,0.98,5,8,#,0.69,#,0.061,#,0.22,8,8,#,0.15
1987,0120020,01,501,02,0,11,#,0.47,#,1,7,8,#,0.75,#,0.069,#,0.2,8,8,#,0.15
1987,0120030,01,501,51,0,11,#,0.37,#,1,5,8,#,0.68,#,0.046,#,0.2,7,8,#,0.12
1987,0120040,01,501,52,0,11,#,0.42,#,0.93,4,8,#,0.68,#,0.038,#,0.22,7,8,#,0.14
1987,0120050,01,502,01,0,11,<,0.05,#,0.18,999,6,#,0.08,<,0.003,#,0.01,1,6,#,0.004
1987,0120050,01,502,01,0,12,#,0.08,#,0.09,999,2,#,0.09,<,0.003,<,0.003,0,2,<,0.003
1987,0120060,01,502,02,0,11,<,0.05,#,0.18,999,6,#,0.09,<,0.003,<,0.003,0,6,<,0.003
1987,0120060,01,502,02,0,12,#,0.12,#,0.17,999,2,#,0.15,<,0.003,<,0.003,0,2,<,0.003
1987,0120070,01,502,51,0,11,<,0.05,#,0.1,999,2,#,0.08,<,0.003,<,0.003,0,2,<,0.003
1987,0120080,01,502,52,0,11,#,0.05,#,0.07,999,2,#,0.06,<,0.003,<,0.003,0,2,<,0.003
1987,0120090,01,502,53,0,11,<,0.05,#,0.11,999,2,#,0.08,<,0.003,<,0.003,0,2,<,0.003
1987,0120100,01,502,54,0,11,<,0.05,#,0.15,999,2,#,0.1,<,0.003,<,0.003,0,2,<,0.003
1987,0120110,01,503,01,0,11,#,0.19,#,0.31,999,6,#,0.23,<,0.003,#,0.014,1,6,#,0.005
1987,0120110,01,503,01,0,12,#,0.25,#,0.26,999,2,#,0.26,<,0.003,#,0.11,1,2,#,0.057
1987,0120120,01,503,02,0,11,#,0.15,#,0.22,999,6,#,0.2,<,0.003,#,0.009,1,6,#,0.004
1987,0120120,01,503,02,0,12,#,0.16,#,0.23,999,2,#,0.2,<,0.003,#,0.009,1,2,#,0.006
1987,0120130,01,503,03,0,11,#,0.14,#,0.23,999,6,#,0.19,<,0.003,#,0.035,2,6,#,0.009
1987,0120130,01,503,03,0,12,#,0.23,#,0.33,999,2,#,0.28,#,0.011,#,0.028,2,2,#,0.02
1987,0120140,01,503,51,0,11,#,0.17,#,0.34,999,6,#,0.23,<,0.003,#,0.017,2,6,#,0.006
1987,0120150,01,503,52,0,11,#,0.14,#,0.29,999,6,#,0.22,<,0.003,#,0.013,2,6,#,0.005
1987,0120160,01,503,53,0,11,#,0.14,#,0.31,999,6,#,0.2,<,0.003,#,0.016,2,6,#,0.006
1987,0120170,01,503,54,0,11,#,0.19,#,0.23,999,6,#,0.22,<,0.003,#,0.014,2,6,#,0.006
1987,0120190,01,504,02,0,11,#,0.23,#,0.52,999,6,#,0.32,#,0.011,#,0.033,1,6,#,0.018
1987,0120240,01,505,01,0,11,#,0.09,#,0.48,2,6,#,0.27,#,0.023,#,0.064,5,6,#,0.047
1987,0120240,01,505,01,0,12,#,0.11,#,0.3,0,6,#,0.2,#,0.025,#,0.065,4,6,#,0.042
1987,0120250,01,505,02,0,11,#,0.11,#,0.39,0,6,#,0.21,#,0.026,#,0.051,5,6,#,0.039
1987,0120250,01,505,02,0,12,#,0.13,#,0.39,0,6,#,0.22,#,0.03,#,0.056,5,6,#,0.042
1987,0120260,01,505,03,0,11,#,0.09,#,0.36,0,6,#,0.21,#,0.027,#,0.056,5,6,#,0.04
1987,0120260,01,505,03,0,12,#,0.1,#,0.37,0,6,#,0.2,#,0.026,#,0.056,4,6,#,0.04
1987,0120270,01,505,51,0,11,#,0.06,#,0.46,1,6,#,0.22,#,0.03,#,0.057,5,6,#,0.039
1987,0120280,01,505,52,0,11,#,0.07,#,0.38,0,6,#,0.23,#,0.026,#,0.056,5,6,#,0.038
1987,0120290,01,505,53,0,11,#,0.12,#,0.58,2,6,#,0.32,#,0.036,#,0.066,6,6,#,0.053
1987,0120300,01,505,54,0,11,#,0.07,#,0.28,0,6,#,0.18,#,0.022,#,0.056,4,6,#,0.037
1987,0120310,01,506,01,0,11,<,0.05,<,0.05,999,6,<,0.05,<,0.003,<,0.003,0,6,<,0.003
1987,0120320,01,506,02,0,11,<,0.05,<,0.05,999,6,<,0.05,<,0.003,<,0.003,0,6,<,0.003
