西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1990,0110010,01,001,01,0,#,6.9,#,7.5,0,4,#,7.9,#,11,0,4,#,9.6,#,0.5,#,0.5,0,4,#,0.5,#,0.5,0,4,#,0.5,#,0.5,#,0.5,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,3,#,9,0,4,#,6,#,23,#,1600,3,4,#,680,E,99999,E,99999,999,999,E,99999
1990,0110030,01,002,02,0,#,6.9,#,7.5,0,12,#,9.1,#,14,0,12,#,12,<,0.5,#,1.1,0,12,<,0.5,#,1.1,0,12,#,0.7,#,0.7,#,0.9,#,1.3,#,4.7,999,12,#,1.3,#,4.7,999,12,#,2.9,#,2.8,#,3,#,2,#,22,0,12,#,9,#,230,#,17000,6,12,#,4500,E,99999,E,99999,999,999,E,99999
1990,0110020,01,002,52,0,#,6.5,#,7.9,0,12,#,9,#,14,0,12,#,11,<,0.5,#,2.6,2,12,<,0.5,#,2.6,2,12,#,1.3,#,1.2,#,1.5,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,28,1,12,#,8,#,78,#,16000,2,6,#,4200,N,0.5,N,0.5,999,2,N,0.5
1990,0110060,01,004,01,0,#,7,#,7.4,0,24,#,7.7,#,13,0,24,#,10,#,0.6,#,2.4,0,24,#,0.7,#,2.1,0,12,#,1.2,#,1.1,#,1.2,#,3,#,11,999,24,#,3.1,#,10,999,12,#,5.5,#,4.8,#,7.2,#,10,#,150,10,24,#,43,#,2200,#,130000,20,24,#,27000,N,0.5,N,0.5,999,2,N,0.5
1990,0113460,01,004,02,0,#,6.6,#,7.4,0,12,#,8,#,13,0,12,#,11,<,0.5,#,2.3,0,12,<,0.5,#,2.3,0,12,#,1.3,#,1.3,#,1.7,#,3.6,#,6.7,999,12,#,3.6,#,6.7,999,12,#,4.9,#,4.8,#,5.1,#,12,#,65,5,12,#,26,#,1300,#,130000,6,12,#,24000,N,0.5,N,0.5,999,2,N,0.5
1990,0110070,01,004,51,0,#,7,#,7.4,0,12,#,7.8,#,13,0,12,#,10,#,0.7,#,1.5,0,12,#,0.7,#,1.5,0,12,#,1.1,#,1.2,#,1.3,#,4.2,#,8,999,12,#,4.2,#,8,999,12,#,5.4,#,5.3,#,5.8,#,8,#,69,4,12,#,27,#,2400,#,27000,10,12,#,16000,E,99999,E,99999,999,999,E,99999
1990,0110080,01,004,52,0,#,6.9,#,7.2,0,4,#,6.1,#,10,0,4,#,8,#,1,#,1.1,0,4,#,1,#,1.1,0,4,#,1,#,1,#,1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,11,#,96,3,4,#,44,#,350,#,2400,0,4,#,1500,N,0.5,N,0.5,999,2,N,0.5
1990,0110090,01,004,53,0,#,6.5,#,7.4,0,12,#,8.2,#,13,0,12,#,11,<,0.5,#,1.9,0,12,<,0.5,#,1.9,0,12,#,1.2,#,1.2,#,1.5,#,3.3,#,6.9,999,12,#,3.3,#,6.9,999,12,#,4.7,#,4.6,#,5,#,11,#,80,3,12,#,29,#,2200,#,33000,6,12,#,11000,N,0.5,N,0.5,999,2,N,0.5
1990,0110100,01,004,54,0,#,7.2,#,7.8,0,4,#,7.9,#,10,0,4,#,9,#,0.9,#,1.2,0,4,#,0.9,#,1.2,0,4,#,1,#,1,#,1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,6,#,61,1,4,#,25,#,350,#,5400,1,4,#,2400,E,99999,E,99999,999,999,E,99999
1990,0110110,01,004,55,0,#,7.1,#,7.5,0,12,#,8,#,13,0,12,#,11,#,0.6,#,1.7,0,12,#,0.6,#,1.7,0,12,#,1.2,#,1.3,#,1.4,#,3.5,#,16,999,12,#,3.5,#,16,999,12,#,5.7,#,4.5,#,5.7,#,9,#,560,6,12,#,78,#,4900,#,49000,8,12,#,16000,E,99999,E,99999,999,999,E,99999
