西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,m_ダイオキシン（水質）,n_ダイオキシン（水質）,C_ダイオキシン（水質）_最大値,ダイオキシン（水質）_最大値,C_ダイオキシン（水質）_平均値,ダイオキシン（水質）_平均値,m_ダイオキシン（底質）,n_ダイオキシン（底質）,C_ダイオキシン（底質）_最大値,ダイオキシン（底質）_最大値,C_ダイオキシン（底質）_平均値,ダイオキシン（底質）_平均値
2000,0210070,02,003,01,0,1,#,0.16,#,0.16,999,1,#,1.5,#,1.5
2000,0210110,02,004,01,0,1,#,0.082,#,0.082,999,1,#,4.2,#,4.2
2000,0210150,02,006,01,0,1,#,0.97,#,0.97,999,1,#,0.46,#,0.46
2000,0210210,02,009,01,0,1,#,0.22,#,0.22,999,1,#,0.42,#,0.42
2000,0210220,02,010,01,0,1,#,0.21,#,0.21,999,1,#,0.45,#,0.45
2000,0210240,02,010,03,0,1,#,0.086,#,0.086,999,1,#,5.4,#,5.4
2000,0210450,02,012,01,0,1,#,0.26,#,0.26,999,1,#,0.44,#,0.44
2000,0210570,02,014,02,0,1,#,0.21,#,0.21,999,1,#,0.49,#,0.49
2000,0210630,02,015,02,0,1,#,0.29,#,0.29,999,1,#,0.47,#,0.47
2000,0210670,02,018,01,0,1,#,0.26,#,0.26,999,1,#,0.47,#,0.47
2000,0210690,02,019,01,0,1,#,0.11,#,0.11,999,1,#,3.3,#,3.3
2000,0210930,02,028,01,0,1,#,0.13,#,0.13,999,1,#,1.1,#,1.1
2000,0210980,02,030,01,0,1,#,0.12,#,0.12,999,1,#,1.2,#,1.2
2000,0211010,02,032,01,0,1,#,0.84,#,0.84,999,1,#,1,#,1
2000,0211110,02,034,02,0,1,#,0.12,#,0.12,999,1,#,2.3,#,2.3
2000,0211140,02,036,01,0,1,#,0.11,#,0.11,999,1,#,0.63,#,0.63
2000,0211180,02,038,01,0,1,#,0.11,#,0.11,999,1,#,1.3,#,1.3
2000,0211220,02,039,02,0,1,#,0.11,#,0.11,999,1,#,1.9,#,1.9
2000,0211260,02,042,01,0,1,#,0.11,#,0.11,999,1,#,0.61,#,0.61
2000,0211290,02,044,01,0,1,#,0.11,#,0.11,999,1,#,1.5,#,1.5
2000,0211350,02,046,02,0,1,#,0.11,#,0.11,999,1,#,0.53,#,0.53
2000,0211380,02,047,01,0,1,#,0.15,#,0.15,999,1,#,0.52,#,0.52
2000,0211410,02,049,01,0,1,#,0.11,#,0.11,999,1,#,0.43,#,0.43
2000,0213000,02,053,01,0,1,#,0.13,#,0.13,999,1,#,17,#,17
2000,0213020,02,054,01,0,1,#,0.16,#,0.16,999,1,#,5.5,#,5.5
2000,0213160,02,054,68,0,1,#,0.12,#,0.12,999,1,#,0.62,#,0.62
2000,0213180,02,054,72,0,1,#,0.12,#,0.12,999,1,#,0.55,#,0.55
2000,0214460,02,054,74,0,1,#,0.15,#,0.15,999,1,#,0.51,#,0.51
2000,0213200,02,055,01,0,1,#,0.29,#,0.29,999,1,#,0.57,#,0.57
2000,0213220,02,056,01,0,1,#,0.69,#,0.69,999,1,#,0.95,#,0.95
2000,0213230,02,057,01,0,1,#,0.11,#,0.11,999,1,#,0.43,#,0.43
2000,0213260,02,058,01,0,1,#,0.14,#,0.14,999,1,#,0.44,#,0.44
2000,0211950,02,060,01,0,1,#,0.22,#,0.22,999,1,#,6,#,6
2000,0214590,02,201,02,0,1,#,0.14,#,0.14,999,1,#,2.4,#,2.4
2000,0211510,02,203,02,0,1,#,0.11,#,0.11,999,1,#,1.4,#,1.4
2000,0211520,02,204,01,0,1,#,0.12,#,0.12,999,1,#,2.1,#,2.1
2000,0211670,02,213,05,0,1,#,0.22,#,0.22,999,1,#,0.93,#,0.93
2000,0211690,02,215,01,0,1,#,0.12,#,0.12,999,1,#,0.42,#,0.42
2000,0211760,02,219,03,0,1,#,0.47,#,0.47,999,1,#,1.4,#,1.4
2000,0211800,02,221,03,0,1,#,0.93,#,0.93,999,1,#,11,#,11
2000,0212080,02,246,01,0,1,#,0.12,#,0.12,999,1,#,0.44,#,0.44
2000,0212310,02,257,07,0,1,#,0.11,#,0.11,999,1,#,0.43,#,0.43
2000,0214450,02,258,01,0,1,#,0.11,#,0.11,999,1,#,0.52,#,0.52
2000,0212900,02,287,03,0,1,#,0.14,#,0.14,999,1,#,1.1,#,1.1
2000,0212960,02,292,02,0,1,#,0.57,#,0.57,999,1,#,0.44,#,0.44
2000,0214490,02,297,02,0,1,#,0.51,#,0.51,999,1,#,0.49,#,0.49
2000,0220660,02,501,01,0,1,#,0.11,#,0.11,999,1,#,1.2,#,1.2
2000,0220670,02,501,02,0,1,#,0.11,#,0.11,999,1,#,8.7,#,8.7
2000,0220770,02,502,01,0,1,#,0.21,#,0.21,999,1,#,8.4,#,8.4
2000,0220790,02,502,03,0,1,#,0.3,#,0.3,999,1,#,23,#,23
2000,0220820,02,502,54,0,1,#,0.12,#,0.12,999,1,#,35,#,35
2000,0220840,02,502,56,0,1,#,0.14,#,0.14,999,1,#,31,#,31
2000,0221100,02,503,01,0,1,#,0.085,#,0.085,999,1,#,2.9,#,2.9
2000,0230250,02,606,02,0,1,#,0.12,#,0.12,999,1,#,0.44,#,0.44
2000,0230320,02,608,03,0,1,#,0.11,#,0.11,999,1,#,0.44,#,0.44
2000,0230330,02,608,04,0,1,#,0.11,#,0.11,999,1,#,1,#,1
2000,0230350,02,608,06,0,1,#,0.11,#,0.11,999,1,#,0.43,#,0.43
2000,0230790,02,612,01,0,1,#,0.13,#,0.13,999,1,#,5.8,#,5.8
2000,0230830,02,613,01,0,1,#,0.11,#,0.11,999,1,#,2.6,#,2.6
2000,0231290,02,619,01,0,1,#,0.11,#,0.11,999,1,#,2.6,#,2.6
2000,0231300,02,619,02,0,1,#,0.11,#,0.11,999,1,#,1.3,#,1.3
2000,0231320,02,619,04,0,1,#,0.11,#,0.11,999,1,#,3.1,#,3.1
2000,0231620,02,621,02,0,1,#,0.11,#,0.11,999,1,#,0.42,#,0.42
2000,0231640,02,621,04,0,1,#,0.14,#,0.14,999,1,#,0.43,#,0.43
2000,0231650,02,621,05,0,1,#,0.11,#,0.11,999,1,#,0.43,#,0.43
2000,0310060,03,002,54,0,1,#,0.035,#,0.035,999,1,#,0.66,#,0.66
2000,0310090,03,008,01,0,1,#,0.037,#,0.037,999,1,#,0.02,#,0.02
2000,0310100,03,008,02,0,1,#,0.028,#,0.028,999,1,#,0.57,#,0.57
2000,0310170,03,011,01,0,1,#,0.029,#,0.029,999,1,#,1.6,#,1.6
2000,0310250,03,012,01,0,1,#,0.052,#,0.052,999,1,#,1.1,#,1.1
2000,0310260,03,012,56,0,1,#,0.041,#,0.041,999,1,#,0.17,#,0.17
2000,0312570,03,013,52,0,1,#,0.037,#,0.037,999,1,#,4.4,#,4.4
2000,0310290,03,016,51,0,1,#,0.028,#,0.028,999,1,#,0.048,#,0.048
2000,0310480,03,019,54,0,1,#,0.078,#,0.078,999,1,#,2.1,#,2.1
2000,0310520,03,021,01,0,1,#,0.029,#,0.029,999,1,#,0.19,#,0.19
2000,0310530,03,022,01,0,1,#,0.12,#,0.12,999,1,#,0.15,#,0.15
2000,0310560,03,023,01,0,1,#,0.048,#,0.048,999,1,#,0.83,#,0.83
2000,0310590,03,025,01,0,1,#,0.028,#,0.028,999,1,#,0.15,#,0.15
2000,0310600,03,025,51,0,1,#,0.032,#,0.032,999,1,#,0.28,#,0.28
2000,0310610,03,026,01,0,1,#,0.028,#,0.028,999,1,#,0.15,#,0.15
2000,0310620,03,027,01,0,1,#,0.036,#,0.036,999,1,#,0.14,#,0.14
2000,0310640,03,028,01,0,1,#,0.03,#,0.03,999,1,#,0.52,#,0.52
2000,0310690,03,031,01,0,1,#,0.075,#,0.075,999,1,#,7.4,#,7.4
2000,0310700,03,032,01,0,1,#,0.042,#,0.042,999,1,#,1.7,#,1.7
2000,0310710,03,033,01,0,1,#,0.044,#,0.044,999,1,#,0.014,#,0.014
2000,0310720,03,034,01,0,1,#,0.038,#,0.038,999,1,#,0.024,#,0.024
2000,0310730,03,034,51,0,1,#,0.03,#,0.03,999,1,#,2.5,#,2.5
2000,0310760,03,036,01,1,1,#,1.5,#,1.5,999,1,#,0.016,#,0.016
2000,0310770,03,037,01,0,1,#,0.032,#,0.032,999,1,#,1.1,#,1.1
2000,0310810,03,040,02,0,1,#,0.028,#,0.028,999,1,#,0.36,#,0.36
2000,0310870,03,044,01,0,1,#,0.03,#,0.03,999,1,#,0.14,#,0.14
2000,0310880,03,044,02,0,1,#,0.029,#,0.029,999,1,#,0.19,#,0.19
2000,0310950,03,046,02,0,1,#,0.028,#,0.028,999,1,#,0.0083,#,0.0083
2000,0310960,03,046,03,0,1,#,0.028,#,0.028,999,1,#,0.51,#,0.51
2000,0311950,03,047,02,0,1,#,0.039,#,0.039,999,1,#,0.016,#,0.016
2000,0312690,03,048,51,0,1,#,0.029,#,0.029,999,1,#,0.087,#,0.087
2000,0311050,03,049,01,0,1,#,0.034,#,0.034,999,1,#,0.094,#,0.094
2000,0311090,03,052,01,0,1,#,0.033,#,0.033,999,1,#,0.41,#,0.41
2000,0311120,03,054,02,0,1,#,0.031,#,0.031,999,1,#,0.013,#,0.013
2000,0311150,03,056,02,0,1,#,0.034,#,0.034,999,1,#,0.022,#,0.022
2000,0311160,03,056,03,0,1,#,0.054,#,0.054,999,1,#,0.099,#,0.099
2000,0312150,03,057,51,0,1,#,0.043,#,0.043,999,1,#,0.035,#,0.035
2000,0311260,03,059,01,0,1,#,0.42,#,0.42,999,1,#,2.4,#,2.4
2000,0311290,03,061,01,0,1,#,0.085,#,0.085,999,1,#,0.063,#,0.063
2000,0311360,03,065,01,0,1,#,0.043,#,0.043,999,1,#,1.2,#,1.2
2000,0311370,03,066,01,0,1,#,0.057,#,0.057,999,1,#,0.013,#,0.013
2000,0311390,03,066,51,0,1,#,0.029,#,0.029,999,1,#,0.52,#,0.52
2000,0311400,03,067,01,0,1,#,0.043,#,0.043,999,1,#,0.22,#,0.22
2000,0311410,03,068,01,0,1,#,0.082,#,0.082,999,1,#,0.2,#,0.2
2000,0311520,03,074,01,0,1,#,0.11,#,0.11,999,1,#,0.38,#,0.38
2000,0311640,03,077,51,0,1,#,0.074,#,0.074,999,1,#,0.0049,#,0.0049
2000,0311710,03,081,01,0,1,#,0.041,#,0.041,999,1,#,0.027,#,0.027
2000,0311720,03,082,01,0,1,#,0.041,#,0.041,999,1,#,0.2,#,0.2
2000,0311880,03,096,01,0,1,#,0.03,#,0.03,999,1,#,0.0033,#,0.0033
2000,0312730,03,244,01,0,1,#,0.034,#,0.034,999,1,#,0.0016,#,0.0016
2000,0312740,03,245,01,0,1,#,0.035,#,0.035,999,1,#,0.85,#,0.85
2000,0312720,03,246,01,0,1,#,0.029,#,0.029,999,1,#,0.0038,#,0.0038
2000,0320130,03,506,01,0,1,#,0.028,#,0.028,999,1,#,12,#,12
2000,0320150,03,507,01,0,1,#,0.072,#,0.072,999,1,#,4,#,4
2000,0330010,03,604,01,0,1,#,0.03,#,0.03,999,1,#,1.1,#,1.1
2000,0330040,03,605,01,0,1,#,0.053,#,0.053,999,1,#,1.4,#,1.4
2000,0330190,03,612,01,0,1,#,0.032,#,0.032,999,1,#,1.4,#,1.4
2000,0330350,03,619,01,0,1,#,0.028,#,0.028,999,1,#,0.2,#,0.2
2000,0330370,03,620,01,0,1,#,0.03,#,0.03,999,1,#,1.4,#,1.4
2000,0410010,04,001,01,0,2,#,0.067,#,0.067,999,1,#,0.46,#,0.46
2000,0410050,04,002,01,0,1,#,0.074,#,0.074,999,1,#,1.1,#,1.1
2000,0411510,04,003,01,0,2,#,0.13,#,0.11,999,1,#,2.3,#,2.3
2000,0410180,04,005,01,0,1,#,0.052,#,0.052,999,1,#,2.1,#,2.1
2000,0410190,04,006,01,0,1,#,0.11,#,0.11,999,1,#,0.92,#,0.92
2000,0410210,04,008,01,0,1,#,0.45,#,0.45,999,1,#,16,#,16
2000,0410230,04,009,01,0,1,#,0.14,#,0.14,999,1,#,1.8,#,1.8
2000,0410250,04,010,01,0,1,#,0.092,#,0.092,999,1,#,3.7,#,3.7
2000,0410280,04,011,01,0,1,#,0.04,#,0.04,999,1,#,0.2,#,0.2
2000,0410360,04,013,01,0,1,#,0.04,#,0.04,999,1,#,0.7,#,0.7
2000,0410380,04,014,01,0,1,#,0.22,#,0.22,999,1,#,5.5,#,5.5
2000,0410500,04,016,01,0,1,#,0.054,#,0.054,999,1,#,3.1,#,3.1
2000,0410530,04,017,01,0,1,#,0.18,#,0.18,999,1,#,0.91,#,0.91
2000,0410580,04,019,01,0,1,#,0.045,#,0.045,999,1,#,0.37,#,0.37
2000,0410620,04,021,01,0,1,#,0.22,#,0.22,999,1,#,1,#,1
2000,0410630,04,022,01,0,1,#,0.2,#,0.2,999,1,#,1.4,#,1.4
2000,0410670,04,023,01,0,1,#,0.46,#,0.46,999,1,#,11,#,11
2000,0410720,04,025,51,0,1,#,0.07,#,0.07,999,1,#,0.64,#,0.64
2000,0410750,04,026,01,0,1,#,0.19,#,0.19,999,1,#,0.55,#,0.55
2000,0410770,04,027,01,0,2,#,0.11,#,0.11,999,1,#,0.81,#,0.81
2000,0410800,04,028,01,0,2,#,0.18,#,0.13,999,1,#,0.79,#,0.79
2000,0410850,04,029,01,0,2,#,0.13,#,0.11,999,1,#,8.1,#,8.1
2000,0410930,04,030,04,0,2,#,0.069,#,0.067,999,1,#,0.24,#,0.24
2000,0410970,04,031,01,0,2,#,0.098,#,0.086,999,1,#,0.74,#,0.74
2000,0411010,04,032,51,0,1,#,0.074,#,0.074,999,1,#,0.57,#,0.57
2000,0411070,04,036,01,0,1,#,0.34,#,0.34,999,1,#,26,#,26
2000,0411080,04,037,01,0,1,#,0.043,#,0.043,999,1,#,1.9,#,1.9
2000,0411130,04,038,01,0,1,#,0.26,#,0.26,999,1,#,0.26,#,0.26
2000,0411170,04,039,01,0,1,#,0.14,#,0.14,999,1,#,0.58,#,0.58
2000,0411200,04,041,01,0,1,#,0.042,#,0.042,999,1,#,1.5,#,1.5
2000,0411240,04,043,02,0,1,#,0.69,#,0.69,999,1,#,12,#,12
2000,0411280,04,045,01,0,1,#,0.037,#,0.037,999,1,#,0.68,#,0.68
2000,0411290,04,046,01,0,1,#,0.086,#,0.086,999,1,#,0.26,#,0.26
2000,0411300,04,047,01,0,1,#,0.042,#,0.042,999,1,#,0.23,#,0.23
2000,0411310,04,048,01,0,1,#,0.093,#,0.093,999,1,#,0.19,#,0.19
2000,0411320,04,049,01,1,2,#,1.2,#,1.1,999,2,#,12,#,9.6
2000,0411330,04,050,01,0,1,#,0.13,#,0.13,999,1,#,25,#,25
2000,0411360,04,052,01,0,1,#,0.087,#,0.087,999,1,#,8.9,#,8.9
2000,0411380,04,054,01,0,1,#,0.084,#,0.084,999,1,#,0.73,#,0.73
2000,0411430,04,055,01,0,1,#,0.059,#,0.059,999,1,#,0.73,#,0.73
2000,0411490,04,056,01,0,2,#,0.12,#,0.093,999,1,#,0.33,#,0.33
2000,0411500,04,057,01,0,2,#,0.075,#,0.072,999,1,#,0.47,#,0.47
2000,0411460,04,058,01,0,1,#,0.18,#,0.18,999,1,#,1.3,#,1.3
2000,0411470,04,059,01,0,1,#,0.14,#,0.14,999,1,#,0.8,#,0.8
2000,0420400,04,421,01,0,1,#,0.072,#,0.072,999,1,#,4.8,#,4.8
2000,0420050,04,501,01,0,1,#,0.038,#,0.038,999,1,#,3.9,#,3.9
2000,0420070,04,502,01,0,1,#,0.048,#,0.048,999,1,#,9.9,#,9.9
2000,0420120,04,504,01,0,1,#,0.057,#,0.057,999,1,#,3.3,#,3.3
2000,0420140,04,505,01,0,1,#,0.072,#,0.072,999,1,#,9.8,#,9.8
2000,0420180,04,506,01,0,1,#,0.083,#,0.083,999,1,#,4.4,#,4.4
2000,0420190,04,507,01,0,2,#,0.085,#,0.081,999,1,#,3.1,#,3.1
2000,0420220,04,508,01,1,2,#,1.8,#,1.4,999,2,#,44,#,26
2000,0420230,04,509,01,0,1,#,0.63,#,0.63,999,1,#,16,#,16
2000,0420240,04,510,01,0,2,#,0.068,#,0.067,999,1,#,10,#,10
2000,0420390,04,511,01,0,1,#,0.085,#,0.085,999,1,#,26,#,26
2000,0430010,04,601,01,0,1,#,0.081,#,0.081,999,1,#,14,#,14
2000,0430170,04,605,02,0,1,#,0.042,#,0.042,999,1,#,17,#,17
2000,0430290,04,607,01,0,1,#,0.04,#,0.04,999,1,#,12,#,12
2000,0430380,04,610,01,0,1,#,0.098,#,0.098,999,1,#,15,#,15
2000,0430400,04,610,52,0,1,#,0.16,#,0.16,999,1,#,12,#,12
2000,0430450,04,611,02,0,1,#,0.5,#,0.5,999,1,#,1.1,#,1.1
2000,0430460,04,611,03,0,1,#,0.092,#,0.092,999,1,#,0.23,#,0.23
2000,0430520,04,612,03,0,1,#,0.097,#,0.097,999,1,#,0.48,#,0.48
2000,0430680,04,613,01,0,1,#,0.064,#,0.064,999,1,#,0.98,#,0.98
2000,0430810,04,616,01,0,1,#,0.11,#,0.11,999,1,#,9.5,#,9.5
2000,0430850,04,618,01,0,1,#,0.037,#,0.037,999,1,#,4.5,#,4.5
2000,0430940,04,620,04,0,1,#,0.036,#,0.036,999,1,#,0.64,#,0.64
2000,0431040,04,621,01,0,1,#,0.074,#,0.074,999,1,#,4.5,#,4.5
2000,0431710,04,623,03,0,1,#,0.037,#,0.037,999,1,#,21,#,21
2000,0431270,04,625,07,0,1,#,0.036,#,0.036,999,1,#,10,#,10
2000,0431280,04,625,08,0,1,#,0.044,#,0.044,999,1,#,10,#,10
2000,0431300,04,625,10,0,1,#,0.039,#,0.039,999,1,#,3.1,#,3.1
2000,0431310,04,625,11,0,1,#,0.037,#,0.037,999,1,#,6.7,#,6.7
2000,0510010,05,001,01,0,1,#,0.066,#,0.066,999,1,#,1.1,#,1.1
2000,0510020,05,002,01,0,1,#,0.068,#,0.068,999,1,#,0.27,#,0.27
2000,0510070,05,003,06,0,1,#,0.078,#,0.078,999,1,#,0.71,#,0.71
2000,0510160,05,005,01,0,1,#,0.068,#,0.068,999,1,#,0.24,#,0.24
2000,0510190,05,007,01,0,1,#,0.093,#,0.093,999,1,#,0.24,#,0.24
2000,0510270,05,012,01,0,1,#,0.065,#,0.065,999,1,#,0.24,#,0.24
2000,0510320,05,022,01,0,1,#,0.08,#,0.08,999,1,#,0.25,#,0.25
2000,0510350,05,026,01,0,1,#,0.086,#,0.086,999,1,#,0.47,#,0.47
2000,0510530,05,053,09,0,1,#,0.3,#,0.3,999,1,#,9.9,#,9.9
2000,0510670,05,058,01,0,1,#,0.069,#,0.069,999,1,#,0.28,#,0.28
2000,0510730,05,063,52,0,1,#,0.19,#,0.19,999,1,#,0.9,#,0.9
2000,0510760,05,066,01,0,1,#,0.27,#,0.27,999,1,#,1.6,#,1.6
2000,0510780,05,068,01,0,1,#,0.071,#,0.071,999,1,#,0.25,#,0.25
2000,0510880,05,077,01,0,1,#,0.071,#,0.071,999,1,#,0.27,#,0.27
2000,0510980,05,081,01,0,1,#,0.066,#,0.066,999,1,#,0.25,#,0.25
2000,0511060,05,090,01,0,1,#,0.22,#,0.22,999,1,#,0.5,#,0.5
2000,0511090,05,095,01,0,1,#,0.068,#,0.068,999,1,#,1.2,#,1.2
2000,0511180,05,100,01,0,1,#,0.6,#,0.6,999,1,#,1.5,#,1.5
2000,0511210,05,102,01,0,1,#,0.43,#,0.43,999,1,#,0.43,#,0.43
2000,0511230,05,103,01,0,1,#,0.77,#,0.77,999,1,#,0.72,#,0.72
2000,0511270,05,104,02,0,1,#,0.24,#,0.24,999,1,#,0.38,#,0.38
2000,0511290,05,105,01,0,1,#,0.28,#,0.28,999,1,#,3.4,#,3.4
2000,0511360,05,109,01,0,1,#,0.13,#,0.13,999,1,#,2.8,#,2.8
2000,0511390,05,110,01,1,1,#,1.1,#,1.1,999,1,#,2.4,#,2.4
