西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
1995,0210070,02,003,01,22,999,4,#,0.038,#,0.035,#,0.027,#,0.025,#,0.008,#,0.0073,#,0.002,#,0.0013,<,0.001,<,0.001
1995,0210090,02,003,51,21.5,999,4,#,0.037,#,0.032,#,0.028,#,0.022,#,0.009,#,0.007,#,0.002,#,0.0013,<,0.001,<,0.001
1995,0210190,02,008,02,26,999,4,#,0.039,#,0.031,#,0.027,#,0.018,#,0.01,#,0.0088,#,0.005,#,0.0033,<,0.001,<,0.001
1995,0210240,02,010,03,24.2,999,4,#,0.081,#,0.064,#,0.057,#,0.036,#,0.028,#,0.021,#,0.01,#,0.0065,<,0.001,<,0.001
1995,0210330,02,010,59,22.7,999,4,#,0.067,#,0.054,#,0.04,#,0.026,#,0.023,#,0.016,#,0.026,#,0.01,<,0.005,<,0.002
1995,0210590,02,014,51,17.6,999,4,#,0.1,#,0.066,#,0.092,#,0.055,#,0.01,#,0.0068,#,0.009,#,0.0033,<,0.001,<,0.001
1995,0210620,02,015,01,22,999,4,#,0.066,#,0.055,#,0.027,#,0.022,#,0.025,#,0.021,#,0.022,#,0.011,#,0.0038,#,0.0014
1995,0210670,02,018,01,20.4,999,4,#,0.043,#,0.026,#,0.033,#,0.02,#,0.0094,#,0.0058,#,0.0015,#,0.0009,<,0.0002,<,0.0002
1995,0211040,02,033,01,22.3,999,4,#,0.022,#,0.016,#,0.02,#,0.011,#,0.005,#,0.0034,#,0.0022,#,0.0017,<,0.0002,<,0.0002
1995,0211130,02,035,01,13.6,999,4,#,0.026,#,0.019,#,0.016,#,0.012,#,0.008,#,0.0062,#,0.0025,#,0.002,<,0.0002,<,0.0002
1995,0310060,03,002,54,14.2,999,4,#,0.045,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1995,0310430,03,018,53,2,999,3,#,0.056,#,0.042,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1995,0312540,03,033,51,14.7,999,3,#,0.048,#,0.039,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1995,0311030,03,047,53,2.9,999,3,#,0.048,#,0.038,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1995,0410230,04,009,01,22.2,999,4,#,0.036,#,0.03,#,0.017,#,0.015,#,0.012,#,0.009,#,0.006,#,0.004,<,0.002,<,0.002
1995,0410270,04,010,52,23.2,999,4,#,0.046,#,0.037,#,0.027,#,0.02,#,0.015,#,0.01,#,0.007,#,0.0048,<,0.002,<,0.002
1995,0410290,04,012,01,18.7,999,4,#,0.032,#,0.026,#,0.021,#,0.016,#,0.009,#,0.0063,#,0.003,#,0.0023,<,0.002,<,0.002
1995,0410300,04,012,51,22,999,4,#,0.23,#,0.08,#,0.22,#,0.07,#,0.014,#,0.009,#,0.002,#,0.0015,<,0.001,<,0.001
1995,0410360,04,013,01,22.1,999,4,#,0.36,#,0.14,#,0.34,#,0.12,#,0.025,#,0.012,#,0.002,#,0.0015,<,0.001,<,0.001
1995,0410500,04,016,01,26.5,999,4,#,0.11,#,0.061,#,0.097,#,0.047,#,0.014,#,0.011,#,0.003,#,0.0015,<,0.001,<,0.001
1995,0410530,04,017,01,27.7,999,4,#,1.1,#,0.33,#,1.1,#,0.32,#,0.052,#,0.024,#,0.002,#,0.0013,<,0.001,<,0.001
1995,0410580,04,019,01,23.5,999,4,#,0.2,#,0.076,#,0.19,#,0.066,#,0.016,#,0.0098,#,0.001,#,0.001,<,0.001,<,0.001
1995,0410620,04,021,01,25.5,999,4,#,0.11,#,0.073,#,0.1,#,0.062,#,0.015,#,0.011,#,0.002,#,0.0013,<,0.001,<,0.001
1995,0410710,04,025,01,24.7,999,4,#,0.091,#,0.048,#,0.082,#,0.037,#,0.012,#,0.0083,#,0.004,#,0.002,<,0.001,<,0.001
1995,0410740,04,025,53,23.4,999,4,#,0.063,#,0.039,#,0.055,#,0.029,#,0.013,#,0.0078,#,0.004,#,0.002,<,0.001,<,0.001
1995,0411130,04,038,01,23.3,999,4,#,0.089,#,0.043,#,0.079,#,0.032,#,0.011,#,0.0078,#,0.004,#,0.0025,<,0.001,<,0.001
1995,0411170,04,039,01,23.8,999,4,#,0.07,#,0.04,#,0.061,#,0.028,#,0.012,#,0.008,#,0.004,#,0.0025,<,0.001,<,0.001
1995,0411370,04,053,01,19.8,999,4,#,4.6,#,1.2,#,4.6,#,1.2,#,0.05,#,0.019,#,0.003,#,0.0015,<,0.001,<,0.001
1995,0420400,04,421,01,24,999,4,#,0.063,#,0.034,#,0.058,#,0.028,#,0.006,#,0.0038,<,0.001,<,0.001,<,0.001,<,0.001
1995,0420120,04,504,01,25,999,4,#,0.25,#,0.11,#,0.25,#,0.11,#,0.007,#,0.0058,<,0.001,<,0.001,<,0.001,<,0.001
1995,0420140,04,505,01,24.9,999,4,#,0.098,#,0.056,#,0.084,#,0.047,#,0.012,#,0.0068,#,0.001,#,0.001,<,0.001,<,0.001
1995,0420180,04,506,01,26,999,4,#,1.7,#,0.46,#,1.7,#,0.44,#,0.03,#,0.017,#,0.005,#,0.003,<,0.001,<,0.001
1995,0510040,05,003,01,17.5,999,4,#,0.039,#,0.034,#,0.021,#,0.017,#,0.016,#,0.013,#,0.0067,#,0.0048,<,0.0001,<,0.0001
1995,0510070,05,003,06,17,999,4,#,0.036,#,0.033,#,0.023,#,0.016,#,0.012,#,0.011,#,0.013,#,0.0055,#,0.0028,#,0.0008
