西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1991,0110010,01,001,01,0,#,6.4,#,7.8,1,4,#,8.5,#,13,0,4,#,10,#,0.5,#,0.5,0,4,#,0.5,#,0.5,0,4,#,0.5,#,0.5,#,0.5,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,10,0,4,#,6,#,21,#,54,1,4,#,33,E,99999,E,99999,999,999,E,99999
1991,0110030,01,002,02,0,#,6.9,#,8.2,0,12,#,10,#,14,0,12,#,12,<,0.5,#,2.2,1,12,<,0.5,#,2.2,1,12,#,0.7,#,0.5,#,0.6,#,1.1,#,4.5,999,12,#,1.1,#,4.5,999,12,#,2.4,#,2.2,#,2.5,#,1,#,15,0,12,#,7,#,170,#,130000,7,12,#,13000,E,99999,E,99999,999,999,E,99999
1991,0110020,01,002,52,0,#,6.8,#,7.4,0,12,#,8.5,#,14,0,12,#,11,<,0.5,#,1.9,0,12,<,0.5,#,1.9,0,12,#,1.2,#,1,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,25,0,12,#,7,#,220,#,3500,2,6,#,980,N,0.5,N,0.5,999,2,N,0.5
1991,0110060,01,004,01,0,#,6.9,#,7.6,0,24,#,7.7,#,13,0,24,#,11,#,0.7,#,2.7,0,24,#,0.8,#,2.4,0,12,#,1.4,#,1.4,#,1.5,#,3.5,#,9.2,999,24,#,3.6,#,9.1,999,12,#,5.5,#,5.2,#,6.1,#,7,#,99,8,24,#,31,#,240,#,49000,9,24,#,7400,N,0.5,N,0.5,999,2,N,0.5
1991,0113460,01,004,02,0,#,7,#,7.4,0,12,#,8.5,#,13,0,12,#,11,#,0.8,#,2,0,12,#,0.8,#,2,0,12,#,1.3,#,1.3,#,1.5,#,4.1,#,6.3,999,12,#,4.1,#,6.3,999,12,#,4.9,#,4.8,#,5.3,#,3,#,51,2,12,#,19,#,330,#,34000,3,12,#,5600,N,0.5,N,0.5,999,2,N,0.5
1991,0110070,01,004,51,0,#,7.1,#,7.5,0,12,#,7.9,#,13,0,12,#,10,#,0.8,#,2,0,12,#,0.8,#,2,0,12,#,1.4,#,1.4,#,1.6,#,4.6,#,7.5,999,12,#,4.6,#,7.5,999,12,#,5.7,#,5.6,#,5.8,#,3,#,59,4,12,#,20,#,490,#,79000,4,12,#,10000,E,99999,E,99999,999,999,E,99999
1991,0110080,01,004,52,0,#,7.1,#,8.2,0,4,#,7.9,#,9.6,0,4,#,8.8,#,1.1,#,1.8,0,4,#,1.1,#,1.8,0,4,#,1.4,#,1.4,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,16,#,61,1,4,#,31,#,32,#,1600,0,4,#,700,N,0.5,N,0.5,999,2,N,0.5
1991,0110090,01,004,53,0,#,7,#,7.5,0,12,#,8.5,#,14,0,12,#,11,#,0.7,#,1.8,0,12,#,0.7,#,1.8,0,12,#,1.2,#,1.2,#,1.3,#,3.8,#,6.2,999,12,#,3.8,#,6.2,999,12,#,4.7,#,4.7,#,4.9,#,2,#,59,3,12,#,20,#,490,#,49000,1,12,#,6300,N,0.5,N,0.5,999,2,N,0.5
1991,0110100,01,004,54,0,#,6.7,#,7.5,0,4,#,8.8,#,12,0,4,#,10,#,0.9,#,1.8,0,4,#,0.9,#,1.8,0,4,#,1.2,#,1.1,#,1.1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,8,#,38,1,4,#,19,#,170,#,920,0,4,#,640,E,99999,E,99999,999,999,E,99999
1991,0110110,01,004,55,0,#,7.1,#,7.7,0,12,#,8.2,#,13,0,12,#,11,#,0.6,#,2.3,0,12,#,0.6,#,2.3,0,12,#,1.2,#,1.1,#,1.3,#,3.6,#,8.3,999,12,#,3.6,#,8.3,999,12,#,5.4,#,5.2,#,5.9,#,5,#,110,8,12,#,40,#,330,#,49000,4,12,#,11000,E,99999,E,99999,999,999,E,99999
