西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1986,0120010,01,501,01,0,11,#,0.45,#,0.99,3,8,#,0.61,#,0.031,#,0.096,4,8,#,0.055
1986,0120020,01,501,02,0,11,#,0.38,#,1,3,8,#,0.61,#,0.031,#,0.08,4,8,#,0.054
1986,0120030,01,501,51,0,11,#,0.44,#,0.93,3,8,#,0.61,#,0.036,#,0.11,6,8,#,0.072
1986,0120040,01,501,52,0,11,#,0.5,#,1.1,6,8,#,0.7,#,0.038,#,0.11,5,8,#,0.062
1986,0120050,01,502,01,0,11,<,0.05,#,0.1,999,6,#,0.07,<,0.003,<,0.003,0,6,<,0.003
1986,0120060,01,502,02,0,11,<,0.05,#,0.11,999,6,#,0.07,<,0.003,<,0.003,0,6,<,0.003
1986,0120110,01,503,01,0,11,#,0.16,#,0.27,999,6,#,0.2,<,0.003,#,0.004,0,6,#,0.003
1986,0120110,01,503,01,0,12,#,0.33,#,0.33,999,1,#,0.33,<,0.003,<,0.003,0,1,<,0.003
1986,0120120,01,503,02,0,11,#,0.16,#,0.3,999,6,#,0.2,<,0.003,#,0.008,2,6,#,0.004
1986,0120120,01,503,02,0,12,#,0.41,#,0.41,999,1,#,0.41,#,0.018,#,0.018,1,1,#,0.018
1986,0120130,01,503,03,0,11,#,0.17,#,0.3,999,6,#,0.21,<,0.003,#,0.005,0,6,#,0.003
1986,0120130,01,503,03,0,12,#,0.25,#,0.25,999,1,#,0.25,<,0.003,<,0.003,0,1,<,0.003
1986,0120140,01,503,51,0,11,#,0.18,#,0.2,999,6,#,0.19,<,0.003,#,0.003,0,6,#,0.003
1986,0120150,01,503,52,0,11,#,0.18,#,0.26,999,6,#,0.23,<,0.003,#,0.003,0,6,#,0.003
1986,0120160,01,503,53,0,11,#,0.16,#,0.23,999,6,#,0.19,<,0.003,<,0.003,0,6,<,0.003
1986,0120170,01,503,54,0,11,#,0.11,#,0.26,999,6,#,0.19,<,0.003,#,0.003,0,6,#,0.003
1986,0120240,01,505,01,0,11,#,0.19,#,0.32,0,6,#,0.26,#,0.02,#,0.035,2,6,#,0.028
1986,0120240,01,505,01,0,12,#,0.26,#,0.42,1,6,#,0.3,#,0.016,#,0.037,3,6,#,0.03
1986,0120250,01,505,02,0,11,#,0.15,#,0.32,0,6,#,0.23,#,0.014,#,0.036,1,6,#,0.025
1986,0120250,01,505,02,0,12,#,0.19,#,0.3,0,6,#,0.25,#,0.014,#,0.04,4,6,#,0.031
1986,0120260,01,505,03,0,11,#,0.21,#,0.46,1,6,#,0.27,#,0.014,#,0.032,1,6,#,0.026
1986,0120260,01,505,03,0,12,#,0.2,#,0.46,1,6,#,0.3,#,0.014,#,0.051,3,6,#,0.032
1986,0120270,01,505,51,0,11,#,0.16,#,0.44,1,6,#,0.28,#,0.024,#,0.034,2,6,#,0.029
1986,0120280,01,505,52,0,11,#,0.16,#,0.5,1,6,#,0.28,#,0.019,#,0.032,2,6,#,0.027
1986,0120290,01,505,53,0,11,#,0.14,#,0.62,1,6,#,0.34,#,0.033,#,0.079,6,6,#,0.045
1986,0120300,01,505,54,0,11,#,0.16,#,0.34,0,6,#,0.27,#,0.027,#,0.044,3,6,#,0.033
1986,0120310,01,506,01,0,11,<,0.05,<,0.05,999,6,<,0.05,<,0.003,<,0.003,0,6,<,0.003
1986,0120320,01,506,02,0,11,<,0.05,<,0.05,999,6,<,0.05,<,0.003,<,0.003,0,6,<,0.003
1986,0120360,01,507,01,0,11,#,0.15,#,0.27,999,4,#,0.2,<,0.003,#,0.011,1,4,#,0.005
1986,0120360,01,507,01,0,12,#,0.1,#,0.29,999,4,#,0.16,<,0.003,#,0.004,0,4,#,0.003
1986,0120370,01,507,02,0,11,#,0.09,#,0.22,999,4,#,0.13,<,0.003,#,0.004,0,4,#,0.003
1986,0120370,01,507,02,0,12,#,0.13,#,0.2,999,4,#,0.16,<,0.003,#,0.005,0,4,#,0.004
1986,0120380,01,507,51,0,11,#,0.1,#,0.21,999,4,#,0.15,<,0.003,#,0.008,0,4,#,0.004
1986,0120390,01,507,52,0,11,#,0.09,#,0.15,999,4,#,0.12,<,0.003,#,0.007,0,4,#,0.004
1986,0120400,01,507,53,0,11,#,0.1,#,0.16,999,4,#,0.12,<,0.003,#,0.009,0,4,#,0.005
1986,0120410,01,508,01,0,11,#,0.15,#,0.3,999,4,#,0.2,<,0.003,#,0.005,0,4,#,0.004
