西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1996,0120010,01,501,01,0,11,#,0.32,#,1.6,2,8,#,0.73,#,0.018,#,0.081,3,8,#,0.045
1996,0120020,01,501,02,0,11,#,0.23,#,1.5,3,8,#,0.74,#,0.024,#,0.081,2,8,#,0.042
1996,0120030,01,501,51,0,11,#,0.68,#,1.2,8,8,#,0.92,#,0.033,#,0.11,5,8,#,0.06
1996,0120040,01,501,52,0,11,#,0.2,#,1.5,2,8,#,0.68,#,0.027,#,0.072,2,8,#,0.045
1996,0120050,01,502,01,0,11,<,0.05,#,0.13,999,6,#,0.1,<,0.003,<,0.003,0,6,<,0.003
1996,0120060,01,502,02,0,11,<,0.05,#,0.13,999,6,#,0.07,<,0.003,#,0.003,0,6,#,0.003
1996,0120110,01,503,01,0,11,#,0.18,#,0.22,999,6,#,0.2,<,0.003,#,0.004,0,6,#,0.003
1996,0120120,01,503,02,0,11,#,0.16,#,0.2,999,6,#,0.19,<,0.003,#,0.003,0,6,#,0.003
1996,0120130,01,503,03,0,11,#,0.19,#,0.21,999,6,#,0.2,<,0.003,#,0.004,0,6,#,0.003
1996,0120140,01,503,51,0,11,#,0.17,#,0.25,999,6,#,0.2,<,0.003,#,0.007,1,6,#,0.004
1996,0120150,01,503,52,0,11,#,0.17,#,0.22,999,6,#,0.2,<,0.003,#,0.003,0,6,#,0.003
1996,0120160,01,503,53,0,11,#,0.16,#,0.29,999,6,#,0.21,<,0.003,#,0.019,1,6,#,0.006
1996,0120170,01,503,54,0,11,#,0.16,#,0.24,999,6,#,0.19,<,0.003,#,0.006,1,6,#,0.004
1996,0120180,01,504,01,0,11,#,0.29,#,0.6,999,6,#,0.48,#,0.009,#,0.027,0,6,#,0.019
1996,0120190,01,504,02,0,11,#,0.36,#,0.55,999,6,#,0.45,#,0.008,#,0.028,0,6,#,0.019
1996,0120200,01,504,51,0,11,#,0.32,#,0.64,999,6,#,0.44,#,0.006,#,0.028,0,6,#,0.018
1996,0120210,01,504,52,0,11,#,0.37,#,0.63,999,6,#,0.52,#,0.006,#,0.027,0,6,#,0.016
1996,0120220,01,504,53,0,11,#,0.3,#,0.63,999,6,#,0.46,#,0.007,#,0.028,0,6,#,0.016
1996,0120230,01,504,54,0,11,#,0.3,#,0.49,999,6,#,0.4,#,0.012,#,0.032,1,6,#,0.021
1996,0120240,01,505,01,0,11,#,0.06,#,0.26,0,6,#,0.17,#,0.014,#,0.039,2,6,#,0.025
1996,0120240,01,505,01,0,12,#,0.08,#,0.39,0,6,#,0.22,#,0.014,#,0.037,2,6,#,0.026
1996,0120250,01,505,02,0,11,#,0.08,#,0.57,2,6,#,0.26,#,0.013,#,0.036,2,6,#,0.026
1996,0120250,01,505,02,0,12,#,0.09,#,0.39,0,6,#,0.21,#,0.015,#,0.038,2,6,#,0.026
1996,0120260,01,505,03,0,11,#,0.05,#,0.47,1,6,#,0.19,#,0.009,#,0.034,1,6,#,0.023
1996,0120260,01,505,03,0,12,<,0.05,#,0.58,1,6,#,0.22,#,0.016,#,0.038,2,6,#,0.024
1996,0120270,01,505,51,0,11,#,0.08,#,0.62,2,6,#,0.25,#,0.014,#,0.029,0,6,#,0.02
1996,0120280,01,505,52,0,11,#,0.1,#,0.7,2,6,#,0.28,#,0.014,#,0.034,1,6,#,0.024
1996,0120290,01,505,53,0,11,#,0.07,#,0.38,0,6,#,0.19,#,0.014,#,0.043,2,6,#,0.026
1996,0120300,01,505,54,0,11,#,0.05,#,0.44,1,5,#,0.21,#,0.012,#,0.033,1,5,#,0.018
1996,0120310,01,506,01,0,11,<,0.05,#,0.39,999,6,#,0.16,<,0.003,#,0.008,2,6,#,0.005
1996,0120320,01,506,02,0,11,<,0.05,#,0.18,999,6,#,0.12,<,0.003,#,0.017,2,6,#,0.007
1996,0120360,01,507,01,0,11,<,0.05,#,0.14,999,4,#,0.1,<,0.003,#,0.005,0,4,#,0.004
1996,0120360,01,507,01,0,12,<,0.05,#,0.14,999,4,#,0.07,<,0.003,#,0.008,0,4,#,0.005
1996,0120370,01,507,02,0,11,<,0.05,#,0.2,999,4,#,0.12,<,0.003,#,0.007,0,4,#,0.005
1996,0120370,01,507,02,0,12,#,0.06,#,0.19,999,4,#,0.1,<,0.003,#,0.007,0,4,#,0.005
1996,0120380,01,507,51,0,11,<,0.05,#,0.14,999,4,#,0.1,<,0.003,#,0.006,0,4,#,0.004
1996,0120390,01,507,52,0,11,<,0.05,#,0.11,999,4,#,0.08,<,0.003,#,0.004,0,4,#,0.004
1996,0120400,01,507,53,0,11,<,0.05,#,0.13,999,4,#,0.09,<,0.003,#,0.007,0,4,#,0.005
1996,0120410,01,508,01,0,11,#,0.1,#,0.21,999,3,#,0.17,#,0.006,#,0.011,1,3,#,0.009
1996,0120410,01,508,01,0,12,#,0.1,#,0.26,999,3,#,0.18,#,0.009,#,0.01,0,3,#,0.009
1996,0120420,01,508,02,0,11,#,0.07,#,0.25,999,3,#,0.16,#,0.007,#,0.009,0,3,#,0.008
1996,0120420,01,508,02,0,12,#,0.17,#,0.51,999,3,#,0.3,#,0.007,#,0.014,1,3,#,0.01
1996,0120430,01,508,51,0,11,#,0.09,#,0.25,999,3,#,0.17,#,0.007,#,0.012,2,3,#,0.01
1996,0120440,01,508,52,0,11,#,0.15,#,0.22,999,3,#,0.18,#,0.006,#,0.009,0,3,#,0.008
1996,0120450,01,508,53,0,11,#,0.18,#,0.27,999,3,#,0.24,#,0.007,#,0.015,2,3,#,0.011
1996,0120460,01,509,01,0,11,#,0.56,#,1.3,1,7,#,0.82,#,0.033,#,0.079,0,7,#,0.052
1996,0120470,01,509,02,0,11,#,0.64,#,1.5,4,7,#,1,#,0.072,#,0.12,2,7,#,0.094
1996,0120480,01,509,51,0,11,#,0.34,#,1.4,1,7,#,0.8,#,0.041,#,0.09,0,7,#,0.058
1996,0120490,01,509,52,0,11,#,0.62,#,1.3,2,7,#,0.94,#,0.057,#,0.11,1,7,#,0.083
1996,0120550,01,510,01,0,11,<,0.05,#,0.14,999,4,#,0.1,<,0.003,<,0.003,0,4,<,0.003
1996,0120550,01,510,01,0,12,<,0.05,#,0.18,999,4,#,0.12,<,0.003,<,0.003,0,4,<,0.003
1996,0120560,01,510,02,0,11,<,0.05,#,0.14,999,4,#,0.1,<,0.003,<,0.003,0,4,<,0.003
1996,0120560,01,510,02,0,12,<,0.05,#,0.14,999,4,#,0.09,<,0.003,<,0.003,0,4,<,0.003
1996,0120570,01,510,51,0,11,<,0.05,#,0.31,999,4,#,0.14,<,0.003,<,0.003,0,4,<,0.003
1996,0120570,01,510,51,0,12,<,0.05,#,0.23,999,4,#,0.11,<,0.003,<,0.003,0,4,<,0.003
1996,0120580,01,510,52,0,11,<,0.05,#,0.31,999,4,#,0.15,<,0.003,<,0.003,0,4,<,0.003
1996,0120580,01,510,52,0,12,<,0.05,#,0.16,999,4,#,0.09,<,0.003,<,0.003,0,4,<,0.003
1996,0320130,03,506,01,0,11,#,0.42,#,0.74,999,12,#,0.56,#,0.008,#,0.022,0,12,#,0.013
1996,0320130,03,506,01,0,12,#,0.46,#,0.82,999,12,#,0.57,#,0.006,#,0.023,0,12,#,0.011
1996,0320130,03,506,01,0,13,#,0.47,#,0.7,999,12,#,0.59,#,0.007,#,0.022,0,12,#,0.012
1996,0320120,03,506,51,0,11,#,0.39,#,0.63,999,6,#,0.5,#,0.01,#,0.027,0,6,#,0.018
1996,0320120,03,506,51,0,13,#,0.43,#,0.76,999,6,#,0.56,#,0.011,#,0.03,0,6,#,0.022
1996,0420140,04,505,01,0,11,#,0.43,#,0.81,999,12,#,0.58,#,0.008,#,0.029,11,12,#,0.017
1996,0420140,04,505,01,0,12,#,0.42,#,0.77,999,12,#,0.59,#,0.008,#,0.024,11,12,#,0.015
1996,0420140,04,505,01,0,13,#,0.45,#,0.79,999,12,#,0.61,#,0.008,#,0.036,10,12,#,0.018
1996,0420190,04,507,01,0,11,#,0.15,#,0.31,999,12,#,0.24,#,0.005,#,0.028,6,12,#,0.011
1996,0720020,07,501,01,0,11,#,0.22,#,0.26,999,8,#,0.23,<,0.003,#,0.004,0,8,#,0.003
1996,0720020,07,501,01,0,12,#,0.22,#,0.28,999,8,#,0.24,<,0.003,#,0.005,0,8,#,0.003
1996,0720020,07,501,01,0,13,#,0.21,#,0.31,999,16,#,0.26,<,0.003,#,0.006,0,16,#,0.004
1996,0720030,07,501,51,0,11,#,0.2,#,0.44,999,6,#,0.26,<,0.003,#,0.007,0,6,#,0.004
1996,0720040,07,501,52,0,11,#,0.23,#,0.29,999,6,#,0.25,<,0.003,#,0.007,0,6,#,0.004
1996,0720050,07,501,53,0,11,#,0.21,#,0.3,999,6,#,0.25,<,0.003,#,0.005,0,6,#,0.004
1996,0720060,07,501,54,0,11,#,0.2,#,0.41,999,8,#,0.31,<,0.003,#,0.004,0,8,#,0.003
1996,0720070,07,501,55,0,11,#,0.25,#,0.45,999,8,#,0.34,<,0.003,#,0.007,0,8,#,0.004
1996,0720080,07,501,56,0,11,#,0.23,#,0.48,999,8,#,0.33,<,0.003,#,0.004,0,8,#,0.003
1996,0720260,07,501,57,0,11,#,0.21,#,0.43,999,8,#,0.28,<,0.003,#,0.013,1,8,#,0.005
1996,0720120,07,502,01,0,11,#,0.11,#,0.27,999,6,#,0.17,<,0.003,#,0.009,0,6,#,0.006
1996,0720120,07,502,01,0,12,#,0.18,#,0.18,999,1,#,0.18,#,0.012,#,0.012,1,1,#,0.012
1996,0720120,07,502,01,0,13,#,0.21,#,0.29,999,5,#,0.25,#,0.004,#,0.008,0,5,#,0.007
1996,0720270,07,502,51,0,11,#,0.11,#,0.27,999,7,#,0.17,#,0.005,#,0.012,1,7,#,0.008
1996,0720280,07,502,52,0,11,#,0.1,#,0.27,999,7,#,0.16,#,0.004,#,0.009,0,7,#,0.006
1996,0720130,07,503,01,0,11,#,0.16,#,0.27,999,7,#,0.19,#,0.005,#,0.008,0,7,#,0.006
1996,0720290,07,503,51,0,11,#,0.13,#,0.3,999,7,#,0.19,#,0.004,#,0.01,0,7,#,0.007
1996,0720300,07,503,52,0,11,#,0.12,#,0.27,999,7,#,0.19,#,0.003,#,0.015,3,7,#,0.009
1996,0720140,07,504,01,0,11,#,0.1,#,0.3,999,7,#,0.18,<,0.003,#,0.013,1,7,#,0.006
1996,0720140,07,504,01,0,12,#,0.17,#,0.17,999,1,#,0.17,#,0.007,#,0.007,0,1,#,0.007
1996,0720140,07,504,01,0,13,#,0.12,#,0.25,999,6,#,0.19,#,0.003,#,0.013,1,6,#,0.006
1996,0720310,07,504,51,0,11,#,0.14,#,0.27,999,7,#,0.18,#,0.004,#,0.008,0,7,#,0.006
1996,0720320,07,504,52,0,11,#,0.11,#,0.24,999,7,#,0.17,<,0.003,#,0.01,0,7,#,0.005
1996,0820010,08,501,01,0,11,#,0.77,#,1.8,12,12,#,1.1,#,0.064,#,0.15,12,12,#,0.11
1996,0820020,08,501,02,0,11,#,0.82,#,1,12,12,#,0.93,#,0.11,#,0.18,12,12,#,0.14
1996,0820030,08,501,03,0,11,#,0.7,#,0.96,24,24,#,0.8,#,0.065,#,0.16,24,24,#,0.11
1996,0820040,08,501,04,0,11,#,0.68,#,0.95,12,12,#,0.79,#,0.064,#,0.14,12,12,#,0.1
1996,0820050,08,501,51,0,11,#,0.99,#,1.7,12,12,#,1.3,#,0.1,#,0.23,12,12,#,0.16
