西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1984,0110010,01,001,01,0,#,7.2,#,7.6,0,4,#,8.9,#,11,0,4,#,9.7,#,0.5,#,0.8,0,4,#,0.5,#,0.8,0,4,#,0.6,#,0.6,#,0.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,4,#,19,0,4,#,9,#,4.5,#,1600,2,4,#,540,E,99999,E,99999,999,999,E,99999
1984,0110030,01,002,02,0,#,6.7,#,7.4,0,24,#,7.5,#,14,0,24,#,11,<,0.5,#,1.5,0,24,<,0.5,#,1.1,0,12,#,0.8,#,0.7,#,0.9,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,12,0,24,#,6,#,80,#,9200,14,24,#,2200,E,99999,E,99999,999,999,E,99999
1984,0110020,01,002,52,0,#,6.8,#,8.3,0,12,#,8.7,#,14,0,12,#,12,#,0.6,#,1.4,0,12,#,0.6,#,1.4,0,12,#,0.9,#,0.9,#,1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,6,0,12,#,3,#,90,#,15000,2,6,#,3100,E,99999,E,99999,999,999,E,99999
1984,0110060,01,004,01,0,#,7.1,#,8,0,48,#,7.1,#,12,0,48,#,10,#,0.9,#,2.3,0,48,#,1,#,2,0,12,#,1.4,#,1.5,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,6,#,100,17,48,#,29,#,790,#,79000,32,48,#,18000,E,99999,E,99999,999,999,E,99999
1984,0113460,01,004,02,0,#,7.2,#,7.9,0,12,#,7.9,#,13,0,12,#,11,#,1,#,2.9,0,12,#,1,#,2.9,0,12,#,1.5,#,1.4,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,69,3,12,#,23,#,2200,#,49000,7,12,#,14000,E,99999,E,99999,999,999,E,99999
1984,0110070,01,004,51,0,#,7.2,#,7.8,0,12,#,7.7,#,12,0,12,#,9.9,#,0.8,#,2.8,0,12,#,0.8,#,2.8,0,12,#,1.4,#,1.3,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,5,#,110,3,12,#,24,#,1300,#,35000,6,12,#,11000,E,99999,E,99999,999,999,E,99999
1984,0110080,01,004,52,0,#,7,#,7.4,0,4,#,6.5,#,11,0,4,#,8.7,#,1,#,2,0,4,#,1,#,2,0,4,#,1.6,#,1.6,#,1.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,14,#,100,2,4,#,43,#,2200,#,92000,3,4,#,40000,E,99999,E,99999,999,999,E,99999
1984,0110090,01,004,53,0,#,7.2,#,7.9,0,12,#,8,#,13,0,12,#,11,#,1,#,2.6,0,12,#,1,#,2.6,0,12,#,1.5,#,1.3,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,3,#,65,3,12,#,22,#,1400,#,220000,8,12,#,29000,E,99999,E,99999,999,999,E,99999
1984,0110100,01,004,54,0,#,6.9,#,7.3,0,4,#,6.9,#,11,0,4,#,9.4,#,1.1,#,1.6,0,4,#,1.1,#,1.6,0,4,#,1.4,#,1.4,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,6,#,27,1,4,#,13,#,790,#,24000,2,4,#,10000,E,99999,E,99999,999,999,E,99999
1984,0110110,01,004,55,0,#,7.2,#,7.8,0,12,#,7.4,#,12,0,12,#,9.9,#,1,#,1.9,0,12,#,1,#,1.9,0,12,#,1.4,#,1.3,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,8,#,80,5,12,#,25,#,1400,#,22000,5,12,#,7200,E,99999,E,99999,999,999,E,99999
