西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1985,0120050,01,502,01,0,11,<,0.05,<,0.05,999,999,<,0.05,<,0.003,#,0.003,0,6,#,0.003
1985,0120060,01,502,02,0,11,<,0.05,<,0.05,999,999,<,0.05,<,0.003,#,0.003,0,6,#,0.003
1985,0120110,01,503,01,0,11,#,0.15,#,0.22,999,999,#,0.18,<,0.003,#,0.003,0,6,#,0.003
1985,0120120,01,503,02,0,11,#,0.16,#,0.22,999,999,#,0.19,<,0.003,#,0.003,0,6,#,0.003
1985,0120130,01,503,03,0,11,#,0.12,#,0.24,999,999,#,0.19,<,0.003,#,0.003,0,6,#,0.003
1985,0120140,01,503,51,0,11,#,0.15,#,0.22,999,999,#,0.19,<,0.003,#,0.003,0,6,#,0.003
1985,0120150,01,503,52,0,11,#,0.15,#,0.27,999,999,#,0.2,<,0.003,#,0.003,0,6,#,0.003
1985,0120160,01,503,53,0,11,#,0.15,#,0.27,999,999,#,0.2,<,0.003,#,0.004,0,6,#,0.003
1985,0120170,01,503,54,0,11,#,0.13,#,0.21,999,999,#,0.18,<,0.003,#,0.003,0,6,#,0.003
1985,0120310,01,506,01,0,11,<,0.05,#,0.09,999,999,#,0.06,<,0.003,#,0.006,1,6,#,0.004
1985,0120320,01,506,02,0,11,<,0.05,#,0.11,999,999,#,0.06,<,0.003,#,0.008,1,6,#,0.004
1985,0120360,01,507,01,0,11,#,0.05,#,0.13,999,999,#,0.09,#,0.004,#,0.009,0,4,#,0.006
1985,0120360,01,507,01,0,12,#,0.08,#,0.17,999,999,#,0.15,#,0.003,#,0.005,0,4,#,0.004
1985,0120370,01,507,02,0,11,<,0.05,#,0.13,999,999,#,0.09,<,0.003,#,0.005,0,4,#,0.004
1985,0120370,01,507,02,0,12,#,0.07,#,0.15,999,999,#,0.11,#,0.005,#,0.005,0,4,#,0.005
1985,0120380,01,507,51,0,11,#,0.08,#,0.13,999,999,#,0.12,#,0.003,#,0.024,1,4,#,0.01
1985,0120390,01,507,52,0,11,<,0.05,#,0.15,999,999,#,0.1,#,0.003,#,0.01,0,4,#,0.007
1985,0120400,01,507,53,0,11,#,0.08,#,0.15,999,999,#,0.11,<,0.003,#,0.01,0,4,#,0.006
1985,0120410,01,508,01,0,11,#,0.14,#,0.2,999,999,#,0.17,#,0.007,#,0.012,1,4,#,0.009
1985,0120410,01,508,01,0,12,#,0.1,#,0.23,999,999,#,0.16,#,0.005,#,0.011,2,4,#,0.009
1985,0120420,01,508,02,0,11,#,0.14,#,0.22,999,999,#,0.17,#,0.005,#,0.014,2,4,#,0.01
1985,0120420,01,508,02,0,12,#,0.1,#,0.36,999,999,#,0.21,#,0.006,#,0.015,1,4,#,0.009
1985,0120430,01,508,51,0,11,#,0.08,#,7.4,999,999,#,1.6,#,0.006,#,1.5,14,16,#,0.23
1985,0120440,01,508,52,0,11,#,0.08,#,0.18,999,999,#,0.13,#,0.008,#,0.018,1,4,#,0.011
1985,0120450,01,508,53,0,11,#,0.11,#,0.21,999,999,#,0.16,#,0.007,#,0.015,3,4,#,0.012
1985,0120460,01,509,01,0,11,#,1.3,#,6.5,6,6,#,2.4,#,0.15,#,1.2,6,6,#,0.36
1985,0120470,01,509,02,0,11,#,1.3,#,7,6,6,#,2.7,#,0.21,#,1.5,6,6,#,0.52
1985,0120480,01,509,51,0,11,#,1.2,#,5.1,6,6,#,2.2,#,0.17,#,0.59,6,6,#,0.27
1985,0120490,01,509,52,0,11,#,1.3,#,7.4,6,6,#,2.6,#,0.18,#,1.5,6,6,#,0.45
1985,0920030,09,511,01,0,11,#,0.23,#,0.51,1,8,#,0.34,#,0.014,#,0.047,2,8,#,0.027
1985,0920030,09,511,01,0,12,#,0.3,#,0.64,5,16,#,0.39,#,0.012,#,0.047,8,16,#,0.032
1985,0920030,09,511,01,0,13,#,0.31,#,0.62,4,8,#,0.42,#,0.019,#,0.045,3,8,#,0.029
1985,0920040,09,511,51,0,11,#,0.22,#,0.44,1,8,#,0.3,#,0.012,#,0.044,3,8,#,0.027
1985,0920050,09,511,52,0,11,#,0.25,#,0.43,1,8,#,0.32,#,0.012,#,0.045,2,8,#,0.027
1985,0920060,09,511,53,0,11,#,0.21,#,0.48,2,8,#,0.33,#,0.012,#,0.046,2,8,#,0.029
1985,0920070,09,511,54,0,11,#,0.26,#,0.45,1,8,#,0.33,#,0.015,#,0.044,2,8,#,0.028
1985,0920080,09,511,55,0,11,#,0.26,#,0.44,1,8,#,0.34,#,0.016,#,0.044,2,8,#,0.026
1985,0920090,09,511,56,0,11,#,0.22,#,0.47,2,8,#,0.34,#,0.013,#,0.044,2,8,#,0.025
1985,0920100,09,512,01,0,11,#,0.1,#,0.21,999,999,#,0.15,<,0.003,#,0.005,0,8,#,0.004
