西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1983,0110010,01,001,01,0,#,7.1,#,7.4,0,4,#,9.2,#,12,0,4,#,10,#,0.5,#,0.7,0,4,#,0.5,#,0.7,0,4,#,0.6,#,0.5,#,0.5,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,4,#,32,1,4,#,13,#,0,#,1600,2,4,#,640,E,99999,E,99999,999,999,E,99999
1983,0110030,01,002,02,0,#,6.8,#,7.3,0,24,#,7.8,#,15,0,24,#,11,<,0.5,#,1.7,0,24,<,0.5,#,1.6,0,12,#,0.8,#,0.7,#,0.9,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,190,3,24,#,16,#,230,#,35000,13,24,#,3900,E,99999,E,99999,999,999,E,99999
1983,0110020,01,002,52,0,#,6.7,#,7.8,0,12,#,8.7,#,14,0,12,#,11,<,0.5,#,3.2,1,12,<,0.5,#,3.2,1,12,#,1.1,#,0.9,#,1.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,160,1,12,#,20,#,230,#,11000,3,6,#,4300,E,99999,E,99999,999,999,E,99999
1983,0110060,01,004,01,0,#,7.2,#,7.6,0,48,#,6.8,#,12,0,48,#,10,#,0.6,#,3.3,1,48,#,0.8,#,2.1,0,12,#,1.5,#,1.5,#,2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,5,#,190,19,48,#,37,#,350,#,79000,27,48,#,13000,E,99999,E,99999,999,999,E,99999
1983,0113460,01,004,02,0,#,7.1,#,7.6,0,12,#,7.8,#,13,0,12,#,11,#,0.8,#,2.2,0,12,#,0.8,#,2.2,0,12,#,1.4,#,1.4,#,1.7,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,48,4,12,#,22,#,2200,#,790000,8,12,#,76000,E,99999,E,99999,999,999,E,99999
1983,0110070,01,004,51,0,#,7.3,#,7.7,0,12,#,7.2,#,12,0,12,#,9.9,#,0.8,#,2.1,0,12,#,0.8,#,2.1,0,12,#,1.4,#,1.3,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,4,#,210,2,12,#,34,#,1300,#,130000,8,12,#,24000,E,99999,E,99999,999,999,E,99999
1983,0110080,01,004,52,0,#,7.1,#,7.3,0,4,#,6.5,#,12,0,4,#,9.1,#,1.6,#,2.2,0,4,#,1.6,#,2.2,0,4,#,1.9,#,1.8,#,1.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,22,#,59,3,4,#,37,#,3300,#,54000,3,4,#,34000,E,99999,E,99999,999,999,E,99999
1983,0110090,01,004,53,0,#,7.3,#,7.6,0,12,#,8,#,14,0,12,#,11,#,0.7,#,2.3,0,12,#,0.7,#,2.3,0,12,#,1.5,#,1.5,#,1.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,4,#,56,4,12,#,22,#,7900,#,130000,12,12,#,31000,E,99999,E,99999,999,999,E,99999
1983,0110100,01,004,54,0,#,6.9,#,7.3,0,4,#,8.2,#,12,0,4,#,9.8,#,0.6,#,1.9,0,4,#,0.6,#,1.9,0,4,#,1.3,#,1.3,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,12,#,61,1,4,#,25,#,7900,#,24000,4,4,#,17000,E,99999,E,99999,999,999,E,99999
1983,0110110,01,004,55,0,#,7.3,#,7.8,0,12,#,7.7,#,13,0,12,#,10,#,0.5,#,3.7,1,12,#,0.5,#,3.7,1,12,#,1.7,#,1.5,#,2.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,4,#,130,6,12,#,35,#,1100,#,35000,3,12,#,8300,E,99999,E,99999,999,999,E,99999
