西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,m_ダイオキシン（水質）,n_ダイオキシン（水質）,C_ダイオキシン（水質）_最大値,ダイオキシン（水質）_最大値,C_ダイオキシン（水質）_平均値,ダイオキシン（水質）_平均値,m_ダイオキシン（底質）,n_ダイオキシン（底質）,C_ダイオキシン（底質）_最大値,ダイオキシン（底質）_最大値,C_ダイオキシン（底質）_平均値,ダイオキシン（底質）_平均値
2005,0210120,02,004,51,0,1,#,0.08,#,0.08,0,1,#,0.9,#,0.9
2005,0210140,02,005,01,0,1,#,0.089,#,0.089,0,1,#,0.26,#,0.26
2005,0210150,02,006,01,0,1,#,0.31,#,0.31,0,1,#,0.33,#,0.33
2005,0210170,02,007,01,0,1,#,0.067,#,0.067,0,1,#,0.26,#,0.26
2005,0210190,02,008,02,0,1,#,0.11,#,0.11,0,1,#,0.25,#,0.25
2005,0210220,02,010,01,0,1,#,0.076,#,0.076,0,1,#,0.24,#,0.24
2005,0210240,02,010,03,0,4,#,0.21,#,0.15,0,4,#,2,#,0.83
2005,0210440,02,011,51,0,4,#,0.47,#,0.27,0,4,#,3.7,#,2.1
2005,0210620,02,015,01,0,1,#,0.085,#,0.085,0,1,#,6.5,#,6.5
2005,0210630,02,015,02,0,1,#,0.27,#,0.27,0,1,#,11,#,11
2005,0214610,02,021,02,0,1,#,0.19,#,0.19,0,1,#,0.91,#,0.91
2005,0210820,02,024,01,0,1,#,0.066,#,0.066,0,1,#,0.23,#,0.23
2005,0210860,02,026,01,0,1,#,0.067,#,0.067,0,1,#,0.23,#,0.23
2005,0210900,02,027,01,0,1,#,0.11,#,0.11,0,1,#,0.35,#,0.35
2005,0211010,02,032,01,0,1,#,0.11,#,0.11,0,1,#,2.1,#,2.1
2005,0211020,02,032,51,0,1,#,0.095,#,0.095,0,1,#,0.24,#,0.24
2005,0211050,02,033,02,0,1,#,0.15,#,0.15,0,1,#,0.24,#,0.24
2005,0211150,02,037,01,0,1,#,0.38,#,0.38,0,1,#,0.38,#,0.38
2005,0211230,02,040,01,0,1,#,0.076,#,0.076,0,1,#,2.5,#,2.5
2005,0211330,02,045,01,0,1,#,0.066,#,0.066,0,1,#,0.23,#,0.23
2005,0211460,02,052,01,0,1,#,0.066,#,0.066,0,1,#,0.24,#,0.24
2005,0213020,02,054,01,0,1,#,0.081,#,0.081,0,1,#,2.6,#,2.6
2005,0213170,02,054,69,0,1,#,0.066,#,0.066,0,1,#,0.23,#,0.23
2005,0213220,02,056,01,0,1,#,0.12,#,0.12,0,1,#,0.4,#,0.4
2005,0213270,02,059,01,0,1,#,0.066,#,0.066,0,1,#,0.23,#,0.23
2005,0214630,02,061,01,0,1,#,0.21,#,0.21,0,1,#,1.2,#,1.2
2005,0211760,02,219,03,0,2,#,0.57,#,0.33,0,1,#,0.27,#,0.27
2005,0211800,02,221,03,0,2,#,0.68,#,0.45,0,1,#,6.6,#,6.6
2005,0211830,02,223,02,0,1,#,0.23,#,0.23,0,1,#,0.42,#,0.42
2005,0212010,02,239,01,0,1,#,0.07,#,0.07,0,1,#,2.5,#,2.5
2005,0212040,02,242,01,0,1,#,0.075,#,0.075,0,1,#,1.6,#,1.6
2005,0212900,02,287,03,0,1,#,0.09,#,0.09,0,1,#,0.26,#,0.26
2005,0212960,02,292,02,0,1,#,0.14,#,0.14,0,1,#,0.24,#,0.24
2005,0214520,02,298,01,0,1,#,0.066,#,0.066,0,1,#,0.24,#,0.24
2005,0220660,02,501,01,0,1,#,0.067,#,0.067,0,1,#,2.5,#,2.5
2005,0220770,02,502,01,0,1,#,0.07,#,0.07,0,1,#,15,#,15
2005,0220790,02,502,03,0,1,#,0.072,#,0.072,0,1,#,26,#,26
2005,0220820,02,502,54,0,1,#,0.085,#,0.085,0,1,#,14,#,14
2005,0220840,02,502,56,0,1,#,0.069,#,0.069,0,1,#,16,#,16
2005,0221100,02,503,01,0,1,#,0.072,#,0.072,0,1,#,2,#,2
2005,0230180,02,605,01,0,1,#,0.067,#,0.067,0,1,#,0.27,#,0.27
2005,0230190,02,605,02,0,1,#,0.067,#,0.067,0,1,#,0.26,#,0.26
2005,0230620,02,609,02,0,1,#,0.066,#,0.066,0,1,#,0.25,#,0.25
2005,0230830,02,613,01,0,1,#,0.066,#,0.066,0,1,#,1.3,#,1.3
2005,0231290,02,619,01,0,1,#,0.066,#,0.066,0,1,#,0.95,#,0.95
2005,0231300,02,619,02,0,1,#,0.066,#,0.066,0,1,#,0.6,#,0.6
2005,0231320,02,619,04,0,1,#,0.066,#,0.066,0,1,#,0.65,#,0.65
2005,0231630,02,621,03,0,1,#,0.065,#,0.065,0,1,#,0.26,#,0.26
2005,0231900,02,625,02,0,1,#,0.066,#,0.066,0,1,#,0.26,#,0.26
2005,0310060,03,002,54,0,1,#,0.078,#,0.078,0,1,#,0.38,#,0.38
2005,0310100,03,008,02,0,1,#,0.046,#,0.046,0,1,#,6.6,#,6.6
2005,0310170,03,011,01,0,1,#,0.046,#,0.046,0,1,#,4.4,#,4.4
2005,0310260,03,012,56,0,1,#,0.069,#,0.069,0,1,#,3.6,#,3.6
2005,0310290,03,016,51,0,1,#,0.05,#,0.05,0,1,#,0.73,#,0.73
2005,0310530,03,022,01,0,1,#,0.052,#,0.052,0,1,#,0.3,#,0.3
2005,0310560,03,023,01,0,1,#,0.048,#,0.048,0,1,#,0.26,#,0.26
2005,0310610,03,026,01,0,1,#,0.052,#,0.052,0,1,#,0.22,#,0.22
2005,0310620,03,027,01,0,1,#,0.054,#,0.054,0,1,#,0.56,#,0.56
2005,0310690,03,031,01,0,1,#,0.077,#,0.077,0,1,#,2.8,#,2.8
2005,0310710,03,033,01,0,1,#,0.053,#,0.053,0,1,#,0.2,#,0.2
2005,0310720,03,034,01,0,1,#,0.057,#,0.057,0,1,#,0.22,#,0.22
2005,0310730,03,034,51,0,1,#,0.082,#,0.082,0,1,#,0.22,#,0.22
2005,0310760,03,036,01,0,1,#,0.045,#,0.045,0,1,#,0.6,#,0.6
2005,0310770,03,037,01,0,1,#,0.051,#,0.051,0,1,#,0.51,#,0.51
2005,0310810,03,040,02,0,1,#,0.045,#,0.045,0,1,#,0.86,#,0.86
2005,0310870,03,044,01,0,1,#,0.046,#,0.046,0,1,#,0.21,#,0.21
2005,0310950,03,046,02,0,1,#,0.046,#,0.046,0,1,#,0.22,#,0.22
2005,0310960,03,046,03,0,1,#,0.046,#,0.046,0,1,#,0.39,#,0.39
2005,0311950,03,047,02,0,1,#,0.053,#,0.053,0,1,#,0.21,#,0.21
2005,0311090,03,052,01,0,1,#,0.066,#,0.066,0,1,#,0.22,#,0.22
2005,0311120,03,054,02,0,1,#,0.046,#,0.046,0,1,#,0.24,#,0.24
2005,0311160,03,056,03,0,1,#,0.049,#,0.049,0,1,#,0.32,#,0.32
2005,0311260,03,059,01,0,1,#,0.12,#,0.12,0,1,#,0.49,#,0.49
2005,0311290,03,061,01,0,1,#,0.047,#,0.047,0,1,#,0.21,#,0.21
2005,0311360,03,065,01,0,1,#,0.048,#,0.048,0,1,#,0.28,#,0.28
2005,0311370,03,066,01,0,1,#,0.047,#,0.047,0,1,#,0.21,#,0.21
2005,0311410,03,068,01,0,1,#,0.15,#,0.15,0,1,#,0.49,#,0.49
2005,0311710,03,081,01,0,1,#,0.049,#,0.049,0,1,#,0.22,#,0.22
2005,0311880,03,096,01,0,1,#,0.047,#,0.047,0,1,#,0.21,#,0.21
2005,0312730,03,246,01,0,1,#,0.045,#,0.045,0,1,#,0.19,#,0.19
2005,0312740,03,247,01,0,1,#,0.046,#,0.046,0,1,#,0.23,#,0.23
2005,0312720,03,248,01,0,1,#,0.045,#,0.045,0,1,#,0.2,#,0.2
2005,0312850,03,250,01,0,1,#,0.045,#,0.045,0,1,#,0.61,#,0.61
2005,0312880,03,251,01,0,1,#,0.045,#,0.045,0,1,#,0.21,#,0.21
2005,0312890,03,252,01,0,1,#,0.045,#,0.045,0,1,#,0.32,#,0.32
2005,0312900,03,253,01,0,1,#,0.046,#,0.046,0,1,#,0.35,#,0.35
2005,0312930,03,256,01,0,1,#,0.045,#,0.045,0,1,#,0.36,#,0.36
2005,0320090,03,504,01,0,1,#,0.078,#,0.078,0,1,#,1.9,#,1.9
2005,0320150,03,507,01,0,1,#,0.07,#,0.07,0,1,#,3.6,#,3.6
2005,0330010,03,604,01,0,1,#,0.049,#,0.049,0,1,#,1.1,#,1.1
2005,0330040,03,605,01,0,1,#,0.046,#,0.046,0,1,#,3.2,#,3.2
2005,0330130,03,610,01,0,1,#,0.045,#,0.045,0,1,#,0.44,#,0.44
2005,0330370,03,620,01,0,1,#,0.046,#,0.046,0,1,#,5.8,#,5.8
2005,0410010,04,001,01,0,2,#,0.056,#,0.053,0,1,#,0.21,#,0.21
2005,0410060,04,002,51,0,2,#,0.054,#,0.051,0,1,#,0.38,#,0.38
2005,0411510,04,003,01,0,2,#,0.62,#,0.36,0,1,#,3.4,#,3.4
2005,0410180,04,005,01,0,1,#,0.091,#,0.091,0,0,#,0,#,0
2005,0410190,04,006,01,1,4,#,1.8,#,0.79,0,1,#,3.7,#,3.7
2005,0410210,04,008,01,0,1,#,0.17,#,0.17,0,0,#,0,#,0
2005,0410250,04,010,01,0,1,#,0.093,#,0.093,0,1,#,2.5,#,2.5
2005,0410280,04,011,01,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2005,0410380,04,014,01,0,1,#,0.2,#,0.2,0,0,#,0,#,0
2005,0410500,04,016,01,0,1,#,0.077,#,0.077,0,1,#,0.33,#,0.33
2005,0410530,04,017,01,1,4,#,2.5,#,1,0,1,#,0.92,#,0.92
2005,0410580,04,019,01,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2005,0410620,04,021,01,3,4,#,2,#,1.2,0,1,#,1.4,#,1.4
2005,0410630,04,022,01,0,1,#,0.086,#,0.086,0,1,#,9.3,#,9.3
2005,0410670,04,023,01,2,4,#,4.4,#,1.7,0,1,#,2.2,#,2.2
2005,0410720,04,025,51,0,1,#,0.095,#,0.095,0,1,#,0.24,#,0.24
2005,0410750,04,026,01,0,1,#,0.39,#,0.39,0,1,#,0.65,#,0.65
2005,0410770,04,027,01,0,2,#,0.34,#,0.23,0,1,#,0.9,#,0.9
2005,0411950,04,027,54,0,2,#,0.24,#,0.15,0,1,#,0.56,#,0.56
2005,0411860,04,027,61,0,2,#,0.27,#,0.16,0,1,#,2.7,#,2.7
2005,0410800,04,028,01,0,2,#,0.32,#,0.27,0,1,#,0.58,#,0.58
2005,0410930,04,030,04,0,2,#,0.051,#,0.049,0,1,#,0.23,#,0.23
2005,0410970,04,031,01,0,2,#,0.071,#,0.063,0,1,#,1,#,1
2005,0411000,04,032,01,0,1,#,0.079,#,0.079,0,1,#,0.9,#,0.9
2005,0411070,04,036,01,0,2,#,0.87,#,0.54,0,1,#,13,#,13
2005,0411080,04,037,01,0,1,#,0.067,#,0.067,0,1,#,0.98,#,0.98
2005,0411130,04,038,01,0,1,#,0.082,#,0.082,0,1,#,0.25,#,0.25
2005,0411170,04,039,01,0,1,#,0.33,#,0.33,0,1,#,0.24,#,0.24
2005,0411200,04,041,01,0,1,#,0.069,#,0.069,0,1,#,0.72,#,0.72
2005,0411240,04,043,02,2,2,#,1.4,#,1.4,0,1,#,5.4,#,5.4
2005,0411290,04,046,01,0,1,#,0.087,#,0.087,0,1,#,0.24,#,0.24
2005,0411300,04,047,01,0,1,#,0.069,#,0.069,0,1,#,0.24,#,0.24
2005,0411310,04,048,01,0,1,#,0.11,#,0.11,0,1,#,0.26,#,0.26
2005,0411320,04,049,01,2,4,#,2.2,#,1.2,0,1,#,8.9,#,8.9
2005,0411330,04,050,01,0,1,#,0.36,#,0.36,0,0,#,0,#,0
2005,0411380,04,054,01,0,1,#,0.069,#,0.069,0,0,#,0,#,0
2005,0411430,04,055,01,0,1,#,0.14,#,0.14,0,1,#,2.2,#,2.2
2005,0411490,04,056,01,0,2,#,0.049,#,0.048,0,1,#,4,#,4
2005,0411460,04,058,01,0,1,#,0.18,#,0.18,0,1,#,0.8,#,0.8
2005,0411470,04,059,01,0,1,#,0.091,#,0.091,0,0,#,0,#,0
2005,0420120,04,504,01,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2005,0420180,04,506,01,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2005,0420190,04,507,01,0,2,#,0.097,#,0.074,0,1,#,3.1,#,3.1
2005,0420220,04,508,01,2,4,#,3.5,#,1.7,0,1,#,1.3,#,1.3
2005,0420230,04,509,01,0,2,#,0.3,#,0.29,0,0,#,0,#,0
2005,0420240,04,510,01,0,2,#,0.05,#,0.049,0,1,#,11,#,11
2005,0420390,04,511,01,0,1,#,0.073,#,0.073,0,0,#,0,#,0
2005,0430010,04,601,01,0,1,#,0.08,#,0.08,0,0,#,0,#,0
2005,0430170,04,605,02,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2005,0430380,04,610,01,0,1,#,0.063,#,0.063,0,1,#,11,#,11
2005,0430440,04,611,01,0,1,#,0.081,#,0.081,0,1,#,0.81,#,0.81
2005,0430450,04,611,02,0,1,#,0.053,#,0.053,0,1,#,0.88,#,0.88
2005,0430520,04,612,03,0,1,#,0.056,#,0.056,0,1,#,9.6,#,9.6
2005,0430810,04,616,01,0,1,#,0.076,#,0.076,0,0,#,0,#,0
2005,0430850,04,618,01,0,1,#,0.067,#,0.067,0,0,#,0,#,0
2005,0430940,04,620,04,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2005,0431710,04,623,03,0,1,#,0.065,#,0.065,0,0,#,0,#,0
2005,0431310,04,625,11,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2005,0510010,05,001,01,0,1,#,0.03,#,0.03,0,1,#,0.15,#,0.15
2005,0510020,05,002,01,0,1,#,0.17,#,0.17,0,0,#,0,#,0
2005,0510070,05,003,06,0,1,#,0.071,#,0.071,0,1,#,0.52,#,0.52
2005,0510080,05,003,08,0,1,#,0.074,#,0.074,0,1,#,1.6,#,1.6
2005,0510160,05,005,01,0,1,#,0.075,#,0.075,0,1,#,0.14,#,0.14
2005,0510190,05,007,01,0,1,#,0.091,#,0.091,0,0,#,0,#,0
2005,0510270,05,012,01,0,1,#,0.028,#,0.028,0,1,#,0.15,#,0.15
2005,0510310,05,021,01,0,1,#,0.1,#,0.1,0,1,#,0.24,#,0.24
2005,0510320,05,022,01,0,1,#,0.072,#,0.072,0,1,#,0.25,#,0.25
2005,0510350,05,026,01,0,1,#,0.092,#,0.092,0,0,#,0,#,0
2005,0510530,05,053,09,0,4,#,0.18,#,0.14,0,4,#,9.6,#,7.2
2005,0510610,05,054,01,0,1,#,0.12,#,0.12,0,1,#,7.5,#,7.5
2005,0510670,05,058,01,0,1,#,0.065,#,0.065,0,1,#,0.17,#,0.17
2005,0510760,05,066,01,0,1,#,0.26,#,0.26,0,1,#,0.32,#,0.32
2005,0510780,05,068,01,0,1,#,0.056,#,0.056,0,0,#,0,#,0
2005,0510880,05,077,01,0,1,#,0.14,#,0.14,0,1,#,0.15,#,0.15
2005,0510980,05,081,01,0,1,#,0.044,#,0.044,0,1,#,0.15,#,0.15
2005,0511060,05,090,01,0,1,#,0.16,#,0.16,0,0,#,0,#,0
2005,0511090,05,095,01,0,1,#,0.12,#,0.12,0,0,#,0,#,0
2005,0511180,05,100,01,0,1,#,0.19,#,0.19,0,1,#,0.28,#,0.28
2005,0511230,05,103,01,0,1,#,0.53,#,0.53,0,1,#,0.61,#,0.61
2005,0511270,05,104,02,0,1,#,0.087,#,0.087,0,0,#,0,#,0
2005,0511290,05,105,01,0,1,#,0.087,#,0.087,0,1,#,4.8,#,4.8
2005,0511320,05,106,02,0,1,#,0.11,#,0.11,0,1,#,4,#,4
2005,0511360,05,109,01,0,1,#,0.084,#,0.084,0,1,#,4.7,#,4.7
2005,0511390,05,110,01,0,1,#,0.34,#,0.34,0,0,#,0,#,0
2005,0511600,05,129,01,0,1,#,0.088,#,0.088,0,1,#,0.21,#,0.21
2005,0511640,05,131,01,0,1,#,0.31,#,0.31,0,1,#,0.57,#,0.57
2005,0520060,05,501,57,0,1,#,0.03,#,0.03,0,0,#,0,#,0
2005,0520140,05,502,01,0,1,#,0.027,#,0.027,0,0,#,0,#,0
2005,0520400,05,503,07,0,1,#,0.061,#,0.061,0,1,#,10,#,10
2005,0530540,05,608,01,0,1,#,0.033,#,0.033,0,0,#,0,#,0
2005,0530560,05,609,01,0,1,#,0.043,#,0.043,0,1,#,0.18,#,0.18
2005,0530620,05,610,02,0,1,#,0.036,#,0.036,0,0,#,0,#,0
2005,0531260,05,611,01,0,1,#,0.031,#,0.031,0,1,#,0.45,#,0.45
2005,0530780,05,611,02,0,1,#,0.049,#,0.049,0,1,#,0.21,#,0.21
2005,0530570,05,612,01,0,1,#,0.035,#,0.035,0,0,#,0,#,0
2005,0530090,05,613,01,0,1,#,0.047,#,0.047,0,1,#,2.9,#,2.9
2005,0530100,05,614,01,0,1,#,0.061,#,0.061,0,0,#,0,#,0
2005,0530340,05,615,01,0,1,#,0.03,#,0.03,0,1,#,0.58,#,0.58
2005,0530260,05,618,01,0,1,#,0.05,#,0.05,0,0,#,0,#,0
2005,0610040,06,002,02,0,1,#,0.091,#,0.091,0,1,#,0.89,#,0.89
2005,0610050,06,002,03,0,1,#,0.078,#,0.078,0,1,#,2.3,#,2.3
2005,0610110,06,002,56,0,2,#,0.31,#,0.19,0,2,#,2.7,#,2.5
2005,0610290,06,012,01,0,1,#,0.061,#,0.061,0,1,#,0.21,#,0.21
2005,0610350,06,014,01,0,1,#,0.075,#,0.075,0,1,#,1.6,#,1.6
2005,0610400,06,015,01,0,1,#,0.097,#,0.097,0,0,#,0,#,0
2005,0610410,06,016,01,0,1,#,0.075,#,0.075,0,1,#,0.24,#,0.24
2005,0610450,06,019,01,0,1,#,0.18,#,0.18,0,1,#,0.17,#,0.17
2005,0610470,06,021,01,0,1,#,0.055,#,0.055,0,1,#,0.35,#,0.35
2005,0610550,06,026,01,0,0,#,0,#,0,0,1,#,2,#,2
2005,0610650,06,028,01,0,1,#,0.17,#,0.17,0,1,#,0.19,#,0.19
2005,0610690,06,032,01,0,1,#,0.32,#,0.32,0,1,#,0.26,#,0.26
2005,0610880,06,232,01,0,1,#,0.06,#,0.06,0,1,#,0.21,#,0.21
2005,0610920,06,235,01,0,1,#,0.24,#,0.24,0,1,#,8.4,#,8.4
2005,0611140,06,246,51,0,2,#,0.21,#,0.2,0,1,#,0.3,#,0.3
2005,0620080,06,406,01,0,1,#,0.061,#,0.061,0,1,#,1.5,#,1.5
2005,0630010,06,601,01,0,1,#,0.068,#,0.068,0,1,#,7.2,#,7.2
2005,0630070,06,604,01,0,1,#,0.057,#,0.057,0,1,#,0.89,#,0.89
2005,0710010,07,001,01,0,1,#,0.024,#,0.024,0,1,#,0.051,#,0.051
2005,0710070,07,003,01,0,1,#,0.08,#,0.08,0,1,#,0.25,#,0.25
2005,0710100,07,004,01,0,1,#,0.082,#,0.082,0,1,#,0.071,#,0.071
2005,0710130,07,005,01,0,1,#,0.022,#,0.022,0,1,#,0.11,#,0.11
2005,0710170,07,006,01,0,1,#,0.07,#,0.07,0,1,#,0.26,#,0.26
2005,0710220,07,007,01,0,1,#,0.053,#,0.053,0,1,#,0.45,#,0.45
2005,0710250,07,009,01,0,1,#,0.037,#,0.037,0,1,#,0.056,#,0.056
2005,0710270,07,010,01,0,1,#,0.067,#,0.067,0,1,#,0.052,#,0.052
2005,0710290,07,011,01,0,1,#,0.024,#,0.024,0,1,#,0.047,#,0.047
2005,0710310,07,012,02,0,2,#,0.29,#,0.19,0,1,#,1.6,#,1.6
2005,0710330,07,013,01,0,1,#,0.033,#,0.033,0,1,#,0.63,#,0.63
2005,0710340,07,013,02,0,1,#,0.059,#,0.059,0,1,#,3.5,#,3.5
2005,0710350,07,014,01,0,1,#,0.044,#,0.044,0,1,#,0.048,#,0.048
2005,0710360,07,014,02,0,1,#,0.058,#,0.058,0,1,#,0.06,#,0.06
2005,0710390,07,016,01,0,1,#,0.036,#,0.036,0,1,#,0.048,#,0.048
2005,0712150,07,017,52,0,1,#,0.14,#,0.14,0,1,#,0.074,#,0.074
2005,0712180,07,017,53,0,2,#,0.31,#,0.2,0,2,#,0.14,#,0.13
2005,0710430,07,018,01,0,2,#,0.21,#,0.14,0,1,#,0.17,#,0.17
2005,0710450,07,020,01,0,2,#,0.12,#,0.09,0,1,#,0.15,#,0.15
2005,0710470,07,021,02,1,3,#,1.7,#,0.75,0,1,#,3.9,#,3.9
2005,0710480,07,022,01,0,1,#,0.055,#,0.055,0,1,#,0.053,#,0.053
2005,0710500,07,023,02,0,1,#,0.14,#,0.14,0,1,#,0.06,#,0.06
2005,0710530,07,024,02,0,1,#,0.063,#,0.063,0,1,#,0.051,#,0.051
2005,0710550,07,025,01,0,1,#,0.18,#,0.18,0,1,#,0.072,#,0.072
2005,0710590,07,027,01,0,4,#,0.18,#,0.11,0,2,#,2.6,#,1.7
2005,0710600,07,027,51,0,1,#,0.044,#,0.044,0,1,#,0.12,#,0.12
2005,0710660,07,030,01,0,4,#,0.59,#,0.29,0,2,#,1.6,#,1.5
2005,0710670,07,031,01,0,1,#,0.49,#,0.49,0,1,#,0.26,#,0.26
2005,0711380,07,031,52,0,1,#,0.25,#,0.25,0,1,#,0.35,#,0.35
2005,0712020,07,034,51,0,2,#,0.053,#,0.051,0,2,#,0.48,#,0.29
2005,0712000,07,035,52,0,2,#,0.064,#,0.051,0,2,#,0.49,#,0.27
2005,0711390,07,037,51,0,1,#,0.064,#,0.064,0,1,#,0.18,#,0.18
2005,0710810,07,038,01,0,2,#,0.14,#,0.12,0,1,#,0.34,#,0.34
2005,0710850,07,040,01,0,1,#,0.039,#,0.039,0,1,#,0.064,#,0.064
2005,0710910,07,045,01,0,1,#,0.27,#,0.27,0,1,#,1.4,#,1.4
2005,0710930,07,047,01,0,1,#,0.23,#,0.23,0,1,#,0.058,#,0.058
2005,0710940,07,048,01,0,1,#,0.06,#,0.06,0,1,#,0.09,#,0.09
2005,0710950,07,050,01,0,1,#,0.15,#,0.15,0,1,#,0.16,#,0.16
2005,0710960,07,051,01,0,1,#,0.22,#,0.22,0,1,#,0.31,#,0.31
2005,0710970,07,052,01,0,2,#,0.33,#,0.22,0,2,#,0.93,#,0.6
2005,0710980,07,054,01,0,1,#,0.092,#,0.092,0,1,#,0.12,#,0.12
2005,0711040,07,058,01,0,1,#,0.56,#,0.56,0,1,#,0.69,#,0.69
2005,0711070,07,211,01,0,1,#,0.037,#,0.037,0,1,#,0.059,#,0.059
2005,0711100,07,214,01,0,4,#,1,#,0.64,0,4,#,1.7,#,1.1
2005,0712210,07,216,02,0,1,#,0.19,#,0.19,0,1,#,0.083,#,0.083
2005,0711130,07,217,01,0,2,#,0.12,#,0.096,0,2,#,0.22,#,0.2
2005,0711240,07,228,01,0,1,#,0.14,#,0.14,0,1,#,0.43,#,0.43
2005,0711250,07,229,01,0,1,#,0.028,#,0.028,0,1,#,0.12,#,0.12
2005,0712230,07,300,01,0,1,#,0.081,#,0.081,0,1,#,0.64,#,0.64
2005,0720370,07,402,80,0,1,#,0.087,#,0.087,0,1,#,9.2,#,9.2
