西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1987,0110010,01,001,01,0,#,7.4,#,7.8,0,4,#,8.9,#,14,0,4,#,11,#,0.5,#,0.8,0,4,#,0.5,#,0.8,0,4,#,0.6,#,0.6,#,0.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,4,0,4,#,3,#,23,#,920,3,4,#,400,E,99999,E,99999,999,999,E,99999
1987,0110030,01,002,02,0,#,6.8,#,7.6,0,12,#,10,#,14,0,12,#,12,<,0.5,#,1.6,0,12,<,0.5,#,1.6,0,12,#,0.7,#,0.7,#,0.8,#,1.7,#,5.1,999,12,#,1.7,#,5.1,999,12,#,2.9,#,2.8,#,3.4,#,3,#,90,1,12,#,15,#,490,#,9200,10,12,#,3100,E,99999,E,99999,999,999,E,99999
1987,0110020,01,002,52,0,#,6.5,#,7.6,0,12,#,10,#,14,0,12,#,12,<,0.5,#,4.4,1,12,<,0.5,#,4.4,1,12,#,1.3,#,1.2,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,34,1,12,#,7,#,400,#,7500,4,6,#,3300,N,0.5,N,0.5,999,2,N,0.5
1987,0110060,01,004,01,0,#,7.1,#,7.7,0,48,#,7.2,#,13,0,48,#,11,#,0.5,#,1.8,0,48,#,0.8,#,1.7,0,12,#,1.1,#,1.1,#,1.2,#,3.7,#,9,999,48,#,4.3,#,8.5,999,12,#,5.8,#,5.1,#,6.1,#,12,#,170,20,48,#,41,#,790,#,79000,31,48,#,13000,N,0.5,N,0.5,999,2,N,0.5
1987,0113460,01,004,02,0,#,7.1,#,7.4,0,12,#,8.5,#,13,0,12,#,11,#,0.6,#,1.6,0,12,#,0.6,#,1.6,0,12,#,1,#,1,#,1.3,#,3.6,#,7.6,999,12,#,3.6,#,7.6,999,12,#,5,#,4.5,#,5.1,#,1,#,170,4,12,#,33,#,1300,#,490000,6,12,#,56000,N,0.5,N,0.5,999,2,N,0.5
1987,0110070,01,004,51,0,#,7.2,#,7.6,0,12,#,7.1,#,14,0,12,#,10,#,0.8,#,2.3,0,12,#,0.8,#,2.3,0,12,#,1.2,#,1.1,#,1.3,#,4.9,#,7.7,999,12,#,4.9,#,7.7,999,12,#,6,#,5.5,#,6.6,#,4,#,140,3,12,#,34,#,1300,#,79000,6,12,#,19000,E,99999,E,99999,999,999,E,99999
1987,0110080,01,004,52,0,#,7.1,#,7.5,0,4,#,7,#,13,0,4,#,9.5,#,1.2,#,2.4,0,4,#,1.2,#,2.4,0,4,#,1.9,#,2,#,2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,14,#,40,2,4,#,26,#,1300,#,16000,2,4,#,7000,N,0.5,N,0.5,999,2,N,0.5
1987,0110090,01,004,53,0,#,7.1,#,7.6,0,12,#,8.5,#,14,0,12,#,11,#,0.6,#,1.4,0,12,#,0.6,#,1.4,0,12,#,1,#,0.9,#,1.1,#,3.6,#,7.5,999,12,#,3.6,#,7.5,999,12,#,4.9,#,4.5,#,4.8,#,5,#,190,4,12,#,34,#,1300,#,240000,4,12,#,32000,N,0.5,N,0.5,999,2,N,0.5
1987,0110100,01,004,54,0,#,7,#,7.5,0,4,#,7.2,#,14,0,4,#,10,#,1,#,2.2,0,4,#,1,#,2.2,0,4,#,1.7,#,1.7,#,2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,3,#,25,0,4,#,11,#,700,#,3500,0,4,#,1700,E,99999,E,99999,999,999,E,99999
1987,0110110,01,004,55,0,#,7.1,#,7.6,0,12,#,8.1,#,13,0,12,#,11,#,0.5,#,1.5,0,12,#,0.5,#,1.5,0,12,#,1,#,1,#,1.1,#,3.7,#,7.3,999,12,#,3.7,#,7.3,999,12,#,4.9,#,4.6,#,5.1,#,7,#,100,4,12,#,29,#,1400,#,79000,6,12,#,15000,E,99999,E,99999,999,999,E,99999
1987,0110140,01,005,02,0,#,6.9,#,8.4,0,12,#,10,#,15,0,12,#,12,<,0.5,#,1.2,0,12,<,0.5,#,1.2,0,12,#,0.6,#,0.6,#,0.7,#,1,#,5.3,999,12,#,1,#,5.3,999,12,#,2,#,1.6,#,1.9,#,1,#,75,1,12,#,9,#,8,#,490,0,12,#,150,E,99999,E,99999,999,999,E,99999
1987,0110130,01,005,52,0,#,6.7,#,7.7,0,12,#,9.1,#,14,0,12,#,12,#,0.5,#,2.8,1,12,#,0.5,#,2.8,1,12,#,1.2,#,1.2,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,78,1,12,#,10,#,9,#,4300,2,6,#,1100,N,0.5,N,0.5,999,2,N,0.5
1987,0110160,01,006,02,0,#,7,#,7.7,0,24,#,8.2,#,14,0,24,#,11,<,0.5,#,2.5,1,24,#,0.7,#,1.8,0,12,#,1.1,#,1.2,#,1.3,#,1.9,#,6.7,999,24,#,2.3,#,6.5,999,12,#,3.8,#,3.6,#,4.5,#,2,#,46,2,24,#,11,#,700,#,790000,23,24,#,87000,E,99999,E,99999,999,999,E,99999
1987,0110170,01,007,01,0,#,7.1,#,7.7,0,24,#,6.7,#,13,0,24,#,10,#,1.2,#,6.3,6,24,#,1.8,#,5,5,12,#,2.8,#,2.4,#,3.5,#,3,#,7.3,999,24,#,3.7,#,7,999,12,#,5,#,4.9,#,5.1,#,2,#,38,5,24,#,17,#,4900,#,1700000,23,24,#,110000,N,0.5,N,0.5,999,2,N,0.5
1987,0110180,01,007,51,0,#,7,#,7.6,0,24,#,7.2,#,13,0,24,#,9.8,#,1,#,3.8,3,24,#,1.3,#,3.6,1,12,#,2,#,1.7,#,2.1,#,2.5,#,8.5,999,24,#,3.2,#,7.9,999,12,#,4.6,#,4.6,#,5.3,#,1,#,49,3,24,#,15,#,1700,#,54000,21,24,#,23000,E,99999,E,99999,999,999,E,99999
1987,0110190,01,007,52,0,#,7.3,#,9,1,12,#,8.8,#,14,0,12,#,11,#,0.8,#,3.4,1,12,#,0.8,#,3.4,1,12,#,2,#,1.9,#,2.6,#,3.5,#,5.8,999,12,#,3.5,#,5.8,999,12,#,4.6,#,4.5,#,4.8,#,3,#,50,1,12,#,12,#,7000,#,790000,12,12,#,120000,E,99999,E,99999,999,999,E,99999
1987,0110230,01,008,02,0,#,6.9,#,8.1,0,12,#,9.8,#,15,0,12,#,12,<,0.5,#,1.2,1,12,<,0.5,#,1.2,1,12,#,0.7,#,0.6,#,0.7,#,0.9,#,2.8,999,12,#,0.9,#,2.8,999,12,#,1.8,#,1.9,#,2,#,1,#,48,1,12,#,7,#,0,#,170,5,12,#,63,E,99999,E,99999,999,999,E,99999
1987,0110220,01,008,52,0,#,6.8,#,8,0,12,#,8,#,14,0,12,#,11,<,0.5,#,0.7,0,12,<,0.5,#,0.7,0,12,#,0.5,#,0.5,#,0.6,#,1,#,3.3,999,6,#,1,#,3.3,999,6,#,2.2,#,2.2,#,2.5,#,1,#,110,1,12,#,15,#,0,#,240,3,10,#,56,E,99999,E,99999,999,999,E,99999
1987,0110240,01,009,01,0,#,7.2,#,8.5,0,27,#,9.7,#,14,0,27,#,12,<,0.5,#,1.4,0,27,<,0.5,#,1.1,0,12,#,0.6,#,0.6,#,0.7,#,1.1,#,7.4,999,27,#,1.6,#,2.9,999,12,#,2.2,#,2.1,#,2.4,#,1,#,53,3,27,#,14,#,8,#,1700,1,27,#,160,E,99999,E,99999,999,999,E,99999
1987,0110250,01,010,01,0,#,7,#,7.6,0,27,#,8.9,#,13,0,27,#,11,#,0.6,#,2.8,0,27,#,0.6,#,2.2,0,12,#,1.2,#,1.3,#,1.3,#,2.2,#,4.6,999,27,#,2.2,#,4.6,999,12,#,3.2,#,3.3,#,3.4,#,3,#,55,2,27,#,18,#,490,#,35000,14,27,#,6900,E,99999,E,99999,999,999,E,99999
1987,0110260,01,010,02,0,#,7.2,#,8.2,0,12,#,9.7,#,15,0,12,#,12,#,0.5,#,2.6,0,12,#,0.5,#,2.6,0,12,#,1.2,#,1.1,#,1.5,#,1,#,4.5,999,12,#,1,#,4.5,999,12,#,2.7,#,2.7,#,3,#,3,#,55,2,12,#,14,#,130,#,7900,1,12,#,2100,E,99999,E,99999,999,999,E,99999
1987,0110270,01,010,03,0,#,7.1,#,8.6,1,27,#,9.5,#,15,0,27,#,11,<,0.5,#,5.4,3,27,<,0.5,#,3.1,1,12,#,1.6,#,1.5,#,2.5,#,1.8,#,14,999,27,#,1.8,#,5.3,999,12,#,3.4,#,3.4,#,3.6,#,2,#,100,2,27,#,16,#,790,#,940000,16,27,#,29000,E,99999,E,99999,999,999,E,99999
1987,0110280,01,010,51,0,#,7,#,9.2,1,27,#,9.3,#,15,0,27,#,11,#,0.6,#,2.6,0,27,#,0.6,#,2.2,0,12,#,1.2,#,1.3,#,1.5,#,1.8,#,7.6,999,27,#,1.8,#,4.4,999,12,#,3,#,3.1,#,3.6,#,1,#,79,3,27,#,14,#,21,#,280000,17,27,#,20000,E,99999,E,99999,999,999,E,99999
1987,0110290,01,010,52,0,#,6.8,#,7.8,0,6,#,8.3,#,14,0,6,#,10,#,0.5,#,1,0,6,#,0.5,#,1,0,6,#,0.7,#,0.6,#,0.8,#,2.3,#,3.7,999,6,#,2.3,#,3.7,999,6,#,2.9,#,2.8,#,3.1,#,1,#,9,0,6,#,5,#,230,#,9200,1,4,#,2800,E,99999,E,99999,999,999,E,99999
1987,0110310,01,011,01,0,#,7,#,8.9,1,12,#,8.1,#,14,0,12,#,11,<,0.5,#,3.1,3,12,<,0.5,#,3.1,3,12,#,1.5,#,1.3,#,1.9,#,2.8,#,7.2,999,12,#,2.8,#,7.2,999,12,#,4.5,#,4.4,#,4.7,#,2,#,39,2,12,#,10,#,1700,#,160000,12,12,#,36000,E,99999,E,99999,999,999,E,99999
1987,0110320,01,012,01,0,#,7,#,7.5,0,24,#,7.1,#,13,0,24,#,10,#,0.7,#,7.3,3,24,#,1.4,#,6.5,1,12,#,2.3,#,1.9,#,2.2,#,2.9,#,9,999,24,#,3.2,#,6.9,999,12,#,5,#,5.1,#,5.4,#,2,#,72,3,24,#,15,#,1300,#,9200000,21,24,#,560000,E,99999,E,99999,999,999,E,99999
1987,0110330,01,013,01,0,#,7.2,#,9.4,4,24,#,5.2,#,12,0,24,#,8.8,#,0.9,#,4.2,2,24,#,1.4,#,3.4,1,12,#,2.1,#,1.9,#,2.2,#,5.4,#,14,999,24,#,5.8,#,10,999,12,#,8.1,#,8,#,9.1,#,2,#,10,0,24,#,5,#,79,#,110000,7,24,#,14000,E,99999,E,99999,999,999,E,99999
1987,0110340,01,014,01,0,#,7.8,#,8.3,0,4,#,8.6,#,10,0,4,#,9.6,#,0.5,#,0.9,0,4,#,0.5,#,0.9,0,4,#,0.7,#,0.7,#,0.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,6,0,4,#,4,#,110,#,24000,2,4,#,6700,E,99999,E,99999,999,999,E,99999
1987,0110350,01,015,01,0,#,7.1,#,7.8,0,12,#,9,#,13,0,12,#,11,#,0.8,#,4.3,1,12,#,0.8,#,4.3,1,12,#,1.9,#,2,#,2.4,#,2.9,#,5.8,999,12,#,2.9,#,5.8,999,12,#,4.1,#,3.7,#,4.9,#,3,#,13,0,12,#,6,#,2200,#,240000,10,12,#,73000,E,99999,E,99999,999,999,E,99999
1987,0110360,01,016,01,0,#,6.8,#,7.7,0,12,#,9.1,#,12,0,12,#,11,<,0.5,#,1.4,1,12,<,0.5,#,1.4,1,12,#,0.7,#,0.6,#,0.8,#,2.4,#,9,999,12,#,2.4,#,9,999,12,#,4.5,#,4.2,#,4.4,#,1,#,35,2,12,#,8,#,33,#,14000,10,12,#,2100,E,99999,E,99999,999,999,E,99999
1987,0110370,01,017,01,0,#,6.8,#,7.6,0,12,#,8.6,#,13,0,12,#,11,<,0.5,#,1.6,0,12,<,0.5,#,1.6,0,12,#,0.8,#,0.7,#,0.8,#,2.8,#,10,999,12,#,2.8,#,10,999,12,#,5.1,#,4.4,#,5.7,#,5,#,63,4,12,#,21,#,110,#,160000,7,12,#,18000,N,0.5,N,0.5,999,2,N,0.5
1987,0110380,01,018,01,0,#,6.8,#,8.5,0,24,#,7.1,#,13,0,24,#,10,#,0.6,#,7.5,3,24,#,1,#,5.4,2,12,#,1.9,#,1.4,#,1.6,#,2.6,#,12,999,24,#,3.1,#,12,999,12,#,6.2,#,5.1,#,7.9,#,3,#,120,4,24,#,22,#,490,#,540000,15,24,#,59000,N,0.5,N,0.5,999,3,N,0.5
1987,0110390,01,018,51,0,#,6.8,#,7.5,0,12,#,8.2,#,13,0,12,#,11,<,0.5,#,1.4,0,12,<,0.5,#,1.4,0,12,#,0.8,#,0.7,#,0.9,#,2.6,#,9.2,999,12,#,2.6,#,9.2,999,12,#,5.1,#,4.3,#,6.4,#,3,#,170,4,12,#,33,#,220,#,11000,3,12,#,3300,N,0.5,N,0.5,999,2,N,0.5
1987,0110400,01,019,01,0,#,7.2,#,8.4,0,12,#,9.5,#,14,0,12,#,12,<,0.5,#,2.6,3,12,<,0.5,#,2.6,3,12,#,0.9,#,0.5,#,0.7,#,2.1,#,3.3,999,12,#,2.1,#,3.3,999,12,#,2.6,#,2.6,#,2.9,<,1,#,22,0,12,#,7,#,79,#,27000,12,12,#,9500,E,99999,E,99999,999,999,E,99999
1987,0110410,01,020,01,0,#,7.2,#,9,3,12,#,9.5,#,14,0,12,#,12,<,0.5,#,2.8,1,12,<,0.5,#,2.8,1,12,#,0.9,#,0.6,#,0.8,#,2,#,4.8,999,12,#,2,#,4.8,999,12,#,3.1,#,2.9,#,3.5,#,1,#,32,1,12,#,7,#,220,#,130000,7,12,#,14000,E,99999,E,99999,999,999,E,99999
1987,0110420,01,021,01,0,#,6.8,#,8.1,0,12,#,9,#,14,0,12,#,12,<,0.5,#,1,0,12,<,0.5,#,1,0,12,#,0.6,<,0.5,<,0.5,#,1.8,#,3.8,999,12,#,1.8,#,3.8,999,12,#,2.9,#,2.9,#,3.7,<,1,#,23,0,12,#,5,#,490,#,22000,9,12,#,4500,E,99999,E,99999,999,999,E,99999
