西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
1999,0410530,04,017,01,29.5,999,4,#,0.097,#,0.069,#,0.077,#,0.053,#,0.019,#,0.014,#,0.005,#,0.003,<,0.001,<,0.001
1999,0410580,04,019,01,27,999,4,#,0.039,#,0.034,#,0.028,#,0.025,#,0.01,#,0.0075,#,0.002,#,0.002,<,0.001,<,0.001
1999,0410620,04,021,01,28,999,4,#,0.12,#,0.075,#,0.11,#,0.065,#,0.015,#,0.0098,#,0.004,#,0.002,<,0.001,<,0.001
1999,0410710,04,025,01,24.2,999,4,#,0.055,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,0410740,04,025,53,23.2,999,4,#,0.046,#,0.036,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,0410970,04,031,01,24,999,4,#,0.066,#,0.045,#,0.051,#,0.032,#,0.014,#,0.011,#,0.004,#,0.002,<,0.001,<,0.001
1999,0411130,04,038,01,26,999,4,#,0.057,#,0.04,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,0411170,04,039,01,26.5,999,4,#,0.072,#,0.042,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,0411370,04,053,01,23.2,999,4,#,0.03,#,0.022,#,0.017,#,0.012,#,0.009,#,0.007,#,0.004,#,0.003,<,0.001,<,0.001
1999,0411500,04,057,01,18.5,999,4,#,0.039,#,0.031,#,0.035,#,0.027,#,0.004,#,0.0033,<,0.001,<,0.001,<,0.001,<,0.001
1999,0420290,04,410,01,20,999,4,#,0.14,#,0.087,#,0.14,#,0.084,#,0.006,#,0.0048,<,0.001,<,0.001,<,0.001,<,0.001
1999,0420400,04,421,01,25.7,999,4,#,0.055,#,0.036,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,0420120,04,504,01,25.6,999,4,#,0.049,#,0.036,#,0.044,#,0.03,#,0.006,#,0.0053,#,0.001,#,0.001,<,0.001,<,0.001
1999,0420140,04,505,01,24.8,999,4,#,0.047,#,0.037,#,0.04,#,0.03,#,0.0067,#,0.0059,#,0.001,#,0.001,#,0.0001,#,0.0001
1999,0420180,04,506,01,28.5,999,4,#,0.11,#,0.052,#,0.1,#,0.044,#,0.01,#,0.0078,#,0.001,#,0.001,<,0.001,<,0.001
1999,0510040,05,003,01,99.9,999,4,#,0.044,#,0.029,#,0.02,#,0.014,#,0.013,#,0.0095,#,0.012,#,0.0059,<,0.0001,<,0.0001
1999,0510070,05,003,06,99.9,999,4,#,0.049,#,0.033,#,0.017,#,0.013,#,0.018,#,0.012,#,0.015,#,0.0076,<,0.0001,<,0.0001
1999,0510470,05,053,03,99.9,999,4,#,0.042,#,0.025,#,0.026,#,0.014,#,0.013,#,0.0079,#,0.0033,#,0.0027,<,0.0001,<,0.0001
1999,0510520,05,053,08,99.9,999,4,#,0.041,#,0.029,#,0.025,#,0.015,#,0.014,#,0.0091,#,0.01,#,0.0048,<,0.0001,<,0.0001
1999,0610030,06,002,01,20.5,999,4,#,0.015,#,0.014,#,0.012,#,0.011,#,0.001,#,0.001,#,0.001,#,0.001,#,0.002,#,0.002
1999,0610070,06,002,52,19.8,999,4,#,0.016,#,0.014,#,0.011,#,0.01,<,0.001,<,0.001,#,0.001,#,0.001,#,0.003,#,0.002
1999,0610110,06,002,56,19.6,999,4,#,0.022,#,0.016,#,0.018,#,0.012,#,0.001,#,0.001,#,0.001,#,0.001,#,0.004,#,0.002
1999,0610930,06,236,01,23.5,999,4,#,0.034,#,0.029,#,0.021,#,0.013,#,0.012,#,0.01,#,0.009,#,0.005,#,0.001,#,0.001
1999,0620010,06,401,01,26.5,999,3,#,0.015,#,0.015,#,0.011,#,0.011,#,0.001,#,0.001,#,0.001,#,0.001,#,0.003,#,0.002
1999,0620020,06,401,02,26.7,999,3,#,0.014,#,0.014,#,0.011,#,0.01,<,0.001,<,0.001,#,0.001,#,0.001,#,0.002,#,0.001
1999,0620030,06,402,01,27.5,999,2,#,0.059,#,0.051,#,0.05,#,0.042,#,0.007,#,0.007,<,0.001,<,0.001,<,0.001,<,0.001
1999,0620060,06,404,01,27.4,999,2,#,0.038,#,0.033,#,0.034,#,0.029,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
1999,0620070,06,405,01,26.6,999,2,#,0.081,#,0.073,#,0.071,#,0.063,#,0.008,#,0.008,<,0.001,<,0.001,<,0.001,<,0.001
1999,0620050,06,501,01,13.2,999,2,#,0.012,#,0.01,#,0.009,#,0.007,<,0.001,<,0.001,#,0.001,#,0.001,#,0.001,#,0.001
1999,0710020,07,002,01,26.5,999,4,#,0.09,#,0.068,#,0.06,#,0.045,#,0.021,#,0.014,#,0.006,#,0.005,#,0.008,#,0.005
1999,0710090,07,003,52,29,999,4,#,0.098,#,0.066,#,0.065,#,0.039,#,0.02,#,0.015,#,0.01,#,0.006,#,0.007,#,0.006
1999,0710140,07,005,51,23.6,999,4,#,0.039,#,0.026,#,0.031,#,0.02,#,0.006,#,0.004,#,0.001,#,0.001,#,0.002,#,0.001
1999,0711880,07,017,51,26.5,999,4,#,0.081,#,0.069,#,0.054,#,0.048,#,0.023,#,0.016,#,0.008,#,0.005,#,0.001,#,0.001
1999,0711890,07,020,51,25,999,4,#,0.053,#,0.047,#,0.042,#,0.034,#,0.013,#,0.009,#,0.008,#,0.004,#,0.001,#,0.001
1999,0710550,07,025,01,27.5,999,4,#,0.079,#,0.052,#,0.052,#,0.035,#,0.02,#,0.012,#,0.008,#,0.004,#,0.003,#,0.002
1999,0711940,07,027,55,23,999,4,#,0.061,#,0.048,#,0.044,#,0.034,#,0.011,#,0.01,#,0.005,#,0.003,#,0.001,#,0.001
1999,0711380,07,031,52,28.5,999,4,#,0.034,#,0.027,#,0.025,#,0.018,#,0.008,#,0.006,#,0.004,#,0.002,<,0.001,<,0.001
1999,0711900,07,039,51,29.2,999,4,#,0.043,#,0.034,#,0.031,#,0.026,#,0.008,#,0.006,#,0.003,#,0.002,<,0.001,<,0.001
1999,0711910,07,042,51,26,999,4,#,0.065,#,0.049,#,0.039,#,0.033,#,0.02,#,0.012,#,0.005,#,0.004,#,0.001,#,0.001
1999,0711920,07,056,51,27.7,999,4,#,0.056,#,0.038,#,0.048,#,0.032,#,0.006,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
1999,0711930,07,205,02,17.5,999,4,#,0.032,#,0.025,#,0.017,#,0.012,#,0.01,#,0.008,#,0.005,#,0.004,#,0.003,#,0.002
1999,0711650,07,254,01,21.4,999,4,#,0.048,#,0.039,#,0.034,#,0.027,#,0.01,#,0.009,#,0.004,#,0.002,<,0.001,<,0.001
1999,0810010,08,001,01,28.5,999,4,#,0.043,#,0.035,#,0.021,#,0.016,#,0.014,#,0.011,#,0.008,#,0.007,#,0.001,#,0.001
1999,0810440,08,039,02,25.4,999,4,#,0.052,#,0.033,#,0.04,#,0.017,#,0.011,#,0.008,#,0.008,#,0.004,#,0.014,#,0.005
1999,0810490,08,041,01,22.5,999,4,#,0.05,#,0.042,#,0.038,#,0.028,#,0.012,#,0.01,#,0.007,#,0.004,<,0.001,<,0.001
1999,0810500,08,041,02,22.2,999,4,#,0.062,#,0.053,#,0.038,#,0.027,#,0.022,#,0.015,#,0.017,#,0.009,#,0.004,#,0.002
1999,0810570,08,042,01,27.2,999,4,#,0.048,#,0.04,#,0.023,#,0.019,#,0.017,#,0.011,#,0.012,#,0.008,#,0.002,#,0.001
1999,0811000,08,067,51,23,999,4,#,0.039,#,0.034,#,0.028,#,0.022,#,0.009,#,0.008,#,0.003,#,0.003,<,0.001,<,0.001
1999,0811180,08,083,02,24.7,999,4,#,0.068,#,0.048,#,0.053,#,0.031,#,0.012,#,0.009,#,0.01,#,0.004,#,0.01,#,0.004
1999,0812070,08,114,01,17,999,4,#,0.024,#,0.018,#,0.018,#,0.012,#,0.004,#,0.004,#,0.001,#,0.001,<,0.001,<,0.001
1999,0812080,08,117,01,17,999,4,#,0.031,#,0.025,#,0.024,#,0.02,#,0.005,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
1999,0812050,08,119,01,17,999,4,#,0.031,#,0.02,#,0.017,#,0.013,#,0.009,#,0.004,#,0.005,#,0.002,<,0.001,<,0.001
1999,0810310,08,124,01,17,999,4,#,0.029,#,0.021,#,0.023,#,0.016,#,0.004,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
1999,0810390,08,126,01,19,999,4,#,0.055,#,0.03,#,0.045,#,0.023,#,0.008,#,0.005,#,0.001,#,0.001,<,0.001,<,0.001
1999,0820020,08,501,02,29.8,999,12,#,0.11,#,0.079,#,0.071,#,0.044,#,0.036,#,0.026,#,0.017,#,0.01,#,0.002,#,0.001
1999,0820040,08,501,04,28.1,999,12,#,0.13,#,0.083,#,0.052,#,0.033,#,0.046,#,0.03,#,0.034,#,0.02,#,0.006,#,0.003
1999,0820060,08,501,52,28.9,999,12,#,0.11,#,0.076,#,0.068,#,0.038,#,0.034,#,0.025,#,0.019,#,0.013,#,0.002,#,0.001
1999,0820110,08,501,57,29,999,12,#,0.089,#,0.073,#,0.055,#,0.04,#,0.026,#,0.023,#,0.014,#,0.009,#,0.001,#,0.001
1999,0820150,08,502,02,30.1,999,12,#,0.2,#,0.13,#,0.1,#,0.046,#,0.062,#,0.041,#,0.051,#,0.04,#,0.017,#,0.011
1999,0820180,08,502,53,30,999,12,#,0.1,#,0.085,#,0.056,#,0.042,#,0.033,#,0.028,#,0.019,#,0.015,#,0.003,#,0.002
1999,0910080,09,003,51,22,999,4,#,0.029,#,0.024,#,0.023,#,0.018,#,0.0039,#,0.0036,<,0.0005,<,0.0005,<,0.002,<,0.002
1999,0910090,09,004,01,24.5,999,4,#,0.035,#,0.024,#,0.026,#,0.016,#,0.0067,#,0.0047,#,0.0041,#,0.0018,<,0.002,<,0.002
1999,0910110,09,004,51,21.5,999,4,#,0.026,#,0.023,#,0.019,#,0.015,#,0.0064,#,0.0052,#,0.001,#,0.0007,<,0.002,<,0.002
1999,0910160,09,006,01,25.8,999,4,#,0.043,#,0.038,#,0.023,#,0.021,#,0.014,#,0.0092,#,0.0089,#,0.006,<,0.002,<,0.002
1999,0910180,09,007,01,27.2,999,4,#,0.05,#,0.042,#,0.024,#,0.02,#,0.017,#,0.011,#,0.012,#,0.0086,#,0.002,#,0.002
1999,0910190,09,072,01,18.2,999,3,#,0.031,#,0.022,#,0.023,#,0.014,#,0.0067,#,0.0048,#,0.0021,#,0.0013,<,0.002,<,0.002
1999,0910220,09,075,51,16.7,999,4,#,0.01,#,0.009,#,0.005,#,0.004,#,0.0028,#,0.0024,#,0.0008,#,0.0007,<,0.002,<,0.002
1999,0910670,09,110,01,27.4,999,4,#,0.045,#,0.031,#,0.021,#,0.011,#,0.016,#,0.011,#,0.0084,#,0.0071,<,0.002,<,0.002
1999,0920180,09,403,01,22.1,999,3,#,0.031,#,0.029,#,0.026,#,0.024,#,0.0041,#,0.0033,<,0.0005,<,0.0005,<,0.002,<,0.002
1999,0920100,09,512,01,22,999,4,#,0.012,#,0.01,#,0.007,#,0.005,#,0.0027,#,0.0026,#,0.0009,#,0.0008,<,0.002,<,0.002
1999,1010020,10,001,02,21,999,4,#,0.027,#,0.025,#,0.018,#,0.014,#,0.008,#,0.0066,#,0.0058,#,0.0035,#,0.0009,#,0.0007
1999,1010090,10,002,01,26.5,999,4,#,0.024,#,0.023,#,0.015,#,0.012,#,0.0083,#,0.0074,#,0.0057,#,0.0041,#,0.0007,#,0.0006
1999,1010100,10,002,02,26.5,999,4,#,0.035,#,0.029,#,0.019,#,0.014,#,0.01,#,0.0091,#,0.0071,#,0.0051,#,0.0009,#,0.0006
1999,1010550,10,012,51,18.2,999,3,#,0.021,#,0.021,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1010570,10,014,01,24,999,4,#,0.046,#,0.027,#,0.026,#,0.014,#,0.013,#,0.0061,#,0.016,#,0.0047,#,0.0052,#,0.0017
1999,1010580,10,014,02,20.1,999,2,#,0.032,#,0.029,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1010590,10,014,51,18.4,999,2,#,0.024,#,0.024,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1010630,10,015,01,29,999,4,#,0.14,#,0.051,#,0.13,#,0.043,#,0.0058,#,0.0049,#,0.0028,#,0.0013,<,0.0005,<,0.0005
1999,1010660,10,016,51,25.1,999,4,#,0.02,#,0.016,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1010740,10,018,51,21.7,999,4,#,0.022,#,0.02,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1010760,10,020,01,24.6,999,4,#,0.041,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1011000,10,023,01,29.1,999,4,#,0.062,#,0.035,#,0.056,#,0.027,#,0.0086,#,0.0068,#,0.0027,#,0.0017,<,0.0005,<,0.0005
1999,1011130,10,028,01,25.8,999,4,#,0.042,#,0.036,#,0.023,#,0.021,#,0.014,#,0.0092,#,0.0089,#,0.006,#,0.0009,#,0.0007
1999,1011210,10,030,55,28,999,3,#,0.019,#,0.018,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1011230,10,031,01,24.2,999,4,#,0.019,#,0.017,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110010,11,001,01,28.6,999,4,#,0.034,#,0.029,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110020,11,001,51,28.7,999,4,#,0.029,#,0.028,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110040,11,002,01,27.6,999,4,#,0.057,#,0.05,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110120,11,004,01,28.5,999,4,#,0.057,#,0.05,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110180,11,005,03,23.6,999,12,#,0.066,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110200,11,005,52,23.8,999,12,#,0.061,#,0.042,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110240,11,008,01,26.5,999,4,#,0.024,#,0.023,#,0.015,#,0.012,#,0.0083,#,0.0074,#,0.0057,#,0.0041,#,0.0007,#,0.0005
1999,1110250,11,008,02,26.5,999,4,#,0.035,#,0.029,#,0.019,#,0.014,#,0.01,#,0.0091,#,0.0071,#,0.0051,#,0.0009,#,0.0006
1999,1110260,11,008,03,30.8,999,4,#,0.043,#,0.035,#,0.021,#,0.016,#,0.014,#,0.011,#,0.0087,#,0.0071,#,0.0012,#,0.0007
1999,1110290,11,009,01,24.8,999,4,#,0.073,#,0.058,#,0.039,#,0.028,#,0.022,#,0.019,#,0.012,#,0.011,#,0.0013,#,0.001
1999,1110300,11,010,01,27.5,999,4,#,0.071,#,0.055,#,0.037,#,0.029,#,0.022,#,0.018,#,0.016,#,0.0086,#,0.002,#,0.0007
1999,1110310,11,011,01,22.6,999,4,#,0.053,#,0.044,#,0.04,#,0.028,#,0.015,#,0.012,#,0.009,#,0.0047,#,0.0005,#,0.0003
1999,1110320,11,012,01,25.6,999,4,#,0.059,#,0.048,#,0.032,#,0.023,#,0.017,#,0.015,#,0.013,#,0.0094,#,0.0031,#,0.0014
1999,1110520,11,020,01,27.7,999,4,#,0.031,#,0.024,#,0.025,#,0.019,#,0.0053,#,0.0047,#,0.0009,#,0.0007,<,0.0002,<,0.0002
1999,1110550,11,021,51,27.6,999,4,#,0.05,#,0.036,#,0.035,#,0.024,#,0.012,#,0.0094,#,0.0037,#,0.0029,#,0.0002,#,0.0002
1999,1110560,11,021,52,26.9,999,4,#,0.053,#,0.037,#,0.031,#,0.022,#,0.015,#,0.011,#,0.0066,#,0.0042,#,0.0004,#,0.0003
1999,1110590,11,022,01,27.6,999,4,#,0.041,#,0.033,#,0.023,#,0.018,#,0.012,#,0.011,#,0.0058,#,0.005,#,0.0005,#,0.0003
1999,1110610,11,024,01,26.3,999,4,#,0.063,#,0.039,#,0.05,#,0.026,#,0.011,#,0.0099,#,0.0042,#,0.0033,#,0.0002,#,0.0002
1999,1110640,11,026,51,27.6,999,4,#,0.026,#,0.021,#,0.02,#,0.016,#,0.0055,#,0.0041,#,0.0011,#,0.0008,<,0.0002,<,0.0002
1999,1110660,11,028,01,26.4,999,4,#,0.06,#,0.04,#,0.051,#,0.032,#,0.0087,#,0.0071,#,0.0016,#,0.0011,<,0.0002,<,0.0002
1999,1110670,11,029,01,28.9,999,4,#,0.11,#,0.11,#,0.083,#,0.067,#,0.034,#,0.03,#,0.017,#,0.013,#,0.0017,#,0.0011
1999,1110680,11,030,01,28.1,999,4,#,0.092,#,0.083,#,0.074,#,0.053,#,0.026,#,0.022,#,0.011,#,0.0081,#,0.0004,#,0.0003
1999,1110690,11,031,01,28.2,999,4,#,0.085,#,0.06,#,0.073,#,0.041,#,0.016,#,0.014,#,0.0072,#,0.0048,#,0.0003,#,0.0002
1999,1110750,11,035,01,26.4,999,4,#,0.032,#,0.026,#,0.028,#,0.023,#,0.0041,#,0.0035,#,0.0004,#,0.0003,<,0.0002,<,0.0002
1999,1110760,11,036,01,25.5,999,4,#,0.049,#,0.039,#,0.042,#,0.028,#,0.011,#,0.0083,#,0.0041,#,0.0024,<,0.0002,<,0.0002
1999,1111020,11,038,01,18.6,999,4,#,0.023,#,0.015,#,0.022,#,0.014,#,0.0014,#,0.0011,<,0.0002,<,0.0002,<,0.0002,<,0.0002
1999,1110780,11,038,51,20,999,4,#,0.071,#,0.035,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110790,11,039,01,23.8,999,4,#,0.036,#,0.032,#,0.029,#,0.026,#,0.0068,#,0.0058,#,0.0016,#,0.0011,<,0.0002,<,0.0002
1999,1110890,11,042,01,24.2,999,4,#,0.019,#,0.017,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1999,1110950,11,204,01,28.8,999,4,#,0.15,#,0.1,#,0.1,#,0.059,#,0.035,#,0.028,#,0.025,#,0.014,#,0.0035,#,0.0012
1999,1111010,11,209,01,28,999,4,#,0.097,#,0.086,#,0.048,#,0.026,#,0.032,#,0.027,#,0.032,#,0.027,#,0.01,#,0.0064
1999,1210010,12,001,01,28.6,999,4,#,0.034,#,0.029,#,0.015,#,0.013,#,0.013,#,0.011,#,0.0052,#,0.0041,<,0.0005,<,0.0005
1999,1210020,12,001,02,30,999,4,#,0.04,#,0.033,#,0.018,#,0.015,#,0.015,#,0.013,#,0.0066,#,0.0047,<,0.0005,<,0.0005
1999,1210030,12,001,51,28.7,999,4,#,0.029,#,0.028,#,0.014,#,0.012,#,0.012,#,0.011,#,0.0049,#,0.0042,<,0.0005,<,0.0005
1999,1210140,12,008,01,29.2,999,12,#,0.056,#,0.043,#,0.04,#,0.028,#,0.014,#,0.01,#,0.0079,#,0.0042,#,0.0018,#,0.0007
1999,1210150,12,008,02,29.3,999,12,#,0.077,#,0.057,#,0.039,#,0.029,#,0.022,#,0.016,#,0.021,#,0.0097,#,0.0049,#,0.0024
1999,1210200,12,008,55,29.5,999,12,#,0.091,#,0.064,#,0.043,#,0.027,#,0.033,#,0.018,#,0.033,#,0.014,#,0.02,#,0.0046
1999,1210220,12,009,01,28.9,999,4,#,0.084,#,0.075,#,0.029,#,0.025,#,0.034,#,0.03,#,0.026,#,0.019,#,0.0028,#,0.0011
1999,1210410,12,017,01,25.7,999,4,#,0.12,#,0.12,#,0.089,#,0.065,#,0.044,#,0.032,#,0.041,#,0.023,#,0.0033,#,0.0023
1999,1211250,12,020,51,28.1,999,4,#,0.12,#,0.1,#,0.055,#,0.04,#,0.041,#,0.031,#,0.042,#,0.027,#,0.004,#,0.0034
1999,1210570,12,030,01,28.5,999,4,#,0.11,#,0.096,#,0.082,#,0.044,#,0.036,#,0.033,#,0.034,#,0.019,#,0.0054,#,0.0023
1999,1211230,12,037,52,28.5,999,4,#,0.092,#,0.084,#,0.063,#,0.04,#,0.034,#,0.027,#,0.027,#,0.016,#,0.0038,#,0.0022
1999,1211240,12,042,51,26.8,999,4,#,0.084,#,0.063,#,0.071,#,0.048,#,0.014,#,0.013,#,0.0047,#,0.0029,<,0.0005,<,0.0005
