西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,m_ダイオキシン（水質）,n_ダイオキシン（水質）,C_ダイオキシン（水質）_最大値,ダイオキシン（水質）_最大値,C_ダイオキシン（水質）_平均値,ダイオキシン（水質）_平均値,m_ダイオキシン（底質）,n_ダイオキシン（底質）,C_ダイオキシン（底質）_最大値,ダイオキシン（底質）_最大値,C_ダイオキシン（底質）_平均値,ダイオキシン（底質）_平均値
2006,0110060,01,004,01,0,2,#,0.57,#,0.38,0,2,#,0.25,#,0.25
2006,0113460,01,004,02,0,1,#,0.65,#,0.65,0,1,#,1.5,#,1.5
2006,0110160,01,006,02,0,1,#,0.062,#,0.062,0,1,#,0.68,#,0.68
2006,0110170,01,007,01,0,2,#,0.089,#,0.082,0,2,#,0.76,#,0.61
2006,0110180,01,007,51,0,0,#,0,#,0,0,1,#,1.1,#,1.1
2006,0110250,01,010,01,0,2,#,0.085,#,0.08,0,2,#,0.25,#,0.23
2006,0110320,01,012,01,0,2,#,0.071,#,0.065,0,2,#,0.64,#,0.52
2006,0110370,01,017,01,0,2,#,0.072,#,0.068,0,2,#,0.41,#,0.4
2006,0113990,01,024,55,0,1,#,0.072,#,0.072,0,1,#,1.4,#,1.4
2006,0118760,01,024,56,0,1,#,0.063,#,0.063,0,1,#,0.46,#,0.46
2006,0110600,01,033,01,0,2,#,0.071,#,0.065,0,2,#,0.37,#,0.29
2006,0110630,01,035,01,0,1,#,0.06,#,0.06,0,1,#,0.21,#,0.21
2006,0110790,01,048,01,0,2,#,0.07,#,0.064,0,2,#,0.25,#,0.24
2006,0110940,01,059,01,0,1,#,0.069,#,0.069,0,1,#,0.23,#,0.23
2006,0110950,01,060,01,0,1,#,0.058,#,0.058,0,2,#,0.23,#,0.22
2006,0110980,01,062,01,0,2,#,0.069,#,0.065,0,2,#,0.3,#,0.26
2006,0118770,01,062,52,0,0,#,0,#,0,0,1,#,0.24,#,0.24
2006,0111200,01,075,53,0,1,#,0.057,#,0.057,0,1,#,0.15,#,0.15
2006,0111260,01,077,01,0,1,#,0.071,#,0.071,0,1,#,0.28,#,0.28
2006,0111280,01,079,01,0,1,#,0.059,#,0.059,0,1,#,0.2,#,0.2
2006,0111320,01,083,01,0,2,#,0.076,#,0.068,0,2,#,0.41,#,0.33
2006,0111750,01,121,01,0,1,#,0.037,#,0.037,0,1,#,0.97,#,0.97
2006,0111790,01,122,01,0,1,#,0.32,#,0.32,0,1,#,0.48,#,0.48
2006,0114000,01,122,55,0,2,#,0.19,#,0.15,0,0,#,0,#,0
2006,0114670,01,122,56,0,0,#,0,#,0,0,1,#,0.15,#,0.15
2006,0114560,01,127,51,0,2,#,0.28,#,0.25,0,0,#,0,#,0
2006,0112180,01,148,01,0,2,#,0.095,#,0.066,0,2,#,0.49,#,0.34
2006,0112330,01,159,53,0,1,#,0.067,#,0.067,0,1,#,7.2,#,7.2
2006,0112690,01,187,01,0,1,#,0.14,#,0.14,0,1,#,0.23,#,0.23
2006,0113220,01,247,01,0,1,#,0.05,#,0.05,0,1,#,0.28,#,0.28
2006,0114280,01,284,01,0,1,#,0.26,#,0.26,0,1,#,0.84,#,0.84
2006,0114660,01,301,01,0,2,#,0.069,#,0.063,0,2,#,0.23,#,0.22
2006,0120700,01,404,01,0,1,#,0.21,#,0.21,0,1,#,3.5,#,3.5
2006,0120710,01,405,01,0,1,#,0.069,#,0.069,0,1,#,0.25,#,0.25
2006,0120720,01,406,01,0,1,#,0.069,#,0.069,0,1,#,0.35,#,0.35
2006,0120730,01,407,01,0,1,#,0.071,#,0.071,0,1,#,2.2,#,2.2
2006,0120010,01,501,01,0,1,#,0.07,#,0.07,0,1,#,9.1,#,9.1
2006,0130220,01,604,02,0,1,#,0.076,#,0.076,0,1,#,7.2,#,7.2
2006,0130720,01,627,01,0,1,#,0.1,#,0.1,0,1,#,0.21,#,0.21
2006,0130790,01,630,02,0,1,#,0.059,#,0.059,0,1,#,0.23,#,0.23
2006,0130880,01,633,02,0,1,#,0.086,#,0.086,0,1,#,6.5,#,6.5
2006,0132370,01,659,01,0,1,#,0.057,#,0.057,0,1,#,0.3,#,0.3
2006,0210020,02,001,51,0,1,#,0.079,#,0.079,0,1,#,0.24,#,0.24
2006,0210040,02,002,01,0,1,#,0.095,#,0.095,0,1,#,2,#,2
2006,0210090,02,003,51,0,1,#,0.083,#,0.083,0,1,#,0.33,#,0.33
2006,0210110,02,004,01,0,1,#,0.15,#,0.15,0,1,#,0.25,#,0.25
2006,0210140,02,005,01,0,1,#,0.089,#,0.089,0,1,#,0.29,#,0.29
2006,0210150,02,006,01,0,1,#,0.5,#,0.5,0,1,#,0.31,#,0.31
2006,0210170,02,007,01,0,1,#,0.065,#,0.065,0,1,#,0.23,#,0.23
2006,0210190,02,008,02,0,1,#,0.1,#,0.1,0,1,#,0.24,#,0.24
2006,0210220,02,010,01,0,1,#,0.073,#,0.073,0,1,#,0.24,#,0.24
2006,0210240,02,010,03,0,1,#,0.15,#,0.15,0,1,#,2.5,#,2.5
2006,0210440,02,011,51,0,4,#,0.4,#,0.26,0,4,#,1.4,#,0.84
2006,0210620,02,015,01,0,1,#,0.071,#,0.071,0,1,#,3.9,#,3.9
2006,0210630,02,015,02,0,1,#,0.2,#,0.2,0,1,#,1.2,#,1.2
2006,0214610,02,021,02,0,1,#,0.075,#,0.075,0,1,#,0.24,#,0.24
2006,0210820,02,024,01,0,1,#,0.065,#,0.065,0,1,#,0.23,#,0.23
2006,0210860,02,026,01,0,1,#,0.065,#,0.065,0,1,#,0.23,#,0.23
2006,0210900,02,027,01,0,1,#,0.11,#,0.11,0,1,#,1.9,#,1.9
2006,0211010,02,032,01,0,1,#,0.12,#,0.12,0,1,#,3,#,3
2006,0211020,02,032,51,0,1,#,0.097,#,0.097,0,1,#,0.26,#,0.26
2006,0211050,02,033,02,0,1,#,0.066,#,0.066,0,1,#,0.25,#,0.25
2006,0211150,02,037,01,0,1,#,0.065,#,0.065,0,1,#,1.2,#,1.2
2006,0211230,02,040,01,0,1,#,0.11,#,0.11,0,1,#,3.1,#,3.1
2006,0211330,02,045,01,0,1,#,0.065,#,0.065,0,1,#,0.24,#,0.24
2006,0211460,02,052,01,0,1,#,0.066,#,0.066,0,1,#,0.26,#,0.26
2006,0213020,02,054,01,0,1,#,0.073,#,0.073,0,1,#,0.26,#,0.26
2006,0213170,02,054,69,0,1,#,0.066,#,0.066,0,1,#,0.25,#,0.25
2006,0213220,02,056,01,0,1,#,0.27,#,0.27,0,1,#,0.9,#,0.9
2006,0213270,02,059,01,0,1,#,0.066,#,0.066,0,1,#,0.24,#,0.24
2006,0214630,02,061,01,0,1,#,0.19,#,0.19,0,1,#,0.42,#,0.42
2006,0211760,02,219,03,0,2,#,0.68,#,0.41,0,1,#,0.28,#,0.28
2006,0211800,02,221,03,0,2,#,0.45,#,0.39,0,1,#,0.35,#,0.35
2006,0211830,02,223,02,0,1,#,0.14,#,0.14,0,1,#,0.42,#,0.42
2006,0212010,02,239,01,0,1,#,0.14,#,0.14,0,1,#,3.8,#,3.8
2006,0212040,02,242,01,0,1,#,0.093,#,0.093,0,1,#,3.3,#,3.3
2006,0212900,02,287,03,0,1,#,0.1,#,0.1,0,1,#,0.45,#,0.45
2006,0212960,02,292,02,0,1,#,0.1,#,0.1,0,1,#,0.26,#,0.26
2006,0214520,02,298,01,0,1,#,0.067,#,0.067,0,1,#,0.26,#,0.26
2006,0220660,02,501,01,0,1,#,0.066,#,0.066,0,1,#,6.9,#,6.9
2006,0220770,02,502,01,0,1,#,0.072,#,0.072,0,1,#,10,#,10
2006,0220820,02,502,54,0,1,#,0.093,#,0.093,0,1,#,15,#,15
2006,0220840,02,502,56,0,1,#,0.074,#,0.074,0,1,#,18,#,18
2006,0230180,02,605,01,0,1,#,0.068,#,0.068,0,1,#,0.27,#,0.27
2006,0230190,02,605,02,0,1,#,0.067,#,0.067,0,1,#,0.27,#,0.27
2006,0230620,02,609,02,0,1,#,0.066,#,0.066,0,1,#,0.24,#,0.24
2006,0230830,02,613,01,0,1,#,0.065,#,0.065,0,1,#,1.7,#,1.7
2006,0231290,02,619,01,0,1,#,0.065,#,0.065,0,1,#,1.5,#,1.5
2006,0231300,02,619,02,0,1,#,0.065,#,0.065,0,1,#,0.91,#,0.91
2006,0231320,02,619,04,0,1,#,0.066,#,0.066,0,1,#,2.8,#,2.8
2006,0231630,02,621,03,0,1,#,0.066,#,0.066,0,1,#,0.25,#,0.25
2006,0231900,02,625,02,0,1,#,0.065,#,0.065,0,1,#,0.25,#,0.25
2006,0310060,03,002,54,0,1,#,0.036,#,0.036,0,1,#,0.91,#,0.91
2006,0310100,03,008,02,0,1,#,0.021,#,0.021,0,1,#,0.12,#,0.12
2006,0310170,03,011,01,0,1,#,0.025,#,0.025,0,1,#,0.38,#,0.38
2006,0310250,03,012,01,0,1,#,0.034,#,0.034,0,1,#,0.18,#,0.18
2006,0310260,03,012,56,0,1,#,0.042,#,0.042,0,1,#,2.7,#,2.7
2006,0310480,03,019,54,0,1,#,0.077,#,0.077,0,1,#,5.8,#,5.8
2006,0310560,03,023,01,0,1,#,0.084,#,0.084,0,1,#,0.39,#,0.39
2006,0310590,03,025,01,0,1,#,0.08,#,0.08,0,1,#,27,#,27
2006,0310610,03,026,01,0,1,#,0.074,#,0.074,0,1,#,0.18,#,0.18
2006,0310700,03,032,01,0,1,#,0.047,#,0.047,0,1,#,0.54,#,0.54
2006,0310710,03,033,01,0,1,#,0.035,#,0.035,0,1,#,0.11,#,0.11
2006,0310720,03,034,01,0,1,#,0.024,#,0.024,0,1,#,0.1,#,0.1
2006,0310730,03,034,51,0,1,#,0.023,#,0.023,0,1,#,0.1,#,0.1
2006,0310760,03,036,01,0,1,#,0.023,#,0.023,0,1,#,0.71,#,0.71
