西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
2001,0111740,01,120,01,19.6,999,4,#,0.044,#,0.036,#,0.029,#,0.025,#,0.013,#,0.0098,#,0.003,#,0.002,<,0.0001,<,0.0001
2001,0112070,01,141,51,20.2,999,4,#,0.065,#,0.049,#,0.052,#,0.036,#,0.022,#,0.0088,#,0.012,#,0.004,<,0.0001,<,0.0001
2001,0114220,01,141,53,22.2,999,4,#,0.095,#,0.076,#,0.082,#,0.063,#,0.014,#,0.012,#,0.002,#,0.001,<,0.0001,<,0.0001
2001,0112130,01,144,52,21.1,999,4,#,0.047,#,0.035,#,0.035,#,0.025,#,0.01,#,0.0083,#,0.002,#,0.002,<,0.0001,<,0.0001
2001,0114320,01,144,53,22.3,999,4,#,0.13,#,0.1,#,0.11,#,0.086,#,0.023,#,0.02,#,0.005,#,0.003,<,0.0001,<,0.0001
2001,0112150,01,146,01,18.5,999,4,#,0.043,#,0.032,#,0.04,#,0.025,#,0.015,#,0.0045,<,0.001,<,0.001,#,0.008,#,0.0021
2001,0114070,01,272,01,16.9,999,4,#,0.041,#,0.037,#,0.029,#,0.026,#,0.011,#,0.0095,#,0.002,#,0.002,<,0.0001,<,0.0001
2001,0114300,01,290,01,19.6,999,4,#,0.15,#,0.092,#,0.12,#,0.076,#,0.032,#,0.017,#,0.005,#,0.003,<,0.0001,<,0.0001
2001,0114310,01,290,02,19.9,999,4,#,0.16,#,0.097,#,0.13,#,0.082,#,0.029,#,0.015,#,0.004,#,0.002,<,0.0001,<,0.0001
2001,0114470,01,297,01,15.9,999,4,#,0.1,#,0.08,#,0.094,#,0.076,#,0.005,#,0.0033,<,0.001,<,0.001,<,0.0001,<,0.0001
2001,0210070,02,003,01,22,999,5,#,0.17,#,0.061,#,0.038,#,0.023,#,0.024,#,0.013,#,0.025,#,0.0072,#,0.085,#,0.018
