西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1988,0120010,01,501,01,0,11,#,0.6,#,1.2,7,8,#,0.92,#,0.036,#,0.19,7,8,#,0.085
1988,0120020,01,501,02,0,11,#,0.5,#,2.6,7,8,#,1.1,#,0.039,#,0.17,6,8,#,0.079
1988,0120030,01,501,51,0,11,#,0.55,#,1.8,7,8,#,0.91,#,0.062,#,0.22,8,8,#,0.1
1988,0120040,01,501,52,0,11,#,0.52,#,2.8,6,8,#,1.2,#,0.037,#,0.44,7,8,#,0.16
1988,0120050,01,502,01,0,11,<,0.05,#,0.15,999,6,#,0.09,<,0.003,#,0.023,3,6,#,0.008
1988,0120050,01,502,01,0,12,#,0.15,#,0.16,999,2,#,0.16,<,0.003,#,0.006,1,2,#,0.005
1988,0120060,01,502,02,0,11,<,0.05,#,0.22,999,6,#,0.09,<,0.003,#,0.029,3,6,#,0.009
1988,0120060,01,502,02,0,12,<,0.05,#,0.14,999,2,#,0.1,<,0.003,#,0.009,1,2,#,0.006
1988,0120070,01,502,51,0,11,#,0.07,#,0.21,999,2,#,0.14,<,0.003,#,0.008,1,2,#,0.006
1988,0120080,01,502,52,0,11,#,0.06,#,0.17,999,2,#,0.12,<,0.003,#,0.015,1,2,#,0.009
1988,0120090,01,502,53,0,11,#,0.05,#,0.18,999,2,#,0.12,<,0.003,#,0.004,0,2,#,0.004
1988,0120100,01,502,54,0,11,#,0.06,#,0.2,999,2,#,0.13,<,0.003,#,0.012,1,2,#,0.008
1988,0120110,01,503,01,0,11,#,0.21,#,0.24,999,6,#,0.22,<,0.003,#,0.012,2,6,#,0.005
1988,0120110,01,503,01,0,12,#,0.27,#,0.43,999,2,#,0.35,#,0.008,#,0.014,2,2,#,0.011
1988,0120120,01,503,02,0,11,#,0.2,#,0.32,999,6,#,0.23,<,0.003,#,0.014,2,6,#,0.006
1988,0120120,01,503,02,0,12,#,0.23,#,0.25,999,2,#,0.24,#,0.014,#,0.03,2,2,#,0.022
1988,0120130,01,503,03,0,11,#,0.2,#,0.28,999,6,#,0.23,<,0.003,#,0.006,1,6,#,0.004
1988,0120130,01,503,03,0,12,#,0.37,#,0.41,999,2,#,0.39,#,0.007,#,0.01,2,2,#,0.009
1988,0120140,01,503,51,0,11,#,0.2,#,0.33,999,6,#,0.25,<,0.003,#,0.009,2,6,#,0.005
1988,0120150,01,503,52,0,11,#,0.2,#,0.29,999,6,#,0.25,<,0.003,#,0.008,2,6,#,0.005
1988,0120160,01,503,53,0,11,#,0.18,#,0.32,999,6,#,0.24,<,0.003,#,0.005,0,6,#,0.003
1988,0120170,01,503,54,0,11,#,0.16,#,0.38,999,6,#,0.25,<,0.003,#,0.005,0,6,#,0.003
1988,0120190,01,504,02,0,11,#,0.24,#,0.6,999,6,#,0.44,#,0.009,#,0.035,1,6,#,0.023
1988,0120240,01,505,01,0,11,#,0.14,#,0.46,1,6,#,0.25,#,0.028,#,0.042,3,6,#,0.034
1988,0120240,01,505,01,0,12,#,0.19,#,0.37,0,6,#,0.28,#,0.022,#,0.044,4,6,#,0.035
1988,0120250,01,505,02,0,11,#,0.18,#,0.38,0,6,#,0.24,#,0.018,#,0.04,4,6,#,0.031
1988,0120250,01,505,02,0,12,#,0.16,#,0.49,1,6,#,0.27,#,0.018,#,0.038,3,6,#,0.03
1988,0120260,01,505,03,0,11,#,0.13,#,0.47,1,6,#,0.28,#,0.018,#,0.053,3,6,#,0.034
1988,0120260,01,505,03,0,12,#,0.12,#,0.37,0,6,#,0.26,#,0.016,#,0.08,5,6,#,0.038
1988,0120270,01,505,51,0,11,#,0.17,#,0.5,1,6,#,0.28,#,0.017,#,0.043,4,6,#,0.032
1988,0120280,01,505,52,0,11,#,0.13,#,0.58,1,6,#,0.27,#,0.02,#,0.16,4,6,#,0.053
1988,0120290,01,505,53,0,11,#,0.17,#,0.38,0,6,#,0.28,#,0.021,#,0.082,5,6,#,0.043
1988,0120300,01,505,54,0,11,#,0.13,#,0.44,1,6,#,0.25,#,0.027,#,0.048,4,6,#,0.037
1988,0120310,01,506,01,0,11,<,0.05,#,0.19,999,4,#,0.09,<,0.003,<,0.003,0,6,<,0.003
1988,0120320,01,506,02,0,11,<,0.05,#,0.38,999,5,#,0.14,<,0.003,<,0.003,0,6,<,0.003
1988,0120360,01,507,01,0,11,#,0.13,#,0.22,999,4,#,0.17,<,0.003,#,0.011,1,4,#,0.007
1988,0120360,01,507,01,0,12,#,0.06,#,0.22,999,4,#,0.15,<,0.003,#,0.007,0,4,#,0.005
1988,0120370,01,507,02,0,11,#,0.13,#,0.2,999,4,#,0.16,<,0.003,#,0.008,0,4,#,0.005
1988,0120370,01,507,02,0,12,#,0.07,#,0.33,999,4,#,0.19,<,0.003,#,0.013,1,4,#,0.006
1988,0120380,01,507,51,0,11,#,0.12,#,0.24,999,4,#,0.17,<,0.003,#,0.009,0,4,#,0.006
1988,0120390,01,507,52,0,11,#,0.12,#,0.18,999,4,#,0.16,<,0.003,#,0.006,0,4,#,0.004
1988,0120400,01,507,53,0,11,#,0.12,#,0.29,999,4,#,0.18,<,0.003,#,0.006,0,4,#,0.004
1988,0120410,01,508,01,0,11,#,0.09,#,0.27,999,4,#,0.2,<,0.003,#,0.008,0,4,#,0.006
1988,0120410,01,508,01,0,12,#,0.08,#,0.3,999,4,#,0.22,<,0.003,#,0.015,2,4,#,0.009
1988,0120420,01,508,02,0,11,#,0.09,#,0.3,999,4,#,0.22,<,0.003,#,0.012,1,4,#,0.006
1988,0120420,01,508,02,0,12,#,0.1,#,0.31,999,4,#,0.22,<,0.003,#,0.01,0,4,#,0.005
1988,0120430,01,508,51,0,11,#,0.1,#,0.28,999,4,#,0.21,<,0.003,#,0.008,0,4,#,0.005
1988,0120440,01,508,52,0,11,#,0.1,#,0.34,999,4,#,0.22,<,0.003,#,0.005,0,4,#,0.004
1988,0120450,01,508,53,0,11,#,0.09,#,0.36,999,4,#,0.22,<,0.003,#,0.008,0,4,#,0.006
1988,0120460,01,509,01,0,11,#,1.6,#,3.1,6,6,#,2.1,#,0.12,#,0.22,6,6,#,0.17
1988,0120470,01,509,02,0,11,#,1.3,#,3.7,6,6,#,2.4,#,0.15,#,0.28,6,6,#,0.21
1988,0120480,01,509,51,0,11,#,1.7,#,3,6,6,#,2.2,#,0.13,#,0.28,6,6,#,0.19
1988,0120490,01,509,52,0,11,#,1.4,#,2.9,6,6,#,2.1,#,0.16,#,0.28,6,6,#,0.19
1988,0420140,04,505,01,0,11,#,0.4,#,1,999,12,#,0.62,<,0.003,#,0.029,6,12,#,0.014
1988,0420140,04,505,01,0,12,#,0.38,#,1.1,999,12,#,0.64,<,0.003,#,0.025,4,12,#,0.01
