西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1981,0110010,01,001,01,0,#,6.6,#,7.5,0,6,#,8.5,#,9.8,0,6,#,9.2,#,0.5,#,0.8,0,6,#,0.5,#,0.8,0,6,#,0.6,#,0.5,#,0.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,19,0,6,#,7,#,49,#,9200,5,6,#,1800,E,99999,E,99999,999,999,E,99999
1981,0110020,01,002,01,0,#,7,#,7.9,0,24,#,9.6,#,14,0,24,#,12,<,0.5,#,1.8,0,24,<,0.5,#,1.7,0,12,#,1,#,1,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,140,6,24,#,23,#,90,#,11000,8,12,#,4800,E,99999,E,99999,999,999,E,99999
1981,0110030,01,002,51,0,#,6.9,#,8.6,1,12,#,9.3,#,15,0,12,#,12,<,0.5,#,1.1,0,12,<,0.5,#,1.1,0,12,#,0.7,#,0.7,#,0.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,43,1,12,#,10,#,23,#,16000,7,12,#,2600,E,99999,E,99999,999,999,E,99999
1981,0110060,01,004,01,0,#,7,#,7.5,0,48,#,7.8,#,13,0,48,#,10,#,0.5,#,2.7,0,48,#,0.6,#,2.3,0,12,#,1.3,#,1.3,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,8,#,250,37,48,#,67,#,1300,#,27000,26,48,#,9100,E,99999,E,99999,999,999,E,99999
1981,0113460,01,004,02,0,#,7.1,#,7.6,0,48,#,8.2,#,14,0,48,#,11,#,0.6,#,2.9,0,48,#,0.8,#,2.5,0,12,#,1.5,#,1.5,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,5,#,93,23,48,#,32,#,790,#,70000,34,48,#,14000,E,99999,E,99999,999,999,E,99999
1981,0110070,01,004,51,0,#,7,#,7.5,0,12,#,7.8,#,13,0,12,#,10,#,0.8,#,2.6,0,12,#,0.8,#,2.6,0,12,#,1.4,#,1.4,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,4,#,160,7,12,#,45,#,3300,#,33000,9,12,#,15000,E,99999,E,99999,999,999,E,99999
1981,0110080,01,004,52,0,#,6.8,#,7.4,0,6,#,7,#,11,0,6,#,8.5,#,1,#,1.6,0,6,#,1,#,1.6,0,6,#,1.2,#,1.2,#,1.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,46,#,330,6,6,#,140,#,1300,#,79000,4,6,#,21000,E,99999,E,99999,999,999,E,99999
1981,0110090,01,004,53,0,#,7.2,#,7.6,0,12,#,8.6,#,14,0,12,#,11,#,0.7,#,1.9,0,12,#,0.7,#,1.9,0,12,#,1.3,#,1.3,#,1.5,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,8,#,75,7,12,#,34,#,700,#,49000,6,12,#,15000,E,99999,E,99999,999,999,E,99999
1981,0110100,01,004,54,0,#,6.9,#,7.4,0,6,#,7.6,#,12,0,6,#,9.4,#,1.3,#,2.2,0,6,#,1.3,#,2.2,0,6,#,1.7,#,1.6,#,1.7,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,10,#,140,3,6,#,46,#,780,#,22000,4,6,#,9900,E,99999,E,99999,999,999,E,99999
1981,0110110,01,004,55,0,#,7.2,#,7.5,0,12,#,8.2,#,13,0,12,#,11,<,0.5,#,2.8,0,12,<,0.5,#,2.8,0,12,#,1.3,#,1.2,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,8,#,87,9,12,#,45,#,790,#,24000,7,12,#,9800,E,99999,E,99999,999,999,E,99999
