西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
2009,0513650,05,105,03,20.2,999,4,#,0.074,#,0.052,#,0.044,#,0.031,#,0.023,#,0.015,#,0.008,#,0.006,#,0.0007,#,0.0004
2009,0610030,06,002,01,23,999,4,#,0.046,#,0.031,#,0.03,#,0.02,#,0.016,#,0.008,#,0.002,#,0.002,#,0.001,#,0.001
2009,0610070,06,002,52,23.4,999,4,#,0.052,#,0.042,#,0.035,#,0.027,#,0.017,#,0.012,#,0.003,#,0.002,#,0.001,#,0.001
2009,0610110,06,002,56,23.4,999,4,#,0.048,#,0.027,#,0.028,#,0.015,#,0.014,#,0.009,#,0.005,#,0.003,#,0.001,#,0.001
2009,0610930,06,236,01,19.2,999,4,#,0.047,#,0.028,#,0.022,#,0.014,#,0.016,#,0.009,#,0.008,#,0.004,<,0.001,<,0.001
2009,0620030,06,402,01,23.7,999,2,#,0.05,#,0.032,#,0.041,#,0.026,#,0.007,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
2009,0620060,06,404,01,23.3,999,2,#,0.043,#,0.041,#,0.039,#,0.037,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2009,0620070,06,405,01,22,999,2,#,0.09,#,0.055,#,0.082,#,0.05,#,0.006,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
2009,0620080,06,406,01,23.7,999,2,#,0.11,#,0.063,#,0.1,#,0.055,#,0.016,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001
2009,0620090,06,407,01,22.3,999,2,#,0.023,#,0.016,#,0.014,#,0.009,#,0.005,#,0.004,#,0.003,#,0.002,#,0.001,#,0.001
2009,0620050,06,501,01,22.7,999,2,#,0.017,#,0.013,#,0.013,#,0.009,#,0.002,#,0.002,#,0.001,#,0.001,#,0.001,#,0.001
2009,0710020,07,002,01,25,999,4,#,0.058,#,0.049,#,0.038,#,0.033,#,0.015,#,0.012,#,0.004,#,0.003,<,0.001,<,0.001
2009,0710090,07,003,52,27,999,4,#,0.056,#,0.044,#,0.038,#,0.029,#,0.014,#,0.012,#,0.003,#,0.003,<,0.001,<,0.001
2009,0710140,07,005,51,25,999,4,#,0.065,#,0.035,#,0.059,#,0.029,#,0.005,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
2009,0710220,07,007,01,23.9,999,4,#,0.041,#,0.033,#,0.024,#,0.021,#,0.012,#,0.009,#,0.004,#,0.003,<,0.001,<,0.001
2009,0711880,07,017,51,23.9,999,4,#,0.11,#,0.06,#,0.094,#,0.05,#,0.019,#,0.009,#,0.003,#,0.002,<,0.001,<,0.001
2009,0711890,07,020,51,24,999,4,#,0.05,#,0.025,#,0.047,#,0.021,#,0.004,#,0.002,#,0.001,#,0.001,<,0.001,<,0.001
2009,0710550,07,025,01,24.1,999,4,#,0.05,#,0.038,#,0.032,#,0.025,#,0.013,#,0.01,#,0.004,#,0.003,<,0.001,<,0.001
2009,0711940,07,027,55,22,999,4,#,0.049,#,0.036,#,0.034,#,0.026,#,0.011,#,0.006,#,0.008,#,0.003,<,0.001,<,0.001
2009,0711380,07,031,52,22.2,999,4,#,0.035,#,0.028,#,0.021,#,0.019,#,0.01,#,0.007,#,0.003,#,0.002,<,0.001,<,0.001
2009,0711900,07,039,51,24.3,999,4,#,0.063,#,0.047,#,0.052,#,0.036,#,0.012,#,0.009,#,0.003,#,0.002,<,0.001,<,0.001
2009,0711910,07,042,51,19.4,999,4,#,0.036,#,0.02,#,0.033,#,0.016,#,0.004,#,0.002,#,0.001,#,0.001,<,0.001,<,0.001
2009,0711930,07,205,02,24.2,999,4,#,0.036,#,0.028,#,0.025,#,0.016,#,0.011,#,0.008,#,0.006,#,0.003,<,0.001,<,0.001
2009,0712220,07,230,02,20,999,4,#,0.037,#,0.022,#,0.032,#,0.018,#,0.003,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2009,0720380,07,513,51,19,999,4,#,0.07,#,0.047,#,0.062,#,0.039,#,0.01,#,0.006,#,0.002,#,0.001,<,0.001,<,0.001
2009,0720330,07,514,01,26.5,999,4,#,0.2,#,0.12,#,0.19,#,0.11,#,0.016,#,0.011,#,0.002,#,0.002,<,0.001,<,0.001
2009,0810010,08,001,01,23.8,999,4,#,0.047,#,0.032,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810440,08,039,02,24.1,999,4,#,0.03,#,0.024,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810490,08,041,01,26,999,12,#,0.05,#,0.037,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810500,08,041,02,26,999,12,#,0.07,#,0.051,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810520,08,041,52,26.7,999,12,#,0.044,#,0.034,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810530,08,041,53,25.3,999,12,#,0.054,#,0.04,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810550,08,041,55,26,999,12,#,0.072,#,0.057,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810570,08,042,01,26.6,999,4,#,0.062,#,0.044,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0810590,08,044,01,26.5,999,11,#,0.051,#,0.038,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0811180,08,083,02,22.8,999,4,#,0.055,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0811190,08,083,51,26.2,999,4,#,0.041,#,0.03,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0811500,08,104,02,25,999,6,#,0.071,#,0.06,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0811540,08,104,54,24.7,999,6,#,0.079,#,0.06,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0820020,08,501,02,28.2,999,12,#,0.14,#,0.1,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0820040,08,501,04,28,999,12,#,0.14,#,0.11,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0820060,08,501,52,28.8,999,12,#,0.11,#,0.099,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0820080,08,501,54,28.3,999,12,#,0.12,#,0.1,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0820140,08,502,01,27,999,12,#,0.14,#,0.11,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0820150,08,502,02,27.4,999,12,#,0.15,#,0.12,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0910080,09,003,51,19.8,999,4,#,0.028,#,0.023,#,0.023,#,0.017,#,0.0039,#,0.0036,<,0.0005,<,0.0005,<,0.002,<,0.002
2009,0910090,09,004,01,23.2,999,6,#,0.041,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0910110,09,004,51,20.6,999,4,#,0.025,#,0.021,#,0.019,#,0.014,#,0.0058,#,0.005,#,0.0012,#,0.0008,<,0.002,<,0.002
2009,0910120,09,004,52,21,999,6,#,0.04,#,0.029,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0910180,09,007,01,26.6,999,4,#,0.062,#,0.044,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,0910220,09,075,51,12.6,999,4,#,0.01,#,0.007,#,0.005,#,0.003,#,0.0028,#,0.0021,#,0.0007,#,0.0006,<,0.002,<,0.002
2009,0910670,09,110,01,25.5,999,4,#,0.046,#,0.032,#,0.031,#,0.016,#,0.014,#,0.01,#,0.0072,#,0.0043,<,0.002,<,0.002
2009,0920100,09,512,01,22,999,4,#,0.01,#,0.009,#,0.004,#,0.0035,#,0.0033,#,0.0029,#,0.0011,#,0.0009,<,0.002,<,0.002
2009,1010020,10,001,02,22.5,999,12,#,0.032,#,0.019,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010090,10,002,01,22,999,4,#,0.041,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010100,10,002,02,24.1,999,4,#,0.04,#,0.032,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010580,10,014,02,18.2,999,2,#,0.018,#,0.016,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010590,10,014,51,17.5,999,2,#,0.022,#,0.019,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010760,10,020,01,22,999,2,#,0.044,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010780,10,020,53,20.4,999,2,#,0.066,#,0.05,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010810,10,020,56,22,999,2,#,0.06,#,0.05,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1010860,10,021,01,15.1,999,1,#,0.006,#,0.006,#,0.002,#,0.002,#,0.0008,#,0.0008,#,0.0005,#,0.0005,#,0.0036,#,0.0036
2009,1011000,10,023,01,16.6,999,1,#,0.007,#,0.007,#,0.0015,#,0.0015,#,0.0011,#,0.0011,#,0.0006,#,0.0006,#,0.0047,#,0.0047
2009,1011160,10,030,01,22.5,999,2,#,0.037,#,0.029,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1011230,10,031,01,21.5,999,2,#,0.037,#,0.029,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1020190,10,504,01,26.5,999,3,#,0.076,#,0.057,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1020200,10,505,01,24,999,3,#,0.055,#,0.034,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1020210,10,506,01,22.7,999,3,#,0.039,#,0.028,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1020230,10,508,01,26.6,999,3,#,0.016,#,0.014,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1020240,10,509,01,24.2,999,4,#,0.027,#,0.018,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1020250,10,510,01,22.9,999,3,#,0.034,#,0.029,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1020300,10,512,01,25.6,999,3,#,0.044,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2009,1110010,11,001,01,25.6,999,12,#,0.072,#,0.038,#,0.052,#,0.022,#,0.019,#,0.011,#,0.0089,#,0.0043,#,0.001,#,0.0004
2009,1110020,11,001,51,28,999,12,#,0.11,#,0.041,#,0.097,#,0.026,#,0.013,#,0.01,#,0.0064,#,0.0044,#,0.0006,#,0.0003
2009,1110030,11,001,52,26.2,999,12,#,0.1,#,0.041,#,0.084,#,0.026,#,0.017,#,0.011,#,0.006,#,0.0041,#,0.0005,#,0.0003
2009,1110040,11,002,01,27,999,12,#,0.2,#,0.079,#,0.13,#,0.041,#,0.057,#,0.024,#,0.026,#,0.012,#,0.0039,#,0.0015
2009,1110170,11,005,02,26.7,999,12,#,0.046,#,0.03,#,0.028,#,0.017,#,0.014,#,0.0091,#,0.0056,#,0.0034,#,0.0008,#,0.0003
2009,1110200,11,005,52,26.7,999,12,#,0.045,#,0.031,#,0.031,#,0.018,#,0.011,#,0.0096,#,0.0059,#,0.0036,#,0.0006,#,0.0003
2009,1110240,11,008,01,22,999,4,#,0.041,#,0.031,#,0.026,#,0.019,#,0.01,#,0.0085,#,0.004,#,0.003,#,0.0003,#,0.0002
2009,1110250,11,008,02,24.1,999,4,#,0.04,#,0.032,#,0.024,#,0.019,#,0.011,#,0.0092,#,0.0051,#,0.0039,#,0.0003,#,0.0003
2009,1110260,11,008,03,23.8,999,4,#,0.047,#,0.032,#,0.033,#,0.019,#,0.011,#,0.0092,#,0.0052,#,0.0037,#,0.0005,#,0.0003
2009,1110290,11,009,01,26.4,999,4,#,0.11,#,0.095,#,0.035,#,0.028,#,0.02,#,0.017,#,0.019,#,0.017,#,0.044,#,0.033
2009,1111270,11,009,51,23.5,999,4,#,0.097,#,0.072,#,0.024,#,0.018,#,0.01,#,0.0082,#,0.014,#,0.011,#,0.048,#,0.034
2009,1110300,11,010,01,29,999,4,#,0.15,#,0.1,#,0.039,#,0.027,#,0.025,#,0.019,#,0.031,#,0.02,#,0.061,#,0.036
2009,1110310,11,011,01,28.1,999,4,#,0.14,#,0.074,#,0.079,#,0.026,#,0.023,#,0.013,#,0.019,#,0.013,#,0.034,#,0.022
2009,1110320,11,012,01,27.5,999,4,#,0.09,#,0.061,#,0.054,#,0.036,#,0.025,#,0.017,#,0.011,#,0.0076,#,0.0013,#,0.0006
2009,1110520,11,020,01,22.8,999,4,#,0.068,#,0.063,#,0.025,#,0.019,#,0.0079,#,0.0076,#,0.011,#,0.0095,#,0.032,#,0.026
2009,1110530,11,021,01,23.9,999,12,#,0.029,#,0.022,#,0.017,#,0.012,#,0.0092,#,0.0072,#,0.0045,#,0.0028,#,0.0004,#,0.0002
2009,1110540,11,021,02,25.6,999,12,#,0.043,#,0.034,#,0.026,#,0.017,#,0.014,#,0.011,#,0.0079,#,0.0051,#,0.0009,#,0.0004
2009,1110550,11,021,51,22.5,999,4,#,0.092,#,0.049,#,0.05,#,0.029,#,0.028,#,0.014,#,0.014,#,0.0056,<,0.0002,<,0.0002
2009,1110560,11,021,52,23,999,4,#,0.086,#,0.056,#,0.049,#,0.036,#,0.027,#,0.015,#,0.014,#,0.005,#,0.0006,#,0.0003
2009,1110570,11,021,53,25.5,999,2,#,0.033,#,0.031,#,0.017,#,0.017,#,0.0097,#,0.0088,#,0.0042,#,0.0033,#,0.0023,#,0.0017
2009,1110590,11,022,01,20.4,999,4,#,0.12,#,0.091,#,0.036,#,0.022,#,0.017,#,0.013,#,0.019,#,0.015,#,0.049,#,0.04
2009,1110600,11,023,01,28.3,999,12,#,0.067,#,0.046,#,0.027,#,0.015,#,0.024,#,0.016,#,0.018,#,0.012,#,0.0036,#,0.0018
2009,1110610,11,024,01,23,999,4,#,0.1,#,0.084,#,0.035,#,0.028,#,0.015,#,0.014,#,0.015,#,0.013,#,0.038,#,0.029
2009,1111240,11,024,51,22,999,4,#,0.11,#,0.087,#,0.043,#,0.027,#,0.013,#,0.011,#,0.018,#,0.013,#,0.058,#,0.038
2009,1110620,11,025,01,24.8,999,12,#,0.044,#,0.035,#,0.026,#,0.017,#,0.013,#,0.011,#,0.0084,#,0.0054,#,0.0014,#,0.0005
2009,1110640,11,026,51,22.1,999,4,#,0.087,#,0.067,#,0.028,#,0.019,#,0.0092,#,0.0072,#,0.012,#,0.01,#,0.037,#,0.03
2009,1111250,11,027,51,22.1,999,4,#,0.1,#,0.074,#,0.029,#,0.021,#,0.011,#,0.0087,#,0.016,#,0.012,#,0.048,#,0.033
2009,1110660,11,028,01,23.2,999,4,#,0.11,#,0.078,#,0.043,#,0.03,#,0.011,#,0.009,#,0.016,#,0.01,#,0.05,#,0.027
2009,1111260,11,028,51,20.7,999,4,#,0.1,#,0.074,#,0.026,#,0.02,#,0.0091,#,0.0072,#,0.014,#,0.011,#,0.051,#,0.03
2009,1110670,11,029,01,26.7,999,4,#,0.17,#,0.14,#,0.067,#,0.052,#,0.03,#,0.027,#,0.031,#,0.022,#,0.053,#,0.04
2009,1110680,11,030,01,27.3,999,4,#,0.18,#,0.13,#,0.071,#,0.055,#,0.029,#,0.026,#,0.023,#,0.019,#,0.059,#,0.032
2009,1110690,11,031,01,26.4,999,4,#,0.066,#,0.049,#,0.048,#,0.032,#,0.015,#,0.013,#,0.0058,#,0.0042,#,0.0005,#,0.0003
2009,1110750,11,035,01,24.3,999,4,#,0.065,#,0.056,#,0.017,#,0.014,#,0.0081,#,0.0064,#,0.011,#,0.0091,#,0.033,#,0.026
