西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1979,0110014,01,001,01,0,#,6.7,#,7.4,0,6,#,7.8,#,11,0,6,#,9.7,#,0.5,#,0.9,0,6,#,0.5,#,0.9,0,6,#,0.6,#,0.5,#,0.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,17,0,6,#,10,#,9.1,#,1100,3,6,#,280,E,99999,E,99999,999,999,E,99999
1979,0110024,01,002,01,0,#,6.7,#,8.4,0,24,#,9.1,#,15,0,24,#,12,<,0.5,#,1.7,0,24,#,0.5,#,1.5,0,12,#,0.8,#,0.7,#,1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,18,0,24,#,5,#,40,#,15000,5,12,#,3300,E,99999,E,99999,999,999,E,99999
1979,0110034,01,002,51,0,#,6.8,#,8.9,1,12,#,9.8,#,14,0,12,#,11,#,0.5,#,1.4,0,12,#,0.5,#,1.4,0,12,#,0.9,#,1,#,1.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,32,1,12,#,10,#,49,#,9200,6,12,#,2500,E,99999,E,99999,999,999,E,99999
1979,0110044,01,004,01,0,#,6.7,#,7.6,0,48,#,6.9,#,13,0,48,#,10,<,0.5,#,2.5,0,48,#,0.9,#,2.3,0,12,#,1.3,#,1.3,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,12,#,270,32,48,#,57,#,490,#,79000,21,48,#,9500,E,99999,E,99999,999,999,E,99999
1979,0110064,01,004,51,0,#,7,#,7.5,0,12,#,7.4,#,13,0,12,#,10,#,1,#,2.1,0,12,#,1,#,2.1,0,12,#,1.5,#,1.5,#,1.9,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,10,#,270,6,12,#,50,#,1300,#,11000,3,12,#,4300,E,99999,E,99999,999,999,E,99999
1979,0110074,01,004,52,0,#,6.7,#,7.3,0,34,#,6.2,#,11,0,34,#,8.3,#,1,#,2.9,0,34,#,1.1,#,2.2,0,6,#,1.6,#,1.5,#,1.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,7,#,260,19,34,#,59,#,910,#,24000,9,34,#,5600,E,99999,E,99999,999,999,E,99999
1979,0110084,01,004,53,0,#,6.9,#,7.6,0,12,#,7.8,#,13,0,12,#,11,#,0.8,#,2.3,0,12,#,0.8,#,2.3,0,12,#,1.6,#,1.6,#,1.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,7,#,110,4,12,#,29,#,490,#,49000,7,12,#,12000,E,99999,E,99999,999,999,E,99999
1979,0110094,01,004,54,0,#,6.8,#,7.3,0,12,#,6.8,#,11,0,12,#,9.4,#,1.4,#,2.4,0,12,#,1.5,#,2.3,0,6,#,1.7,#,1.7,#,1.7,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,10,#,110,6,12,#,46,#,910,#,9300,1,12,#,3300,E,99999,E,99999,999,999,E,99999
1979,0110104,01,004,55,0,#,6.9,#,8.3,0,12,#,8.4,#,13,0,12,#,11,#,1,#,3.3,1,12,#,1,#,3.3,1,12,#,1.7,#,1.5,#,2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,11,#,200,7,12,#,47,#,1700,#,17000,6,12,#,6400,E,99999,E,99999,999,999,E,99999
1979,0110114,01,005,01,0,#,7,#,8.8,1,12,#,8.7,#,16,0,12,#,12,<,0.5,#,1.6,0,12,<,0.5,#,1.6,0,12,#,1,#,1,#,1.1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,22,0,12,#,6,#,230,#,4600,3,6,#,1900,E,99999,E,99999,999,999,E,99999
