西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1992,0120240,01,505,01,0,12,#,0.15,#,0.28,0,6,#,0.18,#,0.016,#,0.051,1,6,#,0.025
1992,0120250,01,505,02,0,11,#,0.15,#,0.2,0,6,#,0.17,#,0.014,#,0.03,0,6,#,0.018
1992,0120250,01,505,02,0,12,#,0.11,#,0.23,0,6,#,0.18,#,0.01,#,0.033,1,6,#,0.021
1992,0120260,01,505,03,0,11,#,0.13,#,0.19,0,6,#,0.16,#,0.01,#,0.029,0,6,#,0.018
1992,0120260,01,505,03,0,12,#,0.1,#,0.22,0,6,#,0.16,#,0.014,#,0.036,1,6,#,0.021
1992,0120270,01,505,51,0,11,#,0.11,#,0.29,0,5,#,0.16,#,0.007,#,0.032,1,5,#,0.02
1992,0120280,01,505,52,0,11,#,0.11,#,0.2,0,6,#,0.16,#,0.01,#,0.028,0,6,#,0.02
1992,0120290,01,505,53,0,11,#,0.1,#,0.28,0,6,#,0.17,#,0.009,#,0.035,2,6,#,0.025
1992,0120300,01,505,54,0,11,#,0.12,#,0.22,0,5,#,0.18,#,0.015,#,0.031,1,5,#,0.02
1992,0120310,01,506,01,0,11,<,0.05,#,0.38,999,6,#,0.19,<,0.003,#,0.005,0,6,#,0.004
1992,0120320,01,506,02,0,11,<,0.05,#,0.43,999,6,#,0.17,<,0.003,#,0.02,1,6,#,0.006
1992,0120360,01,507,01,0,11,<,0.05,#,0.11,999,4,#,0.08,#,0.005,#,0.012,1,4,#,0.008
1992,0120360,01,507,01,0,12,#,0.1,#,0.13,999,4,#,0.12,#,0.005,#,0.01,0,4,#,0.007
1992,0120370,01,507,02,0,11,<,0.05,#,0.19,999,4,#,0.11,#,0.006,#,0.009,0,4,#,0.007
1992,0120370,01,507,02,0,12,#,0.1,#,0.21,999,4,#,0.17,#,0.006,#,0.014,2,4,#,0.011
1992,0120380,01,507,51,0,11,#,0.1,#,0.26,999,4,#,0.15,#,0.006,#,0.011,1,4,#,0.009
1992,0120390,01,507,52,0,11,<,0.05,#,0.09,999,4,#,0.07,#,0.003,#,0.008,0,4,#,0.006
1992,0120400,01,507,53,0,11,<,0.05,#,0.11,999,4,#,0.08,#,0.004,#,0.008,0,4,#,0.006
1992,0120410,01,508,01,0,11,#,0.11,#,0.21,999,4,#,0.15,#,0.006,#,0.011,1,4,#,0.009
1992,0120410,01,508,01,0,12,#,0.19,#,0.42,999,4,#,0.27,#,0.008,#,0.013,2,4,#,0.011
1992,0120420,01,508,02,0,11,#,0.12,#,0.27,999,4,#,0.17,#,0.005,#,0.01,0,4,#,0.009
1992,0120420,01,508,02,0,12,#,0.18,#,0.33,999,4,#,0.25,#,0.006,#,0.017,2,4,#,0.011
1992,0120430,01,508,51,0,11,#,0.16,#,0.28,999,4,#,0.19,#,0.005,#,0.013,1,4,#,0.009
1992,0120440,01,508,52,0,11,#,0.11,#,0.25,999,4,#,0.16,#,0.005,#,0.009,0,4,#,0.008
1992,0120450,01,508,53,0,11,#,0.12,#,0.27,999,4,#,0.18,#,0.009,#,0.022,3,4,#,0.014
1992,0120460,01,509,01,0,11,#,1,#,2.4,7,8,#,1.9,#,0.069,#,0.21,4,8,#,0.11
1992,0120470,01,509,02,0,11,#,0.45,#,2.6,7,8,#,1.9,#,0.09,#,0.21,5,8,#,0.15
1992,0120480,01,509,51,0,11,#,0.41,#,2.5,7,8,#,1.8,#,0.086,#,0.19,5,8,#,0.13
1992,0120490,01,509,52,0,11,#,0.57,#,5,7,8,#,2.1,#,0.094,#,0.19,4,8,#,0.12
1992,0120550,01,510,01,0,11,<,0.05,<,0.05,0,4,<,0.05,<,0.003,#,0.01,1,4,#,0.005
1992,0120550,01,510,01,0,12,<,0.05,#,0.07,0,4,#,0.06,<,0.003,<,0.003,0,4,<,0.003
1992,0120560,01,510,02,0,11,<,0.05,#,0.07,0,4,#,0.06,<,0.003,<,0.003,0,4,<,0.003
1992,0120560,01,510,02,0,12,<,0.05,#,0.16,1,4,#,0.09,<,0.003,#,0.008,1,4,#,0.004
1992,0120570,01,510,51,0,11,<,0.05,#,0.09,999,4,#,0.06,<,0.003,#,0.006,1,4,#,0.004
1992,0120570,01,510,51,0,12,<,0.05,<,0.05,999,4,<,0.05,<,0.003,#,0.003,0,4,#,0.003
1992,0120580,01,510,52,0,11,<,0.05,<,0.05,999,4,<,0.05,<,0.003,<,0.003,0,4,<,0.003
1992,0120580,01,510,52,0,12,<,0.05,#,0.15,999,4,#,0.09,<,0.003,#,0.007,1,4,#,0.004
1992,0320130,03,506,01,0,11,#,0.3,#,0.61,8,12,#,0.47,#,0.005,#,0.018,0,12,#,0.01
1992,0320130,03,506,01,0,12,#,0.4,#,0.77,11,12,#,0.5,#,0.004,#,0.017,0,12,#,0.007
1992,0320130,03,506,01,0,13,#,0.39,#,0.6,11,12,#,0.48,#,0.003,#,0.013,0,12,#,0.007
1992,0320120,03,506,51,0,11,#,0.42,#,0.54,4,4,#,0.48,#,0.006,#,0.018,0,4,#,0.013
1992,0320120,03,506,51,0,12,#,0.44,#,0.57,4,4,#,0.51,#,0.005,#,0.025,0,4,#,0.016
1992,0320120,03,506,51,0,13,#,0.36,#,0.69,2,4,#,0.48,#,0.008,#,0.032,1,4,#,0.019
1992,0420140,04,505,01,0,11,#,0.44,#,0.72,999,12,#,0.53,#,0.008,#,0.024,7,12,#,0.013
1992,0420190,04,507,01,0,11,#,0.2,#,0.35,999,12,#,0.28,#,0.007,#,0.02,8,12,#,0.013
1992,0720020,07,501,01,0,11,#,0.21,#,0.26,999,8,#,0.24,<,0.003,#,0.006,0,8,#,0.004
1992,0720020,07,501,01,0,12,#,0.23,#,0.28,999,8,#,0.25,<,0.003,#,0.005,0,8,#,0.003
1992,0720020,07,501,01,0,13,#,0.21,#,0.29,999,16,#,0.26,<,0.003,#,0.007,0,16,#,0.004
1992,0720030,07,501,51,0,11,#,0.24,#,0.28,999,6,#,0.27,#,0.004,#,0.005,0,6,#,0.004
1992,0720040,07,501,52,0,11,#,0.25,#,0.49,999,6,#,0.31,#,0.004,#,0.013,2,6,#,0.008
1992,0720050,07,501,53,0,11,#,0.21,#,0.3,999,6,#,0.26,<,0.003,#,0.011,1,6,#,0.005
1992,0720060,07,501,54,0,11,#,0.17,#,0.48,999,8,#,0.28,<,0.003,<,0.003,0,8,<,0.003
1992,0720070,07,501,55,0,11,#,0.15,#,0.36,999,8,#,0.27,<,0.003,#,0.003,0,8,#,0.003
1992,0720080,07,501,56,0,11,#,0.2,#,0.32,999,8,#,0.26,<,0.003,#,0.004,0,8,#,0.003
1992,0720260,07,501,57,0,11,#,0.23,#,0.36,999,8,#,0.28,#,0.003,#,0.009,0,8,#,0.006
1992,0720120,07,502,01,0,11,#,0.11,#,0.2,999,7,#,0.15,#,0.004,#,0.01,0,7,#,0.007
1992,0720120,07,502,01,0,13,#,0.15,#,0.21,999,7,#,0.18,#,0.005,#,0.01,0,7,#,0.008
1992,0720270,07,502,51,0,11,#,0.1,#,0.21,999,7,#,0.15,#,0.004,#,0.009,0,7,#,0.007
1992,0720280,07,502,52,0,11,#,0.09,#,0.2,999,7,#,0.14,#,0.005,#,0.011,2,7,#,0.008
1992,0720130,07,503,01,0,11,#,0.11,#,0.19,999,7,#,0.15,#,0.006,#,0.009,0,7,#,0.008
1992,0720290,07,503,51,0,11,#,0.1,#,0.21,999,7,#,0.16,#,0.005,#,0.012,1,7,#,0.008
1992,0720300,07,503,52,0,11,#,0.12,#,0.21,999,7,#,0.16,#,0.007,#,0.011,1,7,#,0.008
1992,0720140,07,504,01,0,11,#,0.09,#,0.22,999,7,#,0.15,<,0.003,#,0.013,1,7,#,0.007
1992,0720140,07,504,01,0,13,#,0.11,#,0.23,999,7,#,0.18,#,0.005,#,0.01,0,7,#,0.007
1992,0720310,07,504,51,0,11,#,0.1,#,0.21,999,7,#,0.16,#,0.004,#,0.012,1,7,#,0.007
1992,0720320,07,504,52,0,11,#,0.09,#,0.22,999,7,#,0.16,#,0.004,#,0.01,0,7,#,0.008
1992,0820010,08,501,01,0,11,#,0.81,#,1.5,12,12,#,1.1,#,0.048,#,0.13,12,12,#,0.081
1992,0820020,08,501,02,0,11,#,0.94,#,1.6,12,12,#,1.2,#,0.055,#,0.15,12,12,#,0.093
1992,0820030,08,501,03,0,11,#,0.65,#,1.3,24,24,#,0.91,#,0.047,#,0.11,24,24,#,0.077
1992,0820040,08,501,04,0,11,#,0.74,#,1.3,12,12,#,0.96,#,0.051,#,0.11,12,12,#,0.076
1992,0820050,08,501,51,0,11,#,1.2,#,2.5,12,12,#,1.8,#,0.065,#,0.22,12,12,#,0.12
1992,0820060,08,501,52,0,11,#,0.77,#,1.3,12,12,#,0.96,#,0.043,#,0.12,12,12,#,0.074
1992,0820070,08,501,53,0,11,#,0.66,#,1.2,12,12,#,0.93,#,0.048,#,0.12,12,12,#,0.075
1992,0820080,08,501,54,0,11,#,0.19,#,1.2,11,12,#,0.78,#,0.041,#,0.096,12,12,#,0.07
1992,0820090,08,501,55,0,11,#,1.6,#,7.3,12,12,#,3.6,#,0.058,#,0.72,12,12,#,0.2
1992,0820100,08,501,56,0,11,#,1.5,#,4.7,12,12,#,2.5,#,0.024,#,0.19,11,12,#,0.11
1992,0820110,08,501,57,0,11,#,0.72,#,4.9,12,12,#,1.8,#,0.028,#,0.24,11,12,#,0.089
1992,0820120,08,501,58,0,11,#,0.76,#,4.6,12,12,#,2.6,#,0.048,#,0.14,12,12,#,0.09
1992,0820140,08,502,01,0,11,#,0.59,#,1,12,12,#,0.85,#,0.045,#,0.14,12,12,#,0.071
1992,0820150,08,502,02,0,11,#,0.68,#,0.92,12,12,#,0.76,#,0.05,#,0.1,12,12,#,0.071
1992,0820160,08,502,51,0,11,#,0.67,#,1.4,12,12,#,0.99,#,0.045,#,0.18,12,12,#,0.084
1992,0820170,08,502,52,0,11,#,3.4,#,6.7,12,12,#,4.5,#,0.04,#,0.19,12,12,#,0.088
1992,0820180,08,502,53,0,11,#,0.49,#,3.6,12,12,#,1.5,#,0.006,#,0.26,11,12,#,0.084
1992,0820190,08,503,01,0,11,#,0.66,#,1.2,12,12,#,0.9,#,0.052,#,0.1,12,12,#,0.075
1992,0820200,08,503,02,0,11,#,0.62,#,1.1,12,12,#,0.87,#,0.051,#,0.094,12,12,#,0.072
1992,0820210,08,503,51,0,11,#,0.81,#,1.4,12,12,#,0.93,#,0.049,#,0.1,12,12,#,0.078
1992,0820220,08,503,52,0,11,#,0.68,#,1.2,12,12,#,0.9,#,0.051,#,0.097,12,12,#,0.074
1992,0920030,09,511,01,0,11,#,0.4,#,0.88,7,8,#,0.57,#,0.011,#,0.036,1,8,#,0.022
1992,0920030,09,511,01,0,12,#,0.38,#,1,13,16,#,0.57,#,0.015,#,0.046,2,16,#,0.024
1992,0920030,09,511,01,0,13,#,0.34,#,0.81,7,8,#,0.6,#,0.018,#,0.067,1,8,#,0.028
1992,0920040,09,511,51,0,11,#,0.23,#,1,5,8,#,0.52,#,0.015,#,0.048,1,8,#,0.024
1992,0920050,09,511,52,0,11,#,0.34,#,1,6,8,#,0.56,#,0.013,#,0.044,1,8,#,0.022
1992,0920060,09,511,53,0,11,#,0.49,#,1,8,8,#,0.66,#,0.014,#,0.043,2,8,#,0.027
1992,0920070,09,511,54,0,11,#,0.46,#,1,8,8,#,0.66,#,0.014,#,0.032,1,8,#,0.021
1992,0920080,09,511,55,0,11,#,0.26,#,0.92,6,8,#,0.55,#,0.01,#,0.033,1,8,#,0.019
1992,0920090,09,511,56,0,11,#,0.3,#,1,6,8,#,0.58,#,0.012,#,0.037,1,8,#,0.021
1992,0920100,09,512,01,0,11,#,0.15,#,0.47,999,8,#,0.29,<,0.003,#,0.007,2,8,#,0.005
1992,0920110,09,512,51,0,11,#,0.14,#,0.57,999,8,#,0.27,<,0.003,#,0.01,2,8,#,0.005
1992,0920140,09,512,54,0,11,#,0.1,#,0.44,999,8,#,0.23,<,0.003,#,0.007,1,8,#,0.004
1992,0920160,09,512,56,0,11,#,0.12,#,0.43,999,8,#,0.27,<,0.003,#,0.007,1,8,#,0.004
1992,1020080,10,501,01,0,11,#,0.11,#,0.44,999,30,#,0.22,#,0.008,#,0.021,17,30,#,0.011
1992,1020140,10,502,01,0,11,#,0.15,#,1.9,999,30,#,0.37,#,0.011,#,0.056,30,30,#,0.025
1992,1220010,12,501,01,0,11,#,1.8,#,3.7,24,24,#,2.7,#,0.043,#,0.19,24,24,#,0.097
1992,1220020,12,501,51,0,11,#,2,#,4.9,24,24,#,3.7,#,0.08,#,0.17,24,24,#,0.11
1992,1220030,12,501,52,0,11,#,1.7,#,3.5,24,24,#,2.5,#,0.043,#,0.19,24,24,#,0.098
1992,1220040,12,501,53,0,11,#,0.93,#,2.9,24,24,#,1.9,#,0.034,#,0.19,24,24,#,0.097
1992,1220050,12,502,01,0,11,#,2.5,#,6.4,24,24,#,4.4,#,0.15,#,0.64,24,24,#,0.36
1992,1220060,12,502,51,0,11,#,2.9,#,9.9,24,24,#,6.7,#,0.23,#,1.2,24,24,#,0.52
1992,1220070,12,502,52,0,11,#,1.7,#,5.7,23,23,#,3.5,#,0.14,#,0.38,24,24,#,0.25
1992,1220080,12,502,53,0,11,#,2,#,6.7,24,24,#,3.9,#,0.17,#,0.62,24,24,#,0.32
1992,1620010,16,501,01,0,11,#,0.1,#,0.15,999,6,#,0.13,#,0.003,#,0.004,0,6,#,0.004
1992,1620020,16,501,51,0,11,#,0.13,#,0.15,999,4,#,0.14,#,0.003,#,0.005,0,4,#,0.004
1992,1620030,16,502,01,0,11,#,0.11,#,0.19,999,6,#,0.13,<,0.003,#,0.008,0,6,#,0.005
1992,1620040,16,502,51,0,11,#,0.1,#,0.18,999,4,#,0.13,#,0.003,#,0.008,0,4,#,0.005
1992,1720010,17,501,01,0,11,#,1,#,3.5,12,12,#,1.7,#,0.021,#,0.14,7,12,#,0.054
1992,1720030,17,502,01,0,11,#,0.79,#,1.8,12,12,#,1.3,#,0.008,#,0.1,4,12,#,0.046
1992,1720040,17,502,51,0,11,#,0.24,#,2.7,11,12,#,1.4,#,0.015,#,0.1,4,12,#,0.049
1992,1720050,17,502,52,0,11,#,1,#,2.1,12,12,#,1.4,#,0.023,#,0.1,3,12,#,0.047
1992,1720080,17,503,51,0,11,#,0.81,#,1.5,12,12,#,1.1,#,0.019,#,0.17,5,12,#,0.055
1992,1720090,17,504,01,0,11,#,1,#,6.4,12,12,#,1.9,#,0.012,#,0.086,6,12,#,0.047
1992,1720100,17,504,51,0,11,#,1.4,#,4,12,12,#,2.4,#,0.018,#,0.25,9,12,#,0.098
1992,1720110,17,504,52,0,11,#,0.91,#,1.8,12,12,#,1.2,#,0.018,#,0.1,4,12,#,0.046
1992,1820030,18,501,01,0,11,#,0.66,#,0.96,6,6,#,0.8,#,0.044,#,0.13,4,6,#,0.073
1992,1820030,18,501,01,0,13,#,0.69,#,0.97,6,6,#,0.83,#,0.047,#,0.14,4,6,#,0.077
1992,1820040,18,501,51,0,11,#,0.66,#,0.91,6,6,#,0.82,#,0.039,#,0.13,4,6,#,0.074
1992,1820050,18,502,01,0,11,#,0.79,#,1,6,6,#,0.89,#,0.034,#,0.12,4,6,#,0.075
1992,1820060,18,502,02,0,11,#,0.86,#,0.96,6,6,#,0.92,#,0.036,#,0.11,4,6,#,0.077
1992,1820060,18,502,02,0,13,#,0.87,#,0.99,6,6,#,0.93,#,0.045,#,0.12,4,6,#,0.083
1992,1820070,18,502,03,0,11,#,1.2,#,1.8,6,6,#,1.5,#,0.04,#,0.11,5,6,#,0.08
1992,1820070,18,502,03,0,13,#,1.3,#,1.8,6,6,#,1.6,#,0.046,#,0.16,5,6,#,0.099
1992,1820080,18,502,04,0,11,#,1.2,#,2.1,6,6,#,1.7,#,0.047,#,0.16,5,6,#,0.11
1992,1820090,18,502,51,0,11,#,0.9,#,0.95,6,6,#,0.92,#,0.041,#,0.16,4,6,#,0.089
1992,1820100,18,502,52,0,11,#,1.1,#,1.4,6,6,#,1.3,#,0.046,#,0.13,5,6,#,0.089
1992,1820150,18,504,01,0,11,#,0.27,#,0.62,1,6,#,0.4,#,0.021,#,0.042,0,6,#,0.03
1992,1820160,18,504,02,0,11,#,0.27,#,0.59,0,6,#,0.38,#,0.023,#,0.039,0,6,#,0.029
1992,1820160,18,504,02,0,13,#,0.28,#,0.68,1,6,#,0.43,#,0.028,#,0.051,1,6,#,0.04
1992,1820170,18,504,03,0,11,#,0.27,#,0.63,1,6,#,0.44,#,0.019,#,0.056,1,6,#,0.03
1992,1820180,18,504,04,0,11,#,0.25,#,0.57,0,6,#,0.41,#,0.018,#,0.053,1,6,#,0.027
1992,1820180,18,504,04,0,13,#,0.24,#,0.56,0,6,#,0.37,#,0.017,#,0.031,0,6,#,0.023
1992,1820190,18,504,05,0,11,#,0.22,#,0.56,0,6,#,0.38,#,0.016,#,0.042,0,6,#,0.025
1992,1820200,18,504,06,0,11,#,0.49,#,0.81,4,6,#,0.65,#,0.034,#,0.084,4,6,#,0.057
1992,1820210,18,504,07,0,11,#,0.46,#,0.83,3,6,#,0.63,#,0.036,#,0.078,4,6,#,0.056
1992,1820210,18,504,07,0,13,#,0.46,#,0.81,3,6,#,0.65,#,0.037,#,0.077,5,6,#,0.064
1992,2020010,20,501,01,0,11,#,0.47,#,1.5,10,12,#,0.94,#,0.038,#,0.24,9,12,#,0.087
1992,2020010,20,501,01,0,13,#,0.37,#,1,3,4,#,0.75,#,0.055,#,0.24,4,4,#,0.13
1992,2020020,20,501,02,0,11,#,0.56,#,1.2,11,12,#,0.94,#,0.041,#,0.24,10,12,#,0.1
1992,2020020,20,501,02,0,13,#,0.59,#,1.1,3,4,#,0.85,#,0.056,#,0.18,4,4,#,0.1
1992,2020030,20,501,03,0,11,#,0.6,#,2.7,11,12,#,1.3,#,0.029,#,0.38,8,12,#,0.12
1992,2020030,20,501,03,0,13,#,0.67,#,1.7,12,12,#,1,#,0.037,#,0.24,9,12,#,0.12
1992,2020160,20,511,01,0,11,#,0.15,#,0.4,999,12,#,0.26,<,0.003,#,0.023,6,12,#,0.006
1992,2020170,20,512,01,0,11,#,0.21,#,0.65,999,12,#,0.32,#,0.004,#,0.011,1,12,#,0.009
1992,2020180,20,513,01,0,11,#,0.19,#,0.94,999,12,#,0.36,#,0.006,#,0.023,7,12,#,0.013
1992,2020210,20,513,51,0,11,<,0.05,#,0.57,999,8,#,0.31,#,0.004,#,0.035,5,8,#,0.015
1992,2020210,20,513,51,0,13,#,0.25,#,1.2,999,8,#,0.56,#,0.005,#,0.069,3,8,#,0.02
1992,2020190,20,514,01,0,11,#,0.09,#,0.35,999,12,#,0.21,#,0.004,#,0.012,8,12,#,0.007
1992,2020230,20,514,02,0,11,#,0.14,#,0.43,999,12,#,0.22,#,0.003,#,0.008,7,12,#,0.006
1992,2020230,20,514,02,0,13,#,0.14,#,0.43,999,12,#,0.26,<,0.003,#,0.009,8,12,#,0.006
1992,2020200,20,514,51,0,11,#,0.14,#,0.3,999,12,#,0.22,#,0.004,#,0.014,10,12,#,0.009
1992,2520010,25,501,01,0,11,#,0.17,#,0.34,9,12,#,0.28,#,0.005,#,0.013,1,12,#,0.007
1992,2520020,25,501,02,0,11,#,0.18,#,0.38,11,12,#,0.32,#,0.01,#,0.02,2,12,#,0.012
1992,2520030,25,501,03,0,11,#,0.2,#,0.38,11,12,#,0.31,#,0.005,#,0.013,2,12,#,0.008
1992,2520040,25,501,04,0,11,#,0.19,#,0.38,11,12,#,0.3,#,0.006,#,0.015,2,12,#,0.009
1992,2520050,25,501,51,0,11,#,0.17,#,0.36,10,12,#,0.28,#,0.004,#,0.012,1,12,#,0.007
1992,2520060,25,501,52,0,11,#,0.19,#,0.35,10,12,#,0.28,#,0.004,#,0.01,0,12,#,0.006
1992,2520070,25,501,53,0,11,#,0.18,#,0.35,10,12,#,0.28,#,0.004,#,0.011,1,12,#,0.006
1992,2520080,25,501,54,0,11,#,0.17,#,0.35,10,12,#,0.28,#,0.004,#,0.011,1,12,#,0.007
1992,2520090,25,501,55,0,11,#,0.18,#,0.38,10,12,#,0.29,#,0.005,#,0.012,2,12,#,0.007
1992,2520100,25,501,56,0,11,#,0.17,#,0.36,11,12,#,0.28,#,0.005,#,0.015,1,12,#,0.007
1992,2520110,25,501,57,0,11,#,0.17,#,0.39,10,12,#,0.28,#,0.005,#,0.01,0,12,#,0.006
1992,2520120,25,501,58,0,11,#,0.18,#,0.45,11,12,#,0.31,#,0.006,#,0.022,4,12,#,0.01
1992,2520130,25,501,59,0,11,#,0.18,#,0.41,11,12,#,0.29,#,0.004,#,0.011,2,12,#,0.008
1992,2520140,25,501,60,0,11,#,0.19,#,0.39,11,12,#,0.29,#,0.004,#,0.011,1,12,#,0.007
1992,2520150,25,501,61,0,11,#,0.2,#,0.52,11,12,#,0.34,#,0.006,#,0.034,5,12,#,0.013
1992,2520160,25,501,62,0,11,#,0.19,#,0.37,10,12,#,0.29,#,0.005,#,0.011,1,12,#,0.007
1992,2520170,25,501,63,0,11,#,0.19,#,0.42,10,12,#,0.29,#,0.005,#,0.012,1,12,#,0.008
1992,2520180,25,501,64,0,11,#,0.17,#,0.42,10,12,#,0.3,#,0.005,#,0.02,3,12,#,0.01
1992,2520190,25,501,65,0,11,#,0.18,#,0.38,10,12,#,0.29,#,0.005,#,0.015,2,12,#,0.009
1992,2520200,25,501,66,0,11,#,0.2,#,0.49,11,12,#,0.31,#,0.005,#,0.013,1,12,#,0.008
1992,2520210,25,501,67,0,11,#,0.2,#,0.42,10,12,#,0.3,#,0.005,#,0.018,3,12,#,0.009
1992,2520220,25,501,68,0,11,#,0.2,#,0.47,11,12,#,0.31,#,0.005,#,0.014,3,12,#,0.009
1992,2520230,25,501,69,0,11,#,0.2,#,0.44,11,12,#,0.31,#,0.005,#,0.019,4,12,#,0.01
1992,2520240,25,501,70,0,11,#,0.19,#,0.5,11,12,#,0.32,#,0.005,#,0.024,4,12,#,0.01
1992,2520250,25,501,71,0,11,#,0.22,#,0.6,12,12,#,0.38,#,0.006,#,0.031,9,12,#,0.015
1992,2520260,25,501,72,0,11,#,0.24,#,0.52,12,12,#,0.33,#,0.006,#,0.019,4,12,#,0.01
1992,2520270,25,501,73,0,11,#,0.2,#,0.52,11,12,#,0.32,#,0.006,#,0.02,4,12,#,0.01
1992,2520280,25,501,74,0,11,#,0.24,#,0.72,12,12,#,0.4,#,0.007,#,0.027,6,12,#,0.015
1992,2520350,25,502,01,0,11,#,0.23,#,0.55,12,12,#,0.36,#,0.008,#,0.027,7,12,#,0.013
1992,2520360,25,502,02,0,11,#,0.26,#,0.54,12,12,#,0.42,#,0.013,#,0.036,12,12,#,0.022
1992,2520370,25,502,03,0,11,#,0.25,#,0.45,12,12,#,0.38,#,0.011,#,0.035,12,12,#,0.022
1992,2520580,25,502,05,0,11,#,0.2,#,0.47,11,12,#,0.37,#,0.008,#,0.051,10,12,#,0.022
1992,2520390,25,502,51,0,11,#,0.24,#,0.58,12,12,#,0.37,#,0.009,#,0.027,11,12,#,0.019
1992,2520400,25,502,52,0,11,#,0.22,#,0.78,12,12,#,0.42,#,0.009,#,0.06,10,12,#,0.024
1992,2520410,25,502,53,0,11,#,0.27,#,0.55,12,12,#,0.4,#,0.009,#,0.032,11,12,#,0.021
1992,2520420,25,502,54,0,11,#,0.23,#,0.58,12,12,#,0.38,#,0.009,#,0.034,11,12,#,0.021
1992,2520430,25,502,55,0,11,#,0.3,#,0.61,12,12,#,0.42,#,0.01,#,0.035,11,12,#,0.023
1992,2520440,25,502,56,0,11,#,0.3,#,0.57,12,12,#,0.4,#,0.011,#,0.04,12,12,#,0.024
1992,2520450,25,502,57,0,11,#,0.32,#,0.77,12,12,#,0.46,#,0.022,#,0.045,12,12,#,0.032
1992,2520460,25,502,58,0,11,#,0.27,#,0.6,12,12,#,0.43,#,0.017,#,0.042,12,12,#,0.027
1992,2520470,25,502,59,0,11,#,0.36,#,0.95,12,12,#,0.54,#,0.022,#,0.066,12,12,#,0.041
1992,2520480,25,502,60,0,11,#,0.27,#,0.56,12,12,#,0.42,#,0.012,#,0.044,12,12,#,0.026
1992,2520490,25,502,61,0,11,#,0.25,#,0.54,12,12,#,0.37,#,0.012,#,0.032,12,12,#,0.021
1992,2520500,25,502,62,0,11,#,0.28,#,0.56,12,12,#,0.41,#,0.016,#,0.045,12,12,#,0.029
1992,2520510,25,502,63,0,11,#,0.3,#,0.52,12,12,#,0.41,#,0.017,#,0.033,12,12,#,0.024
1992,2520520,25,502,64,0,11,#,0.33,#,0.59,12,12,#,0.45,#,0.014,#,0.036,12,12,#,0.024
1992,2520530,25,502,65,0,11,#,0.28,#,0.48,12,12,#,0.37,#,0.012,#,0.028,12,12,#,0.02
1992,3120120,31,503,01,0,11,#,0.2,#,0.6,5,12,#,0.4,#,0.019,#,0.065,14,24,#,0.034
1992,3120120,31,503,01,0,13,#,0.14,#,0.47,1,12,#,0.25,#,0.013,#,0.05,6,24,#,0.026
