西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1986,0110010,01,001,01,0,#,7.1,#,7.6,0,4,#,8,#,11,0,4,#,9.4,#,0.6,#,0.8,0,4,#,0.6,#,0.8,0,4,#,0.7,#,0.8,#,0.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,3,#,14,0,4,#,6,#,2,#,1600,2,4,#,540,E,99999,E,99999,999,999,E,99999
1986,0110030,01,002,02,0,#,7,#,7.8,0,12,#,9.9,#,14,0,12,#,12,<,0.5,#,1.6,0,12,<,0.5,#,1.6,0,12,#,0.8,#,0.7,#,0.9,#,1.8,#,4.2,999,12,#,1.8,#,4.2,999,12,#,2.6,#,2.5,#,2.9,#,1,#,16,0,12,#,7,#,790,#,16000,11,12,#,5100,E,99999,E,99999,999,999,E,99999
1986,0110020,01,002,52,0,#,6.6,#,7.8,0,12,#,9.8,#,14,0,12,#,12,<,0.5,#,1.8,0,12,<,0.5,#,1.8,0,12,#,0.9,#,0.8,#,0.9,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,13,0,12,#,5,#,750,#,9300,4,6,#,3800,N,0.5,N,0.5,999,2,N,0.5
1986,0110060,01,004,01,0,#,7,#,7.5,0,48,#,7,#,13,0,48,#,10,#,0.7,#,2.2,0,48,#,0.8,#,2,0,12,#,1.3,#,1.2,#,1.5,#,4,#,10,999,48,#,4.3,#,9.5,999,12,#,6.5,#,6.2,#,6.8,#,6,#,180,22,48,#,49,#,1300,#,130000,31,48,#,16000,N,0.5,N,0.5,999,2,N,0.5
1986,0113460,01,004,02,0,#,7.1,#,7.6,0,12,#,7.9,#,13,0,12,#,11,#,0.5,#,1.8,0,12,#,0.5,#,1.8,0,12,#,1.2,#,1.2,#,1.3,#,2.9,#,7,999,12,#,2.9,#,7,999,12,#,4.8,#,4.7,#,5.6,#,5,#,58,3,12,#,22,#,1300,#,79000,7,12,#,18000,N,0.5,N,0.5,999,2,N,0.5
1986,0110070,01,004,51,0,#,7.1,#,7.5,0,12,#,7.2,#,12,0,12,#,10,#,0.8,#,1.9,0,12,#,0.8,#,1.9,0,12,#,1.2,#,1.2,#,1.2,#,5,#,8.1,999,12,#,5,#,8.1,999,12,#,6.4,#,6.1,#,7.1,#,6,#,110,4,12,#,32,#,1100,#,33000,8,12,#,13000,E,99999,E,99999,999,999,E,99999
1986,0110080,01,004,52,0,#,7,#,7.5,0,4,#,6.6,#,10,0,4,#,8.5,#,1,#,1.3,0,4,#,1,#,1.3,0,4,#,1.2,#,1.2,#,1.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,5,#,32,1,4,#,16,#,4600,#,54000,3,4,#,23000,N,0.5,N,0.5,999,2,N,0.5
1986,0110090,01,004,53,0,#,7,#,7.6,0,12,#,8,#,13,0,12,#,11,#,0.7,#,1.5,0,12,#,0.7,#,1.5,0,12,#,1.1,#,1.1,#,1.2,#,3.8,#,6.7,999,12,#,3.8,#,6.7,999,12,#,4.8,#,4.7,#,5.1,#,3,#,58,2,12,#,22,#,1300,#,79000,9,12,#,16000,N,0.5,N,0.5,999,2,N,0.5
1986,0110100,01,004,54,0,#,6.9,#,7.5,0,4,#,8,#,10,0,4,#,9,#,1.3,#,1.5,0,4,#,1.3,#,1.5,0,4,#,1.4,#,1.4,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,22,0,4,#,8,#,790,#,24000,1,4,#,7800,E,99999,E,99999,999,999,E,99999
1986,0110110,01,004,55,0,#,7.2,#,7.5,0,12,#,7.8,#,13,0,12,#,11,#,0.5,#,2.5,0,12,#,0.5,#,2.5,0,12,#,1.2,#,1.2,#,1.3,#,3.5,#,9,999,12,#,3.5,#,9,999,12,#,5.7,#,6,#,6,#,5,#,110,5,12,#,34,#,1100,#,79000,8,12,#,16000,E,99999,E,99999,999,999,E,99999
