西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
2001,0110010,01,001,01,0,#,7,#,8.1,0,4,#,9.5,#,13,0,4,#,11,<,0.5,#,1.4,2,4,<,0.5,#,1.4,2,4,#,1,#,1,#,1.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2,#,42,1,4,#,13,#,19,#,1600,3,4,#,630,#,0.9,#,0.9,999,1,#,0.9
2001,0110030,01,002,02,0,#,7.1,#,7.5,0,12,#,9.7,#,14,0,12,#,12,<,0.5,#,2.3,1,12,<,0.5,#,2.3,1,12,#,0.8,#,0.6,#,0.7,#,1.5,#,5.3,999,12,#,1.5,#,5.3,999,12,#,2.7,#,2.3,#,3.3,#,2,#,63,2,12,#,15,#,110,#,22000,11,12,#,5700,E,99999,E,99999,999,999,E,99999
2001,0114370,01,002,53,0,#,7,#,7.7,0,12,#,9.8,#,14,0,12,#,11,<,0.5,#,3.4,1,12,<,0.5,#,3.4,1,12,#,1.3,#,1.1,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,96,3,12,#,22,#,240,#,13000,3,6,#,3600,N,0.5,N,0.5,999,2,N,0.5
2001,0110060,01,004,01,0,#,6.9,#,7.5,0,24,#,8.8,#,13,0,24,#,11,<,0.5,#,1.2,0,24,<,0.5,#,1.1,0,12,#,0.8,#,0.9,#,0.9,#,3.4,#,9.8,999,24,#,3.5,#,9.1,999,12,#,4.5,#,3.9,#,4.5,#,6,#,170,6,24,#,31,#,460,#,79000,10,24,#,14000,N,0.5,N,0.5,999,2,N,0.5
2001,0113460,01,004,02,0,#,6.9,#,7.5,0,12,#,9,#,14,0,12,#,11,<,0.5,#,1.5,0,12,<,0.5,#,1.5,0,12,#,0.9,#,0.8,#,1.1,#,3.1,#,11,999,12,#,3.1,#,11,999,12,#,4.7,#,4.3,#,4.8,#,5,#,160,4,12,#,34,#,3300,#,170000,9,12,#,40000,N,0.5,N,0.5,999,2,N,0.5
2001,0110070,01,004,51,0,#,6.8,#,7.6,0,12,#,8.3,#,14,0,12,#,11,<,0.5,#,1.3,0,12,<,0.5,#,1.3,0,12,#,1,#,1,#,1.1,#,3,#,7.2,999,12,#,3,#,7.2,999,12,#,4.8,#,4.6,#,5,#,4,#,92,4,12,#,26,#,2400,#,220000,10,12,#,47000,E,99999,E,99999,999,999,E,99999
2001,0110080,01,004,52,0,E,99999,E,99999,999,999,#,9.6,#,13,0,2,#,11,#,1.3,#,2,0,2,#,1.3,#,2,0,2,#,1.7,#,1.7,#,2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,10,#,56,1,2,#,33,#,28000,#,33000,2,2,#,31000,E,99999,E,99999,999,999,E,99999
2001,0110090,01,004,53,0,#,6.9,#,7.4,0,12,#,9,#,14,0,12,#,11,<,0.5,#,1.4,0,12,<,0.5,#,1.4,0,12,#,0.9,#,0.9,#,1,#,2.1,#,9.6,999,12,#,2.1,#,9.6,999,12,#,4.3,#,4.1,#,4.4,#,5,#,140,3,12,#,29,#,1300,#,93000,9,12,#,21000,N,0.5,N,0.5,999,2,N,0.5
2001,0110100,01,004,54,0,#,6.6,#,8,0,4,#,9.4,#,14,0,4,#,11,#,0.8,#,1.3,0,4,#,0.8,#,1.3,0,4,#,1,#,0.9,#,1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,3,#,21,0,4,#,13,#,490,#,5400,1,4,#,2900,N,0.5,N,0.5,999,2,N,0.5
2001,0110110,01,004,55,0,#,6.4,#,7.5,1,15,#,8.8,#,14,0,12,#,11,<,0.5,#,2,0,12,<,0.5,#,2,0,12,#,1,#,1,#,1.2,#,3.4,#,8.2,999,12,#,3.4,#,8.2,999,12,#,4.7,#,4.1,#,4.6,#,9,#,130,4,12,#,36,#,3300,#,130000,8,12,#,23000,E,99999,E,99999,999,999,E,99999
2001,0110140,01,005,02,0,#,7.1,#,8.3,0,12,#,9.3,#,13,0,12,#,11,<,0.5,#,1,0,12,<,0.5,#,1,0,12,#,0.6,<,0.5,#,0.6,#,0.7,#,2.2,999,12,#,0.7,#,2.2,999,12,#,1.3,#,1.2,#,1.5,#,2,#,35,1,12,#,7,#,33,#,3500,3,12,#,1000,E,99999,E,99999,999,999,E,99999
2001,0110130,01,005,52,0,#,7.1,#,7.8,0,12,#,9.6,#,14,0,12,#,12,<,0.5,#,3.6,1,12,<,0.5,#,3.6,1,12,#,1.2,#,1,#,1.4,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,64,1,12,#,9,#,79,#,1100,2,6,#,540,N,0.5,N,0.5,999,2,N,0.5
2001,0110160,01,006,02,0,#,7.2,#,7.7,0,24,#,8.6,#,14,0,24,#,12,#,0.6,#,1.8,0,24,#,0.7,#,1.6,0,12,#,1.2,#,1.2,#,1.4,#,2.4,#,6,999,24,#,2.5,#,5.6,999,12,#,4.2,#,4.3,#,4.8,<,1,#,28,1,24,#,6,#,170,#,920000,14,24,#,65000,E,99999,E,99999,999,999,E,99999
2001,0114230,01,006,52,0,#,7.2,#,8.9,1,4,#,9.3,#,13,0,4,#,11,<,0.5,#,1,0,4,<,0.5,#,1,0,4,#,0.7,#,0.7,#,0.8,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,7,0,2,#,4,#,170,#,1300,1,4,#,590,E,99999,E,99999,999,999,E,99999
2001,0114400,01,006,53,0,#,7.1,#,7.8,0,4,#,8.9,#,12,0,4,#,10,<,0.5,#,0.6,0,4,<,0.5,#,0.6,0,4,#,0.6,#,0.6,#,0.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,36,1,4,#,11,#,33,#,330,0,4,#,170,E,99999,E,99999,999,999,E,99999
2001,0110170,01,007,01,0,#,7.2,#,7.8,0,24,#,8,#,14,0,24,#,11,#,1.1,#,3.5,2,24,#,1.2,#,3.1,1,12,#,2.2,#,2.1,#,2.3,#,3.5,#,6.2,999,24,#,3.7,#,5.7,999,12,#,4.9,#,5.1,#,5.2,<,1,#,47,1,24,#,9,#,1300,#,5.4E+07,18,24,#,2300000,E,99999,E,99999,999,999,E,99999
2001,0110180,01,007,51,0,#,7.1,#,7.7,0,24,#,8.5,#,14,0,24,#,11,#,1,#,4.8,4,24,#,1.5,#,3.6,1,12,#,2.1,#,2,#,2.5,#,3.6,#,7.1,999,24,#,3.7,#,6.7,999,12,#,4.9,#,4.9,#,5.4,<,1,#,44,4,24,#,13,#,330,#,240000,11,24,#,36000,E,99999,E,99999,999,999,E,99999
2001,0110190,01,007,52,0,#,7.5,#,8.3,0,12,#,9.7,#,15,0,12,#,12,#,0.9,#,2.9,0,12,#,0.9,#,2.9,0,12,#,1.5,#,1.3,#,1.6,#,3.1,#,5.2,999,12,#,3.1,#,5.2,999,12,#,4.3,#,4.4,#,4.7,<,1,#,11,0,12,#,5,#,1300,#,350000,9,12,#,50000,E,99999,E,99999,999,999,E,99999
2001,0110230,01,008,02,0,#,7.3,#,7.8,0,12,#,10,#,14,0,12,#,12,<,0.5,#,0.8,0,12,<,0.5,#,0.8,0,12,#,0.5,<,0.5,<,0.5,#,0.9,#,2.6,999,12,#,0.9,#,2.6,999,12,#,1.7,#,1.8,#,1.9,<,1,#,16,0,12,#,4,#,7.8,#,490,4,12,#,130,E,99999,E,99999,999,999,E,99999
2001,0110220,01,008,52,0,#,6.7,#,7.1,0,4,#,10,#,13,0,4,#,12,<,0.5,#,1.1,1,4,<,0.5,#,1.1,1,4,#,0.7,#,0.7,#,0.7,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,5,#,9,0,4,#,7,#,4.5,#,1600,3,4,#,590,E,99999,E,99999,999,999,E,99999
2001,0110240,01,009,01,0,#,7.3,#,8.4,0,27,#,9.9,#,14,0,27,#,12,<,0.5,#,2.3,1,27,<,0.5,#,1.7,0,12,#,0.7,#,0.6,#,0.7,#,1.2,#,2.6,999,27,#,1.3,#,2.6,999,12,#,1.9,#,1.9,#,2,<,1,#,32,2,27,#,7,#,4,#,7000,1,27,#,820,E,99999,E,99999,999,999,E,99999
2001,0110250,01,010,01,0,#,7.1,#,7.5,0,27,#,9.1,#,14,0,27,#,11,#,0.7,#,2.9,0,27,#,0.7,#,2.4,0,18,#,1.4,#,1.4,#,1.7,#,2,#,3.8,999,27,#,2.3,#,3.4,999,18,#,2.8,#,2.8,#,3,#,2,#,34,2,27,#,11,#,700,#,33000,13,27,#,11000,E,99999,E,99999,999,999,E,99999
2001,0110260,01,010,02,0,#,7.3,#,7.6,0,12,#,9.9,#,15,0,12,#,12,#,0.6,#,2.6,0,12,#,0.6,#,2.6,0,12,#,1.4,#,1.3,#,1.6,#,2.4,#,7.2,999,12,#,2.4,#,7.2,999,12,#,3.2,#,2.8,#,3,<,1,#,66,1,12,#,10,#,330,#,70000,6,12,#,16000,E,99999,E,99999,999,999,E,99999
2001,0110270,01,010,03,0,#,7.2,#,7.6,0,27,#,9.6,#,14,0,27,#,11,#,0.6,#,3.9,5,27,#,0.6,#,3.1,1,12,#,1.6,#,1.8,#,2.1,#,2.5,#,5,999,27,#,2.5,#,4.9,999,12,#,3.3,#,3.2,#,3.6,#,2,#,71,2,27,#,13,#,460,#,92000,20,27,#,15000,E,99999,E,99999,999,999,E,99999
2001,0110280,01,010,51,0,#,7.2,#,7.7,0,27,#,9.8,#,15,0,27,#,12,<,0.5,#,2.3,0,27,<,0.5,#,1.8,0,12,#,0.9,#,0.9,#,1.1,#,1.6,#,3.8,999,27,#,1.9,#,3.5,999,12,#,2.6,#,2.3,#,3,<,1,#,41,1,27,#,9,#,49,#,130000,15,27,#,15000,E,99999,E,99999,999,999,E,99999
2001,0110310,01,011,01,0,#,7.4,#,9.3,1,12,#,10,#,15,0,12,#,12,<,0.5,#,3,2,12,<,0.5,#,3,2,12,#,1.3,#,1.1,#,1.4,#,2.2,#,7.2,999,12,#,2.2,#,7.2,999,12,#,4.7,#,5.4,#,5.6,<,1,#,18,0,12,#,6,#,23,#,540000,10,12,#,70000,E,99999,E,99999,999,999,E,99999
2001,0114430,01,011,51,0,#,7.1,#,8.7,2,4,#,9.4,#,14,0,4,#,11,<,0.5,#,1.3,0,4,<,0.5,#,1.3,0,4,#,0.9,#,0.9,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,9,0,4,#,5,#,130,#,790,0,4,#,350,E,99999,E,99999,999,999,E,99999
2001,0110320,01,012,01,0,#,7.1,#,8.7,1,24,#,8.5,#,14,0,24,#,11,#,0.7,#,3,0,24,#,1.1,#,2.6,0,12,#,1.7,#,1.6,#,1.8,#,2.8,#,6.8,999,24,#,3,#,6.7,999,12,#,4.7,#,4.6,#,5.5,#,2,#,20,0,24,#,9,#,330,#,540000,15,24,#,61000,E,99999,E,99999,999,999,E,99999
2001,0110330,01,013,01,0,#,7.1,#,8.4,0,24,#,5.2,#,14,0,24,#,11,#,0.9,#,3.9,2,24,#,1.2,#,3.4,1,12,#,2.1,#,2.1,#,2.6,#,3.8,#,8.4,999,24,#,4.2,#,8,999,12,#,5.8,#,5.8,#,6.2,<,1,#,12,0,24,#,4,#,33,#,54000,3,24,#,3500,E,99999,E,99999,999,999,E,99999
2001,0110340,01,014,01,0,#,7.4,#,8.1,0,4,#,9.5,#,13,0,4,#,11,#,0.6,#,0.9,0,4,#,0.6,#,0.9,0,4,#,0.7,#,0.6,#,0.6,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,12,0,4,#,7,#,170,#,540,0,4,#,380,E,99999,E,99999,999,999,E,99999
2001,0110350,01,015,01,0,#,7.3,#,7.7,0,12,#,10,#,14,0,12,#,12,<,0.5,#,2.1,0,12,<,0.5,#,2.1,0,12,#,1.4,#,1.4,#,1.7,#,2.8,#,6.8,999,12,#,2.8,#,6.8,999,12,#,4.3,#,4.2,#,4.6,#,2,#,36,1,12,#,11,#,2800,#,940000,10,12,#,110000,E,99999,E,99999,999,999,E,99999
