西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
1997,0112070,01,141,51,18.8,999,4,#,0.096,#,0.067,#,0.03,#,0.025,#,0.021,#,0.012,#,0.011,#,0.006,#,0.035,#,0.024
1997,0114220,01,141,53,22.2,999,4,#,0.11,#,0.1,#,0.066,#,0.05,#,0.025,#,0.019,#,0.01,#,0.0073,#,0.042,#,0.028
1997,0112130,01,144,52,15.9,999,4,#,0.061,#,0.054,#,0.028,#,0.02,#,0.012,#,0.011,#,0.005,#,0.005,#,0.021,#,0.018
1997,0114320,01,144,53,16.5,999,4,#,0.11,#,0.092,#,0.069,#,0.049,#,0.02,#,0.017,#,0.009,#,0.0063,#,0.03,#,0.022
1997,0114300,01,290,01,23.4,999,4,#,0.13,#,0.096,#,0.078,#,0.05,#,0.019,#,0.015,#,0.007,#,0.0053,#,0.031,#,0.028
1997,0114310,01,290,02,22.8,999,4,#,0.11,#,0.1,#,0.06,#,0.054,#,0.019,#,0.016,#,0.007,#,0.0058,#,0.046,#,0.033
1997,0210070,02,003,01,23,999,4,#,0.049,#,0.042,#,0.036,#,0.028,#,0.013,#,0.01,#,0.002,#,0.0015,<,0.002,<,0.002
1997,0210090,02,003,51,22,999,4,#,0.048,#,0.039,#,0.033,#,0.027,#,0.011,#,0.0088,#,0.002,#,0.0015,<,0.002,<,0.002
1997,0210190,02,008,02,20,999,4,#,0.049,#,0.044,#,0.023,#,0.02,#,0.017,#,0.016,#,0.007,#,0.0063,<,0.002,<,0.002
1997,0210240,02,010,03,25.6,999,4,#,0.11,#,0.095,#,0.077,#,0.066,#,0.029,#,0.022,#,0.009,#,0.0055,<,0.001,<,0.001
1997,0210330,02,010,59,23.3,999,4,#,0.076,#,0.069,#,0.057,#,0.041,#,0.025,#,0.019,#,0.016,#,0.0085,#,0.001,#,0.001
1997,0210620,02,015,01,28,999,4,#,0.088,#,0.068,#,0.051,#,0.039,#,0.028,#,0.023,#,0.0099,#,0.0068,#,0.0012,#,0.0007
1997,0211040,02,033,01,19.4,999,4,#,0.039,#,0.033,#,0.028,#,0.022,#,0.0089,#,0.0088,#,0.0025,#,0.0024,<,0.0002,<,0.0002
1997,0211130,02,035,01,13.3,999,4,#,0.034,#,0.029,#,0.023,#,0.019,#,0.0095,#,0.0081,#,0.0031,#,0.0024,<,0.0002,<,0.0002
1997,0214480,02,297,01,22,999,4,#,0.099,#,0.072,#,0.089,#,0.065,#,0.0095,#,0.0073,#,0.0008,#,0.0005,<,0.0002,<,0.0002
1997,0221100,02,503,01,22.5,999,4,#,0.061,#,0.049,#,0.05,#,0.04,#,0.009,#,0.006,#,0.008,#,0.0028,<,0.001,<,0.001
1997,0410230,04,009,01,3.2,999,1,#,0.013,#,0.013,#,0.008,#,0.008,#,0.003,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
1997,0411760,04,010,51,3.5,999,1,#,0.049,#,0.049,#,0.031,#,0.031,#,0.013,#,0.013,#,0.004,#,0.004,<,0.001,<,0.001
1997,0410270,04,010,52,4.2,999,1,#,0.05,#,0.05,#,0.031,#,0.031,#,0.013,#,0.013,#,0.005,#,0.005,<,0.001,<,0.001
1997,0410290,04,012,01,4.1,999,1,#,0.043,#,0.043,#,0.03,#,0.03,#,0.01,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001
1997,0410300,04,012,51,22.8,999,4,#,0.037,#,0.033,#,0.028,#,0.023,#,0.009,#,0.0075,#,0.002,#,0.0013,<,0.001,<,0.001
