西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
2008,0110030,01,002,02,0,99,#,0.41,#,0.88,999,12,#,0.61,#,0.013,#,0.05,999,12,#,0.023
2008,0114370,01,002,53,0,99,#,0.17,#,1.1,999,2,#,0.64,#,0.024,#,0.027,999,2,#,0.026
2008,0110060,01,004,01,0,99,#,0.63,#,2.2,999,12,#,1.1,#,0.029,#,0.23,999,12,#,0.062
2008,0113460,01,004,02,0,99,#,0.62,#,1.5,999,12,#,0.96,#,0.028,#,0.18,999,12,#,0.05
2008,0110070,01,004,51,0,99,#,0.85,#,2.3,999,4,#,1.4,#,0.041,#,0.16,999,4,#,0.08
2008,0110090,01,004,53,0,99,#,0.59,#,1.5,999,4,#,1.1,#,0.024,#,0.16,999,4,#,0.064
2008,0110110,01,004,55,0,99,#,0.65,#,1.6,999,4,#,1.1,#,0.027,#,0.17,999,4,#,0.067
2008,0114690,01,004,56,0,99,#,1.2,#,1.2,999,1,#,1.2,#,0.008,#,0.008,999,1,#,0.008
2008,0114700,01,004,57,0,99,#,1.2,#,1.2,999,1,#,1.2,#,0.007,#,0.007,999,1,#,0.007
2008,0110140,01,005,02,0,99,#,0.2,#,0.43,999,12,#,0.29,#,0.006,#,0.015,999,12,#,0.01
2008,0110130,01,005,52,0,99,#,0.39,#,0.81,999,2,#,0.6,#,0.011,#,0.016,999,2,#,0.014
2008,0110160,01,006,02,0,99,#,0.88,#,2.1,999,12,#,1.4,#,0.018,#,0.12,999,12,#,0.047
2008,0110170,01,007,01,0,99,#,1.5,#,3.3,999,12,#,2.2,#,0.076,#,0.19,999,12,#,0.11
2008,0110180,01,007,51,0,99,#,1.4,#,2.6,999,12,#,1.9,#,0.061,#,0.24,999,12,#,0.11
2008,0110190,01,007,52,0,99,#,0.86,#,1.7,999,12,#,1.2,#,0.017,#,0.1,999,12,#,0.045
2008,0110230,01,008,02,0,99,#,0.18,#,0.51,999,12,#,0.33,#,0.005,#,0.035,999,12,#,0.014
2008,0110240,01,009,01,0,99,#,0.19,#,0.68,999,12,#,0.33,#,0.005,#,0.039,999,12,#,0.013
2008,0110250,01,010,01,0,99,#,1.1,#,2.5,999,12,#,2,#,0.039,#,0.094,999,12,#,0.061
2008,0110260,01,010,02,0,99,#,1,#,2.5,999,12,#,1.8,#,0.051,#,0.14,999,12,#,0.078
2008,0110270,01,010,03,0,99,#,1,#,2.5,999,12,#,1.8,#,0.042,#,0.15,999,12,#,0.079
2008,0110280,01,010,51,0,99,#,0.49,#,0.85,999,4,#,0.66,#,0.021,#,0.033,999,4,#,0.027
2008,0110310,01,011,01,0,99,#,0.28,#,1.5,999,12,#,0.63,#,0.017,#,0.069,999,12,#,0.042
2008,0110320,01,012,01,0,99,#,0.51,#,1.9,999,12,#,1.1,#,0.034,#,0.097,999,12,#,0.064
2008,0110330,01,013,01,0,99,#,0.43,#,2.7,999,24,#,0.9,#,0.012,#,0.097,999,24,#,0.054
2008,0110350,01,015,01,0,99,#,0.57,#,2.5,999,12,#,0.94,#,0.042,#,0.1,999,12,#,0.063
2008,0110360,01,016,01,0,99,#,0.18,#,1.3,999,12,#,0.44,#,0.011,#,0.053,999,12,#,0.028
2008,0110370,01,017,01,0,99,#,0.23,#,0.6,999,12,#,0.41,#,0.02,#,0.087,999,12,#,0.045
2008,0110380,01,018,01,0,99,#,0.49,#,2.6,999,24,#,1.1,#,0.034,#,0.19,999,24,#,0.082
2008,0110390,01,018,51,0,99,#,0.26,#,0.64,999,4,#,0.4,#,0.02,#,0.085,999,4,#,0.041
2008,0110400,01,019,01,0,99,#,0.19,#,1,999,12,#,0.52,#,0.003,#,0.013,999,12,#,0.007
2008,0110410,01,020,01,0,99,#,0.36,#,1,999,12,#,0.61,#,0.007,#,0.023,999,12,#,0.015
2008,0110420,01,021,01,0,99,#,0.28,#,0.63,999,12,#,0.47,#,0.006,#,0.026,999,12,#,0.012
2008,0110450,01,024,01,0,99,#,0.27,#,0.99,999,12,#,0.64,#,0.009,#,0.065,999,12,#,0.026
2008,0110460,01,024,51,0,99,#,0.32,#,0.85,999,4,#,0.63,#,0.014,#,0.037,999,4,#,0.025
2008,0110470,01,024,52,0,99,#,0.41,#,0.94,999,4,#,0.76,#,0.026,#,0.036,999,4,#,0.032
2008,0110490,01,024,54,0,99,#,0.56,#,1.1,999,4,#,0.84,#,0.017,#,0.063,999,4,#,0.041
2008,0113990,01,024,55,0,99,#,0.3,#,1.1,999,12,#,0.7,#,0.019,#,0.1,999,12,#,0.034
2008,0110550,01,029,01,0,99,#,0.43,#,2.6,999,4,#,1,#,0.008,#,0.015,999,4,#,0.011
2008,0118780,01,029,51,0,99,#,0.36,#,2.2,999,4,#,0.9,#,0.004,#,0.012,999,4,#,0.008
2008,0110570,01,030,01,0,99,#,0.46,#,2.2,999,4,#,0.98,#,0.005,#,0.035,999,4,#,0.017
2008,0110600,01,033,01,0,99,#,0.5,#,0.63,999,4,#,0.57,#,0.013,#,0.061,999,4,#,0.029
2008,0110610,01,033,51,0,99,#,0.28,#,1,999,4,#,0.51,#,0.01,#,0.028,999,4,#,0.018
2008,0110630,01,035,01,0,99,#,0.66,#,0.71,999,2,#,0.69,#,0.028,#,0.042,999,2,#,0.035
2008,0110670,01,038,01,0,99,#,1.9,#,5.6,999,2,#,3.8,#,0.18,#,0.72,999,2,#,0.45
2008,0110700,01,041,01,0,99,#,1.8,#,2,999,2,#,1.9,#,0.034,#,0.055,999,2,#,0.045
2008,0110710,01,042,01,0,99,#,1.1,#,1.5,999,2,#,1.3,#,0.052,#,0.12,999,2,#,0.086
2008,0110760,01,045,01,0,99,#,0.88,#,1,999,2,#,0.94,#,0.014,#,0.026,999,2,#,0.02
2008,0110770,01,046,01,0,99,#,0.55,#,0.77,999,2,#,0.66,#,0.035,#,0.049,999,2,#,0.042
2008,0110780,01,047,01,0,99,#,0.41,#,0.65,999,12,#,0.48,#,0.029,#,0.057,999,12,#,0.039
2008,0117280,01,047,52,0,99,#,0.2,#,0.31,999,12,#,0.26,#,0.02,#,0.036,999,12,#,0.029
2008,0110790,01,048,01,0,99,#,0.51,#,0.68,999,5,#,0.63,#,0.05,#,0.074,999,5,#,0.063
2008,0110800,01,048,51,0,99,#,0.49,#,0.64,999,4,#,0.56,#,0.037,#,0.068,999,4,#,0.048
2008,0110820,01,050,01,0,99,#,0.54,#,0.67,999,4,#,0.6,#,0.043,#,0.093,999,4,#,0.063
2008,0113810,01,050,51,0,99,#,0.44,#,0.73,999,4,#,0.56,#,0.05,#,0.087,999,4,#,0.061
2008,0110910,01,056,01,0,99,#,0.5,#,1,999,2,#,0.75,#,0.048,#,0.058,999,2,#,0.053
2008,0110920,01,057,01,0,99,#,0.46,#,1.1,999,2,#,0.78,#,0.076,#,0.081,999,2,#,0.079
2008,0113820,01,057,51,0,99,#,0.84,#,9.6,999,4,#,3.7,#,0.11,#,1.3,999,4,#,0.46
2008,0118740,01,057,52,0,99,#,0.74,#,3.3,999,4,#,2,#,0.053,#,0.44,999,4,#,0.16
2008,0110940,01,059,01,0,99,#,0.13,#,0.37,999,12,#,0.25,<,0.003,#,0.012,999,12,#,0.006
2008,0110950,01,060,01,0,99,#,0.2,#,0.51,999,12,#,0.34,#,0.006,#,0.054,999,12,#,0.022
2008,0110980,01,062,01,0,99,#,0.14,#,0.46,999,12,#,0.31,#,0.007,#,0.031,999,12,#,0.017
2008,0113610,01,062,51,0,99,#,0.16,#,0.32,999,4,#,0.27,#,0.003,#,0.01,999,4,#,0.006
2008,0111130,01,073,01,0,99,#,0.09,#,0.31,999,6,#,0.14,#,0.007,#,0.054,999,6,#,0.018
