西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1977,0110013,,,,0,E,99999,E,99999,999,999,#,10.00,#,11.00,0,2,#,11.00,#,0.50,#,0.80,0,2,#,0.50,#,0.80,0,2,#,0.70,#,0.70,#,0.80,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,5.00,#,8.00,0,2,#,7.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110023,,,,0,E,99999,E,99999,999,999,#,9.70,#,13.00,0,10,#,12.00,#,1.20,#,2.80,2,11,#,1.20,#,2.80,2,11,#,1.90,#,2.00,#,2.00,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,2.00,#,15.00,0,8,#,8.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110033,,,,0,E,99999,E,99999,999,999,#,10.00,#,10.00,0,1,#,10.00,#,0.80,#,1.40,0,3,#,0.80,#,1.40,0,3,#,1.10,#,1.00,#,1.40,#,3.10,#,3.60,999,3,#,3.10,#,3.60,999,3,#,3.30,#,3.30,#,3.60,#,5.00,#,10.00,0,4,#,8.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110043,,,,0,E,99999,E,99999,999,999,#,7.20,#,11.00,0,11,#,9.30,#,2.00,#,4.80,1,12,#,2.50,#,4.80,1,3,#,3.30,#,2.60,#,4.80,#,8.40,#,9.80,999,2,#,8.40,#,9.80,999,2,#,9.10,#,9.10,#,9.80,#,5.00,#,18.00,0,14,#,9.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110053,,,,0,E,99999,E,99999,999,999,#,8.30,#,14.00,0,16,#,11.00,#,1.60,#,7.30,9,18,#,1.90,#,7.30,5,11,#,3.60,#,2.90,#,4.70,#,4.90,#,10.00,999,22,#,5.90,#,10.00,999,11,#,8.20,#,8.40,#,9.90,#,6.00,#,96.00,9,20,#,24.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110063,,,,0,E,99999,E,99999,999,999,#,10.00,#,12.00,0,2,#,11.00,#,3.50,#,4.00,2,2,#,3.50,#,4.00,2,2,#,3.80,#,3.80,#,4.00,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,15.00,#,27.00,1,2,#,21.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110073,,,,0,E,99999,E,99999,999,999,#,8.30,#,12.00,0,6,#,10.00,#,1.10,#,4.30,1,5,#,1.10,#,4.30,1,5,#,1.90,#,1.20,#,1.60,#,5.30,#,14.00,999,5,#,5.30,#,14.00,999,5,#,8.50,#,6.90,#,9.70,#,29.00,#,150.00,5,5,#,72.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110083,,,,0,E,99999,E,99999,999,999,#,10.00,#,13.00,0,4,#,12.00,#,0.90,#,1.70,0,4,#,0.90,#,1.70,0,4,#,1.30,#,1.40,#,1.50,#,4.10,#,5.10,999,3,#,4.10,#,5.10,999,3,#,4.60,#,4.70,#,5.10,#,8.00,#,49.00,1,2,#,29.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110093,,,,0,E,99999,E,99999,999,999,#,8.50,#,13.00,0,22,#,11.00,#,0.60,#,3.10,1,20,#,0.60,#,3.10,1,12,#,1.50,#,1.20,#,1.50,#,3.90,#,16.00,999,20,#,3.90,#,16.00,999,11,#,7.00,#,6.20,#,8.40,#,3.00,#,140.00,10,18,#,41.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
1977,0110103,,,,0,E,99999,E,99999,999,999,#,8.00,#,11.00,0,4,#,9.80,#,1.40,#,2.00,0,4,#,1.40,#,2.00,0,4,#,1.70,#,1.70,#,1.80,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,3.00,#,66.00,2,4,#,22.00,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,999,999,E,99999
