西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
2008,0110030,01,002,02,99.9,999,12,#,0.047,#,0.034,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110140,01,005,02,99.9,999,12,#,0.03,#,0.021,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110160,01,006,02,99.9,999,12,#,0.071,#,0.044,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110410,01,020,01,99.9,999,12,#,0.056,#,0.042,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110420,01,021,01,99.9,999,12,#,0.097,#,0.047,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110490,01,024,54,99.9,999,4,#,0.082,#,0.064,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110550,01,029,01,99.9,999,12,#,0.052,#,0.032,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110790,01,048,01,99.9,999,12,#,0.1,#,0.065,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0110950,01,060,01,99.9,999,12,#,0.034,#,0.022,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0111740,01,120,01,99.9,999,4,#,0.048,#,0.034,#,0.026,#,0.017,#,0.015,#,0.011,#,0.007,#,0.004,#,0.001,#,0.001
2008,0111970,01,135,01,99.9,999,12,#,0.061,#,0.043,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0111980,01,135,51,99.9,999,4,#,0.058,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0112050,01,141,01,99.9,999,12,#,0.089,#,0.054,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0114220,01,141,53,99.9,999,4,#,0.055,#,0.046,#,0.034,#,0.032,#,0.019,#,0.012,#,0.006,#,0.003,<,0.001,<,0.001
2008,0113470,01,144,02,99.9,999,12,#,0.11,#,0.069,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0114320,01,144,53,99.9,999,4,#,0.069,#,0.054,#,0.057,#,0.042,#,0.011,#,0.011,#,0.002,#,0.002,<,0.001,<,0.001
2008,0112150,01,146,01,99.9,999,4,#,0.068,#,0.036,#,0.051,#,0.022,#,0.015,#,0.01,#,0.007,#,0.004,<,0.001,<,0.001
2008,0112590,01,178,02,99.9,999,12,#,0.022,#,0.015,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0114070,01,272,01,99.9,999,4,#,0.046,#,0.034,#,0.027,#,0.018,#,0.013,#,0.01,#,0.006,#,0.004,#,0.001,#,0.001
2008,0114300,01,290,01,99.9,999,4,#,0.11,#,0.085,#,0.099,#,0.071,#,0.018,#,0.014,#,0.003,#,0.002,<,0.001,<,0.001
2008,0114470,01,297,01,99.9,999,4,#,0.08,#,0.071,#,0.077,#,0.067,#,0.003,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
2008,0210070,02,003,01,21.3,999,4,#,0.045,#,0.038,#,0.031,#,0.024,#,0.012,#,0.011,#,0.004,#,0.0025,<,0.001,<,0.001
2008,0210090,02,003,51,21.1,999,4,#,0.046,#,0.038,#,0.034,#,0.025,#,0.011,#,0.0095,#,0.003,#,0.0018,<,0.001,<,0.001
2008,0210190,02,008,02,18.6,999,4,#,0.046,#,0.043,#,0.018,#,0.016,#,0.017,#,0.015,#,0.014,#,0.01,<,0.001,<,0.001
2008,0210240,02,010,03,22,999,3,#,0.069,#,0.049,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0210330,02,010,59,17,999,4,#,0.047,#,0.035,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0210620,02,015,01,19.1,999,4,#,0.17,#,0.12,#,0.14,#,0.087,#,0.027,#,0.025,#,0.01,#,0.0084,#,0.0006,#,0.0005
2008,0211040,02,033,01,19.1,999,4,#,0.015,#,0.012,#,0.006,#,0.004,#,0.0058,#,0.0044,#,0.0042,#,0.0034,#,0.0004,#,0.0003
2008,0211130,02,035,01,13.2,999,4,#,0.025,#,0.02,#,0.015,#,0.01,#,0.0075,#,0.0069,#,0.0042,#,0.0035,#,0.0003,#,0.0002
2008,0214480,02,297,01,18.9,999,4,#,0.15,#,0.11,#,0.14,#,0.097,#,0.015,#,0.0093,#,0.0037,#,0.0018,#,0.0047,#,0.0013
2008,0221100,02,503,01,23,999,4,#,0.11,#,0.065,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0310060,03,002,54,22.2,999,4,#,0.044,#,0.031,#,0.034,#,0.021,#,0.009,#,0.008,#,0.003,#,0.002,<,0.001,<,0.001
2008,0310420,03,018,52,21,999,4,#,0.073,#,0.038,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0310450,03,019,51,20.5,999,4,#,0.08,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0312540,03,033,51,19.7,999,4,#,0.076,#,0.059,#,0.064,#,0.044,#,0.015,#,0.012,#,0.003,#,0.002,<,0.001,<,0.001
2008,0312820,03,245,02,17.7,999,1,#,0.032,#,0.032,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0410230,04,009,01,18.1,999,4,#,0.05,#,0.04,#,0.029,#,0.029,#,0.01,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001
2008,0411760,04,010,51,23.2,999,4,#,0.049,#,0.04,#,0.028,#,0.028,#,0.009,#,0.009,#,0.002,#,0.002,<,0.001,<,0.001
2008,0410270,04,010,52,21.5,999,4,#,0.048,#,0.041,#,0.032,#,0.032,#,0.009,#,0.009,#,0.002,#,0.002,<,0.001,<,0.001
2008,0410290,04,012,01,21.8,999,4,#,0.033,#,0.029,#,0.025,#,0.025,#,0.006,#,0.006,#,0.001,#,0.001,<,0.001,<,0.001
2008,0410300,04,012,51,24,999,4,#,0.059,#,0.048,#,0.044,#,0.036,#,0.012,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001
2008,0410360,04,013,01,17.5,999,4,#,0.061,#,0.041,#,0.047,#,0.027,#,0.013,#,0.01,#,0.003,#,0.002,<,0.001,<,0.001
2008,0410500,04,016,01,17.5,999,4,#,0.1,#,0.067,#,0.092,#,0.055,#,0.013,#,0.012,#,0.002,#,0.002,<,0.001,<,0.001
2008,0410530,04,017,01,19.5,999,4,#,0.14,#,0.086,#,0.13,#,0.069,#,0.017,#,0.014,#,0.004,#,0.003,<,0.001,<,0.001
2008,0410580,04,019,01,26,999,4,#,0.053,#,0.043,#,0.041,#,0.03,#,0.012,#,0.01,#,0.004,#,0.002,<,0.001,<,0.001
2008,0410620,04,021,01,25.2,999,4,#,0.1,#,0.088,#,0.085,#,0.068,#,0.021,#,0.018,#,0.005,#,0.003,<,0.001,<,0.001
2008,0410740,04,025,53,19.8,999,4,#,0.043,#,0.032,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0411860,04,027,61,20.5,999,4,#,0.064,#,0.047,#,0.046,#,0.033,#,0.014,#,0.011,#,0.003,#,0.002,<,0.001,<,0.001
2008,0410970,04,031,01,24.2,999,4,#,0.079,#,0.048,#,0.066,#,0.037,#,0.011,#,0.009,#,0.002,#,0.001,#,0.001,#,0.001
2008,0411130,04,038,01,19.9,999,4,#,0.037,#,0.03,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0411170,04,039,01,20.3,999,4,#,0.04,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0411370,04,053,01,19,999,4,#,0.059,#,0.034,#,0.04,#,0.018,#,0.015,#,0.01,#,0.006,#,0.005,<,0.001,<,0.001
2008,0411500,04,057,01,20.3,999,4,#,0.033,#,0.031,#,0.03,#,0.026,#,0.005,#,0.003,#,0.001,#,0.001,#,0.001,#,0.001
2008,0420290,04,410,01,24,999,4,#,0.16,#,0.099,#,0.15,#,0.09,#,0.01,#,0.006,#,0.001,#,0.001,#,0.001,#,0.001
2008,0420120,04,504,01,27.8,999,4,#,0.29,#,0.1,#,0.28,#,0.096,#,0.009,#,0.007,#,0.001,#,0.001,<,0.001,<,0.001
2008,0420140,04,505,01,23.5,999,4,#,0.041,#,0.028,#,0.037,#,0.023,#,0.005,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
2008,0420180,04,506,01,28.5,999,4,#,0.087,#,0.066,#,0.074,#,0.055,#,0.011,#,0.01,#,0.001,#,0.001,<,0.001,<,0.001
2008,0420400,04,512,01,25.9,999,4,#,0.027,#,0.026,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2008,0510040,05,003,01,99.9,999,4,#,0.098,#,0.075,#,0.026,#,0.018,#,0.032,#,0.023,#,0.039,#,0.025,#,0.024,#,0.0097
2008,0510070,05,003,06,99.9,999,4,#,0.084,#,0.067,#,0.04,#,0.03,#,0.03,#,0.022,#,0.018,#,0.013,#,0.0053,#,0.002
2008,0510470,05,053,03,99.9,999,2,#,0.044,#,0.034,#,0.025,#,0.018,#,0.013,#,0.011,#,0.0059,#,0.0056,#,0.0006,#,0.0005
2008,0510520,05,053,08,99.9,999,4,#,0.056,#,0.044,#,0.037,#,0.027,#,0.016,#,0.012,#,0.0063,#,0.0046,#,0.0007,#,0.0004
2008,0513650,05,105,03,99.9,999,4,#,0.08,#,0.052,#,0.051,#,0.031,#,0.023,#,0.015,#,0.0079,#,0.0058,#,0.001,#,0.0005
2008,0610030,06,002,01,22,999,4,#,0.044,#,0.028,#,0.031,#,0.019,#,0.01,#,0.006,#,0.001,#,0.001,#,0.001,#,0.001
2008,0610070,06,002,52,26.1,999,4,#,0.047,#,0.031,#,0.029,#,0.019,#,0.012,#,0.007,#,0.003,#,0.002,#,0.001,#,0.001
2008,0610110,06,002,56,26.5,999,4,#,0.031,#,0.021,#,0.017,#,0.01,#,0.009,#,0.006,#,0.003,#,0.002,#,0.001,#,0.001
2008,0610930,06,236,01,18.4,999,4,#,0.01,#,0.009,#,0.003,#,0.002,#,0.003,#,0.003,#,0.002,#,0.002,<,0.001,<,0.001
2008,0620030,06,402,01,26.6,999,2,#,0.011,#,0.011,#,0.004,#,0.004,#,0.003,#,0.003,#,0.001,#,0.001,<,0.001,<,0.001
2008,0620060,06,404,01,23.8,999,2,#,0.057,#,0.04,#,0.053,#,0.037,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2008,0620070,06,405,01,27.7,999,2,#,0.018,#,0.014,#,0.009,#,0.007,#,0.005,#,0.004,#,0.002,#,0.002,<,0.001,<,0.001
2008,0620080,06,406,01,26.5,999,2,#,0.017,#,0.014,#,0.008,#,0.006,#,0.005,#,0.004,#,0.002,#,0.002,<,0.001,<,0.001
2008,0620090,06,407,01,20.5,999,2,#,0.01,#,0.009,#,0.003,#,0.003,#,0.003,#,0.003,#,0.002,#,0.002,<,0.001,<,0.001
2008,0620050,06,501,01,19.1,999,2,#,0.014,#,0.011,#,0.01,#,0.008,#,0.002,#,0.002,#,0.001,#,0.001,<,0.001,<,0.001
2008,0710020,07,002,01,27,999,4,#,0.066,#,0.046,#,0.051,#,0.033,#,0.012,#,0.011,#,0.003,#,0.002,<,0.001,<,0.001
2008,0710090,07,003,52,28.5,999,4,#,0.079,#,0.05,#,0.064,#,0.036,#,0.012,#,0.011,#,0.003,#,0.003,<,0.001,<,0.001
2008,0710140,07,005,51,22.4,999,4,#,0.032,#,0.026,#,0.027,#,0.021,#,0.003,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
2008,0710220,07,007,01,23.6,999,4,#,0.039,#,0.031,#,0.028,#,0.02,#,0.01,#,0.008,#,0.004,#,0.002,<,0.001,<,0.001
2008,0711880,07,017,51,20.1,999,4,#,0.14,#,0.064,#,0.083,#,0.044,#,0.028,#,0.011,#,0.022,#,0.007,#,0.01,#,0.003
2008,0711890,07,020,51,19.9,999,4,#,0.06,#,0.042,#,0.047,#,0.026,#,0.011,#,0.005,#,0.013,#,0.005,#,0.011,#,0.006
2008,0710550,07,025,01,25,999,4,#,0.056,#,0.044,#,0.041,#,0.032,#,0.012,#,0.01,#,0.003,#,0.002,<,0.001,<,0.001
2008,0711940,07,027,55,23.5,999,4,#,0.071,#,0.051,#,0.061,#,0.039,#,0.012,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001
2008,0711380,07,031,52,25.5,999,4,#,0.038,#,0.029,#,0.03,#,0.021,#,0.006,#,0.005,#,0.002,#,0.001,<,0.001,<,0.001
2008,0711900,07,039,51,30.3,999,4,#,0.061,#,0.05,#,0.051,#,0.042,#,0.008,#,0.006,#,0.001,#,0.001,<,0.001,<,0.001
2008,0711910,07,042,51,18.1,999,4,#,0.063,#,0.037,#,0.034,#,0.022,#,0.015,#,0.006,#,0.01,#,0.004,#,0.018,#,0.006
2008,0711930,07,205,02,20.7,999,4,#,0.042,#,0.032,#,0.029,#,0.023,#,0.01,#,0.007,#,0.002,#,0.001,<,0.001,<,0.001
2008,0712220,07,230,02,19.7,999,4,#,0.032,#,0.026,#,0.028,#,0.022,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2008,0720380,07,513,51,18.5,999,4,#,0.064,#,0.046,#,0.059,#,0.041,#,0.003,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
2008,0720330,07,514,01,22.4,999,4,#,0.08,#,0.066,#,0.065,#,0.055,#,0.013,#,0.009,#,0.001,#,0.001,<,0.001,<,0.001
2008,0810010,08,001,01,23.1,999,4,#,0.045,#,0.039,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
