西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1985,0110010,01,001,01,0,#,7.1,#,7.7,0,4,#,9.1,#,12,0,4,#,11,#,0.5,#,1,0,4,#,0.5,#,1,0,4,#,0.8,#,0.9,#,1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,5,0,4,#,4,#,2,#,3500,2,4,#,1800,E,99999,E,99999,999,999,E,99999
1985,0110030,01,002,02,0,#,7,#,8.4,0,24,#,7.9,#,14,0,24,#,12,<,0.5,#,1.2,0,24,<,0.5,#,1.2,0,12,#,0.8,#,0.8,#,0.9,#,1.9,#,7.6,999,24,#,2,#,5.3,999,12,#,3.1,#,3.1,#,3.4,#,2,#,62,1,24,#,10,#,130,#,17000,17,24,#,3900,N,0.5,N,0.5,999,2,N,0.5
1985,0110020,01,002,52,0,#,6.6,#,8.8,1,12,#,8.9,#,14,0,12,#,12,<,0.5,#,2,0,12,<,0.5,#,2,0,12,#,1.1,#,1.1,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,29,1,12,#,5,#,230,#,4600,2,6,#,1900,N,0.5,N,0.5,999,2,N,0.5
1985,0110060,01,004,01,0,#,6.9,#,7.5,0,48,#,7,#,13,0,48,#,10,#,0.8,#,2.8,0,48,#,1,#,2.7,0,12,#,1.5,#,1.4,#,1.8,#,2.9,#,38,999,48,#,3.5,#,23,999,12,#,7.8,#,6,#,7.1,#,8,#,630,25,47,#,84,#,1300,#,240000,28,48,#,20000,N,0.5,N,0.5,999,2,N,0.5
1985,0113460,01,004,02,0,#,7,#,7.5,0,12,#,8.2,#,13,0,12,#,11,#,0.9,#,2.2,0,12,#,0.9,#,2.2,0,12,#,1.4,#,1.3,#,1.5,#,3.2,#,16,999,12,#,3.2,#,16,999,12,#,6.3,#,5.2,#,5.9,#,2,#,230,3,12,#,43,#,1300,#,7900,4,12,#,4600,N,0.5,N,0.5,999,2,N,0.5
1985,0110070,01,004,51,0,#,7,#,7.7,0,12,#,7.1,#,13,0,12,#,10,#,1,#,2.2,0,12,#,1,#,2.2,0,12,#,1.5,#,1.4,#,1.6,#,4.9,#,8.9,999,12,#,4.9,#,8.9,999,12,#,6.9,#,7.1,#,7.6,#,6,#,120,5,12,#,41,#,1300,#,24000,6,12,#,8300,N,0.5,N,0.5,999,2,N,0.5
1985,0110080,01,004,52,0,#,7.3,#,7.5,0,3,#,6.9,#,8.9,0,3,#,8.1,#,1,#,3,0,3,#,1,#,3,0,3,#,1.8,#,1.4,#,3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,12,#,33,2,3,#,25,#,11000,#,92000,3,3,#,40000,N,0.5,N,0.5,999,1,N,0.5
1985,0110090,01,004,53,0,#,7,#,7.7,0,12,#,8.2,#,13,0,12,#,11,#,0.8,#,2,0,12,#,0.8,#,2,0,12,#,1.3,#,1.2,#,1.3,#,4.1,#,16,999,12,#,4.1,#,16,999,12,#,6.1,#,4.9,#,5.6,#,7,#,180,3,12,#,39,#,490,#,7900,2,12,#,3600,N,0.5,N,0.5,999,2,N,0.5
1985,0110100,01,004,54,0,#,7.1,#,7.5,0,4,#,7.1,#,12,0,4,#,9.6,#,0.8,#,2.2,0,4,#,0.8,#,2.2,0,4,#,1.7,#,1.9,#,2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,7,#,18,0,4,#,12,#,1300,#,17000,2,4,#,7800,E,99999,E,99999,999,999,E,99999
1985,0110110,01,004,55,0,#,7,#,7.8,0,12,#,7.9,#,13,0,12,#,11,#,0.7,#,1.8,0,12,#,0.7,#,1.8,0,12,#,1.2,#,1.2,#,1.3,#,3.8,#,10,999,12,#,3.8,#,10,999,12,#,5.6,#,5.3,#,5.6,#,4,#,120,4,12,#,33,#,1100,#,24000,6,12,#,7300,N,0.5,N,0.5,999,2,N,0.5
