西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,m_ダイオキシン（水質）,n_ダイオキシン（水質）,C_ダイオキシン（水質）_最大値,ダイオキシン（水質）_最大値,C_ダイオキシン（水質）_平均値,ダイオキシン（水質）_平均値,m_ダイオキシン（底質）,n_ダイオキシン（底質）,C_ダイオキシン（底質）_最大値,ダイオキシン（底質）_最大値,C_ダイオキシン（底質）_平均値,ダイオキシン（底質）_平均値
2009,0214670,02,301,01,0,1,#,0.042,#,0.042,0,1,#,0.16,#,0.16
2009,0220660,02,501,01,0,1,#,0.042,#,0.042,0,1,#,8,#,8
2009,0220680,02,501,51,0,1,#,0.056,#,0.056,0,0,#,0,#,0
2009,0220770,02,502,01,0,1,#,0.068,#,0.068,0,1,#,13,#,13
2009,0220840,02,502,56,0,1,#,0.046,#,0.046,0,0,#,0,#,0
2009,0230130,02,604,03,0,1,#,0.043,#,0.043,0,0,#,0,#,0
2009,0230190,02,605,02,0,1,#,0.044,#,0.044,0,1,#,0.26,#,0.26
2009,0230750,02,610,01,0,1,#,0.043,#,0.043,0,1,#,3.1,#,3.1
2009,0230830,02,613,01,0,1,#,0.042,#,0.042,0,0,#,0,#,0
2009,0231290,02,619,01,0,1,#,0.042,#,0.042,0,1,#,2.7,#,2.7
2009,0231320,02,619,04,0,1,#,0.043,#,0.043,0,0,#,0,#,0
2009,0310060,03,002,54,0,1,#,0.13,#,0.13,0,1,#,0.59,#,0.59
2009,0310170,03,011,01,0,1,#,0.02,#,0.02,0,1,#,0.38,#,0.38
2009,0310290,03,016,51,0,1,#,0.051,#,0.051,0,1,#,0.15,#,0.15
2009,0310480,03,019,54,0,1,#,0.071,#,0.071,0,1,#,1.7,#,1.7
2009,0310560,03,023,01,0,1,#,0.11,#,0.11,0,1,#,1,#,1
2009,0310610,03,026,01,0,1,#,0.12,#,0.12,0,1,#,0.32,#,0.32
2009,0310640,03,028,01,0,1,#,0.25,#,0.25,0,1,#,9.6,#,9.6
2009,0310700,03,032,01,0,1,#,0.28,#,0.28,0,1,#,0.65,#,0.65
2009,0310720,03,034,01,0,1,#,0.074,#,0.074,0,1,#,0.12,#,0.12
2009,0310760,03,036,01,0,1,#,0.032,#,0.032,0,1,#,0.15,#,0.15
2009,0310870,03,044,01,0,1,#,0.043,#,0.043,0,1,#,0.15,#,0.15
2009,0310880,03,044,02,0,1,#,0.044,#,0.044,0,1,#,0.14,#,0.14
2009,0310950,03,046,02,0,1,#,0.012,#,0.012,0,1,#,0.14,#,0.14
2009,0310960,03,046,03,0,1,#,0.016,#,0.016,0,1,#,0.59,#,0.59
2009,0311950,03,047,02,0,1,#,0.048,#,0.048,0,1,#,0.13,#,0.13
2009,0312690,03,048,51,0,1,#,0.043,#,0.043,0,1,#,0.18,#,0.18
2009,0311120,03,054,02,0,1,#,0.055,#,0.055,0,1,#,0.64,#,0.64
2009,0311150,03,056,02,0,1,#,0.095,#,0.095,0,1,#,0.16,#,0.16
2009,0311160,03,056,03,0,1,#,0.05,#,0.05,0,1,#,0.18,#,0.18
2009,0311260,03,059,01,0,1,#,0.59,#,0.59,0,1,#,0.86,#,0.86
2009,0311360,03,065,01,0,1,#,0.088,#,0.088,0,1,#,0.43,#,0.43
2009,0311400,03,067,01,0,1,#,0.14,#,0.14,0,1,#,0.13,#,0.13
2009,0311410,03,068,01,0,1,#,0.41,#,0.41,0,1,#,0.48,#,0.48
2009,0311520,03,074,01,0,1,#,0.039,#,0.039,0,1,#,0.18,#,0.18
2009,0311730,03,082,51,0,1,#,0.28,#,0.28,0,1,#,0.24,#,0.24
2009,0311880,03,096,01,0,1,#,0.027,#,0.027,0,1,#,0.11,#,0.11
2009,0312730,03,246,01,0,1,#,0.016,#,0.016,0,1,#,0.1,#,0.1
2009,0312740,03,247,01,0,1,#,0.011,#,0.011,0,1,#,0.13,#,0.13
2009,0312850,03,250,01,0,1,#,0.016,#,0.016,0,1,#,0.12,#,0.12
2009,0312880,03,251,01,0,1,#,0.036,#,0.036,0,1,#,0.13,#,0.13
2009,0320060,03,503,01,0,1,#,0.067,#,0.067,0,1,#,5.9,#,5.9
2009,0320180,03,509,01,0,1,#,0.067,#,0.067,0,1,#,4.2,#,4.2
2009,0330010,03,604,01,0,1,#,0.04,#,0.04,0,1,#,0.98,#,0.98
2009,0330040,03,605,01,0,1,#,0.021,#,0.021,0,1,#,3.6,#,3.6
2009,0330190,03,612,01,0,1,#,0.053,#,0.053,0,1,#,1.7,#,1.7
2009,0330370,03,620,01,0,1,#,0.068,#,0.068,0,1,#,3.7,#,3.7
2009,0410010,04,001,01,0,2,#,0.058,#,0.055,0,1,#,0.23,#,0.23
2009,0410050,04,002,01,0,1,#,0.068,#,0.068,0,1,#,0.61,#,0.61
2009,0410090,04,002,54,0,2,#,0.059,#,0.059,0,1,#,0.85,#,0.85
2009,0411510,04,003,01,0,2,#,0.28,#,0.28,0,1,#,1.4,#,1.4
2009,0410150,04,004,01,0,1,#,0.47,#,0.47,0,1,#,0.48,#,0.48
2009,0410180,04,005,01,0,1,#,0.089,#,0.089,0,0,#,0,#,0
2009,0410190,04,006,01,0,1,#,0.92,#,0.92,0,1,#,5.2,#,5.2
2009,0410250,04,010,01,0,1,#,0.072,#,0.072,0,1,#,2,#,2
2009,0411880,04,010,53,0,1,#,0.075,#,0.075,0,1,#,0.78,#,0.78
2009,0410530,04,017,01,0,1,#,0.35,#,0.35,0,1,#,0.74,#,0.74
2009,0410620,04,021,01,0,1,#,0.22,#,0.22,0,1,#,0.53,#,0.53
2009,0410670,04,023,01,0,1,#,0.16,#,0.16,0,1,#,9,#,9
2009,0410750,04,026,01,0,1,#,0.098,#,0.098,0,1,#,0.33,#,0.33
2009,0410770,04,027,01,0,2,#,0.1,#,0.082,0,1,#,0.67,#,0.67
2009,0411860,04,027,61,0,2,#,0.067,#,0.062,0,1,#,0.42,#,0.42
2009,0410800,04,028,01,0,2,#,0.097,#,0.082,0,1,#,3.1,#,3.1
2009,0410930,04,030,04,0,2,#,0.057,#,0.054,0,1,#,0.22,#,0.22
2009,0410970,04,031,01,0,2,#,0.07,#,0.064,0,1,#,2.7,#,2.7
2009,0411000,04,032,01,0,1,#,0.074,#,0.074,0,1,#,1.2,#,1.2
2009,0411010,04,032,51,0,1,#,0.069,#,0.069,0,1,#,0.25,#,0.25
2009,0411070,04,036,01,0,1,#,0.3,#,0.3,0,1,#,11,#,11
2009,0411080,04,037,01,0,1,#,0.072,#,0.072,0,0,#,0,#,0
2009,0411130,04,038,01,0,1,#,0.072,#,0.072,0,1,#,0.59,#,0.59
2009,0411150,04,038,53,0,1,#,0.07,#,0.07,0,1,#,0.45,#,0.45
2009,0411240,04,043,02,0,1,#,0.53,#,0.53,0,1,#,1.8,#,1.8
2009,0411280,04,045,01,0,1,#,0.064,#,0.064,0,0,#,0,#,0
2009,0411300,04,047,01,0,1,#,0.064,#,0.064,0,0,#,0,#,0
2009,0411310,04,048,01,0,1,#,0.14,#,0.14,0,0,#,0,#,0
2009,0411320,04,049,01,1,1,#,1.9,#,1.9,0,1,#,13,#,13
2009,0411360,04,052,01,0,1,#,0.066,#,0.066,0,0,#,0,#,0
2009,0411490,04,056,01,0,2,#,0.056,#,0.054,0,1,#,0.59,#,0.59
2009,0411470,04,059,01,0,1,#,0.085,#,0.085,0,0,#,0,#,0
2009,0412100,04,219,01,0,2,#,0.062,#,0.061,0,1,#,2.4,#,2.4
2009,0420190,04,507,01,0,2,#,0.063,#,0.058,0,1,#,3,#,3
2009,0420220,04,508,01,1,1,#,3.1,#,3.1,0,1,#,18,#,18
2009,0420230,04,509,01,0,1,#,0.089,#,0.089,0,0,#,0,#,0
2009,0420240,04,510,01,0,2,#,0.06,#,0.059,0,1,#,8.9,#,8.9
2009,0430380,04,610,01,0,1,#,0.06,#,0.06,0,1,#,13,#,13
2009,0430440,04,611,01,0,1,#,0.05,#,0.05,0,1,#,3.3,#,3.3
2009,0430450,04,611,02,0,1,#,0.055,#,0.055,0,1,#,11,#,11
2009,0430520,04,612,03,0,1,#,0.049,#,0.049,0,1,#,9.2,#,9.2
2009,0430680,04,613,01,0,1,#,0.07,#,0.07,0,0,#,0,#,0
2009,0431280,04,625,08,0,1,#,0.065,#,0.065,0,0,#,0,#,0
2009,0431300,04,625,10,0,1,#,0.063,#,0.063,0,0,#,0,#,0
2009,0510020,05,002,01,0,1,#,0.14,#,0.14,0,0,#,0,#,0
2009,0510070,05,003,06,0,1,#,0.069,#,0.069,0,1,#,0.3,#,0.3
2009,0510190,05,007,01,0,1,#,0.059,#,0.059,0,0,#,0,#,0
2009,0510310,05,021,01,0,1,#,0.06,#,0.06,0,1,#,0.21,#,0.21
2009,0510350,05,026,01,0,1,#,0.12,#,0.12,0,0,#,0,#,0
2009,0510530,05,053,09,0,1,#,0.098,#,0.098,0,1,#,7.1,#,7.1
2009,0510670,05,058,01,0,1,#,0.11,#,0.11,0,1,#,0.21,#,0.21
2009,0510760,05,066,01,0,1,#,0.39,#,0.39,0,1,#,0.45,#,0.45
2009,0511060,05,090,01,0,1,#,0.078,#,0.078,0,1,#,3.6,#,3.6
2009,0511090,05,095,01,0,1,#,0.083,#,0.083,0,0,#,0,#,0
2009,0511180,05,100,01,0,1,#,0.14,#,0.14,0,1,#,0.36,#,0.36
2009,0511270,05,104,02,0,1,#,0.059,#,0.059,0,0,#,0,#,0
2009,0513860,05,105,04,0,1,#,0.32,#,0.32,0,1,#,2.3,#,2.3
2009,0511360,05,109,01,0,1,#,0.28,#,0.28,0,1,#,1.7,#,1.7
2009,0511390,05,110,01,0,1,#,0.46,#,0.46,0,1,#,0.79,#,0.79
2009,0511600,05,129,01,0,1,#,0.069,#,0.069,0,1,#,0.21,#,0.21
2009,0513830,05,158,01,0,1,#,0.044,#,0.044,0,1,#,0.42,#,0.42
2009,0520010,05,501,01,0,1,#,0.042,#,0.042,0,1,#,8,#,8
2009,0520060,05,501,57,0,1,#,0.056,#,0.056,0,0,#,0,#,0
2009,0520140,05,502,01,0,1,#,0.059,#,0.059,0,0,#,0,#,0
2009,0520400,05,503,07,0,1,#,0.42,#,0.42,0,1,#,4.1,#,4.1
2009,0530540,05,608,01,0,1,#,0.059,#,0.059,0,0,#,0,#,0
2009,0530560,05,609,01,0,1,#,0.067,#,0.067,0,1,#,0.29,#,0.29
2009,0530620,05,610,02,0,1,#,0.061,#,0.061,0,0,#,0,#,0
2009,0530780,05,611,02,0,1,#,0.057,#,0.057,0,1,#,0.49,#,0.49
2009,0530570,05,612,01,0,1,#,0.057,#,0.057,0,0,#,0,#,0
2009,0530270,05,619,01,0,1,#,0.048,#,0.048,0,1,#,9,#,9
2009,0610040,06,002,02,0,1,#,0.078,#,0.078,0,1,#,0.3,#,0.3
2009,0610140,06,003,53,0,1,#,0.13,#,0.13,0,1,#,2.1,#,2.1
2009,0610190,06,005,01,0,1,#,0.042,#,0.042,0,1,#,0.82,#,0.82
2009,0610200,06,006,01,0,1,#,0.09,#,0.09,0,1,#,1,#,1
2009,0610310,06,013,01,0,1,#,0.46,#,0.46,0,1,#,1.3,#,1.3
2009,0610350,06,014,01,0,1,#,0.069,#,0.069,0,1,#,2.8,#,2.8
2009,0611190,06,014,53,0,1,#,0.07,#,0.07,0,1,#,0.37,#,0.37
2009,0610400,06,015,01,0,2,#,0.49,#,0.46,0,1,#,1,#,1
2009,0610480,06,022,01,0,1,#,0.043,#,0.043,0,1,#,8.9,#,8.9
2009,0610510,06,024,01,0,1,#,0.18,#,0.18,0,1,#,3.4,#,3.4
2009,0610810,06,043,01,0,1,#,0.29,#,0.29,0,1,#,0.69,#,0.69
2009,0610700,06,214,01,0,1,#,0.27,#,0.27,0,1,#,1.1,#,1.1
2009,0620010,06,401,01,0,1,#,0.072,#,0.072,0,1,#,3.9,#,3.9
2009,0620080,06,406,01,0,1,#,0.03,#,0.03,0,1,#,2.9,#,2.9
2009,0620100,06,408,51,0,1,#,0.068,#,0.068,0,1,#,4.3,#,4.3
2009,0630090,06,604,52,0,1,#,0.057,#,0.057,0,1,#,5.2,#,5.2
2009,0630130,06,701,01,0,1,#,0.023,#,0.023,0,1,#,0.19,#,0.19
2009,0710090,07,003,52,0,1,#,0.07,#,0.07,0,1,#,0.24,#,0.24
2009,0710100,07,004,01,0,1,#,0.083,#,0.083,0,1,#,0.073,#,0.073
2009,0710130,07,005,01,0,1,#,0.068,#,0.068,0,1,#,0.53,#,0.53
2009,0710220,07,007,01,0,1,#,0.055,#,0.055,0,1,#,7.5,#,7.5
2009,0710250,07,009,01,0,1,#,0.11,#,0.11,0,1,#,0.56,#,0.56
2009,0710310,07,012,02,0,2,#,0.78,#,0.43,0,1,#,2.8,#,2.8
2009,0710340,07,013,02,0,1,#,0.085,#,0.085,0,1,#,4,#,4
2009,0710390,07,016,01,0,1,#,0.13,#,0.13,0,1,#,0.085,#,0.085
2009,0711880,07,017,51,0,2,#,0.14,#,0.1,0,2,#,0.22,#,0.22
2009,0712150,07,017,52,0,1,#,0.15,#,0.15,0,1,#,0.059,#,0.059
2009,0710430,07,018,01,0,2,#,0.32,#,0.24,0,1,#,0.29,#,0.29
2009,0710450,07,020,01,0,2,#,0.4,#,0.24,0,1,#,1.1,#,1.1
2009,0710470,07,021,02,0,2,#,0.97,#,0.64,0,1,#,5.6,#,5.6
2009,0710480,07,022,01,0,1,#,0.099,#,0.099,0,1,#,0.07,#,0.07
2009,0710500,07,023,02,0,1,#,0.099,#,0.099,0,1,#,0.074,#,0.074
2009,0710550,07,025,01,0,1,#,0.18,#,0.18,0,1,#,0.089,#,0.089
2009,0710590,07,027,01,0,4,#,0.17,#,0.097,0,2,#,4.2,#,2.4
2009,0710660,07,030,01,0,4,#,0.33,#,0.25,0,2,#,6.3,#,4.8
2009,0710670,07,031,01,0,1,#,0.35,#,0.35,0,1,#,0.081,#,0.081
2009,0710720,07,033,01,0,1,#,0.068,#,0.068,0,1,#,0.22,#,0.22
2009,0712020,07,034,51,0,1,#,0.032,#,0.032,0,1,#,0.06,#,0.06
2009,0712000,07,035,52,0,1,#,0.039,#,0.039,0,1,#,0.075,#,0.075
2009,0711390,07,037,51,0,1,#,0.16,#,0.16,0,1,#,3,#,3
2009,0710810,07,038,01,0,2,#,0.36,#,0.26,0,1,#,3.5,#,3.5
2009,0710930,07,047,01,0,1,#,0.55,#,0.55,0,1,#,0.3,#,0.3
2009,0710970,07,052,01,0,1,#,0.81,#,0.81,0,1,#,0.39,#,0.39
2009,0710980,07,054,01,0,1,#,0.11,#,0.11,0,1,#,0.093,#,0.093
2009,0711100,07,214,01,0,1,#,0.6,#,0.6,0,1,#,0.71,#,0.71
2009,0712210,07,216,02,0,1,#,0.071,#,0.071,0,1,#,0.15,#,0.15
2009,0711140,07,218,01,0,1,#,0.099,#,0.099,0,1,#,0.37,#,0.37
2009,0712190,07,222,01,0,1,#,0.044,#,0.044,0,1,#,0.21,#,0.21
2009,0711250,07,229,01,0,1,#,0.051,#,0.051,0,1,#,0.3,#,0.3
2009,0730010,07,601,01,0,1,#,0.065,#,0.065,0,1,#,5.5,#,5.5
2009,0730050,07,602,02,0,1,#,0.066,#,0.066,0,1,#,0.51,#,0.51
2009,0730170,07,603,02,0,1,#,0.13,#,0.13,0,1,#,6.1,#,6.1
2009,0730240,07,605,03,0,1,#,0.063,#,0.063,0,1,#,0.23,#,0.23
2009,0810010,08,001,01,0,1,#,0.09,#,0.09,0,1,#,0.22,#,0.22
2009,0810440,08,039,02,0,1,#,0.076,#,0.076,0,1,#,0.23,#,0.23
2009,0810500,08,041,02,0,1,#,0.2,#,0.2,0,1,#,14,#,14
2009,0810570,08,042,01,0,1,#,0.14,#,0.14,0,1,#,0.24,#,0.24
2009,0810590,08,044,01,0,1,#,0.077,#,0.077,0,1,#,0.21,#,0.21
2009,0810620,08,045,01,0,1,#,0.14,#,0.14,0,1,#,1.1,#,1.1
2009,0810650,08,046,01,0,1,#,0.22,#,0.22,0,1,#,1.2,#,1.2
2009,0810770,08,052,01,0,1,#,0.22,#,0.22,0,1,#,0.66,#,0.66
2009,0810780,08,053,01,0,1,#,0.25,#,0.25,0,1,#,1.2,#,1.2
2009,0812090,08,055,02,0,1,#,0.36,#,0.36,0,1,#,1.6,#,1.6
2009,0810850,08,058,01,1,2,#,1.1,#,0.84,0,1,#,1.3,#,1.3
2009,0811950,08,059,02,0,2,#,0.35,#,0.21,0,1,#,1.4,#,1.4
2009,0810900,08,061,01,0,1,#,0.53,#,0.53,0,1,#,2.1,#,2.1
2009,0812100,08,066,02,1,2,#,1.1,#,0.98,0,1,#,0.96,#,0.96
2009,0811040,08,071,01,0,1,#,0.28,#,0.28,0,1,#,0.17,#,0.17
2009,0811920,08,075,02,0,1,#,0.33,#,0.33,0,1,#,1.3,#,1.3
2009,0811940,08,078,02,0,1,#,0.36,#,0.36,0,1,#,0.29,#,0.29
2009,0811140,08,080,01,0,1,#,0.16,#,0.16,0,1,#,0.9,#,0.9
2009,0811160,08,082,01,0,1,#,0.21,#,0.21,0,1,#,4.3,#,4.3
2009,0811180,08,083,02,0,1,#,0.084,#,0.084,0,1,#,0.22,#,0.22
2009,0811200,08,084,01,1,2,#,1.2,#,0.82,0,1,#,7.6,#,7.6
2009,0811230,08,086,01,0,1,#,0.09,#,0.09,0,1,#,0.23,#,0.23
2009,0811270,08,089,01,0,1,#,0.078,#,0.078,0,1,#,0.43,#,0.43
2009,0811300,08,092,01,0,1,#,0.11,#,0.11,0,1,#,0.69,#,0.69
2009,0811340,08,094,01,0,1,#,0.067,#,0.067,0,1,#,0.53,#,0.53
2009,0811360,08,095,02,0,2,#,0.77,#,0.77,0,1,#,2,#,2
2009,0811400,08,098,01,1,2,#,1.9,#,1.2,0,1,#,2.9,#,2.9
2009,0811430,08,099,01,1,2,#,4.6,#,2.8,0,1,#,7.4,#,7.4
2009,0811440,08,100,01,1,2,#,1.4,#,1.2,0,1,#,4.7,#,4.7
2009,0811480,08,103,01,0,1,#,0.61,#,0.61,0,1,#,1.9,#,1.9
2009,0811500,08,104,02,0,4,#,0.49,#,0.4,0,1,#,0.33,#,0.33
2009,0811590,08,107,01,0,1,#,0.14,#,0.14,0,1,#,22,#,22
2009,0811610,08,109,01,0,2,#,0.63,#,0.57,0,1,#,36,#,36
2009,0811620,08,110,01,0,1,#,0.58,#,0.58,0,1,#,2.6,#,2.6
2009,0811630,08,111,01,0,2,#,1,#,0.81,0,1,#,45,#,45
2009,0810170,08,116,01,0,1,#,0.27,#,0.27,0,1,#,0.88,#,0.88
2009,0812060,08,121,01,0,1,#,0.17,#,0.17,0,1,#,0.26,#,0.26
2009,0810320,08,125,01,0,1,#,0.13,#,0.13,0,1,#,0.16,#,0.16
2009,0820030,08,501,03,0,1,#,0.24,#,0.24,0,1,#,16,#,16
2009,0820140,08,502,01,0,1,#,0.23,#,0.23,0,1,#,24,#,24
2009,0820190,08,503,01,0,1,#,0.25,#,0.25,0,1,#,0.29,#,0.29
2009,0830010,08,601,01,0,1,#,0.043,#,0.043,0,1,#,2.3,#,2.3
2009,0830200,08,614,01,0,1,#,0.057,#,0.057,0,1,#,4.4,#,4.4
2009,0830240,08,618,01,0,1,#,0.043,#,0.043,0,1,#,0.14,#,0.14
2009,0910010,09,001,01,0,1,#,0.04,#,0.04,0,1,#,0.12,#,0.12
2009,0911470,09,004,90,0,1,#,0.073,#,0.073,0,1,#,0.24,#,0.24
2009,0910180,09,007,01,0,1,#,0.14,#,0.14,0,1,#,0.24,#,0.24
2009,0911500,09,007,59,0,1,#,0.13,#,0.13,0,1,#,5.8,#,5.8
2009,0910700,09,060,01,0,1,#,0.045,#,0.045,0,0,#,0,#,0
2009,0911060,09,063,01,0,1,#,0.044,#,0.044,0,1,#,0.13,#,0.13
2009,0910830,09,069,01,0,1,#,0.081,#,0.081,0,0,#,0,#,0
2009,0910850,09,070,01,0,1,#,0.11,#,0.11,0,1,#,0.24,#,0.24
2009,0910920,09,073,01,0,1,#,0.039,#,0.039,0,0,#,0,#,0
2009,0910930,09,074,01,0,1,#,0.039,#,0.039,0,1,#,0.12,#,0.12
2009,0910230,09,077,01,0,0,#,0,#,0,0,1,#,0.34,#,0.34
2009,0911230,09,078,01,0,1,#,0.39,#,0.39,0,0,#,0,#,0
2009,0910240,09,079,01,0,1,#,0.72,#,0.72,0,1,#,1.2,#,1.2
2009,0910300,09,081,01,0,1,#,0.24,#,0.24,0,0,#,0,#,0
2009,0910350,09,081,51,0,1,#,0.086,#,0.086,0,1,#,0.26,#,0.26
2009,0910340,09,082,01,0,1,#,0.28,#,0.28,0,1,#,1.8,#,1.8
2009,0910890,09,087,01,0,1,#,0.18,#,0.18,0,0,#,0,#,0
2009,0910970,09,088,01,0,1,#,1,#,1,0,0,#,0,#,0
2009,0910980,09,089,01,0,1,#,0.51,#,0.51,0,1,#,2,#,2
2009,0910990,09,090,01,0,1,#,0.038,#,0.038,0,1,#,0.17,#,0.17
2009,0911250,09,091,01,0,1,#,0.076,#,0.076,0,1,#,0.36,#,0.36
2009,0910400,09,092,01,0,1,#,0.15,#,0.15,0,0,#,0,#,0
2009,0910420,09,093,01,0,1,#,0.13,#,0.13,0,1,#,0.22,#,0.22
2009,0910410,09,094,01,0,1,#,0.11,#,0.11,0,0,#,0,#,0
2009,0910440,09,095,01,0,1,#,0.17,#,0.17,0,1,#,0.83,#,0.83
2009,0910430,09,096,01,0,1,#,0.15,#,0.15,0,0,#,0,#,0
2009,0911000,09,099,01,0,1,#,0.29,#,0.29,0,0,#,0,#,0
2009,0911010,09,100,01,0,1,#,0.84,#,0.84,0,1,#,41,#,41
2009,0910460,09,102,01,0,1,#,0.041,#,0.041,0,1,#,0.14,#,0.14
2009,0911270,09,102,02,0,1,#,0.079,#,0.079,0,0,#,0,#,0
2009,0910490,09,104,01,0,1,#,0.95,#,0.95,0,0,#,0,#,0
2009,0910520,09,105,01,0,1,#,0.4,#,0.4,0,1,#,4.6,#,4.6
2009,0910500,09,107,01,0,1,#,0.058,#,0.058,0,1,#,0.17,#,0.17
2009,0911280,09,107,02,0,1,#,0.046,#,0.046,0,0,#,0,#,0
2009,0910510,09,108,01,0,1,#,0.22,#,0.22,0,0,#,0,#,0
2009,0910670,09,110,01,0,1,#,0.1,#,0.1,0,0,#,0,#,0
2009,0910600,09,113,01,0,1,#,0.19,#,0.19,0,1,#,0.17,#,0.17
