西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1997,0120010,01,501,01,0,11,#,0.46,#,2,6,8,#,1.1,#,0.055,#,0.22,8,8,#,0.11
1997,0120020,01,501,02,0,11,#,0.36,#,1.4,4,8,#,0.78,#,0.041,#,0.2,7,8,#,0.093
1997,0120030,01,501,51,0,11,#,0.75,#,1.2,8,8,#,0.97,#,0.044,#,0.11,5,8,#,0.073
1997,0120040,01,501,52,0,11,#,0.29,#,1.4,3,8,#,0.75,#,0.039,#,0.2,6,8,#,0.094
1997,0120050,01,502,01,0,11,<,0.05,#,0.12,999,6,#,0.07,<,0.003,#,0.003,0,6,#,0.003
1997,0120060,01,502,02,0,11,<,0.05,#,0.09,999,6,#,0.07,<,0.003,<,0.003,0,6,<,0.003
1997,0120110,01,503,01,0,11,#,0.22,#,0.3,999,6,#,0.25,<,0.003,<,0.003,0,6,<,0.003
1997,0120120,01,503,02,0,11,#,0.19,#,0.32,999,6,#,0.24,<,0.003,<,0.003,0,6,<,0.003
1997,0120130,01,503,03,0,11,#,0.19,#,0.31,999,5,#,0.22,<,0.003,<,0.003,0,6,<,0.003
1997,0120140,01,503,51,0,11,#,0.17,#,0.29,999,6,#,0.22,<,0.003,<,0.003,0,6,<,0.003
1997,0120150,01,503,52,0,11,#,0.19,#,0.34,999,6,#,0.26,<,0.003,<,0.003,0,6,<,0.003
1997,0120160,01,503,53,0,11,#,0.19,#,0.32,999,6,#,0.25,<,0.003,<,0.003,0,6,<,0.003
1997,0120170,01,503,54,0,11,#,0.17,#,0.31,999,6,#,0.24,<,0.003,<,0.003,0,6,<,0.003
1997,0120180,01,504,01,0,11,#,0.35,#,0.79,999,6,#,0.58,#,0.014,#,0.029,0,6,#,0.021
1997,0120190,01,504,02,0,11,#,0.32,#,0.67,999,6,#,0.55,#,0.017,#,0.036,2,6,#,0.027
1997,0120200,01,504,51,0,11,#,0.35,#,0.91,999,6,#,0.59,#,0.015,#,0.024,0,6,#,0.02
1997,0120210,01,504,52,0,11,#,0.39,#,0.9,999,6,#,0.63,#,0.015,#,0.044,1,6,#,0.024
1997,0120220,01,504,53,0,11,#,0.37,#,0.92,999,6,#,0.59,#,0.018,#,0.032,1,6,#,0.023
1997,0120230,01,504,54,0,11,#,0.28,#,0.96,999,6,#,0.57,#,0.018,#,0.038,1,6,#,0.026
1997,0120240,01,505,01,0,11,#,0.1,#,0.47,1,6,#,0.24,#,0.021,#,0.059,4,6,#,0.04
1997,0120240,01,505,01,0,12,#,0.09,#,0.42,1,6,#,0.21,#,0.015,#,0.058,3,6,#,0.037
1997,0120250,01,505,02,0,11,#,0.13,#,0.37,0,6,#,0.21,#,0.015,#,0.069,3,6,#,0.036
1997,0120250,01,505,02,0,12,#,0.12,#,0.44,1,6,#,0.22,#,0.015,#,0.069,3,6,#,0.038
1997,0120260,01,505,03,0,11,#,0.06,#,0.3,0,6,#,0.18,#,0.018,#,0.069,3,6,#,0.037
1997,0120260,01,505,03,0,12,#,0.08,#,0.28,0,6,#,0.17,#,0.018,#,0.067,3,6,#,0.039
1997,0120270,01,505,51,0,11,#,0.1,#,0.28,0,6,#,0.17,#,0.017,#,0.049,3,6,#,0.031
1997,0120280,01,505,52,0,11,#,0.1,#,0.25,0,6,#,0.16,#,0.015,#,0.059,3,6,#,0.033
1997,0120290,01,505,53,0,11,#,0.11,#,0.32,0,6,#,0.17,#,0.018,#,0.057,3,6,#,0.036
1997,0120300,01,505,54,0,11,#,0.08,#,0.3,0,5,#,0.17,#,0.016,#,0.06,2,5,#,0.033
1997,0120310,01,506,01,0,11,<,0.05,#,0.1,999,6,#,0.07,<,0.003,#,0.004,0,6,#,0.003
1997,0120320,01,506,02,0,11,<,0.05,#,0.12,999,6,#,0.07,<,0.003,#,0.008,1,6,#,0.004
1997,0120360,01,507,01,0,11,#,0.11,#,0.16,999,4,#,0.13,<,0.003,#,0.007,0,4,#,0.005
1997,0120360,01,507,01,0,12,#,0.12,#,0.18,999,4,#,0.15,<,0.003,#,0.007,0,4,#,0.005
1997,0120370,01,507,02,0,11,#,0.11,#,0.32,999,4,#,0.17,<,0.003,#,0.006,0,4,#,0.005
1997,0120370,01,507,02,0,12,#,0.11,#,0.3,999,4,#,0.19,<,0.003,#,0.007,0,4,#,0.005
1997,0120380,01,507,51,0,11,#,0.07,#,0.19,999,4,#,0.13,<,0.003,#,0.007,0,4,#,0.004
1997,0120390,01,507,52,0,11,#,0.07,#,0.17,999,4,#,0.11,<,0.003,#,0.006,0,4,#,0.004
1997,0120400,01,507,53,0,11,<,0.05,#,0.11,999,4,#,0.09,<,0.003,#,0.006,0,4,#,0.004
1997,0120410,01,508,01,0,11,#,0.09,#,0.37,999,4,#,0.19,#,0.005,#,0.008,0,4,#,0.006
1997,0120410,01,508,01,0,12,#,0.17,#,0.45,999,4,#,0.25,#,0.007,#,0.01,0,4,#,0.008
1997,0120420,01,508,02,0,11,#,0.15,#,0.32,999,4,#,0.2,<,0.003,#,0.007,0,4,#,0.005
1997,0120420,01,508,02,0,12,#,0.19,#,0.44,999,4,#,0.29,#,0.004,#,0.011,1,4,#,0.008
1997,0120430,01,508,51,0,11,#,0.11,#,0.34,999,4,#,0.2,#,0.005,#,0.008,0,4,#,0.006
1997,0120440,01,508,52,0,11,#,0.14,#,0.4,999,4,#,0.22,#,0.004,#,0.006,0,4,#,0.005
1997,0120450,01,508,53,0,11,#,0.1,#,0.37,999,4,#,0.19,#,0.005,#,0.008,0,4,#,0.007
1997,0120460,01,509,01,0,11,#,0.48,#,1,0,8,#,0.72,#,0.03,#,0.064,0,8,#,0.05
1997,0120470,01,509,02,0,11,#,0.76,#,1.2,1,8,#,0.94,#,0.064,#,0.12,2,8,#,0.084
1997,0120480,01,509,51,0,11,#,0.53,#,0.89,0,8,#,0.68,#,0.038,#,0.069,0,8,#,0.052
1997,0120490,01,509,52,0,11,#,0.69,#,1.1,1,8,#,0.86,#,0.056,#,0.087,0,8,#,0.073
1997,0120550,01,510,01,0,11,<,0.05,#,0.22,999,4,#,0.1,<,0.003,<,0.003,0,4,<,0.003
1997,0120550,01,510,01,0,12,<,0.05,#,0.34,999,4,#,0.13,<,0.003,<,0.003,0,4,<,0.003
1997,0120560,01,510,02,0,11,<,0.05,#,0.41,999,4,#,0.16,<,0.003,<,0.003,0,4,<,0.003
1997,0120560,01,510,02,0,12,<,0.05,#,0.33,999,4,#,0.13,<,0.003,<,0.003,0,4,<,0.003
1997,0120570,01,510,51,0,11,<,0.05,#,0.11,999,4,#,0.07,<,0.003,<,0.003,0,4,<,0.003
