西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1993,0120550,01,510,01,0,12,<,0.05,#,0.13,999,4,#,0.07,<,0.003,<,0.003,0,4,<,0.003
1993,0120560,01,510,02,0,11,<,0.05,#,0.05,999,4,#,0.05,<,0.003,<,0.003,0,4,<,0.003
1993,0120560,01,510,02,0,12,<,0.05,#,0.21,999,4,#,0.09,<,0.003,<,0.003,0,4,<,0.003
1993,0120570,01,510,51,0,11,<,0.05,#,0.07,999,4,#,0.06,<,0.003,<,0.003,0,4,<,0.003
1993,0120570,01,510,51,0,12,<,0.05,<,0.05,999,4,<,0.05,<,0.003,<,0.003,0,4,<,0.003
1993,0120580,01,510,52,0,11,<,0.05,<,0.05,999,4,<,0.05,<,0.003,#,0.003,0,4,#,0.003
1993,0120580,01,510,52,0,12,<,0.05,<,0.05,999,4,<,0.05,<,0.003,<,0.003,0,4,<,0.003
1993,0320130,03,506,01,0,11,#,0.31,#,0.75,999,12,#,0.48,#,0.005,#,0.018,0,12,#,0.009
1993,0320130,03,506,01,0,12,#,0.3,#,0.65,999,12,#,0.5,#,0.003,#,0.016,0,12,#,0.007
1993,0320130,03,506,01,0,13,#,0.32,#,0.66,999,12,#,0.54,#,0.004,#,0.01,0,12,#,0.007
1993,0320120,03,506,51,0,11,#,0.34,#,0.84,999,6,#,0.55,#,0.011,#,0.02,0,6,#,0.014
1993,0320120,03,506,51,0,13,#,0.3,#,0.74,999,6,#,0.48,#,0.006,#,0.023,0,6,#,0.013
1993,0420140,04,505,01,0,11,#,0.42,#,0.64,999,12,#,0.53,#,0.006,#,0.033,8,12,#,0.016
1993,0420190,04,507,01,0,11,#,0.2,#,0.28,999,12,#,0.24,#,0.007,#,0.089,5,12,#,0.019
1993,0720020,07,501,01,0,11,#,0.23,#,0.27,999,8,#,0.25,<,0.003,#,0.004,0,8,#,0.003
1993,0720020,07,501,01,0,12,#,0.23,#,0.28,999,8,#,0.26,<,0.003,#,0.004,0,8,#,0.003
1993,0720020,07,501,01,0,13,#,0.23,#,0.31,999,16,#,0.25,<,0.003,#,0.004,0,16,#,0.003
1993,0720030,07,501,51,0,11,#,0.23,#,0.31,999,6,#,0.27,<,0.003,#,0.004,0,6,#,0.004
1993,0720040,07,501,52,0,11,#,0.22,#,0.3,999,6,#,0.27,<,0.003,#,0.018,1,6,#,0.007
1993,0720050,07,501,53,0,11,#,0.24,#,0.3,999,6,#,0.27,<,0.003,#,0.006,0,6,#,0.004
1993,0720060,07,501,54,0,11,#,0.18,#,0.36,999,8,#,0.29,<,0.003,#,0.007,0,8,#,0.004
1993,0720070,07,501,55,0,11,#,0.23,#,0.45,999,8,#,0.3,<,0.003,<,0.003,0,8,<,0.003
1993,0720080,07,501,56,0,11,#,0.2,#,0.34,999,8,#,0.27,<,0.003,<,0.003,0,8,<,0.003
1993,0720260,07,501,57,0,11,#,0.24,#,0.5,999,8,#,0.32,<,0.003,#,0.041,2,8,#,0.011
1993,0720120,07,502,01,0,11,#,0.1,#,0.23,999,7,#,0.14,#,0.003,#,0.008,0,7,#,0.006
1993,0720120,07,502,01,0,13,#,0.12,#,0.26,999,7,#,0.19,#,0.005,#,0.009,0,7,#,0.006
1993,0720270,07,502,51,0,11,#,0.12,#,0.2,999,7,#,0.15,#,0.004,#,0.008,0,7,#,0.007
1993,0720280,07,502,52,0,11,#,0.11,#,0.21,999,7,#,0.15,#,0.004,#,0.012,2,7,#,0.008
1993,0720130,07,503,01,0,11,#,0.05,#,0.2,999,7,#,0.13,#,0.004,#,0.012,1,7,#,0.006
1993,0720290,07,503,51,0,11,#,0.07,#,0.23,999,7,#,0.14,#,0.004,#,0.012,1,7,#,0.007
1993,0720300,07,503,52,0,11,#,0.07,#,0.23,999,7,#,0.16,#,0.005,#,0.013,3,7,#,0.009
1993,0720140,07,504,01,0,11,#,0.12,#,0.22,999,7,#,0.17,#,0.004,#,0.057,3,7,#,0.015
1993,0720140,07,504,01,0,13,#,0.13,#,0.25,999,7,#,0.17,#,0.004,#,0.073,3,7,#,0.018
1993,0720310,07,504,51,0,11,#,0.13,#,0.24,999,7,#,0.17,#,0.003,#,0.054,2,7,#,0.014
1993,0720320,07,504,52,0,11,#,0.12,#,0.22,999,7,#,0.15,#,0.005,#,0.036,2,7,#,0.012
1993,0820010,08,501,01,0,11,#,0.94,#,1.8,12,12,#,1.3,#,0.064,#,0.13,12,12,#,0.1
1993,0820020,08,501,02,0,11,#,1,#,1.6,12,12,#,1.3,#,0.058,#,0.16,12,12,#,0.11
1993,0820030,08,501,03,0,11,#,0.87,#,1.2,24,24,#,1,#,0.066,#,0.1,24,24,#,0.088
1993,0820040,08,501,04,0,11,#,0.84,#,1.5,12,12,#,1.1,#,0.072,#,0.11,12,12,#,0.09
1993,0820050,08,501,51,0,11,#,1.2,#,2.2,12,12,#,1.6,#,0.053,#,0.17,12,12,#,0.12
1993,0820060,08,501,52,0,11,#,0.91,#,1.4,12,12,#,1.1,#,0.064,#,0.11,12,12,#,0.091
1993,0820070,08,501,53,0,11,#,0.85,#,1.3,12,12,#,1,#,0.065,#,0.11,12,12,#,0.091
1993,0820080,08,501,54,0,11,#,0.89,#,1.2,12,12,#,1,#,0.071,#,0.11,12,12,#,0.087
1993,0820090,08,501,55,0,11,#,1.8,#,4,12,12,#,2.7,#,0.054,#,0.21,12,12,#,0.12
1993,0820100,08,501,56,0,11,#,1.4,#,3,12,12,#,2.3,#,0.036,#,0.18,12,12,#,0.11
1993,0820110,08,501,57,0,11,#,0.42,#,2.6,12,12,#,1.8,#,0.042,#,0.19,12,12,#,0.1
1993,0820120,08,501,58,0,11,#,0.54,#,5.5,12,12,#,2.8,#,0.038,#,0.16,12,12,#,0.084
1993,0820140,08,502,01,0,11,#,0.74,#,1.3,12,12,#,0.95,#,0.05,#,0.089,12,12,#,0.074
1993,0820150,08,502,02,0,11,#,0.78,#,1,12,12,#,0.89,#,0.046,#,0.11,12,12,#,0.084
1993,0820160,08,502,51,0,11,#,0.77,#,1.5,12,12,#,1.2,#,0.053,#,0.1,12,12,#,0.079
1993,0820170,08,502,52,0,11,#,1.1,#,6.8,13,13,#,4.5,#,0.044,#,0.39,13,13,#,0.081
1993,0820180,08,502,53,0,11,#,0.63,#,2.4,11,11,#,1.3,#,0.046,#,0.1,11,11,#,0.077
1993,0820190,08,503,01,0,11,#,0.84,#,1.2,12,12,#,0.95,#,0.055,#,0.12,12,12,#,0.084
1993,0820200,08,503,02,0,11,#,0.82,#,1.1,12,12,#,0.94,#,0.051,#,0.12,12,12,#,0.082
1993,0820210,08,503,51,0,11,#,0.93,#,1.3,12,12,#,1,#,0.041,#,0.12,12,12,#,0.089
1993,0820220,08,503,52,0,11,#,0.82,#,1.2,12,12,#,0.94,#,0.055,#,0.11,12,12,#,0.079
1993,0920030,09,511,01,0,11,#,0.38,#,0.7,7,8,#,0.52,#,0.017,#,0.033,1,8,#,0.022
1993,0920030,09,511,01,0,12,#,0.26,#,0.67,14,16,#,0.5,#,0.016,#,0.038,3,16,#,0.024
1993,0920030,09,511,01,0,13,#,0.31,#,0.83,7,8,#,0.53,#,0.015,#,0.03,0,8,#,0.022
1993,0920040,09,511,51,0,11,#,0.27,#,0.55,4,8,#,0.43,#,0.017,#,0.033,1,8,#,0.025
1993,0920050,09,511,52,0,11,#,0.3,#,0.7,7,8,#,0.48,#,0.018,#,0.039,1,8,#,0.025
1993,0920060,09,511,53,0,11,#,0.3,#,0.86,7,8,#,0.57,#,0.02,#,0.043,4,8,#,0.032
1993,0920070,09,511,54,0,11,#,0.28,#,0.98,7,8,#,0.57,#,0.017,#,0.042,3,8,#,0.026
1993,0920080,09,511,55,0,11,#,0.28,#,0.62,6,8,#,0.48,#,0.015,#,0.035,2,8,#,0.023
1993,0920090,09,511,56,0,11,#,0.31,#,0.92,6,8,#,0.49,#,0.011,#,0.032,1,8,#,0.02
1993,0920100,09,512,01,0,11,#,0.09,#,0.67,999,8,#,0.31,#,0.004,#,0.01,5,8,#,0.006
1993,0920110,09,512,51,0,11,#,0.08,#,0.34,999,8,#,0.22,#,0.003,#,0.007,4,8,#,0.006
1993,0920140,09,512,54,0,11,#,0.1,#,0.37,999,8,#,0.23,<,0.003,#,0.008,5,8,#,0.006
1993,0920160,09,512,56,0,11,#,0.08,#,0.39,999,8,#,0.22,#,0.004,#,0.008,3,8,#,0.005
1993,1020080,10,501,01,0,11,#,0.18,#,0.26,999,6,#,0.21,#,0.006,#,0.01,0,6,#,0.008
1993,1020080,10,501,01,0,12,#,0.14,#,0.3,999,18,#,0.21,#,0.009,#,0.013,9,18,#,0.011
1993,1020080,10,501,01,0,13,#,0.16,#,0.51,999,6,#,0.29,#,0.009,#,0.017,4,6,#,0.012
1993,1020140,10,502,01,0,11,#,0.23,#,0.33,999,6,#,0.28,#,0.009,#,0.021,5,6,#,0.014
1993,1020140,10,502,01,0,12,#,0.26,#,0.5,999,18,#,0.36,#,0.014,#,0.031,18,18,#,0.019
1993,1020140,10,502,01,0,13,#,0.38,#,3.7,999,6,#,1.4,#,0.017,#,0.23,6,6,#,0.063
1993,1220010,12,501,01,0,11,#,1.1,#,3.9,24,24,#,2.7,#,0.045,#,0.22,24,24,#,0.099
1993,1220020,12,501,51,0,11,#,1.9,#,6.1,24,24,#,3.8,#,0.06,#,0.16,24,24,#,0.11
1993,1220030,12,501,52,0,11,#,1.2,#,3.8,24,24,#,2.4,#,0.052,#,0.19,24,24,#,0.1
1993,1220040,12,501,53,0,11,#,0.86,#,4,24,24,#,1.8,#,0.058,#,0.17,24,24,#,0.086
1993,1220050,12,502,01,0,11,#,3.2,#,8.1,24,24,#,4.9,#,0.19,#,0.62,24,24,#,0.34
1993,1220060,12,502,51,0,11,#,3.9,#,11,24,24,#,7.5,#,0.19,#,0.84,24,24,#,0.47
1993,1220070,12,502,52,0,11,#,1.6,#,5.9,23,23,#,3.4,#,0.15,#,0.51,23,23,#,0.24
1993,1220080,12,502,53,0,11,#,1.8,#,6.6,24,24,#,4.3,#,0.15,#,0.55,24,24,#,0.29
1993,1620010,16,501,01,0,11,#,0.1,#,0.16,999,6,#,0.13,#,0.004,#,0.011,1,6,#,0.008
1993,1620020,16,501,51,0,11,#,0.13,#,0.15,999,4,#,0.14,#,0.004,#,0.01,0,4,#,0.008
1993,1620030,16,502,01,0,11,#,0.08,#,0.16,999,6,#,0.13,#,0.006,#,0.018,2,6,#,0.01
1993,1620040,16,502,51,0,11,#,0.12,#,0.19,999,4,#,0.15,#,0.006,#,0.016,2,4,#,0.011
1993,1720010,17,501,01,0,11,#,0.76,#,1.9,12,12,#,1.2,<,0.003,#,0.62,10,12,#,0.39
1993,1720030,17,502,01,0,11,#,0.76,#,1.4,12,12,#,1,#,0.01,#,0.53,11,12,#,0.4
1993,1720040,17,502,51,0,11,#,0.62,#,1.3,12,12,#,1,<,0.003,#,0.7,11,12,#,0.43
1993,1720050,17,502,52,0,11,#,0.63,#,1.9,12,12,#,1.2,#,0.01,#,0.98,11,12,#,0.48
1993,1720080,17,503,51,0,11,#,0.5,#,1.9,11,12,#,0.89,<,0.003,#,0.51,7,12,#,0.24
1993,1720090,17,504,01,0,11,#,0.79,#,1.9,12,12,#,1.2,#,0.12,#,0.93,12,12,#,0.52
1993,1720100,17,504,51,0,11,#,1.2,#,3,12,12,#,2,#,0.12,#,1.5,12,12,#,0.71
1993,1720110,17,504,52,0,11,#,0.89,#,2.2,12,12,#,1.2,#,0.06,#,0.71,12,12,#,0.44
1993,1820030,18,501,01,0,11,#,0.57,#,1.1,5,6,#,0.88,#,0.027,#,0.1,4,6,#,0.063
1993,1820030,18,501,01,0,13,#,0.6,#,2.3,5,6,#,1.2,#,0.03,#,0.11,3,6,#,0.065
1993,1820040,18,501,51,0,11,#,0.62,#,1.2,6,6,#,0.93,#,0.024,#,0.095,4,6,#,0.064
1993,1820050,18,502,01,0,11,#,0.69,#,1,6,6,#,0.9,#,0.02,#,0.12,2,6,#,0.062
1993,1820060,18,502,02,0,11,#,0.79,#,1.2,6,6,#,0.96,#,0.019,#,0.12,3,6,#,0.064
1993,1820060,18,502,02,0,13,#,0.76,#,1.2,6,6,#,0.98,#,0.023,#,0.12,4,6,#,0.067
1993,1820070,18,502,03,0,11,#,1,#,2,6,6,#,1.6,#,0.025,#,0.18,4,6,#,0.078
1993,1820070,18,502,03,0,13,#,1.1,#,2,6,6,#,1.6,#,0.023,#,0.19,4,6,#,0.083
1993,1820080,18,502,04,0,11,#,1.1,#,2.5,6,6,#,1.9,#,0.06,#,0.17,6,6,#,0.11
1993,1820090,18,502,51,0,11,#,0.79,#,1.2,6,6,#,0.92,#,0.021,#,0.13,4,6,#,0.071
1993,1820100,18,502,52,0,11,#,0.57,#,1.5,5,6,#,1.2,#,0.032,#,0.15,4,6,#,0.079
1993,1820150,18,504,01,0,11,#,0.37,#,1.1,4,6,#,0.72,#,0.02,#,0.05,0,6,#,0.034
1993,1820160,18,504,02,0,11,#,0.4,#,0.91,4,6,#,0.69,#,0.016,#,0.044,0,6,#,0.033
1993,1820160,18,504,02,0,13,#,0.43,#,1,4,6,#,0.7,#,0.028,#,0.054,2,6,#,0.04
1993,1820170,18,504,03,0,11,#,0.37,#,3.8,3,6,#,1.2,#,0.017,#,0.19,2,6,#,0.058
1993,1820180,18,504,04,0,11,#,0.43,#,5.7,4,6,#,1.5,#,0.021,#,0.22,1,6,#,0.064
1993,1820180,18,504,04,0,13,#,0.53,#,0.82,5,6,#,0.69,#,0.022,#,0.28,1,6,#,0.073
1993,1820190,18,504,05,0,11,#,0.34,#,1.6,3,6,#,0.78,#,0.02,#,0.065,1,6,#,0.037
1993,1820200,18,504,06,0,11,#,0.57,#,4.1,5,6,#,1.5,#,0.028,#,0.34,4,6,#,0.11
1993,1820210,18,504,07,0,11,#,0.53,#,3.2,5,6,#,1.4,#,0.029,#,0.28,4,6,#,0.1
1993,1820210,18,504,07,0,13,#,0.5,#,1.8,5,6,#,1.1,#,0.032,#,0.19,4,6,#,0.091
1993,2020010,20,501,01,0,11,#,0.53,#,1.5,10,11,#,0.97,#,0.024,#,0.11,8,11,#,0.059
1993,2020010,20,501,01,0,13,#,0.66,#,1.4,11,11,#,1,#,0.032,#,0.19,8,11,#,0.077
1993,2020020,20,501,02,0,11,#,0.72,#,1.4,11,11,#,0.98,#,0.042,#,0.089,7,11,#,0.061
1993,2020020,20,501,02,0,13,#,0.75,#,1.2,5,5,#,0.94,#,0.049,#,0.11,4,5,#,0.071
1993,2020030,20,501,03,0,11,#,0.74,#,1.5,12,12,#,1.1,#,0.018,#,0.17,5,12,#,0.057
1993,2020030,20,501,03,0,13,#,0.88,#,1.5,12,12,#,1.1,#,0.018,#,0.15,8,12,#,0.065
1993,2020160,20,511,01,0,11,#,0.2,#,0.86,999,12,#,0.39,<,0.003,#,0.014,6,12,#,0.007
1993,2020170,20,512,01,0,11,#,0.26,#,1.1,999,12,#,0.45,#,0.006,#,0.023,7,12,#,0.012
1993,2020180,20,513,01,0,11,#,0.26,#,1.2,999,12,#,0.52,#,0.005,#,0.038,9,12,#,0.017
1993,2020210,20,513,51,0,11,#,0.17,#,1.1,999,8,#,0.6,#,0.006,#,0.044,5,8,#,0.018
1993,2020210,20,513,51,0,13,#,0.24,#,1.4,999,8,#,0.78,#,0.007,#,0.081,4,8,#,0.02
1993,2020190,20,514,01,0,11,<,0.05,#,0.43,999,12,#,0.2,<,0.003,#,0.009,5,12,#,0.005
1993,2020230,20,514,02,0,11,<,0.05,#,0.43,999,12,#,0.22,<,0.003,#,0.008,5,12,#,0.005
1993,2020230,20,514,02,0,13,#,0.14,#,0.65,999,12,#,0.27,<,0.003,#,0.009,4,12,#,0.005
1993,2020200,20,514,51,0,11,#,0.11,#,0.37,999,12,#,0.22,<,0.005,#,0.01,11,12,#,0.008
1993,2520010,25,501,01,0,11,#,0.24,#,0.47,12,12,#,0.31,#,0.006,#,0.024,3,12,#,0.01
1993,2520020,25,501,02,0,11,#,0.27,#,0.47,12,12,#,0.34,#,0.006,#,0.02,7,12,#,0.012
1993,2520030,25,501,03,0,11,#,0.24,#,0.4,12,12,#,0.32,#,0.005,#,0.018,3,12,#,0.008
1993,2520040,25,501,04,0,11,#,0.28,#,0.42,12,12,#,0.33,#,0.006,#,0.015,5,12,#,0.01
1993,2520050,25,501,51,0,11,#,0.24,#,0.36,12,12,#,0.3,#,0.004,#,0.011,1,12,#,0.007
1993,2520060,25,501,52,0,11,#,0.23,#,0.36,12,12,#,0.3,#,0.004,#,0.01,0,12,#,0.007
1993,2520070,25,501,53,0,11,#,0.24,#,0.35,12,12,#,0.3,#,0.005,#,0.012,1,12,#,0.007
1993,2520080,25,501,54,0,11,#,0.25,#,0.35,12,12,#,0.29,#,0.004,#,0.014,1,12,#,0.007
1993,2520090,25,501,55,0,11,#,0.23,#,0.37,12,12,#,0.31,#,0.005,#,0.012,1,12,#,0.007
1993,2520100,25,501,56,0,11,#,0.24,#,0.34,12,12,#,0.31,#,0.005,#,0.012,4,12,#,0.008
1993,2520110,25,501,57,0,11,#,0.23,#,0.35,12,12,#,0.3,#,0.004,#,0.009,0,12,#,0.006
1993,2520120,25,501,58,0,11,#,0.23,#,0.4,12,12,#,0.32,#,0.005,#,0.018,2,12,#,0.009
1993,2520130,25,501,59,0,11,#,0.23,#,0.35,12,12,#,0.3,#,0.004,#,0.011,1,12,#,0.008
1993,2520140,25,501,60,0,11,#,0.25,#,0.43,12,12,#,0.3,#,0.004,#,0.012,2,12,#,0.007
1993,2520150,25,501,61,0,11,#,0.23,#,0.53,12,12,#,0.35,#,0.005,#,0.02,6,12,#,0.011
1993,2520160,25,501,62,0,11,#,0.25,#,0.37,12,12,#,0.3,#,0.005,#,0.01,0,12,#,0.007
1993,2520170,25,501,63,0,11,#,0.26,#,0.39,12,12,#,0.31,#,0.005,#,0.01,0,12,#,0.008
1993,2520180,25,501,64,0,11,#,0.26,#,0.42,12,12,#,0.33,#,0.006,#,0.013,5,12,#,0.01
1993,2520190,25,501,65,0,11,#,0.26,#,0.36,12,12,#,0.32,#,0.005,#,0.012,1,12,#,0.008
1993,2520200,25,501,66,0,11,#,0.22,#,0.41,12,12,#,0.31,#,0.004,#,0.01,0,12,#,0.008
1993,2520210,25,501,67,0,11,#,0.26,#,0.4,12,12,#,0.31,#,0.004,#,0.018,3,12,#,0.008
1993,2520220,25,501,68,0,11,#,0.24,#,0.48,12,12,#,0.35,#,0.004,#,0.02,3,12,#,0.01
1993,2520230,25,501,69,0,11,#,0.22,#,0.39,12,12,#,0.32,#,0.004,#,0.012,2,12,#,0.008
1993,2520240,25,501,70,0,11,#,0.23,#,0.41,12,12,#,0.33,#,0.004,#,0.012,4,12,#,0.009
1993,2520250,25,501,71,0,11,#,0.23,#,0.49,12,12,#,0.36,#,0.006,#,0.018,6,12,#,0.012
1993,2520260,25,501,72,0,11,#,0.23,#,0.42,12,12,#,0.32,#,0.005,#,0.014,2,12,#,0.009
1993,2520270,25,501,73,0,11,#,0.25,#,0.46,12,12,#,0.33,#,0.004,#,0.018,3,12,#,0.01
1993,2520280,25,501,74,0,11,#,0.24,#,0.57,12,12,#,0.39,#,0.004,#,0.026,8,12,#,0.014
1993,2520350,25,502,01,0,11,#,0.25,#,0.45,12,12,#,0.36,#,0.006,#,0.032,6,12,#,0.012
1993,2520360,25,502,02,0,11,#,0.25,#,0.68,12,12,#,0.41,#,0.009,#,0.035,10,12,#,0.019
1993,2520370,25,502,03,0,11,#,0.26,#,0.45,12,12,#,0.37,#,0.016,#,0.032,12,12,#,0.02
1993,2520580,25,502,05,0,11,#,0.22,#,0.55,12,12,#,0.38,#,0.009,#,0.055,11,12,#,0.023
1993,2520390,25,502,51,0,11,#,0.25,#,0.48,12,12,#,0.36,#,0.008,#,0.021,10,12,#,0.015
1993,2520400,25,502,52,0,11,#,0.26,#,0.46,12,12,#,0.38,#,0.008,#,0.045,10,12,#,0.017
1993,2520410,25,502,53,0,11,#,0.27,#,0.43,12,12,#,0.36,#,0.01,#,0.024,9,12,#,0.017
1993,2520420,25,502,54,0,11,#,0.24,#,0.49,12,12,#,0.36,#,0.01,#,0.029,11,12,#,0.016
1993,2520430,25,502,55,0,11,#,0.29,#,0.6,12,12,#,0.39,#,0.011,#,0.027,12,12,#,0.02
1993,2520440,25,502,56,0,11,#,0.22,#,0.45,12,12,#,0.34,#,0.01,#,0.022,10,12,#,0.016
1993,2520450,25,502,57,0,11,#,0.22,#,0.53,12,12,#,0.38,#,0.012,#,0.03,12,12,#,0.022
1993,2520460,25,502,58,0,11,#,0.28,#,0.56,12,12,#,0.4,#,0.014,#,0.034,12,12,#,0.023
1993,2520470,25,502,59,0,11,#,0.31,#,0.78,12,12,#,0.5,#,0.015,#,0.07,12,12,#,0.033
