西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,m_ダイオキシン（水質）,n_ダイオキシン（水質）,C_ダイオキシン（水質）_最大値,ダイオキシン（水質）_最大値,C_ダイオキシン（水質）_平均値,ダイオキシン（水質）_平均値,m_ダイオキシン（底質）,n_ダイオキシン（底質）,C_ダイオキシン（底質）_最大値,ダイオキシン（底質）_最大値,C_ダイオキシン（底質）_平均値,ダイオキシン（底質）_平均値
2001,0110030,01,002,02,0,1,#,0.07,#,0.07,999,1,#,0.24,#,0.24
2001,0110060,01,004,01,0,3,#,0.099,#,0.089,999,2,#,0.38,#,0.3
2001,0113460,01,004,02,0,2,#,0.14,#,0.11,999,2,#,0.54,#,0.44
2001,0110170,01,007,01,0,3,#,0.098,#,0.09,999,2,#,0.69,#,0.68
2001,0110250,01,010,01,0,3,#,0.075,#,0.074,999,2,#,0.32,#,0.3
2001,0110270,01,010,03,0,1,#,0.075,#,0.075,999,1,#,0.23,#,0.23
2001,0110310,01,011,01,0,1,#,0.074,#,0.074,999,1,#,0.41,#,0.41
2001,0110320,01,012,01,0,3,#,0.085,#,0.08,999,2,#,0.46,#,0.43
2001,0110360,01,016,01,0,1,#,0.071,#,0.071,999,1,#,0.43,#,0.43
2001,0110370,01,017,01,0,3,#,0.083,#,0.078,999,2,#,0.93,#,0.59
2001,0110450,01,024,01,0,3,#,0.082,#,0.079,999,2,#,0.69,#,0.53
2001,0110490,01,024,54,0,1,#,0.074,#,0.074,999,1,#,0.33,#,0.33
2001,0110550,01,029,01,0,3,#,0.08,#,0.076,999,2,#,0.24,#,0.22
2001,0110600,01,033,01,0,3,#,0.073,#,0.071,999,2,#,0.28,#,0.27
2001,0110630,01,035,01,0,2,#,0.067,#,0.067,999,1,#,0.33,#,0.33
2001,0110670,01,038,01,0,1,#,0.075,#,0.075,999,1,#,0.29,#,0.29
2001,0110710,01,042,01,0,1,#,0.078,#,0.078,999,1,#,0.27,#,0.27
2001,0110780,01,047,01,0,1,#,0.075,#,0.075,999,1,#,0.24,#,0.24
2001,0110790,01,048,01,0,3,#,0.088,#,0.08,999,2,#,0.32,#,0.29
2001,0110940,01,059,01,0,1,#,0.075,#,0.075,999,1,#,0.24,#,0.24
2001,0110950,01,060,01,0,3,#,0.071,#,0.07,999,2,#,0.29,#,0.27
2001,0110980,01,062,01,0,2,#,0.072,#,0.07,999,1,#,0.21,#,0.21
2001,0113610,01,062,51,0,1,#,0.073,#,0.073,999,1,#,0.28,#,0.28
2001,0111060,01,069,01,0,1,#,0.069,#,0.069,999,1,#,0.33,#,0.33
2001,0111280,01,079,01,0,3,#,0.086,#,0.075,999,2,#,0.29,#,0.29
2001,0111320,01,083,01,0,3,#,0.076,#,0.073,999,2,#,0.47,#,0.35
2001,0111330,01,083,51,0,1,#,0.082,#,0.082,999,1,#,0.32,#,0.32
2001,0111790,01,122,01,0,1,#,0.19,#,0.19,999,1,#,0.54,#,0.54
2001,0114000,01,122,55,0,2,#,0.92,#,0.59,999,1,#,1.4,#,1.4
2001,0112180,01,148,01,0,1,#,0.08,#,0.08,999,1,#,0.75,#,0.75
2001,0112230,01,149,01,0,1,#,0.03,#,0.03,999,1,#,0.77,#,0.77
2001,0112240,01,150,03,0,1,#,0.038,#,0.038,999,1,#,1.1,#,1.1
2001,0112250,01,151,01,0,1,#,0.031,#,0.031,999,999,E,99999,E,99999
2001,0112260,01,152,01,0,1,#,0.06,#,0.06,999,1,#,0.26,#,0.26
2001,0112690,01,187,01,0,2,#,0.07,#,0.069,999,1,#,0.27,#,0.27
2001,0112740,01,194,01,0,1,#,0.077,#,0.077,999,1,#,0.28,#,0.28
2001,0112750,01,195,01,0,1,#,0.082,#,0.082,999,1,#,0.36,#,0.36
2001,0112760,01,196,01,0,1,#,0.068,#,0.068,999,1,#,0.24,#,0.24
2001,0113070,01,234,01,0,1,#,0.068,#,0.068,999,1,#,0.28,#,0.28
2001,0113380,01,257,02,0,1,#,0.069,#,0.069,999,1,#,0.35,#,0.35
2001,0114290,01,275,02,0,1,#,0.077,#,0.077,999,1,#,0.31,#,0.31
2001,0114200,01,282,01,0,1,#,0.075,#,0.075,999,1,#,0.36,#,0.36
2001,0114260,01,283,01,0,1,#,0.084,#,0.084,999,1,#,0.26,#,0.26
2001,0114280,01,284,01,0,2,#,0.084,#,0.083,999,1,#,0.53,#,0.53
2001,0114330,01,291,01,0,1,#,0.072,#,0.072,999,1,#,0.29,#,0.29
2001,0120660,01,401,01,0,1,#,0.069,#,0.069,999,1,#,0.86,#,0.86
2001,0120010,01,501,01,0,1,#,0.072,#,0.072,999,1,#,8.9,#,8.9
2001,0120020,01,501,02,0,1,#,0.073,#,0.073,999,1,#,9.2,#,9.2
2001,0120420,01,508,02,0,1,#,0.076,#,0.076,999,1,#,0.32,#,0.32
2001,0120550,01,510,01,0,1,#,0.077,#,0.077,999,1,#,0.31,#,0.31
2001,0120620,01,511,01,0,1,#,0.07,#,0.07,999,1,#,0.22,#,0.22
2001,0130220,01,604,02,0,2,#,0.078,#,0.076,999,1,#,2.3,#,2.3
