西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
2005,0410500,04,016,01,24,999,4,#,0.15,#,0.066,#,0.15,#,0.06,#,0.009,#,0.006,#,0.001,#,0.001,<,0.001,<,0.001
2005,0410530,04,017,01,25.7,999,4,#,0.14,#,0.07,#,0.13,#,0.059,#,0.014,#,0.009,#,0.004,#,0.002,<,0.001,<,0.001
2005,0410580,04,019,01,24,999,4,#,0.07,#,0.042,#,0.059,#,0.033,#,0.013,#,0.007,#,0.002,#,0.001,<,0.001,<,0.001
2005,0410620,04,021,01,28.2,999,4,#,0.13,#,0.077,#,0.1,#,0.063,#,0.027,#,0.012,#,0.005,#,0.002,<,0.001,<,0.001
2005,0410710,04,025,01,23.5,999,4,#,0.091,#,0.051,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,0410740,04,025,53,22.3,999,4,#,0.076,#,0.046,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,0411860,04,027,61,19.8,999,4,#,0.063,#,0.038,#,0.048,#,0.028,#,0.012,#,0.007,#,0.002,#,0.001,<,0.001,<,0.001
2005,0410970,04,031,01,22.8,999,4,#,0.07,#,0.057,#,0.057,#,0.042,#,0.015,#,0.012,#,0.004,#,0.002,<,0.001,<,0.001
2005,0411130,04,038,01,22.5,999,4,#,0.074,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,0411170,04,039,01,22.5,999,4,#,0.088,#,0.046,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,0411370,04,053,01,20,999,4,#,0.065,#,0.026,#,0.055,#,0.018,#,0.008,#,0.005,#,0.004,#,0.002,<,0.001,<,0.001
2005,0411500,04,057,01,19.5,999,4,#,0.052,#,0.034,#,0.045,#,0.027,#,0.007,#,0.005,#,0.002,#,0.001,<,0.001,<,0.001
2005,0420290,04,410,01,21.5,999,4,#,0.12,#,0.1,#,0.11,#,0.094,#,0.008,#,0.006,<,0.001,<,0.001,<,0.001,<,0.001
2005,0420120,04,504,01,22.2,999,3,#,0.075,#,0.059,#,0.067,#,0.052,#,0.007,#,0.005,<,0.001,<,0.001,<,0.001,<,0.001
2005,0420140,04,505,01,22.7,999,4,#,0.074,#,0.044,#,0.067,#,0.037,#,0.008,#,0.006,<,0.001,<,0.001,<,0.001,<,0.001
2005,0420180,04,506,01,25.5,999,4,#,0.091,#,0.051,#,0.083,#,0.044,#,0.008,#,0.005,#,0.001,#,0.001,<,0.001,<,0.001
2005,0420400,04,512,01,25.8,999,4,#,0.037,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,0510040,05,003,01,99.9,999,4,#,0.078,#,0.06,#,0.019,#,0.012,#,0.028,#,0.017,#,0.035,#,0.023,#,0.023,#,0.0085
2005,0510070,05,003,06,99.9,999,4,#,0.078,#,0.061,#,0.031,#,0.017,#,0.029,#,0.021,#,0.029,#,0.019,#,0.0075,#,0.0037
2005,0510470,05,053,03,99.9,999,4,#,0.052,#,0.041,#,0.045,#,0.029,#,0.011,#,0.0093,#,0.0058,#,0.0032,#,0.0005,#,0.0002
2005,0510520,05,053,08,99.9,999,4,#,0.063,#,0.041,#,0.048,#,0.026,#,0.012,#,0.01,#,0.0075,#,0.0044,#,0.0007,#,0.0003
2005,0610030,06,002,01,19.5,999,4,#,0.015,#,0.013,#,0.011,#,0.009,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2005,0610070,06,002,52,20,999,4,#,0.016,#,0.013,#,0.012,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2005,0610110,06,002,56,21.6,999,4,#,0.011,#,0.01,#,0.007,#,0.006,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2005,0610930,06,236,01,22.2,999,4,#,0.038,#,0.026,#,0.023,#,0.009,#,0.011,#,0.009,#,0.011,#,0.006,#,0.001,#,0.001
2005,0620030,06,402,01,28,999,2,#,0.06,#,0.048,#,0.052,#,0.04,#,0.006,#,0.006,<,0.001,<,0.001,<,0.001,<,0.001
2005,0620060,06,404,01,25,999,2,#,0.016,#,0.01,#,0.012,#,0.007,#,0.001,#,0.001,<,0.001,<,0.001,<,0.001,<,0.001
2005,0620070,06,405,01,26,999,2,#,0.049,#,0.041,#,0.04,#,0.033,#,0.006,#,0.005,<,0.001,<,0.001,<,0.001,<,0.001
2005,0620080,06,406,01,26,999,2,#,0.081,#,0.062,#,0.061,#,0.045,#,0.016,#,0.013,#,0.002,#,0.002,<,0.001,<,0.001
2005,0620090,06,407,01,23.4,999,2,#,0.015,#,0.012,#,0.008,#,0.007,#,0.004,#,0.003,#,0.001,#,0.001,<,0.001,<,0.001
2005,0620050,06,501,01,25.3,999,2,#,0.017,#,0.013,#,0.013,#,0.01,#,0.001,#,0.001,<,0.001,<,0.001,<,0.001,<,0.001
2005,0710020,07,002,01,27.6,999,4,#,0.061,#,0.052,#,0.039,#,0.032,#,0.02,#,0.015,#,0.005,#,0.004,<,0.001,<,0.001
2005,0710090,07,003,52,29.5,999,4,#,0.062,#,0.049,#,0.039,#,0.03,#,0.024,#,0.014,#,0.005,#,0.004,<,0.001,<,0.001
2005,0710140,07,005,51,21.5,999,4,#,0.055,#,0.031,#,0.048,#,0.025,#,0.005,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
2005,0710220,07,007,01,22.4,999,4,#,0.047,#,0.037,#,0.03,#,0.021,#,0.015,#,0.01,#,0.015,#,0.006,#,0.002,#,0.001
2005,0711880,07,017,51,24,999,4,#,0.054,#,0.032,#,0.045,#,0.021,#,0.009,#,0.008,#,0.004,#,0.003,<,0.001,<,0.001
2005,0711890,07,020,51,22.5,999,4,#,0.026,#,0.016,#,0.021,#,0.012,#,0.003,#,0.003,#,0.001,#,0.001,<,0.001,<,0.001
2005,0710550,07,025,01,26.5,999,4,#,0.079,#,0.054,#,0.066,#,0.04,#,0.014,#,0.012,#,0.003,#,0.002,<,0.001,<,0.001
2005,0711940,07,027,55,25.3,999,4,#,0.058,#,0.043,#,0.045,#,0.029,#,0.011,#,0.01,#,0.004,#,0.003,#,0.004,#,0.002
2005,0711380,07,031,52,24.6,999,4,#,0.047,#,0.038,#,0.034,#,0.029,#,0.01,#,0.007,#,0.002,#,0.002,<,0.001,<,0.001
2005,0711900,07,039,51,29.5,999,4,#,0.061,#,0.053,#,0.05,#,0.044,#,0.009,#,0.007,#,0.001,#,0.001,<,0.001,<,0.001
2005,0711910,07,042,51,19.3,999,4,#,0.023,#,0.015,#,0.017,#,0.01,#,0.004,#,0.003,#,0.001,#,0.001,<,0.001,<,0.001
2005,0711930,07,205,02,21,999,4,#,0.046,#,0.03,#,0.033,#,0.019,#,0.01,#,0.008,#,0.004,#,0.002,<,0.001,<,0.001
2005,0712220,07,230,02,18.5,999,4,#,0.028,#,0.025,#,0.023,#,0.02,#,0.004,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
2005,0720340,07,513,01,19,999,4,#,0.063,#,0.042,#,0.058,#,0.037,#,0.004,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
2005,0720330,07,514,01,28.5,999,4,#,0.086,#,0.062,#,0.066,#,0.045,#,0.014,#,0.01,#,0.01,#,0.004,#,0.013,#,0.004
2005,0810010,08,001,01,25.1,999,4,#,0.041,#,0.033,#,0.022,#,0.019,#,0.014,#,0.01,#,0.006,#,0.003,#,0.0005,#,0.0003
2005,0810430,08,039,01,25.5,999,12,#,0.034,#,0.024,#,0.025,#,0.013,#,0.009,#,0.007,#,0.004,#,0.002,#,0.0004,#,0.0002
2005,0810440,08,039,02,24.2,999,12,#,0.039,#,0.023,#,0.03,#,0.013,#,0.009,#,0.007,#,0.004,#,0.002,#,0.0004,#,0.0002
2005,0810490,08,041,01,25.7,999,12,#,0.05,#,0.039,#,0.033,#,0.024,#,0.013,#,0.01,#,0.007,#,0.004,#,0.0006,#,0.0003
2005,0810500,08,041,02,26,999,12,#,0.078,#,0.054,#,0.041,#,0.024,#,0.026,#,0.018,#,0.021,#,0.01,#,0.0099,#,0.0019
2005,0810520,08,041,52,25,999,12,#,0.051,#,0.037,#,0.035,#,0.022,#,0.012,#,0.01,#,0.006,#,0.004,#,0.0015,#,0.0004
2005,0810550,08,041,55,26.9,999,12,#,0.092,#,0.058,#,0.042,#,0.023,#,0.031,#,0.019,#,0.02,#,0.012,#,0.01,#,0.0028
2005,0810570,08,042,01,27.5,999,4,#,0.068,#,0.027,#,0.049,#,0.015,#,0.017,#,0.007,#,0.007,#,0.003,#,0.005,#,0.0016
2005,0810590,08,044,01,26.5,999,12,#,0.066,#,0.039,#,0.044,#,0.023,#,0.016,#,0.01,#,0.009,#,0.004,#,0.01,#,0.0012
2005,0811000,08,067,51,23.3,999,4,#,0.077,#,0.057,#,0.047,#,0.034,#,0.024,#,0.017,#,0.006,#,0.005,#,0.001,#,0.001
2005,0811180,08,083,02,25.1,999,4,#,0.095,#,0.05,#,0.088,#,0.041,#,0.008,#,0.007,#,0.002,#,0.001,<,0.0002,<,0.0002
2005,0811190,08,083,51,24.3,999,12,#,0.075,#,0.029,#,0.069,#,0.023,#,0.006,#,0.004,#,0.001,#,0.001,<,0.0002,<,0.0002
2005,0812070,08,114,01,19,999,4,#,0.05,#,0.031,#,0.042,#,0.023,#,0.008,#,0.006,#,0.002,#,0.001,<,0.001,<,0.001
2005,0812080,08,117,01,18.5,999,4,#,0.049,#,0.036,#,0.041,#,0.028,#,0.007,#,0.006,#,0.001,#,0.001,<,0.001,<,0.001
2005,0812050,08,119,01,18.5,999,4,#,0.066,#,0.038,#,0.06,#,0.032,#,0.006,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
2005,0810310,08,124,01,18,999,4,#,0.056,#,0.038,#,0.044,#,0.028,#,0.012,#,0.008,#,0.001,#,0.001,<,0.001,<,0.001
2005,0810390,08,126,01,21.5,999,4,#,0.057,#,0.043,#,0.036,#,0.028,#,0.018,#,0.011,#,0.004,#,0.002,<,0.001,<,0.001
2005,0820020,08,501,02,29.7,999,12,#,0.1,#,0.075,#,0.067,#,0.043,#,0.033,#,0.024,#,0.013,#,0.008,#,0.001,#,0.0006
2005,0820040,08,501,04,28.3,999,12,#,0.1,#,0.078,#,0.056,#,0.039,#,0.036,#,0.027,#,0.021,#,0.012,#,0.003,#,0.0012
2005,0820060,08,501,52,29.8,999,12,#,0.093,#,0.068,#,0.051,#,0.035,#,0.034,#,0.023,#,0.016,#,0.009,#,0.001,#,0.0008
2005,0820110,08,501,57,28,999,12,#,0.13,#,0.089,#,0.085,#,0.059,#,0.041,#,0.022,#,0.014,#,0.008,#,0.001,#,0.001
2005,0820140,08,502,01,29.4,999,11,#,0.12,#,0.089,#,0.073,#,0.049,#,0.036,#,0.029,#,0.021,#,0.012,#,0.002,#,0.0011
2005,0820150,08,502,02,29.1,999,12,#,0.14,#,0.099,#,0.086,#,0.053,#,0.04,#,0.032,#,0.022,#,0.014,#,0.002,#,0.0011
2005,0820180,08,502,53,30.5,999,12,#,0.16,#,0.1,#,0.087,#,0.06,#,0.052,#,0.032,#,0.024,#,0.011,#,0.001,#,0.001
2005,0910040,09,002,02,25.5,999,12,#,0.034,#,0.024,#,0.026,#,0.013,#,0.0095,#,0.0073,#,0.0046,#,0.0024,<,0.002,<,0.002
2005,0910080,09,003,51,19.6,999,4,#,0.031,#,0.028,#,0.028,#,0.023,#,0.0056,#,0.0034,#,0.0011,#,0.0007,<,0.002,<,0.002
2005,0910090,09,004,01,24,999,12,#,0.048,#,0.029,#,0.037,#,0.019,#,0.011,#,0.0061,#,0.0068,#,0.0021,<,0.002,<,0.002
2005,0910110,09,004,51,18.1,999,4,#,0.023,#,0.021,#,0.015,#,0.014,#,0.0053,#,0.0037,#,0.0014,#,0.001,<,0.002,<,0.002
2005,0910120,09,004,52,21.9,999,12,#,0.039,#,0.023,#,0.027,#,0.015,#,0.011,#,0.0058,#,0.0094,#,0.0029,<,0.002,<,0.002
2005,0910160,09,006,01,25.7,999,4,#,0.025,#,0.023,#,0.012,#,0.01,#,0.0094,#,0.0081,#,0.0069,#,0.0044,<,0.002,<,0.002
2005,0910180,09,007,01,27.5,999,4,#,0.068,#,0.027,#,0.049,#,0.016,#,0.017,#,0.0074,#,0.007,#,0.0029,#,0.005,#,0.003
2005,0910220,09,075,51,13.2,999,4,#,0.015,#,0.011,#,0.008,#,0.006,#,0.0037,#,0.0027,#,0.0012,#,0.001,<,0.002,<,0.002
2005,0910670,09,110,01,21.6,999,4,#,0.035,#,0.026,#,0.02,#,0.013,#,0.0099,#,0.005,#,0.0098,#,0.0051,#,0.003,#,0.002
2005,0920100,09,512,01,22.5,999,4,#,0.014,#,0.01,#,0.008,#,0.006,#,0.004,#,0.002,#,0.0017,#,0.001,<,0.002,<,0.002
2005,1010020,10,001,02,22.6,999,12,#,0.025,#,0.017,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1010090,10,002,01,21.3,999,4,#,0.028,#,0.025,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1010100,10,002,02,24.7,999,4,#,0.037,#,0.029,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1010580,10,014,02,19.7,999,2,#,0.038,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1010590,10,014,51,21,999,2,#,0.033,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1010760,10,020,01,27.8,999,4,#,0.035,#,0.023,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1010780,10,020,53,27.5,999,4,#,0.038,#,0.025,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1011130,10,028,01,25.7,999,4,#,0.025,#,0.023,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1011230,10,031,01,26.5,999,4,#,0.026,#,0.016,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1020190,10,504,01,24.4,999,3,#,0.024,#,0.016,#,0.022,#,0.014,#,0.0016,#,0.0011,#,0.0007,#,0.0006,#,0.0006,#,0.0005
2005,1020200,10,505,01,24,999,3,#,0.037,#,0.025,#,0.034,#,0.023,#,0.0018,#,0.0011,#,0.0007,#,0.0006,<,0.0005,<,0.0005
2005,1020210,10,506,01,19,999,3,#,0.048,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1020230,10,508,01,28.6,999,4,#,0.037,#,0.018,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1020240,10,509,01,25.9,999,5,#,0.032,#,0.02,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1020250,10,510,01,21.7,999,3,#,0.04,#,0.03,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2005,1110010,11,001,01,27,999,11,#,0.042,#,0.03,#,0.03,#,0.018,#,0.012,#,0.009,#,0.0039,#,0.0025,#,0.0004,#,0.0002
2005,1110020,11,001,51,25.2,999,4,#,0.034,#,0.028,#,0.023,#,0.016,#,0.013,#,0.0093,#,0.0033,#,0.0027,#,0.0003,#,0.0002
2005,1110040,11,002,01,28.9,999,4,#,0.078,#,0.054,#,0.039,#,0.027,#,0.028,#,0.019,#,0.0098,#,0.0074,#,0.0007,#,0.0005
2005,1110160,11,005,01,23.1,999,12,#,0.045,#,0.035,#,0.035,#,0.025,#,0.011,#,0.0075,#,0.0053,#,0.0024,#,0.0011,#,0.0006
2005,1110170,11,005,02,26.1,999,12,#,0.059,#,0.041,#,0.039,#,0.025,#,0.014,#,0.011,#,0.0063,#,0.0043,#,0.0015,#,0.001
2005,1110180,11,005,03,25.7,999,12,#,0.054,#,0.042,#,0.033,#,0.024,#,0.015,#,0.011,#,0.0073,#,0.0048,#,0.0016,#,0.0011
2005,1110190,11,005,51,25.5,999,12,#,0.053,#,0.037,#,0.036,#,0.022,#,0.012,#,0.0099,#,0.0061,#,0.004,#,0.0015,#,0.001
2005,1110200,11,005,52,26,999,12,#,0.065,#,0.045,#,0.048,#,0.027,#,0.015,#,0.012,#,0.0073,#,0.0048,#,0.0016,#,0.0011
2005,1110240,11,008,01,21.3,999,4,#,0.028,#,0.025,#,0.02,#,0.017,#,0.0088,#,0.0062,#,0.0031,#,0.0017,<,0.0002,<,0.0002
2005,1110250,11,008,02,24.7,999,4,#,0.037,#,0.029,#,0.021,#,0.017,#,0.013,#,0.0087,#,0.0067,#,0.0031,#,0.0006,#,0.0003
2005,1110260,11,008,03,25.1,999,4,#,0.041,#,0.033,#,0.022,#,0.019,#,0.014,#,0.01,#,0.006,#,0.0034,#,0.0005,#,0.0003
2005,1110290,11,009,01,26.6,999,4,#,0.086,#,0.063,#,0.054,#,0.04,#,0.022,#,0.016,#,0.0088,#,0.0069,#,0.0017,#,0.0013
2005,1110300,11,010,01,28.4,999,4,#,0.095,#,0.072,#,0.055,#,0.04,#,0.026,#,0.02,#,0.013,#,0.01,#,0.0024,#,0.0017
2005,1110310,11,011,01,26.7,999,4,#,0.091,#,0.066,#,0.064,#,0.045,#,0.019,#,0.015,#,0.0077,#,0.0063,#,0.0016,#,0.0012
2005,1110320,11,012,01,28.1,999,4,#,0.13,#,0.085,#,0.097,#,0.058,#,0.029,#,0.02,#,0.01,#,0.0084,#,0.002,#,0.0014
2005,1110520,11,020,01,22.9,999,4,#,0.032,#,0.025,#,0.025,#,0.019,#,0.0062,#,0.005,#,0.0016,#,0.0014,<,0.0002,<,0.0002
2005,1110530,11,021,01,27.4,999,12,#,0.048,#,0.034,#,0.033,#,0.018,#,0.013,#,0.0098,#,0.0076,#,0.0049,#,0.0017,#,0.0012
2005,1110540,11,021,02,27.4,999,12,#,0.075,#,0.048,#,0.042,#,0.025,#,0.021,#,0.014,#,0.01,#,0.0072,#,0.002,#,0.0014
2005,1110550,11,021,51,24,999,4,#,0.053,#,0.048,#,0.046,#,0.04,#,0.01,#,0.0078,#,0.0015,#,0.0005,<,0.0002,<,0.0002
2005,1110560,11,021,52,24.5,999,4,#,0.049,#,0.038,#,0.041,#,0.03,#,0.0088,#,0.0074,#,0.0013,#,0.0005,<,0.0002,<,0.0002
2005,1110570,11,021,53,26.2,999,2,#,0.1,#,0.063,#,0.061,#,0.037,#,0.031,#,0.02,#,0.013,#,0.0081,#,0.0009,#,0.0006
2005,1110590,11,022,01,23.7,999,4,#,0.043,#,0.033,#,0.022,#,0.015,#,0.014,#,0.011,#,0.0065,#,0.0057,#,0.0015,#,0.0013
2005,1110600,11,023,01,29.5,999,12,#,0.1,#,0.073,#,0.034,#,0.025,#,0.034,#,0.025,#,0.037,#,0.02,#,0.011,#,0.0044
2005,1110610,11,024,01,26.8,999,4,#,0.049,#,0.037,#,0.031,#,0.022,#,0.013,#,0.01,#,0.0044,#,0.004,#,0.0012,#,0.001
2005,1110620,11,025,01,26.2,999,12,#,0.066,#,0.05,#,0.041,#,0.026,#,0.019,#,0.014,#,0.009,#,0.0071,#,0.002,#,0.0014
2005,1110630,11,026,01,25.1,999,12,#,0.023,#,0.015,#,0.012,#,0.0064,#,0.0076,#,0.0049,#,0.0052,#,0.0033,#,0.0014,#,0.0012
2005,1110640,11,026,51,25.1,999,4,#,0.021,#,0.018,#,0.016,#,0.013,#,0.0045,#,0.0042,#,0.0017,#,0.0014,<,0.0002,<,0.0002
2005,1110650,11,027,01,25.5,999,12,#,0.04,#,0.025,#,0.073,#,0.016,#,0.012,#,0.008,#,0.008,#,0.0054,#,0.0027,#,0.0015
2005,1110660,11,028,01,26.5,999,4,#,0.071,#,0.043,#,0.059,#,0.034,#,0.0094,#,0.0069,#,0.0018,#,0.0017,#,0.0008,#,0.0004
2005,1110670,11,029,01,30.5,999,4,#,0.15,#,0.12,#,0.098,#,0.073,#,0.041,#,0.032,#,0.016,#,0.013,#,0.0029,#,0.0021
2005,1110680,11,030,01,29.2,999,4,#,0.13,#,0.097,#,0.093,#,0.067,#,0.029,#,0.023,#,0.0097,#,0.0086,#,0.0013,#,0.0012
2005,1110690,11,031,01,30.8,999,4,#,0.15,#,0.078,#,0.13,#,0.056,#,0.021,#,0.017,#,0.01,#,0.0064,#,0.0019,#,0.0013
2005,1110750,11,035,01,26,999,4,#,0.025,#,0.02,#,0.019,#,0.016,#,0.0049,#,0.0034,#,0.0015,#,0.0011,<,0.0002,<,0.0002
2005,1110760,11,036,01,26.9,999,4,#,0.041,#,0.032,#,0.029,#,0.023,#,0.0089,#,0.0067,#,0.0025,#,0.002,#,0.0008,#,0.0005
2005,1111020,11,038,01,21.7,999,4,#,0.03,#,0.013,#,0.027,#,0.011,#,0.0021,#,0.0014,#,0.0008,#,0.0006,<,0.0002,<,0.0002
