西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
1998,0120010,01,501,01,0,11,#,0.27,#,1,3,8,#,0.66,#,0.038,#,0.1,7,8,#,0.068
1998,0120020,01,501,02,0,11,#,0.26,#,0.99,3,8,#,0.63,#,0.046,#,0.1,7,8,#,0.071
1998,0120030,01,501,51,0,11,#,0.22,#,0.96,6,8,#,0.71,#,0.056,#,0.11,8,8,#,0.078
1998,0120040,01,501,52,0,11,#,0.26,#,0.95,4,8,#,0.6,#,0.045,#,0.1,7,8,#,0.072
1998,0120050,01,502,01,0,11,<,0.05,#,0.19,999,6,#,0.12,<,0.003,<,0.003,0,6,<,0.003
1998,0120060,01,502,02,0,11,<,0.05,#,0.2,999,6,#,0.09,<,0.003,<,0.003,0,6,<,0.003
1998,0120110,01,503,01,0,11,#,0.14,#,0.24,999,6,#,0.21,<,0.003,<,0.003,0,6,<,0.003
1998,0120110,01,503,01,0,12,#,0.14,#,0.28,999,6,#,0.23,<,0.003,#,0.006,1,6,#,0.004
1998,0120120,01,503,02,0,11,#,0.16,#,0.38,999,6,#,0.24,<,0.003,<,0.003,0,6,<,0.003
1998,0120120,01,503,02,0,12,#,0.16,#,0.33,999,6,#,0.25,<,0.003,#,0.006,1,6,#,0.004
1998,0120130,01,503,03,0,11,#,0.14,#,0.23,999,6,#,0.2,<,0.003,#,0.004,0,6,#,0.003
1998,0120130,01,503,03,0,12,#,0.14,#,0.23,999,6,#,0.21,<,0.003,<,0.003,0,6,<,0.003
1998,0120140,01,503,51,0,11,#,0.15,#,0.22,999,6,#,0.2,<,0.003,<,0.003,0,6,<,0.003
1998,0120150,01,503,52,0,11,#,0.15,#,0.27,999,6,#,0.21,<,0.003,<,0.003,0,6,<,0.003
1998,0120160,01,503,53,0,11,#,0.17,#,0.33,999,6,#,0.22,<,0.003,<,0.003,0,6,<,0.003
1998,0120170,01,503,54,0,11,#,0.2,#,0.24,999,6,#,0.23,<,0.003,#,0.006,1,6,#,0.004
1998,0120180,01,504,01,0,11,#,0.48,#,0.7,999,6,#,0.59,#,0.003,#,0.033,1,6,#,0.02
1998,0120190,01,504,02,0,11,#,0.48,#,0.69,999,6,#,0.57,<,0.003,#,0.026,0,6,#,0.02
1998,0120200,01,504,51,0,11,#,0.43,#,0.66,999,6,#,0.57,<,0.003,#,0.026,0,6,#,0.019
1998,0120210,01,504,52,0,11,#,0.53,#,1.2,999,6,#,0.77,<,0.003,#,0.03,0,6,#,0.019
1998,0120220,01,504,53,0,11,#,0.41,#,0.74,999,6,#,0.61,#,0.004,#,0.025,0,6,#,0.018
