西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,水温,m_トリハロメタン生成能,n_トリハロメタン生成能,C_トリハロメタン生成能_最大値,トリハロメタン生成能_最大値,C_トリハロメタン生成能_日平均値_平均値,トリハロメタン生成能_日平均値_平均値,C_クロロホルム生成能_最大値,クロロホルム生成能_最大値,C_クロロホルム生成能_日平均値_平均値,クロロホルム生成能_日平均値_平均値,C_ブロモジクロロメタン生成能_最大値,ブロモジクロロメタン生成能_最大値,C_ブロモジクロロメタン生成能_日平均値_平均値,ブロモジクロロメタン生成能_日平均値_平均値,C_ジブロモクロロメタン生成能_最大値,ジブロモクロロメタン生成能_最大値,C_ジブロモクロロメタン生成能_日平均値_平均値,ジブロモクロロメタン生成能_日平均値_平均値,C_ブロモホルム生成能_最大値,ブロモホルム生成能_最大値,C_ブロモホルム生成能_日平均値_平均値,ブロモホルム生成能_日平均値_平均値
2002,0420400,04,512,01,26.3,999,4,#,0.042,#,0.03,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,0510040,05,003,01,99.9,999,4,#,0.056,#,0.041,#,0.0086,#,0.0051,#,0.015,#,0.012,#,0.028,#,0.018,#,0.012,#,0.0058
2002,0510070,05,003,06,99.9,999,3,#,0.048,#,0.042,#,0.015,#,0.013,#,0.016,#,0.016,#,0.019,#,0.014,#,0.0016,#,0.0009
2002,0510470,05,053,03,99.9,999,4,#,0.032,#,0.029,#,0.023,#,0.018,#,0.0091,#,0.0084,#,0.0047,#,0.0029,<,0.0001,<,0.0001
2002,0510520,05,053,08,99.9,999,4,#,0.038,#,0.03,#,0.024,#,0.018,#,0.01,#,0.009,#,0.0051,#,0.0035,<,0.0001,<,0.0001
2002,0610030,06,002,01,25.5,999,4,#,0.013,#,0.01,#,0.009,#,0.006,<,0.001,<,0.001,<,0.001,<,0.001,#,0.002,#,0.001
2002,0610070,06,002,52,27.2,999,4,#,0.012,#,0.009,#,0.009,#,0.006,<,0.001,<,0.001,<,0.001,<,0.001,#,0.001,#,0.001
2002,0610110,06,002,56,22.3,999,4,#,0.012,#,0.008,#,0.009,#,0.005,<,0.001,<,0.001,<,0.001,<,0.001,#,0.001,#,0.001
2002,0610930,06,236,01,22,999,4,#,0.06,#,0.045,#,0.034,#,0.023,#,0.013,#,0.01,#,0.015,#,0.005,#,0.025,#,0.007
2002,0620030,06,402,01,26.5,999,2,#,0.075,#,0.066,#,0.065,#,0.057,#,0.008,#,0.007,<,0.001,<,0.001,<,0.001,<,0.001
2002,0620060,06,404,01,23.5,999,2,#,0.029,#,0.024,#,0.025,#,0.02,#,0.002,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2002,0620070,06,405,01,23.3,999,2,#,0.12,#,0.096,#,0.1,#,0.081,#,0.011,#,0.01,#,0.004,#,0.003,#,0.006,#,0.004
2002,0620080,06,406,01,22,999,2,#,0.1,#,0.079,#,0.087,#,0.068,#,0.015,#,0.011,#,0.001,#,0.001,<,0.001,<,0.001
2002,0620090,06,407,01,22.9,999,2,#,0.011,#,0.009,#,0.008,#,0.006,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001
2002,0620050,06,501,01,22,999,2,#,0.011,#,0.009,#,0.008,#,0.006,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001
2002,0710020,07,002,01,29,999,4,#,0.073,#,0.058,#,0.049,#,0.037,#,0.017,#,0.011,#,0.016,#,0.008,#,0.005,#,0.003
2002,0710090,07,003,52,28.5,999,4,#,0.055,#,0.041,#,0.039,#,0.025,#,0.01,#,0.006,#,0.011,#,0.006,#,0.01,#,0.005
2002,0710140,07,005,51,23.3,999,4,#,0.028,#,0.021,#,0.022,#,0.016,#,0.004,#,0.003,<,0.001,<,0.001,<,0.001,<,0.001
2002,0710220,07,007,01,21.5,999,4,#,0.047,#,0.03,#,0.027,#,0.015,#,0.014,#,0.008,#,0.019,#,0.006,#,0.005,#,0.002
2002,0711880,07,017,51,26,999,4,#,0.068,#,0.055,#,0.055,#,0.044,#,0.011,#,0.007,#,0.008,#,0.003,<,0.001,<,0.001
2002,0711890,07,020,51,22.5,999,4,#,0.049,#,0.034,#,0.042,#,0.028,#,0.003,#,0.003,#,0.003,#,0.002,#,0.003,#,0.002
2002,0710550,07,025,01,28.2,999,4,#,0.056,#,0.041,#,0.039,#,0.028,#,0.013,#,0.01,#,0.003,#,0.002,<,0.001,<,0.001
2002,0711940,07,027,55,27.3,999,4,#,0.053,#,0.041,#,0.038,#,0.028,#,0.012,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001
2002,0711380,07,031,52,29.3,999,4,#,0.052,#,0.031,#,0.036,#,0.021,#,0.012,#,0.007,#,0.003,#,0.002,<,0.001,<,0.001
2002,0711900,07,039,51,29.3,999,4,#,0.063,#,0.051,#,0.052,#,0.04,#,0.011,#,0.009,#,0.002,#,0.001,<,0.001,<,0.001
2002,0711910,07,042,51,24.5,999,4,#,0.035,#,0.027,#,0.03,#,0.022,#,0.004,#,0.003,#,0.003,#,0.002,<,0.001,<,0.001
2002,0711930,07,205,02,19.4,999,4,#,0.043,#,0.03,#,0.034,#,0.02,#,0.011,#,0.007,#,0.005,#,0.002,<,0.001,<,0.001
2002,0712220,07,230,02,18.5,999,4,#,0.023,#,0.018,#,0.019,#,0.014,#,0.003,#,0.002,<,0.001,<,0.001,<,0.001,<,0.001
2002,0720340,07,513,01,19,999,4,#,0.059,#,0.042,#,0.053,#,0.036,#,0.008,#,0.005,<,0.001,<,0.001,<,0.001,<,0.001
2002,0720330,07,514,01,27.6,999,4,#,0.072,#,0.058,#,0.06,#,0.045,#,0.011,#,0.01,#,0.002,#,0.002,<,0.001,<,0.001
2002,0810010,08,001,01,28.3,999,4,#,0.035,#,0.027,#,0.024,#,0.017,#,0.009,#,0.007,#,0.003,#,0.002,<,0.001,<,0.001
2002,0810440,08,039,02,27.6,999,4,#,0.023,#,0.02,#,0.014,#,0.011,#,0.008,#,0.007,#,0.002,#,0.001,<,0.001,<,0.001
2002,0810490,08,041,01,29.5,999,12,#,0.051,#,0.03,#,0.031,#,0.018,#,0.014,#,0.008,#,0.004,#,0.003,<,0.001,<,0.001
2002,0810500,08,041,02,29.2,999,12,#,0.068,#,0.045,#,0.031,#,0.017,#,0.026,#,0.014,#,0.028,#,0.011,#,0.011,#,0.003
2002,0810550,08,041,55,30,999,12,#,0.078,#,0.045,#,0.029,#,0.016,#,0.026,#,0.015,#,0.028,#,0.011,#,0.009,#,0.002
2002,0810570,08,042,01,27.5,999,4,#,0.066,#,0.046,#,0.04,#,0.027,#,0.017,#,0.012,#,0.008,#,0.006,<,0.001,<,0.001
2002,0811000,08,067,51,27,999,4,#,0.043,#,0.032,#,0.024,#,0.017,#,0.014,#,0.01,#,0.004,#,0.004,<,0.001,<,0.001
2002,0811180,08,083,02,25.1,999,4,#,0.046,#,0.031,#,0.037,#,0.024,#,0.009,#,0.006,#,0.001,#,0.001,<,0.001,<,0.001
2002,0812070,08,114,01,19,999,4,#,0.015,#,0.013,#,0.01,#,0.008,#,0.003,#,0.003,#,0.001,#,0.001,<,0.001,<,0.001
2002,0812080,08,117,01,20,999,4,#,0.026,#,0.021,#,0.021,#,0.016,#,0.004,#,0.004,<,0.001,<,0.001,<,0.001,<,0.001
2002,0812050,08,119,01,19,999,4,#,0.017,#,0.016,#,0.012,#,0.011,#,0.003,#,0.003,#,0.001,#,0.001,<,0.001,<,0.001
2002,0810310,08,124,01,19,999,4,#,0.027,#,0.021,#,0.022,#,0.015,#,0.005,#,0.004,#,0.001,#,0.001,<,0.001,<,0.001
2002,0810390,08,126,01,24,999,4,#,0.032,#,0.027,#,0.022,#,0.018,#,0.008,#,0.007,#,0.002,#,0.002,<,0.001,<,0.001
2002,0820020,08,501,02,30.9,999,12,#,0.13,#,0.077,#,0.071,#,0.039,#,0.043,#,0.026,#,0.02,#,0.012,#,0.002,#,0.001
2002,0820040,08,501,04,28.2,999,12,#,0.13,#,0.082,#,0.059,#,0.03,#,0.049,#,0.031,#,0.034,#,0.019,#,0.006,#,0.003
2002,0820060,08,501,52,29.2,999,12,#,0.11,#,0.075,#,0.053,#,0.033,#,0.04,#,0.027,#,0.02,#,0.013,#,0.003,#,0.001
2002,0820110,08,501,57,31,999,12,#,0.13,#,0.085,#,0.075,#,0.043,#,0.033,#,0.027,#,0.02,#,0.015,#,0.002,#,0.001
2002,0820150,08,502,02,31.2,999,12,#,0.23,#,0.16,#,0.086,#,0.062,#,0.072,#,0.05,#,0.066,#,0.046,#,0.018,#,0.011
2002,0820180,08,502,53,30,999,12,#,0.14,#,0.08,#,0.076,#,0.033,#,0.033,#,0.027,#,0.027,#,0.018,#,0.005,#,0.003
2002,0910080,09,003,51,21.5,999,4,#,0.022,#,0.018,#,0.016,#,0.012,#,0.0042,#,0.0032,#,0.0008,#,0.0006,<,0.002,<,0.002
2002,0910090,09,004,01,27.6,999,4,#,0.048,#,0.031,#,0.039,#,0.021,#,0.0068,#,0.0057,#,0.0032,#,0.0027,#,0.003,#,0.002
2002,0910110,09,004,51,23.5,999,4,#,0.027,#,0.02,#,0.018,#,0.013,#,0.0041,#,0.003,#,0.0008,#,0.0006,<,0.002,<,0.002
2002,0910160,09,006,01,28,999,4,#,0.045,#,0.028,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,0910180,09,007,01,27.5,999,1,#,0.056,#,0.056,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,0910220,09,075,51,15,999,4,#,0.017,#,0.013,#,0.011,#,0.007,#,0.0032,#,0.003,#,0.001,#,0.0009,<,0.002,<,0.002
2002,0910670,09,110,01,25.7,999,4,#,0.028,#,0.017,#,0.008,#,0.005,#,0.011,#,0.0059,#,0.0067,#,0.0034,#,0.002,#,0.002
2002,0920100,09,512,01,25.1,999,4,#,0.021,#,0.015,#,0.012,#,0.008,#,0.0053,#,0.0033,#,0.0014,#,0.001,<,0.002,<,0.002
2002,1010020,10,001,02,25.8,999,12,#,0.025,#,0.019,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010090,10,002,01,29,999,4,#,0.027,#,0.021,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010100,10,002,02,27.1,999,4,#,0.042,#,0.028,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010550,10,012,51,20.2,999,4,#,0.034,#,0.027,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010570,10,014,01,22.5,999,4,#,0.033,#,0.011,#,0.027,#,0.0075,#,0.0044,#,0.0018,#,0.0007,#,0.0006,<,0.0005,<,0.0005
2002,1010580,10,014,02,18,999,4,#,0.019,#,0.015,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010590,10,014,51,16.2,999,4,#,0.036,#,0.024,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010630,10,015,01,23,999,4,#,0.013,#,0.0065,#,0.0094,#,0.004,#,0.0029,#,0.0015,#,0.0008,#,0.0006,<,0.0005,<,0.0005
2002,1010660,10,016,51,26.4,999,4,#,0.027,#,0.017,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010740,10,018,51,24,999,4,#,0.032,#,0.019,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010760,10,020,01,28.8,999,4,#,0.042,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1010780,10,020,53,29,999,12,#,0.047,#,0.03,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1011000,10,023,01,28.5,999,4,#,0.0046,#,0.0034,#,0.023,#,0.0069,#,0.0057,#,0.0022,#,0.0012,#,0.0007,<,0.0005,<,0.0005
2002,1011130,10,028,01,28,999,4,#,0.045,#,0.028,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1011210,10,030,55,29.4,999,4,#,0.019,#,0.014,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1011230,10,031,01,29.8,999,4,#,0.024,#,0.02,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110010,11,001,01,30,999,4,#,0.062,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110020,11,001,51,28.2,999,4,#,0.071,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110040,11,002,01,30.5,999,4,#,0.087,#,0.044,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110160,11,005,01,26.4,999,12,#,0.071,#,0.037,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110180,11,005,03,29.8,999,12,#,0.065,#,0.044,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110200,11,005,52,29.2,999,12,#,0.082,#,0.05,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110240,11,008,01,29,999,4,#,0.027,#,0.021,#,0.02,#,0.014,#,0.0059,#,0.0052,#,0.0025,#,0.0016,#,0.0003,#,0.0003
2002,1110250,11,008,02,27.1,999,4,#,0.042,#,0.028,#,0.032,#,0.019,#,0.0082,#,0.0067,#,0.0031,#,0.0021,#,0.0002,#,0.0002
2002,1110260,11,008,03,28.3,999,4,#,0.035,#,0.027,#,0.024,#,0.017,#,0.0091,#,0.0073,#,0.0035,#,0.0024,#,0.0003,#,0.0002
2002,1110290,11,009,01,28.4,999,4,#,0.081,#,0.06,#,0.044,#,0.031,#,0.024,#,0.018,#,0.012,#,0.0096,#,0.0014,#,0.001
2002,1110300,11,010,01,30,999,4,#,0.092,#,0.073,#,0.049,#,0.038,#,0.028,#,0.022,#,0.014,#,0.012,#,0.0016,#,0.0012
2002,1110310,11,011,01,26.5,999,4,#,0.08,#,0.059,#,0.054,#,0.03,#,0.018,#,0.013,#,0.019,#,0.0095,#,0.026,#,0.007
2002,1110320,11,012,01,28.7,999,4,#,0.12,#,0.073,#,0.075,#,0.043,#,0.034,#,0.021,#,0.015,#,0.01,#,0.0017,#,0.0011
2002,1110520,11,020,01,29.8,999,4,#,0.046,#,0.028,#,0.035,#,0.021,#,0.009,#,0.0057,#,0.0021,#,0.0013,<,0.0002,<,0.0002
2002,1110530,11,021,01,31.2,999,12,#,0.12,#,0.041,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110550,11,021,51,28.7,999,4,#,0.058,#,0.037,#,0.038,#,0.022,#,0.015,#,0.011,#,0.005,#,0.0041,#,0.0005,#,0.0004
2002,1110560,11,021,52,29.2,999,4,#,0.071,#,0.041,#,0.043,#,0.023,#,0.02,#,0.012,#,0.0073,#,0.0056,#,0.0007,#,0.0005
2002,1110590,11,022,01,29.1,999,4,#,0.055,#,0.039,#,0.031,#,0.017,#,0.017,#,0.013,#,0.012,#,0.0086,#,0.0032,#,0.0017
2002,1110610,11,024,01,28.2,999,4,#,0.04,#,0.03,#,0.023,#,0.017,#,0.012,#,0.0094,#,0.0054,#,0.0043,#,0.0006,#,0.0004
2002,1110640,11,026,51,28.7,999,4,#,0.019,#,0.017,#,0.014,#,0.012,#,0.0051,#,0.0041,#,0.0015,#,0.0011,<,0.0002,<,0.0002
2002,1110660,11,028,01,30.7,999,4,#,0.06,#,0.041,#,0.048,#,0.032,#,0.01,#,0.0074,#,0.0021,#,0.0016,<,0.0002,<,0.0002
2002,1110670,11,029,01,33.9,999,4,#,0.16,#,0.11,#,0.11,#,0.069,#,0.039,#,0.031,#,0.019,#,0.015,#,0.0034,#,0.0022
2002,1110680,11,030,01,32.8,999,4,#,0.15,#,0.097,#,0.11,#,0.061,#,0.03,#,0.025,#,0.014,#,0.011,#,0.0017,#,0.001
2002,1110690,11,031,01,30.4,999,4,#,0.13,#,0.069,#,0.1,#,0.046,#,0.027,#,0.018,#,0.0083,#,0.0069,#,0.0008,#,0.0006
2002,1110750,11,035,01,26.7,999,4,#,0.048,#,0.029,#,0.044,#,0.025,#,0.0047,#,0.0036,#,0.0007,#,0.0005,<,0.0002,<,0.0002
2002,1110760,11,036,01,26.2,999,4,#,0.048,#,0.035,#,0.039,#,0.027,#,0.0084,#,0.007,#,0.0033,#,0.0017,#,0.0002,#,0.0002
2002,1111020,11,038,01,21,999,4,#,0.019,#,0.011,#,0.016,#,0.0096,#,0.0027,#,0.0014,#,0.0004,#,0.0003,<,0.0002,<,0.0002
2002,1110780,11,038,51,26.7,999,4,#,0.034,#,0.027,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110790,11,039,01,25.3,999,4,#,0.047,#,0.031,#,0.041,#,0.025,#,0.0057,#,0.0053,#,0.0017,#,0.0011,<,0.0002,<,0.0002
2002,1110800,11,039,02,25.3,999,12,#,0.048,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110890,11,042,01,29.8,999,4,#,0.024,#,0.02,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1110950,11,204,01,29.3,999,4,#,0.12,#,0.076,#,0.087,#,0.047,#,0.026,#,0.02,#,0.01,#,0.0083,#,0.0011,#,0.0008
2002,1111010,11,209,01,31.4,999,4,#,0.19,#,0.12,#,0.045,#,0.034,#,0.064,#,0.041,#,0.066,#,0.041,#,0.02,#,0.011
2002,1210010,12,001,01,99.9,999,4,#,0.062,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1210020,12,001,02,99.9,999,4,#,0.059,#,0.031,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1210030,12,001,51,99.9,999,4,#,0.071,#,0.033,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1210050,12,001,53,99.9,999,12,#,0.076,#,0.032,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1210140,12,008,01,99.9,999,12,#,0.051,#,0.03,#,0.031,#,0.018,#,0.014,#,0.0085,#,0.0048,#,0.0032,#,0.0005,#,0.0002
2002,1210150,12,008,02,99.9,999,12,#,0.068,#,0.045,#,0.031,#,0.017,#,0.026,#,0.014,#,0.028,#,0.011,#,0.011,#,0.0025
2002,1210180,12,008,53,99.9,999,12,#,0.046,#,0.033,#,0.028,#,0.02,#,0.014,#,0.0097,#,0.0056,#,0.0035,#,0.0004,#,0.0002
2002,1210200,12,008,55,99.9,999,12,#,0.32,#,0.069,#,0.029,#,0.016,#,0.026,#,0.015,#,0.028,#,0.011,#,0.0093,#,0.0023
2002,1210220,12,009,01,99.9,999,4,#,0.01,#,0.009,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
2002,1210410,12,017,01,99.9,999,4,#,0.14,#,0.13,#,0.071,#,0.059,#,0.05,#,0.044,#,0.03,#,0.023,#,0.0056,#,0.0028
