西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値
1980,0110014,01,001,01,0,#,6.9,#,7.6,0,6,#,9.6,#,11,0,6,#,10,#,0.5,#,1.1,1,6,#,0.5,#,1.1,1,6,#,0.9,#,0.9,#,1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,<,1,#,28,1,6,#,11,#,43,#,4600,5,6,#,1900,E,99999,E,99999,999,999,E,99999
1980,0110024,01,002,01,0,#,7,#,8.2,0,24,#,9.8,#,15,0,24,#,12,<,0.5,#,1.8,0,24,#,0.6,#,1.6,0,12,#,1,#,1,#,1.1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,1,#,24,0,24,#,7,#,170,#,2400,4,12,#,1000,E,99999,E,99999,999,999,E,99999
1980,0110034,01,002,51,0,#,6.9,#,8.2,0,12,#,9.7,#,14,0,12,#,12,<,0.5,#,1.7,0,12,<,0.5,#,1.7,0,12,#,0.9,#,0.9,#,1.1,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,3,#,39,1,12,#,10,#,23,#,17000,5,12,#,2600,E,99999,E,99999,999,999,E,99999
1980,0110044,01,004,01,0,#,6.8,#,7.7,0,48,#,6.9,#,13,0,48,#,10,<,0.5,#,14,1,48,#,0.7,#,4,1,12,#,1.5,#,1.3,#,1.5,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,10,#,230,32,48,#,50,#,350,#,170000,27,48,#,17000,E,99999,E,99999,999,999,E,99999
1980,0110054,01,004,02,0,#,7,#,7.9,0,48,#,7.4,#,14,0,48,#,11,#,0.7,#,4.9,4,48,#,0.9,#,3.5,1,12,#,1.7,#,1.5,#,1.7,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,5,#,230,16,48,#,43,#,350,#,170000,26,48,#,19000,E,99999,E,99999,999,999,E,99999
1980,0110064,01,004,51,0,#,7,#,7.4,0,12,#,7.1,#,12,0,12,#,10,#,0.8,#,1.6,0,12,#,0.8,#,1.6,0,12,#,1.1,#,1.1,#,1.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,6,#,62,5,12,#,26,#,350,#,79000,8,12,#,15000,E,99999,E,99999,999,999,E,99999
1980,0110074,01,004,52,0,#,6.8,#,7.6,0,30,#,7.2,#,11,0,30,#,8.6,#,0.8,#,3.3,1,30,#,1.4,#,2.4,0,6,#,1.8,#,1.7,#,2.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,12,#,110,16,30,#,34,#,2300,#,110000,22,30,#,17000,E,99999,E,99999,999,999,E,99999
1980,0110084,01,004,53,0,#,7.1,#,7.6,0,12,#,8,#,13,0,12,#,11,#,0.8,#,2.7,0,12,#,0.8,#,2.7,0,12,#,1.4,#,1.2,#,1.3,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,9,#,200,5,12,#,41,#,1100,#,35000,6,12,#,8300,E,99999,E,99999,999,999,E,99999
1980,0110094,01,004,54,0,#,6.8,#,7.6,0,6,#,7.2,#,12,0,6,#,9.7,#,1.1,#,2.2,0,6,#,1.1,#,2.2,0,6,#,1.7,#,1.8,#,2.2,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,10,#,64,2,6,#,27,#,930,#,15000,1,6,#,4100,E,99999,E,99999,999,999,E,99999
1980,0110104,01,004,55,0,#,7.1,#,7.7,0,12,#,7.2,#,13,0,12,#,11,#,0.7,#,1.9,0,12,#,0.7,#,1.9,0,12,#,1.2,#,1.1,#,1.5,E,99999,E,99999,999,999,E,99999,E,99999,999,999,E,99999,E,99999,E,99999,#,4,#,82,8,12,#,36,#,170,#,24000,2,12,#,4700,E,99999,E,99999,999,999,E,99999
